,primary_site,status,dataset,tissue_hd,dataset_status
GTEX-OOBK-0625-SM-3LK5P,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-XMK1-1326-SM-4B65Q,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-XQ3S-1126-SM-4BOPK,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-ZZ64-0226-SM-5E44X,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-14BIN-2726-SM-5RQIE,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-ZT9X-0526-SM-5GCOP,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-QLQ7-0926-SM-447BC,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-YEC3-2526-SM-4YCDN,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-N7MT-0326-SM-48TDP,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-13111-0826-SM-5LZV3,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-XLM4-2326-SM-4TT2D,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-14C38-2126-SM-5RQJO,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-XYKS-1526-SM-4BRUP,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-146FR-0426-SM-5SI97,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-WFG7-1126-SM-4LMK3,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-145LT-1126-SM-5LUA1,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-14E1K-1226-SM-5S2PD,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-TSE9-1226-SM-4DXTM,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-XBED-1026-SM-48TCB,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-ZYVF-2226-SM-5GIDD,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-PWN1-0626-SM-48TDT,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-PWCY-0726-SM-48TCS,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-13X6K-2126-SM-5O9D4,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-144GO-2726-SM-5O9A2,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-12WSK-1126-SM-5LZV8,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-P78B-1026-SM-3NMC4,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-132QS-1426-SM-5P9GE,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-VUSG-1226-SM-4KKZF,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-ZYT6-1126-SM-5GZYR,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-VJYA-0726-SM-4KL1T,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-ZTX8-0226-SM-5E44D,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-11DZ1-2026-SM-5A5KG,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-13QBU-1026-SM-5LU3R,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-TKQ1-0326-SM-4DXSM,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-RN64-1026-SM-48FDX,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-OXRN-1726-SM-3NM9B,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-RWS6-0826-SM-47JXF,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-131XF-0826-SM-5GICG,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-ZPCL-1426-SM-57WEC,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-XQ8I-1526-SM-4BOOH,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-WFON-0826-SM-4LVMI,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-Y8E4-1726-SM-5LU9G,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-OXRK-1326-SM-3NB1A,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-S7SF-0926-SM-4AD4M,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-ZA64-0626-SM-5HL9O,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-1399U-1026-SM-5J1OC,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-T2IS-0826-SM-4DM6L,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-13G51-0926-SM-5IFFU,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-11ZTS-2626-SM-5EGIC,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-P4QS-0626-SM-3NMD1,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-P4PQ-0626-SM-3NMCU,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-ZGAY-1126-SM-4WWBS,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-U3ZH-1026-SM-4DXUZ,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-PLZ5-0926-SM-3TW8L,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-XXEK-0326-SM-4BRVV,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-ZYY3-1526-SM-5SIA9,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-145MN-1026-SM-5NQ9G,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-OIZG-1026-SM-3LK5X,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-11DXX-1126-SM-5GZZK,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-XBEW-1326-SM-4AT63,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-OXRL-0626-SM-3NM9C,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-1212Z-2126-SM-5FQTM,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-QEL4-1426-SM-447AC,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-13RTK-0526-SM-5S2QF,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-X4XY-1726-SM-46MVO,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-SUCS-0726-SM-4DM7J,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-13PVR-1826-SM-5Q5CC,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-14AS3-0626-SM-5QGQD,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-133LE-0626-SM-5IFFJ,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-11TT1-0526-SM-5P9JO,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-OIZI-1426-SM-3NB1T,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-XV7Q-1126-SM-4BRVS,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-1399S-1326-SM-5P9GH,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-132AR-2226-SM-5J2NT,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-S33H-0826-SM-4AD5Y,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-12ZZX-1326-SM-5DUWI,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-SE5C-1226-SM-4BRWV,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-R55E-1326-SM-48FCR,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-Y8LW-0726-SM-5IFI1,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-13PVQ-1726-SM-5IFF3,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-U3ZN-1726-SM-4DXUQ,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-V955-1126-SM-4JBH3,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-13OVG-0626-SM-5IFEP,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
GTEX-ZUA1-1226-SM-5NQ6O,Esophagus,healthy,gtex,Esophagus_healthy,gtex_healthy
TCGA-BH-A1EU-11A-23R-A137-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1EO-11A-31R-A137-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DZ-11A-22R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A204-11A-53R-A157-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0H7-11A-13R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A209-11A-42R-A157-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0BW-11A-12R-A115-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1EV-11A-24R-A137-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0E0-11A-13R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A18J-11A-31R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1FD-11B-21R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DO-11A-22R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1N6-11A-32R-A144-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-A7-A13E-11A-61R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0C3-11A-23R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E2-A153-11A-31R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0B3-11B-21R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1F0-11B-23R-A137-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A18L-11A-42R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-A7-A0DC-11A-41R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-A7-A0CH-11A-32R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E2-A158-11A-22R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1FC-11A-32R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0H9-11A-22R-A466-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-GI-A2C8-11A-22R-A16F-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0H5-11A-62R-A115-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E2-A1LS-11A-32R-A157-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0HK-11A-11R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1EW-11B-33R-A137-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0BJ-11A-23R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E2-A1L7-11A-33R-A144-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-AC-A2FB-11A-13R-A17B-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1F8-11B-21R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1ND-11A-43R-A144-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1RI-11A-41R-A169-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A18R-11A-42R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1RF-11A-32R-A157-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0B5-11A-23R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1NG-11A-52R-A14M-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A18S-11A-43R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E2-A1LB-11A-22R-A144-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E2-A1IG-11A-22R-A144-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0C0-11A-21R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0AY-11A-23R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-A7-A0DB-11A-33R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0BZ-11A-61R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1ET-11B-23R-A137-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DT-11A-12R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0BV-11A-31R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0BQ-11A-33R-A115-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1FN-11A-34R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1F2-11A-32R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1FE-11B-14R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-AC-A2FF-11A-13R-A17B-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0E1-11A-13R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1FU-11A-23R-A14D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A18K-11A-13R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-A7-A0D9-11A-53R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1EN-11A-23R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A203-11A-42R-A169-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0BM-11A-12R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1FR-11B-42R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-AC-A23H-11A-12R-A157-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A208-11A-51R-A157-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DD-11A-23R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1F6-11B-94R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0AZ-11A-22R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1RH-11A-34R-A169-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DG-11A-43R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A18P-11A-43R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A18Q-11A-34R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1NF-11A-73R-A14D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DL-11A-13R-A115-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A18U-11A-23R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DH-11A-31R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1RC-11A-33R-A157-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DP-11A-12R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0B7-11A-34R-A115-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-A7-A0DC-11A-41R-A089-07-1,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0BA-11A-22R-A19E-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A18N-11A-43R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0BC-11A-22R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1FH-11B-42R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E2-A1LH-11A-22R-A14D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1FB-11A-33R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E2-A15I-11A-32R-A137-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0BT-11A-21R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1RD-11A-33R-A157-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1RB-11A-33R-A157-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1N5-11A-41R-A14D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1FM-11B-23R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0AU-11A-11R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1N9-11A-71R-A14D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1R7-11A-42R-A14M-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0BS-11A-11R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DK-11A-13R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-A7-A13G-11A-51R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E2-A15M-11A-22R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-GI-A2C9-11A-22R-A21T-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A18M-11A-33R-A12D-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0B8-11A-41R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E2-A1BC-11A-32R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1N4-11A-33R-A14M-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DV-11A-22R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A1FJ-11B-42R-A13Q-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-A7-A0CE-11A-21R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-E9-A1NA-11A-33R-A144-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0HA-11A-31R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-BH-A0DQ-11A-12R-A089-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-A7-A13F-11A-42R-A12P-07,Breast,healthy,tcga,Breast_healthy,tcga_healthy
TCGA-FL-A1YT-11A-12R-A32Y-07,Uterus,healthy,tcga,Uterus_healthy,tcga_healthy
TCGA-AX-A0IZ-11A-11R-A27V-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-AX-A2HC-11A-11R-A32Y-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-BK-A4ZD-11A-12R-A27V-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-FL-A1YL-11A-11R-A16F-07,Uterus,healthy,tcga,Uterus_healthy,tcga_healthy
TCGA-FL-A3WE-11A-11R-A22K-07,Uterus,healthy,tcga,Uterus_healthy,tcga_healthy
TCGA-FL-A1YF-11A-12R-A16F-07,Uterus,healthy,tcga,Uterus_healthy,tcga_healthy
TCGA-FL-A1YU-11A-11R-A32Y-07,Uterus,healthy,tcga,Uterus_healthy,tcga_healthy
TCGA-AX-A0J0-11A-11R-A27V-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-BG-A2AD-11A-11R-A16F-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-AJ-A3NC-11A-11R-A22K-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-FL-A1YG-11A-12R-A16F-07,Uterus,healthy,tcga,Uterus_healthy,tcga_healthy
TCGA-AX-A2HD-11A-11R-A32Y-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-AJ-A3NE-11A-11R-A22K-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-FL-A1YN-11A-11R-A32Y-07,Uterus,healthy,tcga,Uterus_healthy,tcga_healthy
TCGA-FL-A1YV-11A-12R-A32Y-07,Uterus,healthy,tcga,Uterus_healthy,tcga_healthy
TCGA-FL-A1YQ-11A-11R-A32Y-07,Uterus,healthy,tcga,Uterus_healthy,tcga_healthy
TCGA-BG-A3PP-11A-11R-A22K-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-AX-A05Y-11A-11R-A27V-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-AJ-A3NH-11A-11R-A22K-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-DI-A2QY-11A-11R-A19W-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-FL-A1YI-11A-11R-A16F-07,Uterus,healthy,tcga,Uterus_healthy,tcga_healthy
TCGA-BG-A3EW-11A-22R-A22K-07,Corpus uteri,healthy,tcga,Corpus uteri_healthy,tcga_healthy
TCGA-ZU-A8S4-11A-11R-A41I-07,Liver,healthy,tcga,Liver_healthy,tcga_healthy
TCGA-W5-AA31-11A-11R-A41I-07,Liver,healthy,tcga,Liver_healthy,tcga_healthy
TCGA-W5-AA2X-11A-11R-A41I-07,Other and unspecified parts of biliary tract,healthy,tcga,Other and unspecified parts of biliary tract_healthy,tcga_healthy
TCGA-W5-AA2U-11A-11R-A41I-07,Liver,healthy,tcga,Liver_healthy,tcga_healthy
TCGA-W5-AA30-11A-11R-A41I-07,Liver,healthy,tcga,Liver_healthy,tcga_healthy
TCGA-W5-AA34-11A-11R-A41I-07,Liver,healthy,tcga,Liver_healthy,tcga_healthy
TCGA-W5-AA2Q-11A-11R-A41I-07,Liver,healthy,tcga,Liver_healthy,tcga_healthy
TCGA-W5-AA2I-11A-11R-A41I-07,Liver,healthy,tcga,Liver_healthy,tcga_healthy
TCGA-W5-AA2R-11A-11R-A41I-07,Liver,healthy,tcga,Liver_healthy,tcga_healthy
GTEX-S32W-1526-SM-4AD6Z,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
GTEX-TSE9-2826-SM-4DXTF,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
GTEX-U3ZN-1626-SM-4DXTZ,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
GTEX-TML8-0726-SM-4DXTT,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
GTEX-T5JW-0726-SM-4DM6D,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
GTEX-S341-1126-SM-4AD6T,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
GTEX-T6MO-1426-SM-4DM73,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
GTEX-S341-1326-SM-4AD72,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
GTEX-S4UY-1426-SM-4AD6Y,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
GTEX-TSE9-2726-SM-4DXSQ,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
GTEX-S32W-1626-SM-4AD6G,Cervix Uteri,healthy,gtex,Cervix Uteri_healthy,gtex_healthy
TCGA-GU-A42P-01A-11R-A23W-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-CF-A47V-01A-11R-A23W-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-E5-A4TZ-01A-11R-A31N-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-GU-A764-01A-11R-A352-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-G2-A2ES-01A-11R-A180-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-UY-A78K-01A-11R-A33J-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-GV-A40E-01A-12R-A23N-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-CU-A0YN-01A-21R-A10U-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-UY-A78N-01A-12R-A33J-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-DK-AA6X-01A-12R-A42T-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-FD-A3B5-01A-11R-A20F-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-G2-A2EF-01A-12R-A18C-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-XF-AAMG-01A-11R-A42T-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-CU-A5W6-01A-11R-A28M-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-DK-A3IT-01A-31R-A20F-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-G2-A2EO-01A-11R-A180-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-FD-A3SM-01A-11R-A22U-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-XF-AAN1-01A-31R-A42T-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-BT-A20J-01A-11R-A14Y-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-XF-A9SY-01A-21R-A42T-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
TCGA-UY-A8OB-01A-12R-A42T-07,Bladder,tumor,tcga,Bladder_tumor,tcga_tumor
