"","x"
"GTEX-11VI4-1226-SM-5EQMP",1
"GTEX-131XW-0526-SM-5PNXZ",1
"GTEX-1F5PK-2526-SM-9MQKN",1
"GTEX-13FTY-0626-SM-5L3F8",1
"GTEX-1B97I-1726-SM-7939V",1
"GTEX-11ZTT-2526-SM-5EQM9",1
"GTEX-13OVG-1326-SM-5K7Y3",1
"GTEX-VUSH-0004-SM-3P61T",3
"GTEX-ZLV1-0005-SM-4WWAP",6
"GTEX-12WSD-0005-SM-5N9FZ",6
"GTEX-ZF2S-0006-SM-4WKHF",6
"GTEX-W5X1-0001-SM-3P61V",3
"GTEX-1GN1W-0006-SM-A9SKL",6
"GTEX-132NY-0005-SM-5O9AC",6
"GTEX-WFON-0001-SM-3P61W",3
"GTEX-1FIGZ-0001-SM-EAZCM",3
"GTEX-1NUQO-0005-SM-DKPP2",6
"GTEX-1C6VQ-0005-SM-7P8OR",6
"GTEX-VUSH-0005-SM-3NB2H",6
"GTEX-T6MO-0006-SM-32QOU",6
"GTEX-1IKOH-0001-SM-EAZDF",3
"GTEX-1IDJC-0005-SM-A9G1C",6
"GTEX-XYKS-0005-SM-4BRUD",6
"GTEX-WFJO-0002-SM-3P61X",3
"GTEX-X4EP-0005-SM-3P5ZE",6
"GTEX-UTHO-0006-SM-3NMCC",6
"GTEX-1GZHY-0005-SM-ARZL6",6
"GTEX-XBEC-0006-SM-4AT5T",6
"GTEX-R3RS-0005-SM-3GAEH",6
"GTEX-13OW8-0005-SM-5NQAC",6
"GTEX-14E7W-0006-SM-5N9GG",6
"GTEX-1J8Q3-0005-SM-CNNOY",6
"GTEX-OHPN-0005-SM-2YUML",6
"GTEX-1EX96-0006-SM-ARU6J",6
"GTEX-ZVTK-0003-SM-51MRV",3
"GTEX-18A7A-0006-SM-7PC1P",6
"GTEX-15DZA-0005-SM-9JGFP",7
"GTEX-ZVZQ-0006-SM-51MR8",6
"GTEX-1H1DG-0006-SM-ARZL4",6
"GTEX-13JUV-0006-SM-5NQ97",6
"GTEX-11NV4-0005-SM-5N9EX",6
"GTEX-Y8E5-0006-SM-47JWQ",6
"GTEX-ZLWG-0004-SM-4WWD5",3
"GTEX-14PJ5-0005-SM-9MQLO",6
"GTEX-1HC8U-0005-SM-ADEGV",6
"GTEX-1CB4J-0006-SM-ACKV6",6
"GTEX-V1D1-0006-SM-3NMCE",6
