"","MMlightcyan","MMmidnightblue","MMpink","MMred","MMblack","MMmagenta","MMlightgreen","MMtan","MMturquoise","MMgreenyellow","MMblue","MMcyan","MMpurple","MMgrey60","MMbrown","MMlightyellow","MMsalmon","MMyellow","MMgreen","MMroyalblue","MMgrey"
"ENSG00000131584",-0.129249370220744,-0.00723053219313807,-0.215943126815401,-0.271951562213737,0.521835875662672,0.716123993605248,0.115514739005186,-0.121835716119668,-0.227234106888602,0.208723525584216,0.280861246189187,0.263599336326094,0.108285844091011,0.134137189532515,0.137674768840638,0.523302100331363,0.269508757861684,0.449594558902898,0.459253297697994,0.312744291047211,0.716800982426226
"ENSG00000179403",-0.0688470604762711,0.326912528737396,-0.312211304852776,-0.230607438661816,0.167670365247159,0.630219930012836,0.404254284049484,-0.0168961087268046,-0.284404725553925,0.443211315690922,0.737476212090937,0.690224880698282,0.155708224616472,0.223190432967868,-0.0170562587694028,0.359234594893775,0.182666406278364,0.160382181938948,0.386647878534884,0.172067504943559,0.753566231022429
"ENSG00000215915",-0.156421156339009,-0.0426931795692947,-0.266922911074676,-0.308459890960734,0.200029408945773,0.492701355044076,0.266580766435966,0.125873549869123,-0.0214954295670847,0.746583927099328,0.363068430333798,0.42850030255319,0.120524974135233,0.149252641138018,0.00969554465927968,0.278426967993024,0.0925715560258009,0.0952226238313907,0.492094972251804,0.0821174353947813,0.692611480526472
"ENSG00000205090",-0.106701704922173,0.204723635943013,-0.210005024395944,-0.164976818826243,0.654748588253669,0.905798161959324,0.161089708810043,-0.259665680630362,-0.322801274359494,0.175529234975232,0.435499355130806,0.270170501145715,0.0354520322685176,0.0470132257379863,-0.146285635121417,0.155984491933992,-0.0315125036661251,-0.13122668217907,-0.0160869888491565,-0.114488330386001,0.614414298295972
"ENSG00000228594",-0.16612060952231,-0.54089094238765,-0.351730293918271,-0.44663463564156,0.532277627153141,0.470821227993786,-0.0693322738236442,-0.00697793522526113,-0.0358387798739288,0.401632954618182,-0.0952028392396213,-0.129069388836083,0.0349602677165806,0.0500247067584181,0.345444330663108,0.611670053596181,0.294409865424352,0.490337292045232,0.571826193154944,0.324112414712766,0.546011980630004
"ENSG00000189409",0.174863645868234,0.296340129794702,-0.227577636745686,-0.0269065459400281,-0.134463848422589,0.199533295907633,0.424260059938249,0.186474561052518,0.130134603919976,0.0518362841389635,0.546232354720011,0.39745197051059,0.0946823534496756,-0.0197186099270368,-0.119897208218185,-0.0148792122790997,-0.00875127440085944,-0.0355494949324819,0.0011974662426544,-0.0731649426953657,0.313586632826197
"ENSG00000169885",-0.219468260639684,0.227411294607648,0.71632437938762,0.402940645476842,-0.0509472258144633,-0.0816985357675708,-0.305474023340878,-0.190637511356148,-0.319349889081856,0.0779993788474642,-0.0943885492671925,0.108841338557173,-0.0155675130140327,-0.0403771023843174,-0.0838302440103018,-0.0966243997239294,-0.0223063394158026,0.106940431875587,0.0759481973020826,0.00651312617730634,-0.0618492391721858
"ENSG00000178821",-0.151967901948425,0.361512038169152,0.916897163995288,0.619561341159831,-0.0929365263075838,-0.225568037990969,-0.391963093432214,-0.254604610854089,-0.435793002000737,-0.125966130601793,-0.253111641405662,0.00491967322073152,-0.039266141571248,-3.07364389900561e-05,-0.163399103767551,-0.246913609614389,-0.063221726330853,-0.00096560008675154,-0.0862355776806457,0.00717613848185015,-0.337353327042325
"ENSG00000067606",-0.000184166500717162,-0.482478123907476,-0.29514674711976,-0.305314373741997,0.605826215144106,0.502772206459974,0.00971022502729928,0.0804263338230322,0.00160150444942322,0.472238661120072,-0.237825061620016,-0.139978540888665,-0.00497449807602585,0.220802476588858,0.0925004635605262,0.446088756207368,0.196458420880611,0.302587524372268,0.552798186602404,0.350282328883353,0.487021712718228
"ENSG00000182873",-0.203370206610541,-0.208284545171382,-0.323758083681699,-0.423526828358026,0.332338321028161,0.522995998413901,0.246284563148247,0.189291212965083,0.156290809493624,0.534467470523085,0.156204809485732,0.126314852789793,0.0996756694563114,0.278366933611416,0.0106983684363344,0.375405210242594,0.144107636834104,0.269385268729239,0.573374918070059,0.297981086390668,0.658953421326685
"ENSG00000116151",-0.249560005748425,-0.115971840439761,-0.159606762934209,-0.281016751317224,0.268026610639486,0.549513619893254,0.060268322535408,0.0672490985182115,-0.125141990477686,0.769438424531143,0.328837905563087,0.321613533130251,0.106610172289425,0.176764285618879,0.178274594141105,0.38732424636091,0.0795097363130174,0.125796533101502,0.548689650300441,0.11584223934326,0.774502911980777
"ENSG00000272420",-0.184025429372043,-0.191481393657792,-0.229224072281521,-0.307686693416896,0.653987685448137,0.737555151912968,0.0346095581998362,-0.0920366657954714,-0.1786536144946,0.335083650678786,0.0967403047011896,0.0976395526429451,0.0530828140841704,0.178622661194882,0.0642584856260782,0.363210922145944,0.069858039504701,0.160990957233792,0.338711222263003,0.163494244369625,0.643624583538157
"ENSG00000149527",-0.221042487990197,-0.51318217303651,-0.252945707610961,-0.439206835709154,0.422462387952441,0.31264335886714,-0.0107357965913889,0.0859581456760286,0.0881442161552518,0.182758230513764,-0.23592275136001,-0.166404178852283,0.0445994903583427,0.0772941759157007,0.276134747816963,0.594434561755479,0.38835638131216,0.715691138876702,0.63108887452589,0.501305972638199,0.420588008031268
"ENSG00000238164",-0.182545991581798,-0.29665358184769,-0.265428108113931,-0.361179667398131,-0.232612796315346,-0.149775838189084,0.31422490717786,0.674334740369396,0.485938001792682,0.434421229029281,0.0328038927879851,0.124718678936759,0.122572262518118,0.643304015144233,0.33273537079825,0.22393447226916,-0.02780843762715,-0.0247996781807582,0.452821920686996,0.364806458488014,0.305170063888602
"ENSG00000228037",-0.179830360578133,-0.188973184975825,-0.209959071467561,-0.308670581937032,-0.150829908987867,-0.0999223960576793,0.19800271126152,0.516720120326588,0.362343232339953,0.141186039705817,0.0294846832803051,0.0818798112555257,0.129976481994582,0.600743940667719,0.376559201115174,0.247630099297872,-0.0440940437208441,0.00342708239205248,0.298405791369704,0.34340458389818,0.236460087787326
"ENSG00000162591",-0.121876446331337,0.213961155863606,-0.242180640683801,-0.263345436123321,-0.282565757015083,0.177742818074987,0.519129921732643,0.200415567500919,0.172501721305563,0.251282360870235,0.687405018736369,0.609572444577464,0.165685709297729,0.00132670865616699,0.011811778358394,0.280739643161698,0.149554905712166,0.396725575110189,0.396627086490773,0.147256329828554,0.549792312184483
"ENSG00000078900",-0.136859390225751,-0.328100229340258,-0.0994982464935754,-0.246533988396503,0.131962377764882,0.0366482461765028,-0.242985703637499,0.0551265820089149,-0.022317006790911,0.0347121330564488,-0.212340107234428,-0.171556846637926,0.0794403419758574,0.00138114338906689,0.554134732416108,0.608269798375577,0.412750983927555,0.704255488640695,0.536161008751924,0.45168245551256,0.261451108910856
"ENSG00000235169",0.370182347276906,-0.146608278842432,-0.322511239088572,-0.0631891440239022,-0.210275523959861,-0.143360450808726,0.27597373515491,0.271072794662945,0.488909287291167,0.321121063506066,-0.00899125367775677,-0.0159629393168345,-0.00403223290195479,-0.0956913995180636,-0.185851487436454,-0.209563247129062,-0.13521549710135,-0.164360639441795,0.0517627717827328,-0.184791778914976,0.00421612414459385
"ENSG00000069424",-0.143230356133084,-0.540486751256587,-0.275947642906528,-0.361010448253577,0.499316826007723,0.191517466131633,0.219125051250178,0.182207561360585,0.55875681404585,-0.0882372891437889,-0.428241701808882,-0.390169220267919,-0.0871158361766421,-0.112129547950042,0.0575717426903836,0.0553738910380024,-0.192700276735883,-0.147229250959484,-0.183670113835554,-0.20000435838066,0.0373839166977209
"ENSG00000097021",-0.234223629340504,-0.138629301751137,-0.466705438917318,-0.484701801646974,0.56995374652115,0.676725573142769,0.0908875861131925,-0.0261484834414144,-0.159645963125348,-0.041396779177365,0.308671311601286,-0.0372726640634802,0.0673736812924754,0.219001764332906,0.505760497194731,0.696904680384784,0.221729212410102,0.256529970786267,0.211027876146188,0.2883603411175,0.620934199617293
"ENSG00000215788",-0.0777037210444756,-0.297054011691529,-0.337347944615576,-0.388763481414397,0.261322288747686,0.375633054277622,0.276234876734716,0.186421153953026,0.131898525951801,0.185498977032289,0.0816918378617299,0.197552730901079,0.104374061680851,0.253752669762846,0.095715736583846,0.419777112832834,0.31587846962518,0.562389478403928,0.605057011294645,0.504448279310661,0.539848014228709
"ENSG00000171680",-0.00568120686454296,0.0181756029973776,-0.240583570177979,-0.210880351086253,0.266791828403421,0.54675167050787,0.202588132362019,-0.0805392957797848,-0.294537345308543,0.237303577316543,0.413556637207027,0.495581125060559,0.128913965822583,0.162278299783279,0.147740388677351,0.557622995554266,0.311785933149625,0.629008826789615,0.612301078176768,0.431315121055197,0.709781501588178
"ENSG00000049246",-0.123442180783056,0.399838306747147,0.0117142778109839,-0.0214859151878897,0.305021151894535,0.664929303131524,0.176241876870502,-0.228752584056595,-0.412297202156661,0.253950599537972,0.548559113936456,0.558929186249674,0.0971165357049559,0.0623578461023327,-0.0960209766743724,0.280293422317794,0.129856881828362,0.227222889042877,0.272406929889978,0.0957886052913013,0.644158415076144
"ENSG00000142583",-0.212146824478486,0.0161542217879999,0.457536076284026,0.205945451386611,0.0642591485959886,-0.187371496854969,-0.0799920042731785,0.0735615528558289,0.0330109615309977,-0.234432385771423,-0.310298392146649,-0.201288900886182,-0.0684775392440694,0.00506567486092215,0.174594404753065,-0.00604588609067953,-0.0474629526080155,-0.100077642897743,-0.205846458997558,-0.0277185754017354,-0.232584070666748
"ENSG00000180758",0.0413845573732878,0.33672732624864,0.372518002546462,0.30961781580737,-0.485170375707945,-0.311154398462001,-0.221246508035286,-0.01243410154419,-0.336546211303538,0.136962885866147,0.178725144884588,0.300639770774017,0.114956663722941,0.0218244858323684,0.263212159391181,0.29214285969881,0.433858398279728,0.620807916744864,0.522184442025082,0.412090244369348,0.0737487033586753
"ENSG00000171608",-0.279242376758523,-0.49672996501244,-0.49727634733143,-0.623972108003839,-0.079372829250785,-0.100535569918241,0.338045614896329,0.507263982928333,0.873763945434,0.1286999688597,-0.082582488885552,-0.250247838914216,0.0663153417375105,-0.00290432473187502,0.31571104467455,0.159406839856034,0.0101868388282533,-0.0444777657319401,0.0715630563962504,-0.0525402075899878,0.162699603122411
"ENSG00000178585",-0.000505047150044902,-0.151721174526293,-0.234007707229453,-0.235608008245856,0.147496620773605,0.307759685266443,0.0681468992836693,-0.0877464721365757,-0.201758596352176,0.269984148433486,0.205084974663488,0.306041143911152,0.110728198203678,0.0190131681686134,0.249303190669963,0.65359111378172,0.424427243781263,0.836130222997261,0.730882082493056,0.475269094132709,0.567135922361413
"ENSG00000162444",0.08041367279718,0.0510149828016522,-0.234985556288213,-0.145188657577027,-0.254164372575502,0.0290761022915537,0.600416424585,0.167603674832564,0.271319981836242,0.275019408235566,0.400922727459794,0.699906557585407,0.0937822020444394,-0.100495217227049,-0.237654162414285,9.93400504312597e-05,0.091531687411397,0.149718729428777,0.229085793125265,-0.0274140012652827,0.320974372988767
"ENSG00000142657",-0.300196592210806,-0.616519011123777,-0.357117163290496,-0.566647109545115,-0.189768788798754,-0.269493319163352,0.242887148269133,0.450615302402348,0.698902607740888,0.18879465150721,-0.1850126784806,-0.214492696128946,0.0601795302534868,0.0196588380686695,0.40282496840362,0.346991791683952,0.385370507682911,0.279849927889355,0.357718973593975,0.270015069116609,0.11733099886026
"ENSG00000241563",-0.237824257428361,-0.329762656808011,-0.253439669033929,-0.356840959131527,0.76266618155696,0.731580491289327,0.0627422249277051,-0.073511036050877,-0.117091337521948,0.348255858934883,-0.00665036180630484,-0.0173253901240282,-0.0276115240132702,0.12461991153773,0.0799247315136585,0.328944415436528,-0.00453948841398217,-0.0155447335241544,0.186257014006779,0.0342822453349306,0.546325906202871
"ENSG00000130940",0.062166788211861,0.58295562577857,0.283695494657464,0.272883516258387,-0.411066401692217,-0.126615323307695,0.0438409925425317,-0.0207310816814448,-0.274878562696734,0.030389669393908,0.337931220629041,0.402073986141156,0.130186979048292,0.195901254331146,-0.032784546533698,0.144437368891786,0.23395095307928,0.510847217955731,0.41890975532283,0.400155118862651,0.118236915485257
"ENSG00000116661",-0.0390582209410389,-0.188719657748115,-0.208992594504128,-0.220372241618355,0.778156180656495,0.758774697754938,0.0775201400392909,-0.179460048077995,-0.197486740169008,0.21262436216132,-0.0217343665535689,-0.0199695991867804,-0.00646234373259153,-0.0644692594969432,-0.0890327718776597,0.349732009627909,0.121342144080677,0.242192111453877,0.249241262776943,0.0813681498564617,0.507125768994799
"ENSG00000132879",-0.118521126192931,-0.24813262116553,-0.384425389834113,-0.398520889772226,0.630375913455951,0.781652144829591,0.14724416092338,-0.0323025322380539,-0.0447328926251255,0.459485193154225,0.218211245094755,0.13281313164438,0.0744526847177993,0.0171414356621066,0.137389808794703,0.486831874722709,0.0948787851956063,0.24064104970578,0.402042513453015,0.0745380924890288,0.784171587939752
"ENSG00000177674",-0.230404634116739,-0.2203238244303,-0.171625055582327,-0.345629162318283,-0.453848021513972,-0.357945529058008,0.341195091148748,0.339711671898447,0.685010330674961,0.196208187742462,0.0837220832026394,-0.00332060355548253,0.0669032683023885,-0.0764867426091444,0.102354833834124,-0.000473357230839133,0.0825203572599831,0.120314322610502,0.174798945278453,0.000181425649969771,0.0235666740433146
"ENSG00000242349",0.493676291274636,-0.030103959288877,-0.262569769481059,0.0225898474021745,-8.29459702574725e-06,0.121085209551145,0.239498897100216,0.161984381994594,0.136722627646576,0.295292198125954,0.174757265899657,0.25438714991155,0.0761402759950089,0.113647274281286,0.00556470557134081,0.120374892742467,-0.0400245105006007,0.00981197881228527,0.232348418639252,0.0502407317331856,0.315284506009927
"ENSG00000175206",0.926925342552029,0.2532589573259,-0.0829267506644227,0.459188178737317,-0.0741681305010567,-0.0471915038225876,0.0217928075652174,-0.125558658075476,-0.144646242647216,-0.0806218451027223,0.100123491976539,0.190575456989195,-0.056937567285891,-0.135829920601,-0.209824131390999,-0.193430480711925,-0.113364674422827,-0.123851795825382,-0.153782475907195,-0.159841642653095,-0.099946602849505
"ENSG00000120937",0.929952489479263,0.234481588178068,-0.0761785496064848,0.476077036985397,-0.0496257913595509,-0.0632799342768184,-0.0299322733498673,-0.15632203125638,-0.164973259822272,-0.123871325063384,0.0520351542419916,0.138192341293747,-0.0810228992414388,-0.147472103679495,-0.215956742699329,-0.221124437222427,-0.124437814806981,-0.150786853586442,-0.197996161635474,-0.173155338478849,-0.154778153345484
"ENSG00000028137",-0.137273856013464,-0.335743360167727,-0.287820291911631,-0.368981337680791,-0.353970443793859,-0.394185190912212,0.48628826271668,0.475862743252949,0.886535652696493,-0.0259508839924788,-0.0719121555183473,-0.0382840364537116,0.0192846451730016,-0.0591724998828217,0.0830907289890588,-0.133415970613856,-0.166458701634073,-0.152056845315399,-0.119289411091127,-0.173736048031217,-0.105600245650214
"ENSG00000162493",-0.0420537600686806,0.436381204460649,0.183555975107805,0.160028130431432,0.00682656820054157,0.28086722123994,0.203671939772704,-0.140242068549932,-0.413488687751867,0.0895490104863133,0.516661145911894,0.577266345978177,0.0946234069026819,0.0866059416169462,-0.0271618294618367,0.199411866358454,0.136794653384892,0.238580832102522,0.211228685400469,0.163420370304023,0.375284326115973
"ENSG00000189337",-0.206732766581261,-0.26041026534885,-0.436172484937192,-0.507737862559795,0.426438323129337,0.640836730016585,0.21895720728722,-0.0372440446276737,-0.0766048291423675,0.344897849374164,0.352691892702769,0.286722651251749,0.126376013533977,0.0054223093776377,0.233313439932297,0.683910590741104,0.402979987452946,0.556479140127168,0.568335881994478,0.326739867152902,0.791164917667308
"ENSG00000175147",-0.193801527840442,0.0156274220614594,-0.197439396744212,-0.278810368143668,0.377815231493395,0.526552697491667,0.079833111834192,0.0488602726712822,-0.151462026678705,0.0228649609503727,0.173008289548709,0.0910162389162531,0.10244040793986,0.321362551839815,0.143244322307886,0.382122984347989,0.34592407417585,0.29570021476432,0.351300778270769,0.449245927502621,0.491616257186182
"ENSG00000142634",-0.321743759697992,-0.569491666066148,-0.659260925938655,-0.785730640678978,0.0109087874570958,0.0455361337555875,0.396706600740952,0.494368869321344,0.756851846325267,0.207527175018071,0.0205350331691946,-0.183501762574765,0.0966568446705641,0.236697110839283,0.36191240510417,0.386343518141287,0.145064385490919,0.159778715512564,0.329061523281108,0.245760623089972,0.348539868331752
"ENSG00000162438",-0.122267347028528,-0.11635427463509,-0.14255710906794,-0.214979439080112,-0.0979141303533739,-0.0478346893775154,0.128887948040278,0.14107740936151,0.25427751762437,0.0860142204626527,0.0417060489913159,0.0179352277549689,0.843914523128216,0.0408889437297173,0.0437648915390279,0.0823433913842704,0.119646806989325,0.131961503825258,0.14860542272228,0.067184158664469,0.113216287334142
"ENSG00000142615",-0.0746109007649139,0.0200691137515223,-0.0677602638969706,-0.098619153429399,-0.0137661358153797,0.0744888916573922,0.0566348875340662,0.0544324463803638,0.0163118176850861,0.0657335170958994,0.1191400266075,0.0749943739970116,0.928730781049444,0.0708727535554494,0.0614871235678654,0.113543671226332,0.132714034926055,0.0831924242465898,0.111934963706557,0.071645377515839,0.159886259247489
"ENSG00000215704",-0.0775114281134415,-0.00648678897489876,-0.0944124659093672,-0.130795484891214,-0.0213376826733111,0.0815537496033771,0.0662868578693212,0.0380160020396747,0.0331661055154168,0.118914580912035,0.131635309596086,0.114624206885356,0.785820039187622,0.0457772010365004,0.041397790829877,0.132821412339403,0.14768983752798,0.141093766079268,0.171043520017497,0.0890742498225756,0.197354277046095
"ENSG00000272510",-0.214128615024533,0.0630436247063001,0.363261929936408,0.142410731534108,-0.0824601513688324,-0.0527141964881548,-0.053154793277266,0.128794376235304,-0.117878112166219,0.292947255913532,-0.0160960946898835,0.115646815353336,0.016650273719525,0.381904447162053,0.0324475513825468,0.0236149447089228,-0.0331277862465075,-0.0470972683643838,0.234632247836017,0.208091358063808,0.0844797561182491
"ENSG00000162461",-0.0011211366361492,0.510313442167777,0.592455992078543,0.532267078119164,-0.0135753166051194,0.127831463162426,-0.0676911791156334,-0.140499442968445,-0.428057634779864,0.15697464377094,0.174546697411636,0.352756485825266,0.021875702698105,0.173802456380206,-0.281356423972006,-0.201218676119731,-0.142692505037869,-0.17462352166829,0.00167184513738138,-0.0252381072044465,0.0833447140287961
"ENSG00000224459",-0.0880155062848726,0.307098117244577,-0.103005982209569,-0.0522926698036742,-0.107459022684475,0.176123779191948,0.281999307548794,0.0629196119515245,0.022158715350282,-0.047899191908222,0.491936833000512,0.215668096538402,0.0640383249493076,-0.0712045849181973,-0.086361411912411,0.0416349606867228,-0.0600814340096232,-0.0856341377259602,-0.120820854930547,-0.126498790366377,0.199338051375445
"ENSG00000162458",0.0769335402676534,0.526104985677989,-0.271589539680643,-0.0612179846546843,-0.280721705470637,0.27114395624276,0.419857158552934,0.102373526279453,-0.202030494790226,0.171041358514485,0.915068440332882,0.658372363445542,0.172675029283351,0.236400637107464,0.0401656016996469,0.24714491206708,0.107318009312884,0.0998553096083754,0.225162677703888,0.166105489861575,0.518631353761367
"ENSG00000142627",0.0236210148183261,0.183876670190824,-0.208692890651438,-0.145183181242013,-0.254878421508202,0.170304619746452,0.242195292738674,0.113629600384931,-0.264276041238785,0.369778174183531,0.635772695722398,0.66872924802354,0.171671412578029,0.181291399262318,0.241636999303067,0.522004259804517,0.519607524526147,0.616912850115953,0.700326316127087,0.507206515125251,0.604001912815386
"ENSG00000142632",-0.160923380191523,-0.129678672325469,-0.335943289252121,-0.404324083686487,-0.273120064589043,0.087692831710216,0.226126947444666,0.254362875670956,0.0709546950615582,0.583727592446015,0.469917623998059,0.41299539130671,0.188909001070459,0.181694072737229,0.389793626298205,0.604943983750812,0.394066958320353,0.666702456539158,0.839476126626015,0.468685456618462,0.652101958070466
"ENSG00000186301",-0.214695733690821,-0.0864541150106809,-0.300298462447891,-0.397114750280854,0.0375280081425879,0.369577018389321,0.211163543043766,0.197770012027623,-0.0209211982826312,0.660353870790845,0.413951977242944,0.387558354964882,0.175126436639514,0.331842140728572,0.225175367647139,0.487208341599911,0.224913973077948,0.434228777974415,0.747303151126511,0.399162364552955,0.749676522097093
"ENSG00000186715",-0.217580271836787,0.0579544748732215,-0.232199136052415,-0.322827129102229,0.0378104923110913,0.331304993318627,0.196215575840204,0.200058884557361,-0.0575727454968214,0.458768009786712,0.374240053021251,0.29443476383399,0.125018972071325,0.46961439038267,0.138112913838415,0.325043137035793,0.13639872638546,0.258363693376075,0.559518490260078,0.405720990539037,0.572029053863727
"ENSG00000226526",-0.158105880365283,0.273420771590151,-0.14911227836698,-0.150524085718651,-0.0740884658538304,0.232936537502656,0.2264824537938,-0.0134069908754296,-0.0315376470975396,-0.00264660923910357,0.556223796492238,0.277432252048178,0.0732384033706431,-0.0140955622221483,0.0378865320117452,0.148829008058734,-0.0151360120171722,0.055757935353414,-0.00609697188294091,-0.0457084313977419,0.318094589226551
"ENSG00000117115",-0.26558926007634,-0.170048731912659,0.558058206344565,0.200905923589081,0.185235431448409,-0.238752579805854,-0.210155874063412,-0.00393359168960269,0.149821543216927,-0.268284352383702,-0.683426302734127,-0.499990135449606,-0.108730301433527,0.135306759901754,-0.180474427414575,-0.236776171420357,-0.185366706299447,-0.0870855211880822,-0.173125864727225,0.0604132875411569,-0.470033512446651
"ENSG00000169991",-0.213687299046268,0.0279544784333769,-0.139673122626057,-0.281021906846942,0.0790589772590354,0.285404824171074,-0.00402301768017575,-0.0921749260327624,-0.176549374388849,0.0635093420091849,0.301181641835005,0.183465299795623,0.13866444773151,0.0250067296432804,0.346670051329895,0.658146308783244,0.379713588687024,0.812218414561554,0.58522498444095,0.450347466404172,0.518795534130885
"ENSG00000211454",-0.264038555653021,-0.180648408247003,-0.16851352889123,-0.32658289054662,0.298728328105537,0.387830928460407,0.127932144636767,0.191196841363651,-0.118410768568087,0.239314160289788,0.123571307869475,0.130656448551163,0.128685141699058,0.710516902298021,0.234222188408397,0.470264313698117,0.0694572141599875,0.281536299663024,0.552267819407818,0.582157401971526,0.525597306746455
"ENSG00000162482",-0.277967200433281,-0.21430331848552,-0.280232371754941,-0.420307784722309,0.210052790597479,0.339543878799566,0.216878476564304,0.334042748017842,-0.0189904468147527,0.30097592828826,0.182856278740484,0.143672808872805,0.179907139844129,0.801943463067831,0.275378204965232,0.497743948291055,0.12189405575749,0.286965015099199,0.620065974511499,0.664267075137439,0.550456050415762
"ENSG00000188257",0.243322487659026,0.507121520675576,-0.108063394275185,0.107851872582093,-0.382869785715769,0.0549530982529253,0.532949452111985,0.166886909204015,-0.0843648208270284,0.128118612962266,0.69554388230856,0.766076848355878,0.140148227689012,0.186092791481727,-0.128982868017163,0.035642245825393,0.064001726223592,0.0756747342479073,0.187820735707616,0.126803183320655,0.32802422682123
"ENSG00000127472",0.589780761358897,0.489577438459258,-0.302359066365309,0.201467653306646,0.0870418283700252,0.377105077750419,0.327788423639781,-0.0983646784246133,-0.236559776317491,-0.0579422287042907,0.528507802843056,0.489146325008124,0.047176459764274,-0.0327797000031264,-0.278860701327796,-0.116720573445719,-0.0185920772545416,-0.162836281452059,-0.150145762508388,-0.134793316151014,0.243975852521221
"ENSG00000162545",-0.0942302319072914,0.0474885565580138,-0.324368226856386,-0.264548045879689,0.656656829934406,0.818867650996774,0.154483365085717,-0.173710259153448,-0.411336569150112,0.0943287878775298,0.38910463193814,0.198781751243953,0.0463852970103038,0.291629730588075,0.0589503930571299,0.380879819675792,0.115603882942324,0.0481657969750937,0.145594568236947,0.210299038894151,0.590754168779114
