,Topic 1,Topic 2,Topic 3,Topic 4
ENSG00000132109,0.00100156,0.00100066,0.000998925,0.00100037
ENSG00000247240,0.00100156,0.00075923,0.000982435,0.00100209
ENSG00000152404,0.00100155,0.00100066,0.000998934,0.00100036
ENSG00000067900,0.00100154,0.00100065,0.00099894,0.00100036
ENSG00000213398,0.00100153,0.00100065,0.000998944,0.00100036
ENSG00000147251,0.00100153,0.000949434,0.000999717,0.00100114
ENSG00000278619,0.00100153,0.00100065,0.000998947,0.00100036
ENSG00000173846,0.00100152,0.00100064,0.000998956,0.00100036
ENSG00000123737,0.00100151,0.00100063,0.000998966,0.00100035
ENSG00000268043,0.0010015,0.00100063,0.000998969,0.00100035
ENSG00000164190,0.0010015,0.00100063,0.000998973,0.00100035
ENSG00000149636,0.00100149,0.00100062,0.000998976,0.00100035
ENSG00000205643,0.00100148,0.00100062,0.000998979,0.00100035
ENSG00000178202,0.00100148,0.00100062,0.000998983,0.00100035
ENSG00000005156,0.00100147,0.00100062,0.000998986,0.00100035
ENSG00000158122,0.00100144,0.00100059,0.000999016,0.00100034
ENSG00000076650,0.00100143,0.00100058,0.00099902,0.00100034
ENSG00000232098,0.00100142,0.00100058,0.000999027,0.00100034
ENSG00000245680,0.00100141,0.00100057,0.000999031,0.00100034
ENSG00000129315,0.00100141,0.00100057,0.000999035,0.00100034
ENSG00000180008,0.0010014,0.00100057,0.000999038,0.00100034
ENSG00000163867,0.00100139,0.00100057,0.000999041,0.00100034
ENSG00000011143,0.00100139,0.00100056,0.000999044,0.00100034
ENSG00000163877,0.00100138,0.00100056,0.00099905,0.00100034
ENSG00000116580,0.00100137,0.00100055,0.000999055,0.00100033
ENSG00000243650,0.00100136,2.06035e-05,0.000682383,0.000937476
ENSG00000123607,0.00100136,0.00100055,0.000999063,0.00100033
ENSG00000182158,0.00100132,0.00100053,0.000999083,0.00100033
ENSG00000267080,0.00100131,0.00100053,0.000999089,0.00100033
ENSG00000145348,0.0010013,0.00100052,0.000999101,0.00100032
ENSG00000160781,0.00100129,0.0010032,0.000961049,0.00100619
ENSG00000189308,0.00100129,0.00100052,0.000999104,0.00100032
ENSG00000163472,0.00100129,0.00100049,0.000995852,0.00100096
ENSG00000172869,0.00100129,0.00100051,0.000999108,0.00100032
ENSG00000145388,0.00100128,0.00100051,0.000999111,0.00100032
ENSG00000101574,0.00100127,0.00100051,0.000999114,0.00100032
ENSG00000198270,0.00100127,0.0010005,0.000999117,0.00100032
ENSG00000179562,0.00100126,0.0010005,0.000999121,0.00100032
ENSG00000157426,0.00100125,0.00100049,0.000999128,0.00100032
ENSG00000168944,0.00100124,0.00100049,0.000999131,0.00100032
ENSG00000123352,0.00100122,0.00100048,0.000999144,0.00100031
ENSG00000140931,0.00100122,0.00100048,0.000999147,0.00100031
ENSG00000165121,0.00100121,0.00100048,0.00099915,0.00100031
ENSG00000004700,0.00100121,0.00100048,0.000999153,0.00100031
ENSG00000091436,0.0010012,0.00100047,0.000999157,0.00100031
ENSG00000123600,0.00100119,0.00100047,0.00099916,0.00100031
ENSG00000168303,0.00100119,0.00100047,0.000999163,0.00100031
ENSG00000273015,0.00100118,0.00100047,0.000999166,0.00100031
ENSG00000235919,0.00100116,0.00100045,0.000999179,0.00100031
ENSG00000147421,0.00100115,0.00100045,0.000999185,0.0010003
ENSG00000164306,0.00100115,0.00100044,0.000999191,0.0010003
ENSG00000150977,0.00100113,0.00100044,0.000999201,0.0010003
ENSG00000103047,0.00100112,0.00100043,0.000999208,0.0010003
ENSG00000168904,0.00100111,0.00100042,0.000999214,0.0010003
ENSG00000116903,0.00100109,0.00100041,0.00099923,0.00100029
ENSG00000138617,0.00100108,0.00100041,0.000999233,0.00100029
ENSG00000163126,0.00100108,0.000989963,0.00100031,0.000996967
ENSG00000151576,0.00100107,0.0010004,0.000999239,0.00100029
ENSG00000115421,0.00100107,0.0010004,0.000999242,0.00100029
ENSG00000188185,0.00100106,0.00100039,0.000999248,0.00100029
ENSG00000113971,0.00100105,0.00100039,0.000999254,0.00100029
ENSG00000167716,0.00100104,0.00100039,0.000999261,0.00100029
ENSG00000235508,0.00100102,0.000743654,0.000964343,0.000982946
ENSG00000171984,0.001001,0.00100037,0.000999285,0.00100028
ENSG00000204406,0.00100096,0.00100228,0.00100643,0.000963828
ENSG00000026652,0.00100096,0.00100103,0.000992428,0.00100172
ENSG00000258727,0.00100095,0.000968855,0.000999901,0.00100083
ENSG00000177084,0.00100095,0.000989857,0.000999507,0.00100046
ENSG00000120158,0.00100094,0.00100034,0.00099932,0.00100027
ENSG00000166900,0.00100093,0.00100034,0.000999323,0.00100027
ENSG00000175387,0.00100088,0.00100032,0.000999352,0.00100026
ENSG00000072786,0.00100088,0.00100031,0.000999356,0.00100026
ENSG00000176542,0.00100087,0.00100031,0.000999362,0.00100026
ENSG00000203644,0.00100086,0.00098981,0.000999563,0.00100045
ENSG00000106344,0.00100085,0.0010003,0.00099937,0.00100026
ENSG00000167395,0.00100085,0.0010003,0.000999373,0.00100026
ENSG00000131378,0.00100084,0.00100029,0.000999376,0.00100026
ENSG00000130818,0.00100082,0.00100028,0.000999389,0.00100026
ENSG00000176148,0.0010008,0.00100027,0.000999404,0.00100025
ENSG00000148803,0.00100078,0.000960199,0.00100003,0.00100061
ENSG00000151503,0.00100078,0.00100026,0.00099942,0.00100025
ENSG00000119599,0.00100075,0.00100025,0.000999433,0.00100025
ENSG00000234072,0.00100074,0.000989752,0.000999638,0.00100043
ENSG00000255857,0.00100073,0.00100024,0.000999446,0.00100024
ENSG00000145996,0.0010007,0.00100022,0.000999462,0.00100024
ENSG00000163959,0.00100068,0.000597961,0.000996703,0.000997555
ENSG00000179886,0.00100065,0.00100052,0.000997391,0.00099963
ENSG00000231074,0.0010006,0.00100018,0.000999523,0.00100023
ENSG00000116017,0.00100055,0.000941629,0.000978063,0.0010044
ENSG00000214176,0.00100054,0.00100015,0.00099956,0.00100022
ENSG00000162419,0.00100051,0.00100012,0.000999586,0.00100021
ENSG00000215421,0.00100049,0.00100011,0.0009996,0.00100021
ENSG00000154814,0.00100048,0.00100011,0.000999604,0.00100021
ENSG00000134255,0.00100041,0.00100059,0.000996125,0.00100095
ENSG00000143578,0.00100036,0.00100005,0.000999676,0.00100019
ENSG00000171365,0.00100032,0.000979068,0.00100008,0.00100056
ENSG00000224975,0.00100023,0.000897177,0.00100086,0.00100227
ENSG00000277969,0.00100018,0.000991788,0.000998695,0.000998357
ENSG00000204315,0.0010001,0.00100058,0.000992978,0.00100159
ENSG00000146918,0.00100005,0.000997862,0.000998077,0.000997284
ENSG00000136108,0.00100004,0.00100101,0.000992064,0.00099978
ENSG00000204839,0.000999885,0.000983004,0.000980459,0.00100088
ENSG00000147804,0.000998926,0.000904296,0.000996705,0.000994358
ENSG00000231234,0.000998714,0.000933418,0.000967712,0.00097585
ENSG00000229320,0.000998388,0.00100064,0.000999738,0.000997998
ENSG00000134057,0.000997725,0.00099616,0.000983134,0.000997778
ENSG00000119862,0.00099728,0.000999489,0.000996647,0.000999165
ENSG00000269982,0.00099716,0.000998701,0.000998508,0.000994955
ENSG00000146670,0.000997096,0.000563962,0.000551776,0.000605602
ENSG00000135074,0.000997023,0.000962335,0.00101072,0.000951332
ENSG00000279382,0.000996869,0.00096832,0.000993674,0.00100071
ENSG00000255823,0.000996432,0.00100493,0.00092109,0.000840604
ENSG00000099204,0.000996301,0.00100187,0.000996233,0.000999224
ENSG00000279649,0.000995989,0.000408025,0.00100318,0.000989325
ENSG00000107317,0.000995513,0.00100204,0.000997657,0.00100063
ENSG00000170522,0.000994822,0.00100601,0.000842788,0.000974004
ENSG00000237214,0.000994443,0.00060595,0.000975035,0.00091698
ENSG00000248734,0.000994392,0.000247474,0.00096369,0.00101239
ENSG00000104205,0.00099405,0.000990759,0.000998864,0.00100051
ENSG00000132481,0.000993902,0.00100179,0.000997921,0.00100097
ENSG00000276523,0.000993147,0.000966522,0.000967278,0.000986982
ENSG00000083807,0.000993005,0.00100139,0.000998428,0.00100087
ENSG00000260708,0.000992935,0.00100136,0.00099847,0.00100086
ENSG00000241764,0.000992795,0.000994245,0.000973287,0.000978408
ENSG00000106804,0.000992528,0.0010043,0.000921208,0.00100413
ENSG00000214455,0.000992228,0.00100102,0.0009989,0.00100076
ENSG00000245970,0.000992069,0.000988143,0.0010001,0.00100068
ENSG00000223374,0.000991908,0.000864762,0.0010009,0.00100116
ENSG00000164323,0.000991832,0.00100083,0.000999146,0.0010007
ENSG00000181524,0.000991672,0.00100074,0.000999256,0.00100067
ENSG00000246067,0.000991501,0.00100069,0.00100025,0.000997133
ENSG00000223547,0.000991495,0.00100065,0.00099937,0.00100064
ENSG00000152147,0.00099118,0.00100082,0.00100054,0.000994298
ENSG00000136824,0.000991173,0.00100048,0.000999571,0.0010006
ENSG00000185112,0.000991038,0.00100042,0.000999651,0.00100058
ENSG00000266993,0.000990988,0.00051605,0.000983023,0.000985508
ENSG00000164180,0.000990877,0.00100034,0.000999751,0.00100055
ENSG00000172171,0.000990739,0.00100027,0.000999835,0.00100054
ENSG00000277194,0.000990651,0.000980571,0.000973416,0.00100643
ENSG00000249592,0.000990064,0.000979782,0.000995822,0.000997541
ENSG00000227039,0.000990026,0.00069168,0.000748421,0.000921628
ENSG00000235297,0.000989173,0.000715458,0.000983367,0.000847739
ENSG00000272341,0.000989041,0.00100292,0.000979632,0.000986527
ENSG00000204604,0.0009889,0.000977366,0.000996055,0.001001
ENSG00000276728,0.000988632,0.000989538,0.000974272,0.000998454
ENSG00000257335,0.000988426,,0.000158175,2.76548e-05
ENSG00000176896,0.000988367,0.000944018,0.000964134,0.000875196
ENSG00000279086,0.00098811,,0.000520144,0.000108084
ENSG00000255224,0.000987444,0.00100354,0.000928276,0.000941419
ENSG00000064225,0.000986864,0.000999303,0.000999562,0.000997135
ENSG00000084444,0.000986529,0.00100466,0.00100922,0.000949443
ENSG00000133392,0.000986407,0.000999797,0.000994348,0.000997124
ENSG00000073150,0.000985488,0.000985161,0.000442521,0.000752667
ENSG00000125089,0.000984894,0.00082127,0.00098966,0.00099836
ENSG00000130592,0.000984889,0.000445743,0.000998648,0.000999834
ENSG00000225205,0.00098404,0.000597401,0.000859406,0.000959942
ENSG00000147996,0.000983318,0.00100193,0.000977065,0.000993882
ENSG00000224138,0.000983053,0.000593548,0.00100426,0.00100755
ENSG00000151491,0.000983036,0.00100146,0.000998788,0.00100118
ENSG00000166321,0.000982795,0.000989832,0.00100049,0.00100026
ENSG00000133119,0.000980881,0.00100037,0.00100014,0.00100085
ENSG00000176225,0.000980766,0.0010003,0.00100021,0.00100083
ENSG00000237719,0.000980551,1.51488e-05,0.000293985,0.000476119
ENSG00000197054,0.000980019,0.00100062,0.00100071,0.00099788
ENSG00000228981,0.000979705,3.56028e-05,0.000796217,0.000593811
ENSG00000262692,0.000978667,0.000367074,0.000656796,0.000800995
ENSG00000246089,0.00097794,0.00100113,0.000976658,0.000959679
ENSG00000105246,0.000977426,0.000702766,0.000718477,0.000656988
ENSG00000135114,0.000976982,0.000219664,0.000169237,0.000572332
ENSG00000269001,0.000976835,0.000887551,0.000963419,0.00101094
ENSG00000255026,0.000976209,0.000107322,0.000520693,0.00104599
ENSG00000232713,0.000975878,0.000314605,0.000821579,0.000987031
ENSG00000230982,0.000975663,0.000966679,0.000940406,0.00100911
ENSG00000182700,0.000974082,0.00100198,0.000998561,0.0010016
ENSG00000232838,0.000973659,0.00100135,0.000999412,0.00100107
ENSG00000260367,0.000973086,0.000262835,0.000738391,0.000947241
ENSG00000111962,0.000972679,0.00100134,0.000999382,0.00100143
ENSG00000143367,0.000972657,0.00100062,0.00100033,0.00100069
ENSG00000114013,0.000972363,0.000630134,0.000701667,0.000711894
ENSG00000152348,0.000971422,0.00100011,0.00100069,0.00099827
ENSG00000186806,0.000971283,0.000998096,0.000894277,0.000974447
ENSG00000275437,0.000970062,0.000165074,0.000264424,0.000468933
ENSG00000238121,0.000969817,5.85348e-05,9.07744e-23,9.93071e-05
ENSG00000171943,0.000969461,0.00100202,0.000977626,0.000990033
ENSG00000108984,0.000969425,0.000912791,0.000793234,0.000752515
ENSG00000112599,0.000968789,0.000948404,0.000964656,0.000953136
ENSG00000124107,0.000968243,0.000897077,0.000999869,0.00100079
ENSG00000249264,0.000968238,0.000124455,0.000641609,0.000677035
ENSG00000203666,0.000967823,0.00100287,0.0010087,0.000959282
ENSG00000260912,0.000965727,0.0010003,0.000998316,0.000999857
ENSG00000272807,0.000965705,0.00100105,0.000978639,0.000995771
ENSG00000128271,0.000963989,0.000996553,0.000988917,0.000966427
ENSG00000182253,0.000963729,0.00100189,0.000999123,0.00100187
ENSG00000141570,0.000963312,0.00098596,0.000811017,0.000998361
ENSG00000152270,0.000962415,0.000885122,0.000701664,0.000485438
ENSG00000105497,0.00096234,0.00100081,0.0010005,0.00100126
ENSG00000277161,0.000961966,0.00100063,0.00100073,0.00100121
ENSG00000224114,0.000961609,0.000456183,0.000771805,0.000613951
ENSG00000124549,0.000961566,1.84189e-05,0.000970886,0.00102392
ENSG00000101307,0.000958654,0.000382174,0.000289277,0.00010339
ENSG00000168487,0.000958335,0.00100047,0.00100082,0.00099975
ENSG00000172794,0.000957963,0.000966541,0.000815848,0.000634661
ENSG00000231964,0.000956808,0.000397601,0.00047309,0.00053843
ENSG00000004799,0.000954034,0.00100237,0.000998416,0.00100042
ENSG00000188483,0.000952939,0.00100185,0.00099439,0.00100234
ENSG00000104894,0.000952261,0.000891832,0.000984442,0.000988988
ENSG00000261879,0.000951682,0.000988543,0.000964906,0.000918311
ENSG00000166793,0.000951468,0.00101773,0.000764601,0.000914039
ENSG00000225200,0.00095115,0.000433734,0.000934943,0.000871449
ENSG00000204519,0.000950855,0.00100097,0.00099779,0.00100249
ENSG00000140678,0.000949877,0.000970681,0.000967819,0.000957716
ENSG00000271964,0.000949581,0.000844526,0.000929964,0.000942735
ENSG00000279933,0.00094903,0.000405946,0.000655724,0.000795537
ENSG00000277986,0.000946846,0.000967987,0.000954957,0.00100896
ENSG00000007264,0.000945888,0.000951105,0.000105308,0.000683506
ENSG00000163393,0.000945645,0.00100249,0.000925102,0.00101103
ENSG00000278771,0.000943527,0.000864944,0.000171515,7.51387e-05
ENSG00000184635,0.000942356,0.000314027,0.000551756,0.000734332
ENSG00000179630,0.000942313,0.000981601,0.00100092,0.00100249
ENSG00000273702,0.000942147,0.00099947,0.00100168,0.000983609
ENSG00000169750,0.000942066,0.00100622,0.000865884,0.00102847
ENSG00000141506,0.000940932,0.000462315,0.000856732,0.000923899
ENSG00000244437,0.000940882,8.65632e-05,0.000389815,0.000694807
ENSG00000168661,0.000940833,0.00100148,0.000994668,0.00100355
ENSG00000211697,0.000940673,,5.2071e-06,2.10645e-05
ENSG00000015285,0.000940636,0.000991631,0.000974659,0.000984574
ENSG00000215126,0.000939847,0.00100584,0.000578671,0.000887368
ENSG00000279233,0.000937813,0.000728616,0.000751673,0.000998339
ENSG00000124216,0.000936408,0.00098014,0.00099634,0.00099636
ENSG00000271503,0.000935477,0.000601242,0.000946063,0.000956317
ENSG00000188536,0.000934819,0.00100126,0.000987532,0.000968268
ENSG00000274922,0.000934397,0.000442914,0.000680113,0.000655594
ENSG00000100055,0.00093395,0.000849323,0.000970392,0.000974142
ENSG00000187824,0.000933914,0.000989225,0.00100126,0.00100275
ENSG00000186827,0.000933554,0.000496319,0.000944043,0.000947083
ENSG00000166927,0.000933521,0.000747258,0.000977243,0.000941654
ENSG00000224420,0.000933474,0.000989212,0.000960197,0.00100209
ENSG00000132359,0.000933164,0.000998022,0.000998062,0.000998452
ENSG00000167261,0.000932063,0.000399477,0.000835257,0.00083284
ENSG00000115165,0.000931184,0.000446918,0.000928217,0.000969941
ENSG00000225889,0.000931109,0.000981638,0.0009247,0.000941109
ENSG00000115956,0.000931026,0.000938445,0.000966246,0.000977345
ENSG00000169413,0.000929772,0.000839311,0.000947258,0.000962266
ENSG00000167895,0.00092947,0.000919707,0.000941561,0.000986952
ENSG00000183508,0.000929393,6.63651e-05,0.000984988,0.000962311
ENSG00000254477,0.000928999,0.000157692,0.000306603,6.32081e-05
ENSG00000233885,0.000928906,0.000959596,0.000813866,0.000964726
ENSG00000227598,0.000928497,9.82895e-06,8.33606e-06,8.19337e-05
ENSG00000229391,0.000928435,0.000835023,0.00096294,0.000974418
ENSG00000160588,0.000928412,0.000585474,0.000731171,0.00100265
ENSG00000012779,0.000928068,0.000948406,0.000971087,0.000978488
ENSG00000255423,0.00092743,0.000140527,0.000998645,0.00100922
ENSG00000171115,0.000927386,0.000958231,0.000973853,0.00098099
ENSG00000166676,0.000927071,0.00105893,0.00050838,0.000426167
ENSG00000021300,0.000925301,0.000997861,0.000961747,0.000924917
ENSG00000129757,0.000924902,0.00100158,0.000997097,0.000998518
ENSG00000130595,0.000924556,0.000250874,0.00101061,0.000898695
ENSG00000135407,0.00092454,0.000991313,0.00100143,0.000997237
ENSG00000163406,0.000924085,0.00100666,0.000830874,0.000771099
ENSG00000124374,0.000922678,0.00100219,0.000999654,0.000993908
ENSG00000111665,0.000920207,0.000925316,0.000818411,0.00100162
ENSG00000007516,0.000919677,0.000908743,0.000920617,0.000967171
ENSG00000133574,0.000919283,0.000989947,0.000972835,0.000980862
ENSG00000184574,0.000919,0.000787386,0.000483477,0.000868677
ENSG00000135127,0.00091886,0.00102797,9.76488e-05,0.000944944
ENSG00000211905,0.000916882,2.18641e-20,6.46186e-05,0.000466533
ENSG00000229759,0.000916393,0.000177144,0.000530985,0.000747835
ENSG00000161714,0.000916249,0.0010022,0.0010011,0.00100244
ENSG00000156398,0.000916076,0.000797116,0.000898908,0.000990544
ENSG00000278527,0.000914513,0.000720532,0.000990009,0.00101082
ENSG00000273210,0.000913722,0.000897844,0.000905385,0.00057682
ENSG00000270067,0.000913132,0.000996848,0.000998507,0.000981429
ENSG00000268403,0.000910884,0.00100215,0.000953402,0.000973421
ENSG00000131400,0.00090914,0.000672521,0.000466174,0.000922029
ENSG00000186998,0.000906258,0.000994546,0.000774183,0.000973121
ENSG00000172382,0.000905381,0.000987701,0.000588579,0.000946358
ENSG00000248544,0.000903999,0.00017159,0.000288605,2.53345e-05
ENSG00000176105,0.000903652,0.00100232,0.00100127,0.00100378
ENSG00000145723,0.000902864,0.00100198,0.00100449,0.000993077
ENSG00000162591,0.000902681,0.000946993,0.00100136,0.0010015
ENSG00000127124,0.00090258,0.000985942,0.000938411,0.000953925
ENSG00000212232,0.000900031,0.000272784,0.000522224,0.000475745
ENSG00000167850,0.000899794,0.000211089,0.000576641,0.000480912
ENSG00000258512,0.000898322,0.000233531,3.93558e-19,0.000198535
ENSG00000173868,0.00089463,0.000780691,0.000605684,0.000202014
ENSG00000183010,0.00089286,0.00100495,0.000967567,0.00096181
ENSG00000271941,0.000892173,0.000980466,0.00098184,0.00100185
ENSG00000260236,0.000890958,0.00101096,0.000937565,0.000862541
ENSG00000162174,0.000890487,0.000999611,0.000928026,0.000865005
ENSG00000235576,0.000889257,4.87065e-05,0.000185503,0.000680993
ENSG00000237836,0.000889094,0.000587255,0.000837567,0.000749273
ENSG00000096093,0.000887813,0.00100227,0.000989695,0.00100491
ENSG00000237938,0.000886381,0.000129631,0.000965252,0.000855261
ENSG00000145428,0.00088483,0.000975789,0.000342236,0.000112013
ENSG00000217130,0.000882554,0.000147513,0.000806925,0.000734996
ENSG00000132704,0.000879283,,1.7709e-20,0.00015643
ENSG00000244219,0.000878988,0.000998251,0.000795964,0.0010064
ENSG00000196597,0.000878555,0.000981411,0.000992094,0.00100368
ENSG00000256294,0.000878005,0.00100237,0.000992748,0.00100246
ENSG00000272990,0.000877758,0.00100289,0.00100055,0.000989366
ENSG00000174946,0.000876847,3.89897e-15,0.000145803,0.000699444
ENSG00000272601,0.000876583,0.000926001,0.000823384,0.00104227
ENSG00000278000,0.000874918,0.00100335,0.000782987,0.000987868
ENSG00000130707,0.000874707,0.00100318,0.00100159,0.00100494
ENSG00000284138,0.000874696,4.49415e-05,9.55268e-06,0.000221884
ENSG00000174788,0.00087425,0.000173913,0.000135867,0.000681496
ENSG00000166821,0.000873275,0.00100242,0.00100252,0.00100471
ENSG00000009724,0.000870132,0.000899527,0.000972295,0.000960705
ENSG00000171444,0.000867086,0.00100079,0.00100284,0.00100428
ENSG00000177380,0.000866783,0.00100193,0.00099501,0.00100404
ENSG00000196616,0.000866318,0.000594199,0.00100879,0.00100745
ENSG00000231305,0.000865619,0.00077062,9.39587e-05,0.00053753
ENSG00000070731,0.000864394,0.000374854,0.000862169,0.00101061
ENSG00000180611,0.000862754,0.00100102,0.0010037,0.00100479
ENSG00000184545,0.000861997,0.000992997,0.00097975,0.000955411
ENSG00000154165,0.000861068,,6.60407e-06,0.000289253
ENSG00000143416,0.000859035,0.00100291,0.00100281,0.00100114
ENSG00000163600,0.000858799,,1.06376e-17,0.000121356
ENSG00000132436,0.000857983,0.00100408,0.000984839,0.000990338
ENSG00000204248,0.000856136,0.0010182,0.000953469,0.000756704
ENSG00000168646,0.000854632,0.00100178,0.00100432,0.00100141
ENSG00000049323,0.000854511,0.00086962,0.00100569,0.00100381
ENSG00000167680,0.000854226,0.000996697,0.00098095,0.000984497
ENSG00000280351,0.00085388,0.000599552,0.000521477,0.000518767
ENSG00000155367,0.000850067,0.00100047,0.000976502,0.000944776
ENSG00000261468,0.000848975,1.15425e-05,0.000990537,0.00097548
ENSG00000144677,0.000848815,0.00100236,0.00100399,0.00100089
ENSG00000234040,0.000847561,2.69692e-23,0.000351388,0.000215971
ENSG00000146904,0.000837814,0.00017206,0.000679701,0.00106348
ENSG00000273265,0.000837357,0.000906585,0.000912962,0.000767259
ENSG00000267809,0.000836302,0.000713899,0.000944572,0.000662876
ENSG00000272502,0.000833091,3.25342e-05,0.000325241,0.000483465
ENSG00000272273,0.000831823,0.000903323,0.000617494,0.000115811
ENSG00000240671,0.000831439,9.8383e-06,1.28048e-05,0.000352823
ENSG00000227370,0.000831242,0.000944162,0.000791974,0.00096577
ENSG00000187479,0.000830483,0.0010017,0.000993885,0.000996307
ENSG00000282639,0.000830097,,1.4958e-05,0.000319921
ENSG00000274818,0.000827044,0.000936624,0.00103095,0.000795894
ENSG00000178078,0.000825731,0.000996509,0.00087378,0.0010226
ENSG00000271851,0.000820576,0.00065499,0.000636513,0.000613478
ENSG00000167434,0.000820451,0.000969399,0.000922479,0.000842182
ENSG00000275580,0.000819895,0.00100182,0.000967575,0.000986831
ENSG00000140932,0.000814188,0.00072609,0.000181515,0.000233893
ENSG00000249684,0.000808808,0.000488862,0.000188301,0.000568658
ENSG00000159784,0.000807375,0.00111438,0.000686512,0.000164675
ENSG00000281100,0.000807363,0.000726082,1.73379e-09,0.000302452
ENSG00000211778,0.000806046,,1.8153e-17,8.12612e-05
ENSG00000281181,0.000804347,0.000508427,6.90707e-05,3.24028e-05
ENSG00000254827,0.000802114,0.000197691,0.000139958,0.000587238
ENSG00000143476,0.000800618,,7.42158e-06,0.000405209
ENSG00000226174,0.000796234,0.000353736,3.95072e-05,4.60262e-05
ENSG00000101132,0.000794916,0.00100384,0.00100457,0.00100724
ENSG00000116032,0.000794396,0.000216431,0.000124185,0.000495577
ENSG00000143248,0.000792949,0.00100443,0.00100313,0.00100656
ENSG00000196074,0.000791214,0.000973029,0.000977686,0.000923814
ENSG00000129244,0.000789377,0.000994373,0.000976694,0.00097163
ENSG00000198353,0.000785956,1.32656e-09,0.000774507,0.000841465
ENSG00000149294,0.000783995,0.00100854,0.000975945,0.000878567
ENSG00000218582,0.000783159,2.8723e-13,0.000399784,5.81714e-06
ENSG00000115896,0.000781281,0.00101159,0.00103558,0.000787617
ENSG00000274471,0.00077544,0.000981048,0.000988785,0.000983656
ENSG00000160469,0.000775067,0.00101406,0.000898619,0.000938907
ENSG00000254064,0.000773446,0.000919543,0.00098738,0.000927429
ENSG00000151835,0.000771739,0.0010044,0.00100794,0.000995688
ENSG00000235513,0.000771181,0.000959777,0.000702361,0.000911175
ENSG00000170482,0.000770502,6.44615e-05,9.28118e-06,0.00030859
ENSG00000283602,0.000767705,3.26692e-05,1.66201e-05,1.1895e-11
ENSG00000162367,0.000764608,0.000900528,0.000960071,0.00097092
ENSG00000279283,0.000764282,0.0004159,0.000630713,0.000483839
ENSG00000272720,0.000760777,0.00100139,0.00100461,0.00100089
ENSG00000163354,0.000755658,0.000625158,0.000804669,0.000998556
ENSG00000213757,0.000753842,0.000274991,0.000915897,0.000878141
ENSG00000165591,0.000753813,0.000931186,5.82669e-05,0.000893898
ENSG00000211972,0.000753016,,8.88854e-06,0.00029917
ENSG00000175591,0.000752898,0.00037793,0.000811135,0.000786348
ENSG00000145824,0.000752632,0.000993176,0.000980053,0.00100431
ENSG00000262652,0.000752194,0.000112431,0.000526793,0.000592026
ENSG00000272899,0.000751261,0.000986937,0.000822713,0.00070081
ENSG00000183734,0.000749897,0.00014211,4.5428e-06,0.000538605
ENSG00000281357,0.000748967,,0.000334235,0.00012448
ENSG00000236409,0.000748516,1.00669e-05,5.92152e-05,0.00032073
ENSG00000130600,0.000747102,0.000168966,0.00101431,0.000969237
ENSG00000160191,0.000746998,0.000998046,0.000989476,0.0010006
ENSG00000267834,0.000745778,0.000983162,0.000876872,0.000981764
ENSG00000275454,0.000745113,0.000844667,0.00100268,0.000901046
ENSG00000208772,0.000743434,0.000707059,0.000845008,0.000980752
ENSG00000158286,0.000742877,0.00100285,0.00100698,0.00100925
ENSG00000201965,0.000739498,3.77532e-05,9.54188e-05,0.000185466
ENSG00000253736,0.000738265,1.02588e-05,0.000152786,2.131e-05
ENSG00000185829,0.000737496,0.000100063,0.000624477,0.000542037
ENSG00000260273,0.00073584,0.000167281,0.000498968,0.000264315
ENSG00000148498,0.000733689,0.00100448,0.00100669,0.0010095
ENSG00000283317,0.000733556,0.00050918,0.00072397,0.000708974
ENSG00000280401,0.00073243,0.000291677,0.000911421,0.000537053
ENSG00000235681,0.000730838,0.000541514,0.000914506,0.000960125
ENSG00000245552,0.00072794,0.000304734,0.000329425,0.000185237
ENSG00000267119,0.000727908,0.000666248,0.000812326,0.000588159
ENSG00000228889,0.000727585,0.000651586,0.000718678,0.000482016
ENSG00000229331,0.000726911,,3.82677e-06,6.83449e-06
ENSG00000064270,0.000723893,0.000825152,,0.000696733
ENSG00000273723,0.000723646,0.00101006,0.000917563,0.000891046
ENSG00000165923,0.000722746,0.000360083,,0.000335561
ENSG00000121900,0.000722513,0.00100376,0.00100674,0.00100812
ENSG00000260314,0.000722437,0.000476573,0.000985422,0.000957662
ENSG00000261824,0.000721966,0.00100231,0.00101271,0.000987062
ENSG00000207445,0.000720095,0.000101094,0.0003817,0.000539006
ENSG00000224177,0.000716074,0.000212245,3.86782e-14,3.3329e-06
ENSG00000144362,0.000715701,0.000949215,0.00100545,0.00100632
ENSG00000163006,0.00071011,0.000935472,0.000440389,0.000676981
ENSG00000245904,0.000705878,4.59021e-05,3.92518e-05,4.8984e-05
ENSG00000228719,0.000704804,1.52053e-05,0.000246592,2.97375e-10
ENSG00000188649,0.000704594,1.74558e-10,0.00041231,7.42148e-05
ENSG00000234093,0.000703818,0.000118149,0.000408767,0.000326763
ENSG00000234268,0.000701721,0.000126838,0.000377152,0.000228402
ENSG00000271833,0.000698218,0.00092381,0.000908978,0.000966667
ENSG00000091262,0.000698179,1.42866e-05,0.000550148,0.000515185
ENSG00000223855,0.000695242,0.000939856,0.000891618,0.000300354
ENSG00000282885,0.00069426,1.50508e-15,0.000605083,0.000303495
ENSG00000223697,0.000694191,2.96847e-15,0.000504485,0.000532212
ENSG00000275936,0.000692528,0.000231354,0.000151274,0.000565947
ENSG00000211816,0.000688933,,7.44738e-17,7.52697e-06
