i_doc,doc,doc,MEgrey
158,158,-0.0644685977405053,-0.0729821410882721
159,159,0.0195255471715041,0.0201729164212975
160,160,-0.0160323572836268,-0.015835458529326
161,161,0.0020786891104926,-0.00221298372342
162,162,0.0127080008977528,0.010836177478052
163,163,0.021355289178853,0.0190469152095666
164,164,0.0170963113352986,0.0143448472713175
165,165,-0.0068288412655924,0.0065135976813083
166,166,-0.0636109256567235,-0.0599013904929139
167,167,0.0196296992203952,0.0207181314578171
168,168,0.0250914692139884,0.0235074750638866
169,169,-0.0264670359472807,-0.0211197125553419
170,170,0.0212113853472668,0.02308751065612
171,171,-0.0189444758803655,-0.0190232082034164
172,172,0.0042000917416382,0.0091059167799687
173,173,-0.0117218316110371,-0.0141188995770458
174,174,-0.0291965713378047,-0.0383040356091687
175,175,0.0196648300998069,0.0164734612592606
176,176,-0.0268643165491704,-0.0308129002354691
177,177,0.0231266513804465,0.0239207109093713
178,178,0.0086589958261317,0.0052174575674019
179,179,-0.0126867738463377,-0.0192417820320104
180,180,-0.0507206680540823,-0.0570270156982101
181,181,0.0225595379551954,0.0227515193323402
182,182,0.0206430411318654,0.0198895710816353
183,183,-0.014161488128702,-0.0221980257710431
184,184,0.0214972554926396,0.0226070702008766
185,185,-0.0215764830075511,-0.0174953442598946
186,186,-0.0225726357602707,-0.0260005256150098
187,187,0.0144867857711422,0.0129955705856337
188,188,0.0393680606987143,0.0393052678850642
189,189,-0.0419699133580789,-0.0470292926722477
190,190,0.0154224860483105,0.0213272762825358
191,191,0.0206655653820258,0.0275467920176158
192,192,0.0226985648619105,0.0202224230927626
193,193,0.019476166916319,0.0224207077653482
194,194,0.0391238461295667,0.0417909353318724
195,195,0.0027316547068277,0.0074871808886947
196,196,0.0064586909778184,0.0060260571468826
197,197,0.0299757695835018,0.0305977978381954
198,198,0.018148521683328,0.0274694027504906
199,199,0.0011854544665176,-0.0028879658643136
200,200,0.0311254137178523,0.0322713896620929
201,201,-0.0331401247574238,-0.0251594724495449
202,202,0.0225939564357817,0.0297359850615864
203,203,0.0169735259920894,0.0148851568370742
204,204,-0.0098077713263245,-0.0072191209888841
205,205,-0.0136089308304982,-0.0045271059128443
206,206,-0.0273575592618859,-0.0331392644411356
207,207,0.019534683811757,0.0164493327046638
208,208,0.0012971353450822,-0.0002767620713155
209,209,0.0091436407820695,0.0087333208085204
210,210,0.0339289626436342,0.0379205513313722
211,211,-0.0031225286451882,-0.0012708883950572
212,212,-0.0301278682619285,-0.0385216394405977
213,213,-0.0170598063784884,-0.0169593861792846
214,214,0.0216729324776586,0.0175005666693591
215,215,0.0061177134403378,0.0052255390997106
216,216,0.0253332665598761,0.0295839169014249
217,217,0.0148079914682914,0.0231420446521033
218,218,0.0262658790287784,0.0223276638689887
219,219,-0.014676211336486,-0.014917557015914
220,220,0.0354201101784185,0.0358022563311575
221,221,-0.0319695923662837,-0.0378647224700271
222,222,0.0160875698150511,0.018861182095861
223,223,0.0238200715859923,0.0251379591447024
224,224,0.0246550242263227,0.0251015332236341
225,225,-0.032273718393679,-0.026712069577779
226,226,-0.0453881162442019,-0.0359078637900495
227,227,0.0213894136736984,0.0215303376892015
228,228,-0.0324226541876135,-0.0365153620549077
229,229,0.0102796861501137,0.0104712418426059
230,230,0.0292268695358526,0.0304865710626638
231,231,0.0145816211630664,0.0139046878038167
232,232,0.033608408239052,0.0188744783434563
233,233,0.0279436490237486,0.0254873682502995
234,234,-0.0207931024663968,-0.0149143068493376
235,235,0.0208832444496636,0.0331882744002662
236,236,-0.0228282656125291,-0.015361986159368
237,237,-0.0482103654578806,-0.0472863063541607
238,238,0.026308352246198,0.0307389718532909
239,239,0.0101913653216677,0.0112518245580504
240,240,0.0267752627902746,0.0252831203344994
241,241,-0.0011634342229921,-0.0041921612095733
242,242,0.0173366919316029,0.020512870717246
243,243,-0.0290359158132572,-0.0219793922674974
244,244,0.0189944741206806,0.0141400806997238
245,245,0.0286806543127254,0.0260133385865681
246,246,0.0233065713866929,0.0217298142572035
247,247,0.0139858957014453,0.0162202782636868
248,248,-0.0094524290801265,0.0015171307019572
249,249,-0.0305967908332474,-0.0335214578077841
250,250,0.0212499198965595,0.0212853512356439
251,251,-0.0105713615292966,-0.0164334408813264
252,252,0.0105554993216842,0.0112693492350164
253,253,0.0101580306736713,0.0114284428208822
254,254,0.0060845824891942,0.0010993184673239
255,255,-0.0336407098491045,-0.0067097621889872
256,256,0.0238229926191699,0.0267207982443683
257,257,-0.0162348413316474,-0.0025597904581289
258,258,0.0134574099317565,0.0144141846385686
259,259,0.0112857609063024,0.0165957875934599
260,260,0.0308885953863163,0.0331557780807851
261,261,-0.0156363866252074,-0.0055167949380628
262,262,-0.0361528195785122,-0.0379670912178195
263,263,-0.0098745987266005,-0.004347803155504
264,264,0.0347869321148436,0.0336047047232954
265,265,-0.0399709299045321,-0.0441512784247111
266,266,-0.0129745903975532,-0.0165585152996497
267,267,-0.0623543896466596,-0.0778716056894003
268,268,0.0123559837116963,0.0137561558052074
269,269,0.0159373374131579,0.0178327935465963
270,270,0.0058271838316514,0.0031479518845374
271,271,0.0205268978988987,0.0207012324322869
272,272,0.0367212921534192,0.0356355404573643
273,273,0.0140190084488492,0.0141538844773937
274,274,0.0320510395435963,0.030787679472299
275,275,0.0289542072725669,0.0294323502732787
276,276,-0.0186618737719988,-0.0228761478489
277,277,0.0154535833537589,0.0158553821946826
278,278,0.0254863331873747,0.0207461722256367
279,279,-0.0269095705319224,-0.0225572143982622
280,280,-0.0163171546476752,-0.0213708828128436
281,281,0.003850180097483,0.0029173733322901
282,282,0.0204133525837334,0.0105380473478204
283,283,0.0402070691257084,0.022872622759769
284,284,0.026382794967995,0.0278481345043661
285,285,-0.0165838960132517,-0.007649810420257
286,286,0.0222118380427387,0.0245553816736581
287,287,-0.0071511809619414,0.016200824002789
288,288,-0.024406428007009,-0.0255719775731166
289,289,-0.0271125532737133,-0.0195327793339239
290,290,0.0252660303166152,0.0251399417192741
291,291,-0.0215276073182635,-0.0130040350934179
292,292,-0.0347328704184371,-0.0372210994710914
293,293,0.0123336904208507,0.0079956200411938
294,294,0.0320441793986968,0.0296632457758439
295,295,0.0047657041746686,0.0006088566229644
296,296,0.0403818931076965,0.0240081023841636
297,297,0.0171225377635737,0.0159336836008571
298,298,-0.0022787744320825,0.0001547681058949
299,299,-0.0221084635762715,-0.0206688001423666
300,300,0.0073648406273165,0.0077883889075538
301,301,0.0112570783737469,0.0183433189697581
302,302,0.0338907750803885,0.0334617260258653
303,303,0.0095265830661485,0.0052001189548482
304,304,0.014248119239896,0.0200422307979401
305,305,0.0175605085174759,0.0226306299210501
306,306,0.0263255629664765,0.0229666816781403
307,307,0.0203992193065585,0.0182511506888755
308,308,0.0256257904252231,0.0316457415744886
309,309,0.0048709700484553,0.0046728423290078
310,310,0.0395505305620711,0.0246742005150131
311,311,0.0175361307303693,0.0195525969806897
312,312,0.0195004981636191,0.0226341561762046
313,313,0.0097866040766668,0.0110292163213668
314,314,0.0423504568649807,0.0253462683073512
315,315,-0.0078569826105852,-0.0069375468562067
316,316,0.0178571162457708,0.0170926495581043
317,317,-0.0350254316577507,-0.0408022018278547
318,318,0.0174753406534517,0.0328947854033385
319,319,-0.0162885883264978,-0.0160680753308756
320,320,0.0168648872501679,0.0207694570640118
321,321,-0.0162961601613804,-0.0057626411038423
322,322,-0.0007315076326372,0.0147633022818279
323,323,0.0175658922016151,0.0252283099146141
324,324,-0.0060598264877076,-0.000686153564269
325,325,-0.0288252299719858,-0.0184644494351266
326,326,0.0190356098502912,0.0212136512339471
327,327,0.014980013958969,0.0184888398569238
328,328,0.0335686708970384,0.0218241190027101
329,329,0.0103909428713548,0.0103132886682944
330,330,0.0227479288380299,0.0214845720965502
331,331,-0.0197645206556867,-0.0216737292862437
332,332,0.0223642630414426,0.0269876288115381
333,333,0.0237689279685802,0.0264867836465238
334,334,0.0085901533913207,0.0053933280330944
335,335,-0.0542207166444785,-0.0515725891126341
336,336,0.0246862738047232,0.0247101218770808
337,337,-0.0669883672221048,-0.0751398908858107
338,338,-0.0505513913846348,-0.037297222901754
339,339,-0.0452720996315132,-0.0507692811818485
340,340,-0.0586506237991891,-0.0656121389854501
341,341,-0.0275753001251581,-0.0379314678829932
342,342,0.0110636675857905,0.0154624720510381
343,343,0.0176935573984459,0.0145226482125426
344,344,-0.0005614894960045,0.0135185974546689
345,345,0.0205817454948344,0.0225318489082641
346,346,0.012343447314147,0.0131380347060618
347,347,-0.0851892430309381,-0.100879085720729
348,348,0.0218573982508683,0.0260185842520799
349,349,-0.0055248563253269,0.0016493545690636
350,350,0.0342234254279701,0.0354414199107016
351,351,0.04399934558946,0.0248073592952251
352,352,-0.0183086191050077,-0.0166393460219561
353,353,0.021475469700347,0.0247782876692018
354,354,0.0158761451258851,0.0154266493933531
355,355,0.018353057319334,0.0136174266460383
356,356,0.0228517535751677,0.0232723239112321
357,357,-0.0211375107614382,-0.0216000513677346
358,358,0.045405928974411,0.025909503228159
359,359,0.0090652212041583,-0.0011120506671432
360,360,0.0327694993670225,0.0311334789465659
361,361,-0.0540688134156486,-0.0451865348274802
362,362,-0.108585481721631,-0.108971300375225
363,363,-0.0099857335551205,-0.0048202172381275
364,364,0.0274148877362724,0.0277399351402286
365,365,0.0228432459673054,0.0299001990253942
366,366,0.031240595877008,0.0290869247468253
367,367,-0.0297287967794277,-0.034581927077179
368,368,-0.0966731501330592,-0.120185822991752
369,369,0.0110777995103711,0.0094435588434813
370,370,0.0145936188705689,0.0182673531698484
371,371,0.0456871949094672,0.0267903281126557
372,372,0.021213425764422,0.0222456643015674
373,373,0.0216544762396784,0.0203358674726775
374,374,0.0158347467370272,0.0149277827620307
375,375,0.0184292506740054,0.0194913940223348
376,376,-0.0232934439317711,-0.0245861616062777
377,377,0.0300350807095289,0.0302016924916948
378,378,0.0233125611953899,0.0220704028194809
379,379,-0.0264117457702036,-0.0286168858601745
380,380,0.0361661462293072,0.0318334651483034
381,381,0.0285730070769456,0.0253438252567355
382,382,0.0105628133629245,0.0071727816540292
383,383,0.0172044214974821,0.0087443710760862
384,384,0.0281869602154333,0.0259446714357103
385,385,-0.0126508939826282,-0.0030636460745307
386,386,-0.031652993410526,-0.0359379335963374
387,387,-0.0195906758610776,-0.0130626472958901
388,388,-0.036827068595336,-0.0399825231538925
389,389,0.0235453820562761,0.0182219864903219
390,390,0.0359863206881664,0.038259751258352
391,391,-0.0792761541479926,-0.0803680866572815
392,392,-0.0087476519988842,0.0048284653150089
393,393,-0.0087144950281112,0.0034024930308276
394,394,0.0223940725603564,0.0246782522828937
395,395,-0.0153681433270761,-0.0039660211499251
396,396,0.0277802683783543,0.0274862998665827
397,397,-0.0345414020955732,-0.0367062460257369
398,398,-0.0501399796058803,-0.0614263075264711
399,399,0.0097692463813204,0.008411314761821
400,400,-0.0373962285518738,-0.0400204851070207
401,401,0.0096663026751148,0.0044664539948544
402,402,-0.0029150329084725,-0.0029090931391635
403,403,0.0255405941448242,0.0283654809549909
404,404,-0.0156441881485001,-0.0176786703007773
405,405,0.020623808493255,0.0212378724207266
406,406,0.0216052081742341,0.0250828283378678
407,407,0.0205898087239508,0.0247301224031392
408,408,0.0212980394470764,0.0155899080735806
409,409,0.0166618112772825,0.0130229647440179
410,410,-0.0718333962701499,-0.0731781200606668
411,411,-0.0205883989456226,-0.0143160843743806
412,412,-0.0349545141685501,-0.0305742584053275
413,413,0.0103495055603824,0.0150863594499348
414,414,0.0257657903673782,0.0244601826538441
415,415,0.0244317548943096,0.0259940198233166
416,416,0.0104484916028752,0.0102782222463849
417,417,0.0286188623807107,0.0301098943479165
418,418,-0.0640150910602154,-0.0363848649334659
419,419,0.0355629417114955,0.0341762975458592
420,420,0.0261023255894407,0.0260429289825335
421,421,-0.061779970512598,-0.0644113121196281
422,422,0.0171696210739383,0.0151392156230388
423,423,0.0137954834220741,0.0154563752971157
424,424,-0.0206065673651491,-0.0205972110529964
425,425,0.004037361985097,0.0009754821304544
426,426,-0.0049971273729566,-0.0101549473948658
427,427,-0.0165135113150849,-0.0201620485970694
428,428,0.0291884768532084,0.0274053461748027
429,429,0.0379607523884948,0.0144492117283045
430,430,-0.0792706670258868,-0.0788744066364693
431,431,0.0252149263011626,0.0297563516795927
432,432,0.0155974989006453,0.0113694115742654
433,433,-0.0119535706920503,-0.004258723672136
434,434,-0.021342422471263,-0.0203510616644849
435,435,-0.0790569869868287,-0.0901752051689612
436,436,-0.0755361430384369,-0.0880887769104453
437,437,-0.0782854603439797,-0.100764131929659
438,438,0.0297368288594106,0.0265569735417142
439,439,0.0192465409424194,0.0178005813833752
440,440,-0.0003958097217611,-0.0038633240131876
441,441,-0.0095698798082971,-0.0190474578199106
442,442,0.0179529307130372,0.0185193843179749
443,443,-0.0642275133859397,-0.06891423530711
444,444,0.0047207626709122,0.0006491416759591
445,445,0.0229034168817179,0.0213280874235817
446,446,0.0179669390396781,0.0166313251959542
447,447,0.0302398460366746,0.0305333966358055
448,448,-0.0373204906114874,-0.0399608178827401
449,449,-0.0201812426171907,-0.0231614711814897
450,450,0.007900524748565,0.0169715830504953
451,451,-0.0346946688355803,-0.0371986034948888
452,452,-0.0030849014059598,0.004257722909421
453,453,0.0226720946078708,0.025771985851336
454,454,0.0184833133289899,0.0173944596010453
455,455,0.0108393657002455,0.0060101747025978
456,456,-0.002843353606513,-0.0052971113827411
457,457,-0.0137331304936458,0.0047579822105391
458,458,0.0336806228968794,0.0376509703458031
459,459,0.0248433147254672,0.0268683068355154
460,460,0.0208229460373694,0.0201934566777257
461,461,0.0145797549669286,0.0140504929362506
462,462,0.0335729217987209,0.0180875101108077
463,463,0.0259860692291775,0.0252395435982982
464,464,0.0207267335428511,0.0150443736274899
465,465,-0.0210663092350094,-0.0246161563332974
466,466,0.0165196507106668,0.0181076666973159
467,467,0.0286865780336933,0.0306083542956325
468,468,-0.0284225432499019,-0.0339676231768136
469,469,-0.0033144851917296,-0.0006533424872869
470,470,-0.0307420406625949,-0.0312932088613287
471,471,0.0132033181766749,0.0142393885179057
472,472,-0.073206206728358,-0.0955148098134473
473,473,-0.0562168333619816,-0.0308149543602058
474,474,0.0098366450796605,0.0141816196182946
475,475,-0.0332282666363106,-0.0220822841958108
476,476,-0.0464775512546596,-0.0256847504564187
477,477,0.0273738955692697,0.0304689848344199
478,478,-0.0329816239866029,-0.010637438528946
479,479,0.0078088476402315,0.0049033263462799
480,480,-0.0286759085413169,-0.0214253046048401
481,481,0.001418061252376,0.004098752797715
482,482,0.0204178673723677,0.0168713052039711
483,483,-0.0618211023686933,-0.0605115476916904
484,484,-0.0091192798500193,-0.0134250754547609
485,485,0.0021867254245401,0.0042779529038431
486,486,-0.0256323401565489,-0.0275226700197576
487,487,0.0146737713595646,0.0133178661820747
488,488,-0.0908377758818371,-0.0996256821956087
489,489,0.0255199674882495,0.0252696993238183
490,490,0.0149528853785696,0.0185144741262415
491,491,0.0394250303296701,0.0408090653240902
492,492,0.0217339868080934,0.0187172430153233
493,493,0.0395378095576137,0.0157050690498198
494,494,0.0175968864206319,0.0131217144686872
495,495,0.0242073022068846,0.0247463038697177
496,496,-0.0194145326421284,-0.0135406752181648
497,497,0.0083141856816137,0.0097608367862503
498,498,-0.0201495954893398,-0.0249624601035148
499,499,0.0240086650787835,0.0227093641248522
500,500,-0.0403567048862329,-0.0532435910506307
501,501,0.0100283708689506,0.016687888041553
502,502,-0.0236196504071518,-0.0262134544771988
503,503,-0.072670282474243,-0.0876027218083169
504,504,0.0156066022251383,0.0138665043391705
505,505,0.029380364675439,0.0264399867788066
506,506,-0.0295822276273497,-0.0349277209326128
507,507,0.0318482512100269,0.0356005077105984
508,508,0.0168661697393575,0.0159023459461631
509,509,0.0131526683742705,0.0083341738780839
510,510,0.0039106258078329,-0.000298023047634
511,511,0.0402391054194259,0.011029575701258
512,512,0.0246660715544945,0.0280914144709144
513,513,0.0203838685876687,0.0257919917596382
514,514,0.0252310919026448,0.0187455371450234
515,515,0.0167483583465393,0.011906878068183
516,516,0.0328937262697238,0.0368371488257299
517,517,-0.0210432113538618,-0.0090631539315241
518,518,0.024056730866473,0.0250226525864066
519,519,0.0294200681460208,0.0283282487297243
520,520,-0.021805626873139,-0.0334563712426702
521,521,-0.0221993125962937,-0.021508357085112
522,522,-0.0756580405729302,-0.0541885665148729
523,523,0.0176224671164788,0.0174751633403789
524,524,0.0343880578906169,0.038567835617019
525,525,0.021207165092997,0.0216825668000415
526,526,0.0395295867676832,0.0109878228493937
527,527,-0.0191668936656991,-0.0120635891490674
528,528,0.0273287527578171,0.0244237979670367
529,529,0.0187041803553441,0.0157057082583049
530,530,-0.0121305028525027,-0.0111363287254367
531,531,0.0136923005308384,0.012774869445546
532,532,-0.0776443208853663,-0.0772996338106169
533,533,0.0242212191087645,0.0206418931779424
534,534,-0.100438551996175,-0.0924554371597266
535,535,-0.0657727577641584,-0.0742482093219494
536,536,-0.0408587233829562,-0.048618203195159
537,537,0.0259901239346067,0.0267081935553853
538,538,-0.0453321405488076,-0.0506876880361742
539,539,0.0221352346054432,0.019953538638981
540,540,0.0266176317655966,0.0305966842447992
541,541,-0.0108470909152866,-0.0067400848522395
542,542,0.0162353533864752,0.0118261136370232
543,543,0.018559962319265,0.0148462773542777
544,544,-0.0800546613912022,-0.0663179487598393
545,545,0.0269340027036849,0.0321243752458346
546,546,0.0212618309839474,0.0189282973152339
547,547,0.0394050356686433,0.0425000227210592
548,548,0.031147312273611,0.0299359677608729
549,549,0.0363580987621948,0.0429874692557668
550,550,0.0252321163809344,0.0285889663884724
551,551,0.0265594078906296,0.0277965333920352
552,552,-0.0530109661328103,-0.0406830951641228
553,553,0.0144760484329785,0.0110239833175875
554,554,0.0147144669590472,0.0180613805766433
555,555,-0.040050872535722,-0.0441460611328758
556,556,-0.040138450692957,-0.0441933246171287
557,557,0.0099032884328625,0.0110282527915809
558,558,-0.0160821423701107,-0.0235821321110774
559,559,-0.0799754985290841,-0.0996857037417752
560,560,0.0224095352680101,0.0202434832189598
561,561,-0.0541434132122659,-0.0263226504110175
562,562,0.0256052056716144,0.0198205329330301
563,563,-0.0275218738835404,-0.0230957784482413
564,564,0.0061990133884857,0.0063636516815181
565,565,0.0210023716341699,0.0180071677956253
566,566,0.0127597544203173,0.0163052665642568
567,567,0.0232588759753539,0.0227956136745308
568,568,0.0248078939939999,0.0222577658948021
569,569,0.0267048477788147,0.0269590984414793
570,570,-0.100478963958252,-0.127737856675996
571,571,0.0086957392642311,0.0091422920176772
572,572,0.0073939589236681,0.0089989900029374
573,573,0.0282987884658706,0.030511152745387
574,574,0.0283434657061175,0.0305094079510396
575,575,-0.0053137913420323,-0.0053332697569228
576,576,0.0201710337072038,0.0206258324906169
577,577,-0.0174929753150398,-0.0096448821038398
578,578,0.01793900416875,0.0177140049772476
579,579,-0.0174713595093065,-0.0181429022357713
580,580,0.0127124835096674,0.0156542880556697
581,581,0.0350300628792739,0.0370817495134773
582,582,-0.0284136894652685,-0.0266885392867687
583,583,-0.0322242915884333,-0.0401808372361214
584,584,-0.0343912052063034,-0.0353269989218998
585,585,0.0389433348878082,0.0387267917117652
586,586,-0.0193123025623752,-0.0091923050997882
587,587,0.0140548526526823,0.0280465043320257
588,588,0.0091489493347656,0.014886388498607
589,589,0.0146289350798917,0.0088139181273441
590,590,-0.0010145543128879,-0.0019475348407939
591,591,0.023999038840649,0.0224832505987338
592,592,0.0209833299962099,0.0235383008391458
593,593,0.0103011144412187,0.0120989583832988
594,594,-0.0395011302862853,-0.0447111268430385
595,595,-0.0319801430426883,-0.036405258718839
596,596,-0.0742273284255823,-0.0624728874951401
597,597,0.0023544564208347,0.0079573880284439
598,598,0.0061377457122607,0.0042909658685623
599,599,-0.0666313179094827,-0.0800422863076563
600,600,0.0171071343972512,0.0128809935989949
601,601,0.0187219220919457,0.0131735789211502
602,602,-0.0516607565687732,-0.0438547825356662
603,603,0.0167553699340317,0.0138822125257541
604,604,0.016572632084026,0.0151829822941531
605,605,0.0286785590768472,0.0291592618124036
606,606,-0.0558023685034824,-0.0693066090551165
607,607,0.0227845575338703,0.0302591652386255
608,608,-0.0005857616805254,-0.0005449392639503
609,609,0.0324162262202307,0.0267266061107558
610,610,0.0225096563501457,0.0214753177708445
611,611,0.0232680165521626,0.0232136015197679
612,612,0.0470772218721549,0.0496745261579344
613,613,-0.0357562692848615,-0.0409734509210441
614,614,0.0147736893102273,0.0128428271011093
615,615,0.0385082101145098,0.0385351522563867
616,616,0.0224382564917213,0.0149795070323421
