i_doc,doc,doc,MEgrey
617,617,0.0165223525916383,0.0110907541835066
618,618,-0.0132434910460862,-0.0205913827812636
619,619,0.0135370504276154,0.0130584151152967
620,620,-0.0201912092494628,-0.0248088982407933
621,621,-0.0213426304742556,-0.0213442037745919
622,622,0.0147880676027557,0.019533883321425
623,623,0.0161958487296299,0.0189809415383365
624,624,-0.0051127885649192,-0.0041359053754496
625,625,0.0168868523379391,0.0182735088590635
626,626,0.0128364439707632,0.011557382825216
627,627,0.0016585715136957,-0.0028369636101643
628,628,0.0112360771528383,0.014337771757594
629,629,0.0351198796150601,0.0338866934334691
630,630,0.0213031925893587,0.0197480038324266
631,631,0.0195217193976829,0.0245834544295137
632,632,-0.0624198280197832,-0.0545160565836068
633,633,0.0195568238644201,0.0192231750109918
634,634,-0.0137145914258885,-0.0152098379046368
635,635,0.0336553364405514,0.0299916875362176
636,636,-0.0219325299169772,-0.026636677902367
637,637,0.0115118860999109,0.0112294974725666
638,638,-0.0050746992030064,-0.0113576408685086
639,639,0.0094661629554294,0.0074706246958703
640,640,-0.0134561732711961,-0.0103357798639453
641,641,0.0001614357598257,-0.0026295715007709
642,642,-0.0435348075467692,-0.0495340706483954
643,643,-0.0693413095652919,-0.0543583797550986
644,644,0.0280163558013922,0.0290936949882199
645,645,0.0078502042481863,0.0117426952370069
646,646,0.0097197226661054,0.0055739601744187
647,647,0.0273458163794756,0.028582309020034
648,648,0.0245930720489592,0.0259875632808273
649,649,-0.0157641875359144,-0.0252414802757748
650,650,0.0226375318307085,0.0234635801908329
651,651,0.0243559082634941,0.0266619852147312
652,652,0.0127004824040662,0.0164792415042313
653,653,0.0051737490782079,0.0079644151328698
654,654,0.0256937656838199,0.0245357321460559
655,655,0.0277225952744501,0.0344634822530678
656,656,0.0060939866704912,0.0048026679392214
657,657,0.018959807060122,0.0276434655404845
658,658,-0.0009454209089422,0.0052042338080335
659,659,-0.0627920027005785,-0.0475640276376834
660,660,-0.0368532884059673,-0.0418508436113139
661,661,0.0202472018912524,0.0172548011457633
662,662,-0.0166229946744787,-0.0179565458723694
663,663,0.0212267354724265,0.0241073350094975
664,664,0.0242038944738558,0.0298198129914243
665,665,-0.0020201457423593,-0.0073287313759917
666,666,-0.0238357917493187,-0.0251127430278343
667,667,-0.0224931214714512,-0.0254876996074088
668,668,0.0283050135056033,0.0265502609048569
669,669,0.0309653439747021,0.0345487114248022
670,670,0.0197593486956652,0.0160779336909601
671,671,-0.105560582539244,-0.0961576564891941
672,672,-0.0695664108982488,-0.0481634609319709
673,673,-0.0233687215810092,-0.0246601552775673
674,674,0.0375363707486648,0.0398761081069681
675,675,-0.0231713469985124,-0.0275018887351518
676,676,0.0221361386354315,0.0293995529269867
677,677,0.0063630457996339,0.0133027440387303
678,678,-0.0859271696541258,-0.0779111037457088
679,679,0.02866646684786,0.0304048697659988
680,680,7.37942081518928e-05,-0.002395055050573
681,681,0.0371208703559158,0.0283083661610222
682,682,0.0259539863120248,0.0258117492476077
683,683,0.0080341623119868,-5.00186509358431e-06
684,684,0.0323013461299181,0.0350831085431424
685,685,0.0277096339862498,0.0277674502240861
686,686,-0.0779843461328294,-0.0616942959006324
687,687,0.0341640877320346,0.0370803117422165
688,688,0.0235648052800613,0.0242106779144233
689,689,0.0219731616841129,0.0218743345280125
690,690,0.0261739933839621,0.0255197541061544
691,691,-0.0480147119589197,-0.0268651473281511
692,692,0.0140191949916248,0.014549758041342
693,693,0.0219157312660621,0.0186506464825755
694,694,0.0152999362728254,0.015407189513076
695,695,0.0224589151305589,0.0273834138768954
696,696,0.0244000257530005,0.0270242020699694
697,697,-0.0562030308256061,-0.065291718135749
698,698,-0.0158344452973566,-0.0157885656041554
699,699,0.0369391059841339,0.0387324977889082
700,700,0.0342470199300323,0.0402098890864859
701,701,0.010512410467703,0.0091425930714662
702,702,0.0071604024825543,0.0027714706425776
703,703,0.0181578840380098,0.0236541803818574
704,704,0.0102434595164693,0.0055268627018465
705,705,-0.0913837821404824,-0.116821278632673
706,706,-0.0566941717650215,-0.0388104933160789
707,707,0.0067741015908261,0.0090089948834925
708,708,0.0193175129571325,0.0159301826235895
709,709,0.0170952030812713,0.0183034177319327
710,710,-0.0535362451121477,-0.0605152001215567
711,711,0.0164425474097077,0.0150499268518779
712,712,-0.0042012340278454,-0.0077215540197255
713,713,-0.0653315327307486,-0.0506553129198941
714,714,0.0106546529594657,0.0154606698864937
715,715,-0.0702535817095556,-0.0576189582511529
716,716,-0.0174768114822315,-0.0037260731702093
717,717,0.0121576959263493,0.0167364493739065
718,718,-0.0132260379569761,-0.0197105663911509
719,719,0.0400850405129434,0.0251461336511584
720,720,-0.0211369599659457,-0.0140619258664708
721,721,-0.0121461057002036,-0.0057740087153043
722,722,0.0130398160673115,0.0137367340076491
723,723,0.0371533843401097,0.0371847511818529
724,724,-0.0325928555800788,-0.0314395331926091
725,725,0.0277933085351302,0.0392774838831895
726,726,0.0105247988723132,0.0194466373651325
727,727,-0.0325151518943842,-0.036352259238211
728,728,0.0170963374097188,0.0097033563423057
729,729,0.026270503264166,0.0267016922884773
730,730,0.0156484509163789,0.0208244382181644
731,731,-0.0632004864538143,-0.0719256515683279
732,732,0.0176401550547431,0.0174723709053883
733,733,0.0161028660390552,0.0199119921128179
734,734,-0.029821639842325,-0.0262466449110783
735,735,-0.0740120286649367,-0.0547001019135002
736,736,-0.0145465078960554,0.0058330613361456
737,737,0.0474712873063429,0.0309051863353443
738,738,-0.038754492100517,-0.0427019387394517
739,739,0.014577839021936,0.0147816504405326
740,740,-0.0283278325612503,-0.0265574192669179
741,741,-0.0441511568653473,-0.0452687905301474
742,742,0.0140761030759293,0.0147082716840922
743,743,0.0223832124109605,0.0218406434720032
744,744,0.0187233293590565,0.0166248482638087
745,745,-0.0416768137537843,-0.0368894251473179
746,746,-0.024981377171106,-0.0303600338756564
747,747,-0.022394365994807,-0.0076991069067391
748,748,0.0134116329059459,0.0081889703391777
749,749,0.0420374712252334,0.0297442438717038
750,750,0.0160694987318715,0.0174082532909412
751,751,0.02042129269005,0.0191806307175777
752,752,0.0202113931636926,0.0236534889623804
753,753,-0.0351126580957993,-0.0143969069244954
754,754,0.041090707959639,0.0400917281206179
755,755,0.019237786773686,0.0229839222320768
756,756,0.0289335670524131,0.0292265145824532
757,757,-0.0073859815845145,-0.0079619639756095
758,758,0.0526738691975765,0.0504535861257815
759,759,0.0192094335120743,0.0268792746415495
760,760,0.0262008702926053,0.0274008263328607
761,761,0.0225141049638212,0.0250331185253341
762,762,-0.0249141739934418,-0.0254840812008425
763,763,0.0278146243869802,0.0302314142223272
764,764,0.0351736469518684,0.044435825382034
765,765,0.041716056194804,0.0452897774376019
766,766,-0.0316785090461914,-0.0330371788120722
767,767,0.0208791967041521,0.0240328966005022
768,768,-0.0211343179916397,-0.0243397074723086
769,769,0.0193573601670624,0.020260472108265
770,770,0.0305243059276504,0.0295429780423493
771,771,0.0147937073492067,0.0125209846141258
772,772,0.0390286252652605,0.0405295231404346
773,773,-0.0147018310475043,-0.0111236586456439
774,774,0.0276646544039318,0.0210303815468089
775,775,0.0165435932944482,0.0210413114039284
776,776,0.0204958943021765,0.0211117299611917
777,777,-0.0244382887991559,-0.0296533971271855
778,778,-0.0050586937121795,-0.0028839743652033
779,779,0.0324835248576796,0.0243103692150103
780,780,0.0231538655915745,0.0265261755363625
781,781,0.0058330569077192,0.0078395506414772
782,782,0.0428877299115529,0.0297097816305288
783,783,0.0185105670681801,0.0215981390794459
784,784,0.0326373643071835,0.0286231196638247
785,785,0.0205967556263048,0.02059150756337
786,786,-0.0302314532166119,-0.0226862010786612
787,787,0.0257591661534728,0.0193024399382787
788,788,-0.0685054168957383,-0.0535683165779059
789,789,-0.003536567254308,-0.0019993217831099
790,790,-0.0431605963799736,-0.0480484505070964
791,791,0.025479041952345,0.0299406859311011
792,792,-0.025629870037055,-0.0338437246536314
793,793,0.0395639700159891,0.0371859421143744
794,794,0.0122491860070009,0.0138648872172699
795,795,-0.03095369136049,-0.029313016738962
796,796,-0.0220693821132027,-0.0144252200001541
797,797,0.0147354499389182,0.0095784394248176
798,798,0.0421676497516411,0.0293976335143603
799,799,-0.0468128108165837,-0.0580431488852229
800,800,0.0278970086344573,0.0254874867855644
801,801,0.0210446326632347,0.021755913120604
802,802,0.0206596522528024,0.0230095507174384
803,803,0.0187964686975111,0.0210558614367965
804,804,0.0420750629398428,0.0192871452802567
805,805,0.0223709203518282,0.0234759857086579
806,806,0.000548667146759,-0.000314052610668
807,807,0.0377459946911918,0.0170370531417885
808,808,0.0262532299589959,0.0264860472579533
809,809,0.0397657874350883,0.0192724957531061
810,810,-0.0197176949597473,-0.0212937654585341
811,811,-0.0055014719601639,0.0026177074702168
812,812,0.0335259061592003,0.0105273796989661
813,813,-0.0174186524358675,-0.0207356297323329
814,814,-0.0435775209215071,-0.0534302833898339
815,815,-0.0051794555083871,-0.0067569550104835
816,816,0.029333706922827,0.0307510795652512
817,817,0.0325063692735693,0.0180180860642836
818,818,-0.0092209104235719,-0.0139703944898158
819,819,0.0299657207792865,0.0296989084076402
820,820,-0.0392940082637502,-0.0464304374229275
821,821,0.0401098812829889,0.0408587597427966
822,822,-0.021637506211569,-0.0252308192306132
823,823,-0.0233272034660382,-0.0278716047074254
824,824,0.0232563293617909,0.026356015072539
825,825,-0.0220496155452063,-0.0230363736352006
826,826,-0.0294741694802088,-0.0158911132230355
827,827,-0.002493538904365,-0.0056098429307689
828,828,0.0305113918842198,0.0305122607238682
829,829,-0.0052715134437666,-0.0108886606046231
830,830,0.007052726291472,0.0065981042299393
831,831,-0.0304274540545641,-0.0350496764270404
832,832,0.0255405946995777,0.0186126002137813
833,833,0.0237038535479461,0.0225745496569848
834,834,-0.0306702484179644,-0.0371156773051135
835,835,0.0286002749040335,0.025233704568964
836,836,0.0251134433509293,0.0277416731271305
837,837,-0.0579504885503363,-0.0419245494273091
838,838,0.0218334965254265,0.0256820236317739
839,839,-0.0167341782808646,-0.0212608232889262
840,840,0.021550598166793,0.0221146788746632
841,841,-0.0246681857468846,-0.0124176407184888
842,842,-0.028450929715463,-0.0153272334411216
843,843,-0.0390724574583609,-0.0436441021891259
844,844,0.0082857766983851,0.0112350944843333
845,845,0.0229756550453237,0.020048183353968
846,846,-0.0063659638973385,-0.0069978239367814
847,847,-0.0962670762409236,-0.1227519923101
848,848,0.0216213435135938,0.0263934381289307
849,849,-0.0473196292758502,-0.0568868050863404
850,850,0.0251522821307208,0.0335064801447366
851,851,-0.0106317337988734,-0.0160711046877794
852,852,-0.0018580095890553,-0.0008265186779292
853,853,-0.042949272723088,-0.0455368101862853
854,854,0.034148386495152,0.0115598533717308
855,855,-0.0135724193071698,-0.0181098012504557
856,856,-0.0012941910780094,0.0024803779314413
857,857,0.004592872960875,0.0183385547744952
858,858,-0.021814972623701,-0.0205214157386304
859,859,0.0313241219201398,0.0333806987975073
860,860,0.0354655642618613,0.0146557579345407
861,861,0.035869759478267,0.0422225964438895
862,862,0.0219631708875678,0.0199238498899375
863,863,0.0382811695614536,0.0171203612201508
864,864,0.0393692405560304,0.0325012865957794
865,865,0.0259977070840761,0.0247806859076411
866,866,-0.0099564071770032,0.0045647264582832
867,867,0.0330794854876618,0.0354553646198495
868,868,0.0418147731773538,0.0431988453600653
869,869,0.0354098023882671,0.0282092178879429
870,870,0.0251077349905633,0.0217740008277862
871,871,-0.0296374471632258,-0.0362320580290177
872,872,0.0310649110688109,0.0396993128239931
873,873,-0.0331162733567665,-0.0294360687571866
874,874,-0.0876706897267368,-0.0695351893352917
875,875,0.0412640252034478,0.032721971758729
876,876,0.0133765277011582,0.0191594189640344
877,877,0.0397529970578469,0.0171607669224175
878,878,0.0197905954967136,0.0193814134670755
879,879,-0.047548541482052,-0.0520071331991681
880,880,-0.0649334048555335,-0.0332830660563429
881,881,0.0132180138716416,0.0202166866157188
882,882,-0.0544573348425019,-0.0352510377642899
883,883,0.0258571671643656,0.0277993878579208
884,884,-0.0673074369899384,-0.0423623280493852
885,885,-0.0352900923201451,-0.0418499378695175
886,886,0.0049479532857489,0.0083219234466615
887,887,0.0080500903615134,0.0141180764463327
888,888,-0.0006287451969289,-0.001039609005666
889,889,-0.0333656827827178,-0.0185362120726569
890,890,-0.0443947749163558,-0.0292974047939063
891,891,-0.0066415789843956,-0.008698004758686
892,892,-0.058718292551478,-0.0390811430072754
893,893,0.0351357241855207,0.0242847112840143
894,894,-0.0346744861932826,-0.0403676712709714
895,895,0.0061410811052905,0.0054726532008441
896,896,0.0056071902369956,0.0135347601990374
897,897,0.0118348842258639,0.0174382644114271
898,898,0.0229413369942199,0.0247119815498059
899,899,0.0049884378672994,0.0042449650020045
900,900,-0.0425321774529237,-0.049268371367508
901,901,0.0388209312631846,0.0204524909615986
902,902,-0.0518109562864284,-0.0416795337367851
903,903,-0.0341353800011561,-0.0220707062510887
904,904,0.0186019830340031,0.0170066555041759
905,905,-0.02906037609917,-0.0066838679672391
906,906,0.0193435909214926,0.0188585745432714
907,907,0.016248022335194,0.0107441560000777
908,908,-8.092347815561e-05,-0.0042398252310644
909,909,-0.0240470409330327,-0.0274749569762903
910,910,0.0338095289436266,0.0119651968378274
911,911,0.0232974816254949,0.0183040988397965
912,912,-0.0167231336740863,-0.0224634053399086
913,913,-0.0537843699580794,-0.0299874443411907
914,914,-0.041676106738841,-0.0446353080177853
915,915,-0.0460675326560192,-0.0490455778455843
916,916,0.0169463237765108,0.02132269882188
917,917,0.0045332434653735,0.0034234809062712
918,918,0.0013115377593784,-0.001666971411512
919,919,-0.0046015673766611,-0.0047902288900042
920,920,-0.0540396406855861,-0.0316185791543603
921,921,0.0256489987693841,0.0292489499840582
922,922,0.0150311856750117,0.0125851838576408
923,923,0.0204937896734725,0.0002987683261285
924,924,-0.0142737408454161,-0.0127359561564605
925,925,-0.0383312780579392,-0.0456703392244159
926,926,0.0283940290407951,0.0275740342106518
927,927,-0.0300416903325176,-0.0288385573710031
928,928,0.0272585482834117,0.0293586207377401
929,929,-0.0380245507643688,-0.0352971419277717
930,930,0.0291761426621465,0.0293485102810088
931,931,0.0016230078659574,-0.0037600022295921
932,932,0.0088510650525288,0.0165310586115497
933,933,-0.0336151107322289,-0.0329629547871647
934,934,0.0126507570799161,0.0096271342559573
935,935,0.0292140308156531,0.0313661188145329
936,936,0.0431625661498947,0.0442702963515074
937,937,0.0239935997759972,0.022318566496478
938,938,0.0318339740819677,0.0168244501660472
939,939,0.0216983255920751,0.0213016139618773
940,940,-0.0163436109063795,-0.0164255481339897
941,941,-0.0033563442922763,-0.0035569306328464
942,942,-0.0637734672516256,-0.0702870500146195
943,943,-0.0495479442119615,-0.0566402421193415
944,944,0.0314604042700198,0.0230389313765027
945,945,-0.0139025442889093,0.0009930488693726
946,946,0.0334821441226004,0.0108770464361021
947,947,-0.032495902709018,-0.034599033837367
948,948,0.0090679317752984,0.0120311688341741
949,949,0.0019512366757983,0.001883561321368
950,950,-0.0064371999179818,-0.0034784602102331
951,951,0.0104431733506962,0.0165246651851125
952,952,0.0059703967905682,0.0041773100361011
953,953,0.0057579044488174,0.0072334805210698
954,954,0.0194939575090247,0.0203099828941847
955,955,-0.0834016437696266,-0.0517427465340597
956,956,0.0134245869242811,0.0178341628278998
957,957,0.0309832942258518,0.0327447304981067
958,958,-0.0600173294000419,-0.0704707316621744
959,959,0.0020633996841453,0.0039062234727302
960,960,-0.0107579044984365,-0.00895047155526
961,961,-0.0134971508688991,-0.0147680784743144
962,962,-0.018150865209795,-0.0253879462658972
963,963,-0.0278042345338413,-0.031855329184068
964,964,0.0135866682960259,0.0125803029336152
965,965,0.016646810103143,0.0183344301713511
966,966,0.0216540212201406,0.0197408716201117
967,967,-0.0067285240240123,-0.0081053282181264
968,968,0.0248131492667659,0.0253082899105348
969,969,0.0049348464853536,0.0078248999162887
970,970,0.0156579672982952,0.0110766789785068
971,971,-0.0315673916124193,-0.0378609455959577
972,972,-0.0467001776968647,-0.0436804785029949
973,973,0.0419033381324688,0.0424300892817414
974,974,0.0097167167615579,0.0063552740834515
975,975,0.0135342420714094,0.0112480630509624
976,976,-0.0281056451982927,-0.0299355625200897
977,977,0.0314171876590942,0.0338961137052675
978,978,0.0231103801756355,0.0220459231001162
979,979,-0.0160654915430881,-0.0176626833152154
980,980,-0.029006123466442,-0.032768069174721
981,981,0.0398736722433819,0.0219244482616362
982,982,0.0076657725951821,0.0036010352061696
983,983,0.0156854352012695,0.0179973535277382
984,984,0.0061259407432094,0.0104359736470977
985,985,0.0333127266218435,0.0335240291036844
986,986,0.0194830080903557,0.0199459711312884
987,987,0.0077020649286429,0.0005551682464179
988,988,0.0112508143071257,0.0079694324568604
989,989,-0.0376543808791882,-0.042595423908305
990,990,-0.0949464604916413,-0.121861144601361
991,991,0.023365046470363,0.0218813285211173
992,992,0.0445599993530213,0.0456798480406723
993,993,0.0203600576090844,0.0176026147879269
994,994,-0.0129795698350883,-0.0182572188602525
995,995,0.0155749738157362,0.0150521832804334
996,996,-0.0155071517649358,-0.0030850932654306
997,997,0.0185595978023151,0.0228070961915538
998,998,0.0132375337593865,0.0131668277462872
999,999,-0.0271463913160856,-0.0290134249217687
