i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74,Topic 75,Topic 76,Topic 77,Topic 78,Topic 79,Topic 80,Topic 81,Topic 82,Topic 83,Topic 84,Topic 85,Topic 86,Topic 87,Topic 88,Topic 89,Topic 90,Topic 91,Topic 92,Topic 93,Topic 94,Topic 95,Topic 96,Topic 97,Topic 98,Topic 99,Topic 100,Topic 101,Topic 102,Topic 103,Topic 104,Topic 105,Topic 106,Topic 107,Topic 108,Topic 109,Topic 110,Topic 111,Topic 112,Topic 113,Topic 114,Topic 115,Topic 116,Topic 117,Topic 118,Topic 119,Topic 120,Topic 121,Topic 122,Topic 123,Topic 124,Topic 125,Topic 126,Topic 127,Topic 128,Topic 129,Topic 130,Topic 131,Topic 132,Topic 133,Topic 134,Topic 135,Topic 136,Topic 137,Topic 138,Topic 139,Topic 140,Topic 141,Topic 142,Topic 143,Topic 144,Topic 145,Topic 146,Topic 147,Topic 148,Topic 149,Topic 150,Topic 151,Topic 152,Topic 153,Topic 154,Topic 155,Topic 156,Topic 157,Topic 158,Topic 159,Topic 160,Topic 161,Topic 162,Topic 163,Topic 164,Topic 165,Topic 166,Topic 167,Topic 168,Topic 169,Topic 170,Topic 171,Topic 172,Topic 173,Topic 174,Topic 175,Topic 176,Topic 177,Topic 178,Topic 179,Topic 180,Topic 181,Topic 182,Topic 183,Topic 184,Topic 185,Topic 186,Topic 187,Topic 188,Topic 189,Topic 190,Topic 191,Topic 192,Topic 193
225,GTEX-147GR-0011-R2b-SM-5S2RQ,0.0,0.0,0.01556420233463035,0.0933852140077821,0.0,0.0038910505836575876,0.042801556420233464,0.0,0.0,0.0038910505836575876,0.0,0.0,0.0,0.0,0.03501945525291829,0.0,0.0,0.0,0.0,0.0,0.0,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10894941634241245,0.011673151750972763,0.0,0.0,0.0,0.0,0.0,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007782101167315175,0.0038910505836575876,0.0,0.0,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019455252918287938,0.042801556420233464,0.0,0.0,0.0,0.0,0.0,0.01556420233463035,0.0,0.0,0.007782101167315175,0.01556420233463035,0.0,0.0,0.0038910505836575876,0.0038910505836575876,0.0,0.0,0.0,0.0,0.03501945525291829,0.0,0.0038910505836575876,0.0,0.0,0.01556420233463035,0.0311284046692607,0.011673151750972763,0.0038910505836575876,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007782101167315175,0.0,0.0,0.0,0.0,0.08171206225680934,0.023346303501945526,0.0038910505836575876,0.007782101167315175,0.0,0.0,0.0,0.007782101167315175,0.03501945525291829,0.0,0.0038910505836575876,0.007782101167315175,0.0,0.0,0.0,0.0,0.011673151750972763,0.0,0.0,0.027237354085603113,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.0038910505836575876,0.0,0.007782101167315175,0.0,0.0038910505836575876,0.0,0.011673151750972763,0.0,0.0,0.0,0.0038910505836575876,0.0,0.0,0.0,0.007782101167315175,0.01556420233463035,0.007782101167315175,0.0,0.0038910505836575876,0.0,0.011673151750972763,0.0038910505836575876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038910505836575876,0.0,0.007782101167315175,0.0,0.0,0.0,0.0,0.0,0.0,0.007782101167315175,0.0,0.0,0.023346303501945526,0.0,0.0,0.011673151750972763,0.01556420233463035,0.0,0.011673151750972763,0.0,0.0,0.0038910505836575876,0.0,0.0038910505836575876,0.019455252918287938,0.0,0.0038910505836575876,0.0,0.0,0.0,0.007782101167315175,0.0,0.0038910505836575876,0.0,0.019455252918287938,0.0
226,GTEX-147JS-0006-SM-5NQ7K,0.007518796992481203,0.08458646616541353,0.0037593984962406013,0.0,0.0,0.0018796992481203006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.007518796992481203,0.0037593984962406013,0.009398496240601503,0.0,0.016917293233082706,0.02443609022556391,0.018796992481203006,0.007518796992481203,0.02443609022556391,0.0,0.0018796992481203006,0.02819548872180451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037593984962406013,0.0,0.016917293233082706,0.0,0.0,0.005639097744360902,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.007518796992481203,0.0037593984962406013,0.0,0.0018796992481203006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016917293233082706,0.05827067669172932,0.0,0.0,0.007518796992481203,0.0,0.0037593984962406013,0.020676691729323307,0.0,0.0,0.0018796992481203006,0.0,0.0,0.0,0.0018796992481203006,0.011278195488721804,0.0,0.0,0.0,0.0,0.022556390977443608,0.0018796992481203006,0.007518796992481203,0.005639097744360902,0.011278195488721804,0.022556390977443608,0.045112781954887216,0.05827067669172932,0.05075187969924812,0.020676691729323307,0.0018796992481203006,0.0037593984962406013,0.016917293233082706,0.015037593984962405,0.005639097744360902,0.0,0.0,0.005639097744360902,0.0,0.0,0.009398496240601503,0.0,0.0,0.0,0.0,0.0,0.0,0.011278195488721804,0.0,0.0,0.015037593984962405,0.0,0.0018796992481203006,0.0018796992481203006,0.0,0.0,0.0,0.0018796992481203006,0.0018796992481203006,0.0037593984962406013,0.0,0.020676691729323307,0.0,0.0,0.0018796992481203006,0.0,0.0,0.007518796992481203,0.0037593984962406013,0.0,0.0018796992481203006,0.0018796992481203006,0.0018796992481203006,0.009398496240601503,0.020676691729323307,0.0,0.0,0.0,0.0018796992481203006,0.007518796992481203,0.0018796992481203006,0.0,0.013157894736842105,0.0018796992481203006,0.0,0.0,0.0018796992481203006,0.0,0.0,0.0,0.018796992481203006,0.0,0.0,0.0018796992481203006,0.0,0.0,0.0037593984962406013,0.0018796992481203006,0.0,0.0,0.0,0.011278195488721804,0.0037593984962406013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018796992481203006,0.0,0.0,0.011278195488721804,0.0,0.0,0.0018796992481203006,0.0,0.0,0.0037593984962406013,0.0,0.0,0.0,0.0,0.0,0.0
227,GTEX-147JS-0426-SM-5TDD2,0.0,0.0,0.018433179723502304,0.03225806451612903,0.0,0.0,0.0,0.004608294930875576,0.0,0.009216589861751152,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.0,0.0,0.004608294930875576,0.004608294930875576,0.0,0.0,0.018433179723502304,0.027649769585253458,0.018433179723502304,0.0,0.0,0.0,0.009216589861751152,0.02304147465437788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.018433179723502304,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.004608294930875576,0.004608294930875576,0.004608294930875576,0.02304147465437788,0.004608294930875576,0.0,0.0,0.0,0.018433179723502304,0.0,0.004608294930875576,0.009216589861751152,0.013824884792626729,0.018433179723502304,0.009216589861751152,0.027649769585253458,0.009216589861751152,0.0,0.0,0.0,0.004608294930875576,0.0,0.004608294930875576,0.004608294930875576,0.004608294930875576,0.0,0.013824884792626729,0.004608294930875576,0.027649769585253458,0.018433179723502304,0.009216589861751152,0.0,0.0,0.03686635944700461,0.027649769585253458,0.02304147465437788,0.0,0.027649769585253458,0.004608294930875576,0.004608294930875576,0.009216589861751152,0.0,0.009216589861751152,0.0,0.004608294930875576,0.009216589861751152,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.04608294930875576,0.0,0.0,0.004608294930875576,0.009216589861751152,0.004608294930875576,0.018433179723502304,0.004608294930875576,0.004608294930875576,0.009216589861751152,0.004608294930875576,0.018433179723502304,0.0,0.018433179723502304,0.0,0.0,0.0,0.004608294930875576,0.013824884792626729,0.0,0.009216589861751152,0.009216589861751152,0.0,0.0,0.009216589861751152,0.0,0.009216589861751152,0.0,0.013824884792626729,0.0,0.004608294930875576,0.0,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.013824884792626729,0.0,0.004608294930875576,0.0,0.0,0.009216589861751152,0.0,0.004608294930875576,0.009216589861751152,0.03225806451612903,0.0,0.004608294930875576,0.0,0.0,0.004608294930875576,0.0,0.0,0.0,0.009216589861751152,0.0,0.004608294930875576,0.004608294930875576,0.0,0.009216589861751152,0.0,0.0,0.009216589861751152,0.0,0.0,0.0,0.004608294930875576,0.0,0.0,0.013824884792626729,0.0,0.0,0.0,0.0,0.0,0.004608294930875576,0.004608294930875576,0.0,0.0,0.013824884792626729,0.004608294930875576
228,GTEX-147JS-0526-SM-5TDD3,0.0,0.0,0.027624309392265192,0.0,0.36464088397790057,0.0,0.011049723756906077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16022099447513813,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049723756906077346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.049723756906077346,0.0,0.011049723756906077,0.049723756906077346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011049723756906077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.022099447513812154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03867403314917127,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0055248618784530384,0.0,0.0055248618784530384,0.0055248618784530384,0.0,0.0055248618784530384,0.0,0.011049723756906077,0.0,0.0,0.011049723756906077,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.011049723756906077,0.0055248618784530384,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0055248618784530384,0.0,0.0,0.0,0.0055248618784530384,0.03867403314917127,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0055248618784530384,0.0,0.0,0.0,0.0055248618784530384,0.0,0.0055248618784530384,0.0,0.0055248618784530384,0.0055248618784530384
229,GTEX-147JS-2526-SM-5S2Q8,0.0,0.0,0.004319654427645789,0.0,0.0021598272138228943,0.0,0.0,0.0,0.0,0.004319654427645789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04319654427645788,0.0021598272138228943,0.0021598272138228943,0.004319654427645789,0.0,0.008639308855291577,0.012958963282937365,0.0021598272138228943,0.008639308855291577,0.017278617710583154,0.0021598272138228943,0.004319654427645789,0.0,0.004319654427645789,0.0367170626349892,0.0,0.0,0.004319654427645789,0.0,0.0,0.0,0.0,0.01511879049676026,0.004319654427645789,0.008639308855291577,0.0,0.0021598272138228943,0.004319654427645789,0.0,0.0,0.0021598272138228943,0.004319654427645789,0.0021598272138228943,0.0,0.01079913606911447,0.0,0.0021598272138228943,0.0021598272138228943,0.0,0.0021598272138228943,0.01079913606911447,0.0021598272138228943,0.0,0.0,0.0021598272138228943,0.0021598272138228943,0.004319654427645789,0.0021598272138228943,0.0021598272138228943,0.004319654427645789,0.0021598272138228943,0.004319654427645789,0.0,0.0064794816414686825,0.01079913606911447,0.0,0.0021598272138228943,0.0,0.0064794816414686825,0.0,0.0,0.0,0.0064794816414686825,0.0,0.0,0.01079913606911447,0.004319654427645789,0.01079913606911447,0.004319654427645789,0.004319654427645789,0.0,0.0,0.038876889848812095,0.08639308855291576,0.12958963282937366,0.14254859611231102,0.038876889848812095,0.0021598272138228943,0.0021598272138228943,0.0064794816414686825,0.0,0.0,0.01079913606911447,0.0,0.004319654427645789,0.0,0.008639308855291577,0.0,0.0,0.0,0.0064794816414686825,0.0,0.0,0.0,0.0021598272138228943,0.0021598272138228943,0.0021598272138228943,0.01079913606911447,0.0,0.0,0.004319654427645789,0.0021598272138228943,0.0064794816414686825,0.0,0.0,0.0064794816414686825,0.0,0.004319654427645789,0.0,0.004319654427645789,0.0021598272138228943,0.0021598272138228943,0.0021598272138228943,0.004319654427645789,0.0,0.0021598272138228943,0.0064794816414686825,0.004319654427645789,0.0,0.0021598272138228943,0.0021598272138228943,0.01079913606911447,0.0,0.0,0.0064794816414686825,0.0,0.0064794816414686825,0.0,0.0,0.0064794816414686825,0.0021598272138228943,0.0021598272138228943,0.0021598272138228943,0.0021598272138228943,0.004319654427645789,0.004319654427645789,0.0021598272138228943,0.004319654427645789,0.0021598272138228943,0.0,0.0,0.0,0.004319654427645789,0.0021598272138228943,0.0,0.0021598272138228943,0.0,0.0021598272138228943,0.0,0.0021598272138228943,0.004319654427645789,0.0,0.004319654427645789,0.0021598272138228943,0.004319654427645789,0.0021598272138228943,0.0,0.004319654427645789,0.0021598272138228943,0.0021598272138228943,0.0,0.0021598272138228943,0.0064794816414686825,0.0021598272138228943,0.0021598272138228943,0.0021598272138228943,0.0021598272138228943,0.0,0.0021598272138228943,0.0,0.0021598272138228943,0.0,0.004319654427645789,0.0
230,GTEX-1497J-2126-SM-5NQB8,0.0,0.0,0.03816793893129771,0.0,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.007633587786259542,0.0,0.0,0.007633587786259542,0.03816793893129771,0.0,0.007633587786259542,0.0,0.0,0.015267175572519083,0.007633587786259542,0.0,0.0,0.0,0.030534351145038167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.0,0.0,0.007633587786259542,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.007633587786259542,0.007633587786259542,0.0,0.007633587786259542,0.0,0.022900763358778626,0.0,0.015267175572519083,0.015267175572519083,0.0,0.015267175572519083,0.007633587786259542,0.007633587786259542,0.0,0.015267175572519083,0.007633587786259542,0.007633587786259542,0.0,0.007633587786259542,0.0,0.007633587786259542,0.0,0.007633587786259542,0.0,0.015267175572519083,0.0,0.030534351145038167,0.007633587786259542,0.022900763358778626,0.007633587786259542,0.015267175572519083,0.0,0.0,0.015267175572519083,0.0,0.0,0.0,0.0,0.015267175572519083,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.015267175572519083,0.0,0.0,0.0,0.0,0.0,0.015267175572519083,0.0,0.0,0.0,0.007633587786259542,0.015267175572519083,0.022900763358778626,0.030534351145038167,0.0,0.0,0.007633587786259542,0.0,0.022900763358778626,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.007633587786259542,0.015267175572519083,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.0,0.007633587786259542,0.015267175572519083,0.007633587786259542,0.0,0.015267175572519083,0.0,0.0,0.007633587786259542,0.0,0.015267175572519083,0.007633587786259542,0.0,0.0,0.0,0.022900763358778626,0.0,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.0,0.022900763358778626,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.015267175572519083,0.007633587786259542,0.0,0.007633587786259542,0.0,0.007633587786259542,0.0,0.007633587786259542,0.0,0.0,0.007633587786259542,0.007633587786259542,0.0,0.0,0.0,0.0,0.007633587786259542,0.007633587786259542,0.0,0.007633587786259542,0.022900763358778626,0.007633587786259542,0.007633587786259542,0.0,0.0,0.0,0.0,0.0,0.007633587786259542,0.0,0.015267175572519083,0.0
231,GTEX-14A5H-0526-SM-5TDCN,0.005952380952380952,0.002976190476190476,0.011904761904761904,0.0,0.0,0.0,0.0,0.026785714285714284,0.0,0.005952380952380952,0.0,0.0,0.0,0.002976190476190476,0.0,0.11607142857142858,0.020833333333333332,0.026785714285714284,0.0,0.0,0.008928571428571428,0.002976190476190476,0.0,0.0,0.008928571428571428,0.01488095238095238,0.005952380952380952,0.005952380952380952,0.0,0.005952380952380952,0.005952380952380952,0.01488095238095238,0.0,0.002976190476190476,0.002976190476190476,0.0,0.002976190476190476,0.0,0.0,0.002976190476190476,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.011904761904761904,0.005952380952380952,0.0,0.0,0.0,0.002976190476190476,0.002976190476190476,0.002976190476190476,0.01488095238095238,0.005952380952380952,0.005952380952380952,0.002976190476190476,0.002976190476190476,0.011904761904761904,0.005952380952380952,0.023809523809523808,0.005952380952380952,0.0,0.0,0.008928571428571428,0.01488095238095238,0.002976190476190476,0.002976190476190476,0.008928571428571428,0.002976190476190476,0.011904761904761904,0.008928571428571428,0.020833333333333332,0.002976190476190476,0.005952380952380952,0.0,0.005952380952380952,0.002976190476190476,0.005952380952380952,0.005952380952380952,0.002976190476190476,0.005952380952380952,0.002976190476190476,0.01488095238095238,0.002976190476190476,0.01488095238095238,0.044642857142857144,0.002976190476190476,0.0,0.002976190476190476,0.0,0.0,0.0,0.0,0.002976190476190476,0.002976190476190476,0.002976190476190476,0.002976190476190476,0.005952380952380952,0.005952380952380952,0.002976190476190476,0.0,0.005952380952380952,0.002976190476190476,0.0,0.0,0.002976190476190476,0.0,0.008928571428571428,0.026785714285714284,0.0,0.0,0.002976190476190476,0.005952380952380952,0.008928571428571428,0.011904761904761904,0.002976190476190476,0.002976190476190476,0.008928571428571428,0.002976190476190476,0.005952380952380952,0.0,0.017857142857142856,0.0,0.002976190476190476,0.0,0.002976190476190476,0.01488095238095238,0.0,0.005952380952380952,0.002976190476190476,0.0,0.0,0.0,0.008928571428571428,0.005952380952380952,0.0,0.011904761904761904,0.002976190476190476,0.002976190476190476,0.0,0.002976190476190476,0.005952380952380952,0.0,0.0,0.002976190476190476,0.0,0.008928571428571428,0.002976190476190476,0.005952380952380952,0.002976190476190476,0.002976190476190476,0.008928571428571428,0.0,0.002976190476190476,0.002976190476190476,0.020833333333333332,0.005952380952380952,0.0,0.005952380952380952,0.0,0.002976190476190476,0.0,0.0,0.0,0.002976190476190476,0.005952380952380952,0.002976190476190476,0.002976190476190476,0.0,0.005952380952380952,0.0,0.008928571428571428,0.002976190476190476,0.005952380952380952,0.002976190476190476,0.0,0.002976190476190476,0.008928571428571428,0.002976190476190476,0.005952380952380952,0.002976190476190476,0.0,0.002976190476190476,0.0,0.0,0.005952380952380952,0.002976190476190476,0.0,0.0,0.0,0.0
232,GTEX-14A5H-0726-SM-5Q5DW,0.01485148514851485,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.034653465346534656,0.0049504950495049506,0.0,0.0,0.0,0.0049504950495049506,0.0049504950495049506,0.0,0.0,0.0049504950495049506,0.0049504950495049506,0.0,0.009900990099009901,0.0,0.0,0.009900990099009901,0.009900990099009901,0.0,0.0,0.0,0.0,0.034653465346534656,0.0,0.15346534653465346,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.019801980198019802,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0297029702970297,0.0,0.0,0.009900990099009901,0.009900990099009901,0.0,0.0049504950495049506,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0,0.009900990099009901,0.0,0.0049504950495049506,0.019801980198019802,0.0,0.0,0.009900990099009901,0.01485148514851485,0.009900990099009901,0.0,0.0049504950495049506,0.009900990099009901,0.0,0.0,0.009900990099009901,0.0,0.019801980198019802,0.0,0.019801980198019802,0.0,0.0,0.024752475247524754,0.0049504950495049506,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0049504950495049506,0.009900990099009901,0.01485148514851485,0.0049504950495049506,0.0,0.0,0.009900990099009901,0.0049504950495049506,0.0,0.0,0.009900990099009901,0.0,0.0,0.0,0.0,0.01485148514851485,0.009900990099009901,0.0049504950495049506,0.01485148514851485,0.019801980198019802,0.0,0.0,0.01485148514851485,0.0,0.0049504950495049506,0.0,0.0,0.01485148514851485,0.009900990099009901,0.0049504950495049506,0.0049504950495049506,0.024752475247524754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0049504950495049506,0.0,0.009900990099009901,0.0,0.0,0.0,0.0049504950495049506,0.0049504950495049506,0.0,0.0,0.019801980198019802,0.0049504950495049506,0.009900990099009901,0.0,0.0,0.009900990099009901,0.0,0.0,0.0049504950495049506,0.0,0.01485148514851485,0.0049504950495049506,0.009900990099009901,0.0,0.0049504950495049506,0.0049504950495049506,0.0,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0,0.0049504950495049506,0.019801980198019802,0.0049504950495049506,0.0,0.0,0.01485148514851485,0.0,0.0049504950495049506,0.0,0.0,0.0,0.0049504950495049506,0.0,0.0049504950495049506,0.0049504950495049506,0.0049504950495049506,0.0,0.0,0.009900990099009901,0.009900990099009901,0.0049504950495049506,0.0
233,GTEX-14A6H-2026-SM-5Q5DD,0.0027548209366391185,0.0,0.005509641873278237,0.0,0.0,0.0,0.0,0.0,0.0,0.0027548209366391185,0.0,0.0,0.0,0.12672176308539945,0.0,0.01928374655647383,0.162534435261708,0.011019283746556474,0.0,0.0,0.005509641873278237,0.0,0.0027548209366391185,0.0,0.0027548209366391185,0.0027548209366391185,0.0,0.0,0.0,0.0,0.005509641873278237,0.0,0.0,0.0,0.011019283746556474,0.0,0.0,0.0,0.0027548209366391185,0.0,0.024793388429752067,0.0,0.0027548209366391185,0.0,0.0,0.0,0.005509641873278237,0.09917355371900827,0.0,0.005509641873278237,0.0,0.0027548209366391185,0.01928374655647383,0.0,0.027548209366391185,0.0,0.0027548209366391185,0.0,0.005509641873278237,0.0,0.005509641873278237,0.0027548209366391185,0.013774104683195593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005509641873278237,0.0,0.005509641873278237,0.0,0.01652892561983471,0.03305785123966942,0.0027548209366391185,0.01652892561983471,0.0,0.0,0.0027548209366391185,0.0,0.0,0.008264462809917356,0.0,0.0,0.0,0.01928374655647383,0.0027548209366391185,0.01652892561983471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027548209366391185,0.0,0.005509641873278237,0.013774104683195593,0.0,0.0,0.0027548209366391185,0.005509641873278237,0.0,0.0,0.0,0.011019283746556474,0.0,0.0027548209366391185,0.0,0.0,0.0,0.005509641873278237,0.008264462809917356,0.005509641873278237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027548209366391185,0.0,0.0,0.0,0.0,0.0027548209366391185,0.0,0.005509641873278237,0.0,0.0027548209366391185,0.0,0.0,0.0,0.0027548209366391185,0.0,0.005509641873278237,0.0027548209366391185,0.03305785123966942,0.013774104683195593,0.005509641873278237,0.0027548209366391185,0.0027548209366391185,0.005509641873278237,0.005509641873278237,0.011019283746556474,0.0,0.0027548209366391185,0.0,0.0,0.011019283746556474,0.0,0.0,0.0027548209366391185,0.0027548209366391185,0.0,0.0,0.0027548209366391185,0.0,0.008264462809917356,0.0027548209366391185,0.0,0.024793388429752067,0.0,0.005509641873278237,0.0,0.0027548209366391185,0.0,0.008264462809917356,0.0,0.0,0.01928374655647383,0.0,0.005509641873278237,0.0027548209366391185,0.0,0.008264462809917356,0.0027548209366391185,0.0,0.0027548209366391185,0.0,0.0027548209366391185,0.0,0.0027548209366391185,0.0
234,GTEX-14ABY-0011-R5b-SM-5SI7B,0.0,0.0,0.010101010101010102,0.06734006734006734,0.0,0.0,0.04713804713804714,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.13131313131313133,0.013468013468013467,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04713804713804714,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.013468013468013467,0.04377104377104377,0.003367003367003367,0.0,0.0,0.0,0.0,0.013468013468013467,0.0,0.0,0.010101010101010102,0.010101010101010102,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.016835016835016835,0.006734006734006734,0.003367003367003367,0.0,0.0,0.016835016835016835,0.030303030303030304,0.016835016835016835,0.003367003367003367,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.003367003367003367,0.0,0.0,0.0,0.07744107744107744,0.020202020202020204,0.003367003367003367,0.013468013468013467,0.0,0.0,0.0,0.016835016835016835,0.030303030303030304,0.0,0.020202020202020204,0.006734006734006734,0.0,0.0,0.0,0.0,0.006734006734006734,0.003367003367003367,0.0,0.02356902356902357,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.0,0.016835016835016835,0.006734006734006734,0.010101010101010102,0.0,0.0,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.016835016835016835,0.003367003367003367,0.0,0.0,0.0,0.010101010101010102,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.0,0.003367003367003367,0.0,0.0,0.0,0.0,0.0,0.003367003367003367,0.010101010101010102,0.0,0.003367003367003367,0.016835016835016835,0.0,0.0,0.010101010101010102,0.020202020202020204,0.0,0.013468013468013467,0.0,0.0,0.006734006734006734,0.0,0.003367003367003367,0.016835016835016835,0.0,0.006734006734006734,0.003367003367003367,0.0,0.0,0.013468013468013467,0.003367003367003367,0.010101010101010102,0.0,0.013468013468013467,0.0
