i_doc,doc,MEturquoise,MElightyellow,MEblue,MEpurple,MEmagenta,MEpink,MElightcyan,MEblack,MEmidnightblue,MEgreenyellow,MEred,MEgrey60,MEsalmon,MEbrown,MEgreen,MEcyan,MEdarkgreen,MEdarkred,MEtan,MElightgreen,MEroyalblue,MEdarkturquoise,MEyellow,MEgrey
261,GTEX-11TUW-1226-SM-5GU7C,-0.00144658525746509,-0.00259497764275208,-0.0053985695006075396,-0.009350002569052841,-0.00394343465886016,-0.00559701018546007,-0.00265214169791324,-0.00985848863317111,-0.00220949727837375,-0.0037297731141646704,-0.00224517478187738,-0.0009626375511397801,-0.0023978543625365,-0.00326040795895259,-0.00172534148161398,-0.00269856342712764,-0.009510283093246391,-0.0034497295541807,-0.00147392140826892,-0.00392719595568838,-0.0042476832567546205,-0.00270961542827264,-0.00681691498486738,-2.7762320790861305e-05
262,GTEX-14JG1-1826-SM-5YY9Y,-0.00174083210237184,-0.00170265954190928,-0.0047001129727889295,-0.0069626454758576605,-0.00327308667033611,-0.00458525037211159,-0.0019123820949026,-0.009793527208218071,-0.00181190349303408,-0.00329307938807263,-0.0021987712331528,-0.0009564847312857759,-0.00443387031616374,-0.00387244577639905,-0.00277188740184819,-0.00256985421389402,-0.009118223439501671,-0.00341086167236794,-0.00240107133843484,-0.0040465267631428605,-0.00427060962696514,-0.00226845626812485,-0.006834505845512089,-2.9948019998428496e-05
263,GTEX-ZV68-0926-SM-59HK7,-0.00169620162448852,-0.00305618305691925,-0.00585741450746756,-0.0102140943653896,-0.00474952881212984,-0.00619137230505014,-0.0005372526752272191,-0.00303297458620903,-0.00201209709457916,-0.00297855866055397,-0.00223853437634859,-0.000948017502517823,0.0017407763878694099,-0.00473184509729386,-0.00414801468845315,-0.00266906345781123,0.00625879382260204,-0.00349436068776492,-0.0023417730732582603,-0.00277678764496659,-0.003910436568883889,-0.00153441380943,-0.006099412134625321,-0.00010354657111416
264,GTEX-18A66-1526-SM-72D6Y,-0.0010567318551128401,-0.000435129840869812,-0.00551581916135157,-0.00788735540367241,-0.0039933719946182895,-0.00579979028469495,-0.00289323232524703,-0.00985242529589774,-0.00244561281917488,-0.0036299935079015795,-0.00227111782322505,-0.0015137816540805099,0.008260398898134229,-0.00273228791068736,-0.00381627803900075,-0.0027303789292415603,-0.00822962225666573,-0.00361987461513659,-0.00205677162739113,-0.00405501683211775,-0.00423937113966272,-0.002797571847769,-0.00659740395914253,-2.8174020050530895e-05
265,GTEX-YB5K-0726-SM-5LU8R,-0.00156856891481115,-0.00286968761400708,-0.00595748995658934,-0.009472980720731109,-0.00432073575414741,-0.00606317950275041,-0.00293568013408332,-0.00985871133163955,-0.00258650947018664,-0.0037097519594939898,-0.00225669244941658,-0.0013144695952323699,-0.000674008969385369,-0.00280167489158242,-0.0039005095393720704,-0.0026536504125357603,-0.00890308303170937,-0.0035920815004078298,-0.0023036555728781698,-0.0038392398731227602,-0.0024421411434411397,-0.00275590566374529,-0.00706596353716978,-2.65034734373999e-05
266,GTEX-ZEX8-1326-SM-4WWEW,-0.00203845245504334,-0.00290418741272561,-0.00552703718091305,-0.00881236007034814,-0.0038872153950095397,-0.00585389655981268,-0.00273224077168401,-0.00985644136897115,-0.00247381694121948,-0.0037080253402643703,-0.00230420214390565,-0.00211293081396132,0.0009873375453625661,-0.00363389509567641,-0.0034946451472153603,-0.00227280705965177,-0.00923563165963449,-0.00324372599571778,-0.00133994773549744,-0.0039460875008342795,-0.00424382589468477,0.000572400649694377,-0.00707757161288205,-2.84180232160898e-05
267,GTEX-1PIIG-0926-SM-E6CQN,0.00516871824649304,-0.00279123423842665,-0.00563622579373882,-0.00940468471191611,-0.00410836627745557,-0.00564101282448546,-0.00283587696948907,-0.00985448867610097,-0.0023134850184825697,-0.0037079328569801797,-0.00224705719577694,-0.00175413085909281,-0.00432500335979791,-0.00288624567820549,-0.000104935865541789,-0.00267859118255985,-0.00966779966715798,-0.00317068821771035,-0.00216241112810331,-0.00398544697747022,-0.004263696597224521,-0.00276729176892599,-0.00659983306601011,-2.75300898901163e-05
268,GTEX-11GSP-1726-SM-5A5LI,0.000959754471189184,-0.00271738296808673,-0.00555574606026825,-0.00914848337183043,-0.0038423223578783203,-0.00478677055384089,-0.00274248703095473,-0.00975145482988405,-0.0024931297632385303,-0.00362205998074649,-0.0020374966951702,-0.00162643902132771,0.00271154075185684,-0.00357506357443549,-0.00272704070952597,-0.00272608041764371,-0.009441616279829059,-0.0036533063786055604,-0.00142345402272339,-0.00389398531556097,-0.00427060962696514,-0.0026086523495747103,-0.00665269886485627,-2.9099900291235303e-05
269,GTEX-Y9LG-0626-SM-4WWDH,-0.00219321739716116,-0.00312765886202375,-0.00548690732775023,-0.0103857278883621,-0.00352091896310991,-0.0057894675633989,-0.00207131802780208,0.00814607766133493,-0.0016616169913790699,-0.00126317894679511,-0.0021813709721889302,-0.0019280253112357397,-0.0013241027570456,-0.0026612077536239103,-0.0022727244811974897,-0.00238382806511847,0.000105952656994711,-0.0019175302558320398,0.00146618377401451,-0.0029726291393479603,-0.00199519511022771,-0.0027664299385484104,-0.00338101585614134,-0.000698461714085579
270,GTEX-S4Z8-0726-SM-4GICB,-0.0017811339450374602,-0.0026559758513333,-0.00579966216256981,-0.00950795686854664,-0.00419263016355573,-0.00576226806786442,-0.00309082916183958,-0.009806589943066059,-0.00262891984440731,-0.0036936897319346795,-0.00218333789215261,-0.0018485614545527,0.00476072323944019,0.00193110354695575,-0.00240154135832743,-0.00245151177305779,-0.007955925469279871,-0.00354496597355936,-0.00200390059479095,-0.00404535125898534,-0.00424703957865745,-0.002797571847769,-0.00679906694111144,-2.45743145743968e-05
271,GTEX-ZVZP-1626-SM-5GIDJ,-0.00139272324245084,-0.00274645887699449,-0.00545576428901704,-0.00961417492847191,-0.004346029388579979,-0.00611096757953283,-0.00297859944308359,-0.009805623038640821,-0.0019039796311442398,-0.0037193907460551,-0.00201786612857695,-0.00144412414380776,-0.000369402506034017,-0.0030656548220980803,-0.00411232806668498,-0.00270661575991555,-0.00857531736730207,-0.00354654886935785,-0.00225268114154815,-0.00405529600464317,-0.004267535147948921,-0.0025012220080642303,-0.00665881033638455,-2.98426121986805e-05
272,GTEX-17EVQ-1926-SM-7IGOF,-0.00169817289750163,-0.00307900403237405,-0.0051599410758576296,-0.0102219409177952,-0.0041560467960151,-0.00599668169123471,0.0156151555869617,0.00596640810225749,-0.00194567156303235,-0.00184644462301257,-0.00217669754398506,-0.0021295100720233897,-0.0042170657097699,-0.00327959875471091,-0.00048542755394104904,-0.0023916155972085397,0.007357888839561841,-0.000735454498558203,0.00344103970880512,-0.00393734554403667,-0.00425785275721757,-0.0027603142575998198,-0.00413217334301336,-0.000730030113051613
273,GTEX-1R9PM-1126-SM-E76OX,-0.000839579780819362,-0.0025386107443932,-0.00505017929977465,-0.008783290066099809,-0.00415528189616447,-0.0038628954385630703,-0.00216957339611464,-0.00972296195591252,-0.0022427929860349997,-0.00320308200065055,-0.0020581700340529803,-0.000712743000204699,-0.00217912698826648,-0.0039685933456578,-0.00393485862532807,-0.00263805141399738,-0.00898657220934315,-0.0034232572918987,0.134797318815576,-0.00380619436896188,-0.00424869947251364,-0.002797571847769,-0.005562184503691,-2.42308209599871e-05
274,GTEX-1JMQJ-1026-SM-CNPP8,0.000153568490326478,-0.00240604420557322,-0.0050161816309035,-0.008219501543879971,-0.00297734060847303,-0.00520326682105155,-0.00225070053794574,-0.00968501677869413,-0.00227002984723565,-0.00366812933742452,-0.00213918092262238,-0.0017769807189092,-0.00432452028252836,-0.0035135404995782302,-0.00158717475182976,-0.00232843110401221,-0.00902173875084483,-0.00348327419638041,-0.0016120867348104599,-0.00401665089216356,-0.00420153099189837,-0.00234361927004047,-0.00687166388767725,-2.8667321668790198e-05
275,GTEX-1H11D-2126-SM-9OSXM,-0.00147227196712882,-0.00301106765864338,-0.00499596350200978,-0.0100719699863962,-0.0037144941481708,-0.00178496077312029,-0.0019827694522160802,0.00965339820664082,-0.00219264591836686,0.00045755233936485096,-0.00216128081101035,-0.00233090387407552,0.00165364843953312,-0.00157445939650331,0.00106237250640946,-0.00179392995183065,0.0230699834520613,-0.00034321329366140496,-0.000134190822630264,-0.00241060973298353,-0.004104072816679871,-0.00252145465372164,-0.00256537380213565,-0.00092535023625655
276,GTEX-P4PQ-0726-SM-3NMCR,-0.0020040657704719802,-0.00284210353246892,-0.00535402708577532,-0.009652125319367391,-0.00449959764753565,-0.00628669689416685,-0.0027738422050421897,-0.00980943109388391,-0.00249333901786302,-0.00369955889828591,-0.00211007648255531,-0.0018760118222342199,-0.00274654026760866,-0.000766229994224288,-0.00307688533730147,-0.0025488331962096,-0.00920597150814351,-0.0035253758664742603,-0.00246098537364928,-0.0040718003521889295,-0.0036923931818690896,-0.00266263578574784,-0.00687333232299975,-2.62053194011237e-05
277,GTEX-WHWD-0926-SM-4OORY,-0.0011207329842728801,-0.0028227771900303303,-0.00554174765820569,-0.009977268804695379,-0.00308120566384086,-0.00557587266389091,-0.00287710595986864,0.00239934740592089,0.00023711651490606098,0.00522008446908702,-0.00216426242771182,-0.00241202150610522,0.000842697896215138,0.0359942216208501,0.0183100538167777,-0.000535770035209425,0.0731727912609019,-0.000439577945013635,-0.00172618738514987,0.0016081202380800901,-0.000723783614514008,-0.00274253071923171,-0.0058727574239836895,-0.00010433016295249201
278,GTEX-11EMC-2226-SM-5A5JW,-7.57577686388183e-05,-0.0021829273004767198,-0.00486907925152265,-0.009204417437784971,-0.00279164865743771,-0.0062071774415185,-0.0014246168873600698,0.0074606056051235705,-0.0006918372111481691,-0.00021761842501691,-0.0022136114527039,-0.000724718462372649,0.00497423933161578,-0.00333280457053979,0.0010081907125327,-0.00251858450813585,0.0387831885812218,-0.000281498494240106,0.000108717803257082,-0.00297505685589899,-0.0035742617130569204,-0.002797571847769,-0.0046296087605618794,-0.000522915693196389
279,GTEX-18D9A-0326-SM-7LT8L,-0.00238628351639892,-0.00275515641571347,-0.00605397710711135,-0.00908488779721144,-0.004309143952941971,-0.00609910630641545,-0.00299109788284878,-0.00986535277671966,-0.00257249974659116,-0.00369956231713746,-0.00228727324051945,-0.0022438038738092398,-0.00278471122844997,-0.00291995552443409,-0.0040849948998411606,-0.0026874163848044897,-0.009128676406986459,-0.00360318673335275,-0.00250868135187107,-0.00407826830920575,-0.0042499256644377,-0.00276349640053242,-0.00701433606311666,-3.0264850119585997e-05
280,GTEX-WYVS-1026-SM-4SOJW,-0.00189228442792325,-0.00205077713333138,-0.00514350519166415,-0.0079602192964405,-0.00405816125187319,-0.00545002159986807,-0.00259314214539352,-0.0096886241004488,-0.0019122292719620001,-0.00362358106701905,-0.00217662221522538,-0.00109443758915582,0.0009047466820782631,-0.00387977147139545,-0.0038978203539308705,-0.0026276310411956897,-0.00925194518664986,-0.00339682696534928,-0.0024524662661853103,-0.00402229006937251,-0.00427060962696514,-0.002797571847769,-0.00710681949360238,-2.81758329069497e-05
281,GTEX-O5YV-1026-SM-3LK72,-0.000972312831127707,-0.00311277273359859,-0.00529967773698044,-0.0100213491879519,-0.00426210590467575,-0.00561135989157746,0.0017918415813317897,0.0136986599082438,-0.00144112678456378,-0.00160033806457125,-0.00209707774299485,-0.00215063933758522,-0.0020371569806365802,-0.00241741900243861,0.0004972157496775639,-0.0025714468427381,0.005616236577991021,0.007684722341156359,0.00158173595301236,-0.0032813015435885604,-0.0036776481603056897,-0.0027563697262562897,-0.0027011786401847197,-0.0009305504600605449
282,GTEX-1LGOU-0526-SM-D3LAO,-0.0019394126114024698,-0.00281225304929837,-0.00549738362434455,-0.009818766430400841,-0.00436940963854166,-0.00594481453085368,0.0434127388589817,-0.00112524245814585,-0.00244542593221954,-0.0026301972213975,-0.00223401790544656,-0.00214748070184202,-0.00465548134954301,-0.00347941641783325,-0.00323043648620596,-0.00199974581694706,-0.000627740982726483,-0.000658813033311842,4.805703688387171e-05,-0.0023223819605769397,-0.0031984823825755,-0.00277398752801333,-0.00419981628654984,-0.00046602889889048093
283,GTEX-PSDG-1326-SM-48TD2,-0.00144736651713576,-0.0030247389228226697,-0.0048377226614315,-0.00992565288455605,-0.00078003710870416,-0.00526109758061219,0.110266496101108,0.00542304575975073,-0.00017373616083512199,-0.00034161673613903703,-0.00208642153893764,-0.0014813592344834,0.0022852560553883,-0.00015430229840978602,0.000772440636304404,-0.000724480926889184,0.0215754872723716,-0.0007968651740076349,-0.0006463007504901161,-0.000412929065422146,-0.00167145448288138,-0.002797571847769,-0.0027336498462976603,-0.000404487267944446
284,GTEX-11DYG-1326-SM-5N9DO,-0.0006550358888832821,-0.00303708616656501,-0.0038040324831885796,-0.00939098444014868,-0.00166788717542506,-0.00392054772309302,0.94469009033951,0.000552932788246816,0.000100391027653637,-0.000626212002076496,-0.0021267362019186,-0.0008351386014544901,-0.00366189021000504,-0.00212872692218472,0.00349354272279592,-0.0022180814540773,0.0194693324661118,-0.00210017594964922,0.00542688712393429,-0.00177884470211577,-0.00246078225059909,-0.002797571847769,0.00235448091369453,-0.00021792279039534
285,GTEX-1AMFI-0326-SM-731CU,-0.00164055415706478,-0.0017702828738722,-0.00547389046871875,-0.007440982357404191,-0.004102162992877471,-0.00546316432481804,-0.00310096544749917,-0.009785201152797629,-0.0025312416770266197,-0.0037008525073171203,-0.00230468203289415,-0.00196639793781291,-0.00378372055923259,0.00194483892416182,0.000134631653626256,-0.00261817163895103,-0.00889388524288828,-0.00362761288811115,-0.0024675505948291102,-0.0038435635945674204,-0.00419480968582912,-0.002797571847769,-0.006791922199132471,-2.59572694081032e-05
286,GTEX-1HKZK-1426-SM-A96U1,-0.0017623270558308,-0.0031209213145789,-0.00532500999180386,-0.0100732474752944,-0.00323026554900097,-0.0051099333912802206,0.000989485416277958,0.00530680551196076,-0.000661316039717636,-4.00171786399937e-05,-0.00223734755089762,-0.00215892799139475,-0.0045130454144007,-0.000198917510941299,-0.0014188102018891301,-0.00263311650939418,0.0360081212273058,0.00142412689565148,-0.0018312269910333101,-0.0035905225309158795,-0.003826303685228,-0.0018984837075474899,-0.0034353974155971103,-0.000639265983695346
287,GTEX-W5WG-1626-SM-4LMKG,-0.0013168992884847,-0.0030954564718048802,-0.0053005059122112706,-0.0100920742548728,-0.00391896614423655,-0.005983034488475421,0.004096859257375,0.0052628728930657395,-0.00229861357918399,-0.00163973721109381,-0.0022354769909996397,-0.00196508654762933,0.00168554681381949,-0.0013460910764733801,-0.00130065474786277,0.00169006347175324,0.0133941239800689,0.00129318681210704,0.00045042571101532405,-0.00288055438107386,-9.606285534473779e-05,-0.00161273597154972,-0.0022520078602404603,-0.000751420807946686
288,GTEX-OHPM-0726-SM-3LK7A,-0.00177640892030042,-0.00312951226017955,-0.00615789024108983,-0.00908215838498893,-0.0044958205680204295,-0.00603603398928593,-0.00302580408762038,-0.00986710318401177,-0.00248249566027574,-0.0037432058535747203,-0.0022866597224407803,-0.000993126208101142,-0.00223971932500603,-0.0035990173851026203,-0.0029030919386751897,-0.0027008769674740397,-0.00935340978703562,-0.0035847486970184295,-0.00252833523283318,-0.004054144287694471,-0.00426796856874244,-0.0027667116907872397,-0.0068889129761612105,-2.93037593752703e-05
289,GTEX-15SB6-0926-SM-7KUFM,-0.0023182732232312,-0.0028019304737558898,-0.00580226857454665,-0.00867988489407486,-0.0044289823689463,-0.00556383029238854,-0.0029413087918282103,-0.009827789357056929,-0.00257767190709633,-0.00359834218103972,-0.00200258523722537,-0.00193774882308368,-0.00466289408436816,-0.00402653179686526,-0.00449978496976352,-0.0026283711793229,-0.00878710937106221,-0.00312878006023965,-0.00241667554228814,-0.0040541967613288606,-0.00427060962696514,-0.002797571847769,-0.00688003574042187,-3.1414584430212606e-05
290,GTEX-1B8KZ-0826-SM-73KYB,-0.00213170132726946,-0.00304057891345101,-0.005953001940602489,-0.00931761713700346,-0.00408065881768808,-0.0055783432544310105,-0.00270697263464362,-0.00984860930186463,-0.00218126273150294,-0.0034592970359899,-0.00229620651722132,-0.0019405582349343899,-0.00223598336048722,-0.00458282830267956,-0.00450423800842162,-0.00233811869722063,-0.00922463718804334,-0.0035796866936511603,-0.00226385402073555,-0.0040581202827113,-0.00427060962696514,-0.002797571847769,-0.00696595212453983,-3.53010002880354e-05
291,GTEX-1JMQK-1826-SM-CY8I1,-0.0018010425123340897,-0.00206517144635667,-0.0056907026944519705,-0.0099285393590575,-0.00366418943090423,-0.00567999395641964,-0.00295650641559164,-0.0097256479294646,-0.0023314258558092397,-0.0036105544798918205,-0.0022966351199348698,-0.0020151533556808897,-0.0040690004148499,-0.00222096640150355,-0.0014588103481887901,-0.00272285692782557,-0.009190295628701559,-0.00339910472410233,-0.00226609949789008,-0.00407008993405574,-0.00427060962696514,-0.002797571847769,-0.00673090600625599,-2.7853218611898497e-05
292,GTEX-XUW1-1526-SM-4BOOY,-0.0016736221214463198,-0.0030978304702061602,-0.00557709521441171,-0.0093833241676847,-0.00436711334216472,-0.00629618734841762,-0.00275493797066735,-0.009829017528710491,-0.0024268803830255897,-0.00357750080297915,-0.0022503410143400898,-0.00186461517796262,5.1482951106878496e-05,-0.00293649736870761,-0.00396813023311385,-0.0026307274908679104,-0.00936072984737704,-0.0035805373656428796,-0.00243183311063605,-0.0037515872161107,-0.00310466921242974,-0.002797571847769,-0.00664684722697007,-2.8099999632808302e-05
293,GTEX-1B97I-1026-SM-73KVC,-0.00122996955888203,-0.00296143553310186,-0.00522888547198756,-0.0085104294399077,-0.00358037268587772,-0.0057657204045647795,-0.0016795810187199699,-0.00936731083132959,-0.00219679095227338,-0.00353416613468958,-0.00229067488796457,-0.000803098774264365,0.193565013159439,-0.0023994185060035103,-0.00270097046370685,-0.0026327524518097,-0.009080075020912971,-0.00358316587690541,0.00110402096411771,-0.00403882487555576,-0.00426786196893019,-0.00265311581755791,-0.00662141228549863,-3.37516711493009e-05
294,GTEX-1MA7W-0426-SM-E9TJ5,-0.00224193649016313,-0.00312838000566323,-0.00536336007147239,-0.0100170012152065,-0.0014491946467850001,-0.0042407194143372,0.00804578914368529,0.00496862345128493,-0.0010262742968206,0.00159056183930874,-0.0021916560549659,-0.00197090926304901,-0.00468747416670779,0.0017976477471177102,0.0017231351967312198,-0.000505834066663636,0.0135053449141817,-0.0025928909339873103,-0.0020157950765483,-0.0009600868098399971,-0.000810888481663485,-0.002797571847769,-0.0039762255309056605,-0.000499872915978808
295,GTEX-13X6H-1426-SM-5SI91,-0.00230085935064986,-0.00278057828816522,-0.00606903067013009,-0.00945432055737689,-0.0044957173938685105,-0.00640043501416376,-0.00296617148266041,-0.00984528458841042,-0.0025686172515809,-0.0037262488815058,-0.0022436414151378397,0.00228749391442955,-0.00171421878944936,-0.00343678945819377,-0.00452513035345557,-0.00266184445196875,-0.0094079927614545,-0.0035928465672656704,-0.0024740113735507102,-0.0040542968379515,-0.00427060962696514,-0.00276122580896073,-0.00702592682378206,-2.7866794712710804e-05
296,GTEX-145LT-1326-SM-5O9AQ,-0.00210286811575041,-0.0021564796729977103,-0.00542082043062383,-0.00875831062358634,-0.00432164458923352,-0.00599434967701552,-0.0030050453690604,-0.00984514532522811,-0.0025704421037418,-0.0034982219546252,-0.00227052900694961,0.00172465940740956,-0.0044879009623231296,-0.0023320408554998897,-0.00159920148171497,-0.0024292445328235,-0.0086092958963432,-0.0036456527235832104,-0.00110805892553891,-0.00375620480210029,-0.00422604477950116,-0.002797571847769,-0.007084703367505041,-2.63921658270104e-05
297,GTEX-13FH7-0526-SM-5IJF8,-0.0005464442667688451,-0.0031039340985411397,-0.00479894844829235,-0.0098637073068954,-0.0037751757606471897,-0.00545451805836085,-0.00177616376721757,0.00648285787744441,-0.0019162449346000802,-0.0008951786413163359,-0.0021383593109853,0.000769430188475181,-0.00277508223222597,-0.000569004399777686,-0.0014972643656877699,0.0011382840015772401,0.023295302530650003,-0.000242156280798754,-0.0006904764236976911,0.00280894628766087,-0.00211140684381383,-0.002797571847769,-0.00334806905072713,-0.0006019052692671099
298,GTEX-PLZ5-0826-SM-3P5ZW,-0.00211070753309328,-0.0026176212808925897,-0.00536538858689651,-0.00965948823046462,-0.00399022089139769,-0.00618729519940742,-0.0025589452898707897,-0.009778399540759559,-0.00250791642536079,-0.0037129650716821398,-0.00224346724373625,-0.000556007294812165,-0.00124843245980625,-9.56716298648131e-05,-0.0028183568910918,-0.0026107078171007697,-0.00900039371799256,-0.00247472559298568,-0.00234550110936068,-0.00283276465898948,-0.00358632141744325,-0.002797571847769,-0.00679640729271801,-2.07101438391444e-05
299,GTEX-14E7W-1926-SM-5S2R9,-0.000713206872122703,-0.00267248144972297,-0.00480941838326214,-0.0078501850255305,-0.00255228827626011,-0.00528450012765839,-0.00235298549730506,-0.00983784762205466,-0.0021497379412753603,-0.00367401949286471,-0.0019957784304085397,-0.0005674137388385,0.00211649415651537,-0.00404008505639148,-0.00191162311603853,-0.00262683378871486,-0.00925873235523216,-0.00356563345197895,-0.00232664377735654,-0.00406267661309274,-0.00422757205087828,-0.00265576760333507,-0.00664922690831396,-2.9265720910257897e-05
300,GTEX-1HGF4-2826-SM-ADEII,-0.00186415888286223,0.00026081152130564,-0.00565820311095904,-0.009792496461370221,-0.0044082135752088894,-0.006172172297529139,-0.00267804234754273,-0.00968727342824053,-0.0018722112186881899,-0.0034067575016771896,-0.0022199035034245,-0.0018530292476107199,-0.00433398252284546,0.00155850758233334,0.0020753264673642803,-0.00230781949973375,-0.00924129935396471,-0.0036534061004951,-0.00224347145654448,-0.0038622773275450795,-0.00408721965055897,-0.00242142466778216,-0.00641815182743486,-2.2146172068395103e-05
301,GTEX-1399U-0626-SM-5J1NZ,-0.00205888356050834,-0.00173550759233068,-0.00567926111859969,-0.00988390889845323,-0.0041864382913947,-0.00526490837432237,-0.0026952414832521303,-0.00963980709083192,-0.0024866767057844,-0.00348526461721231,-0.0022926670486113103,-0.00215017916755113,-0.00448941739381971,0.00197835973944465,-0.000954449295751248,-0.0022787966349068303,-0.00823109298288971,-0.00332036217687404,-0.00244914663272952,-0.0007664204488079781,-0.000846980292602431,-0.002797571847769,-0.00620329421781043,-1.8394112836730103e-05
302,GTEX-1R7EU-0426-SM-EVR4H,-0.00150921535403046,-0.00240196279131661,-0.00575675782793945,-0.0089963761949873,-0.00447689200817503,-0.00617353822278567,-0.00252902719377589,-0.00966767741361357,-0.00251265907108943,-0.0034623483377945,-0.0022241272745861396,0.000378743009237175,-0.00447545287864035,-0.0020828880376192603,-0.0032416696921289,-0.0022007201097771303,-0.00920161689683036,-0.0029543350820022,-0.0023733700955031103,-0.00406366154135884,-0.00427060962696514,-0.002797571847769,-0.00679205536194878,-2.87803283604237e-05
303,GTEX-R55E-1126-SM-48FDZ,0.0020364469229055,-0.00210792258948597,-0.00452690378336632,-0.00839268286245381,-0.0026334574594406197,-0.005808809855250461,-0.00236143760533597,-0.00921097877061485,-6.38248522566425e-05,-0.0033870821569138,-0.00199599668923492,0.000781608416141983,0.0039955891844437,-0.0029316861266075103,-0.00108428851686957,-0.00272870061449982,-0.00833158192734183,-0.00261354427745357,-0.00155513295307231,-0.00405826638735126,-0.00427060962696514,-0.0027363984646220103,-0.00646346086770906,-2.1628121505105802e-05
304,GTEX-PLZ6-0326-SM-3P61J,-0.000776564070252652,-0.000304607289480779,-0.00542919632689386,-0.00933739574801656,-0.00355269761180175,-0.00581066445743419,-0.0027808410956328103,-0.0094805297221633,-0.00260136244265599,-0.00350050090217793,-0.00226826466198675,0.000786785223380029,0.00198029708043785,-0.000991788887539027,-0.00202091674341825,-0.000628838348266831,-0.0084752178751682,-0.00333318879983939,-0.0015026403540012699,-0.00406711733714226,-0.00420802213240675,-0.002797571847769,-0.006716646538848211,-2.5284446660354503e-05
305,GTEX-11NV4-0526-SM-5N9BF,-0.00146095218842863,-0.00312380103699155,-0.00581669398864624,-0.00909036654477971,-0.0045424276491469,-0.00605544228742065,-0.00284110881377004,-0.009817419806366441,-0.00242069239374229,-0.00344476368755243,-0.00218297681088942,0.00115430398904996,-0.00368850444557966,-0.00394760878467478,-0.00397052300261575,-0.00189953531090155,-0.00879179435576005,-0.00341093479722886,-0.0024278277050156396,-0.004001265434730179,-0.00426279017965927,-0.00275189483775732,-0.00690474907203007,-2.97358868398687e-05
306,GTEX-X4XY-0526-SM-46MW1,-0.0022379465168819303,0.000107518338479946,-0.00589085795260496,-0.00966430404960494,-0.0048869424634971894,-0.00644377927604586,-0.00306050602760145,-0.009797229867142529,-0.00228248338633897,-0.00337230273341086,-0.00221283022457868,-0.0010616112377891099,-0.00383926771367006,-0.0037617300152339704,-0.00424498095354034,-0.0026766073204288897,-0.00917490712097763,-0.0036083646157179703,-0.0025061058396435697,-0.00408377465037527,-0.00427060962696514,-0.0026343310844749103,-0.00692236283131264,-2.89179324232058e-05
307,GTEX-13X6I-0926-SM-5LUAB,-0.000584842452615442,-0.00138157299030991,-0.00498960734333772,-0.00899036296304659,-0.0033341252500041,-0.00553732768615067,-0.00276693480631405,-0.0095759564623077,-0.0018219344768599102,-0.00271417595389313,-0.00216281360230114,-0.0011012914169491199,0.00132874812984388,0.00572090337529226,0.0081457381163697,-0.00184717963509179,-0.007542952815584191,-0.00226973956551016,-0.00197194716550364,-0.000897016446896298,-0.00022089137515719301,-0.00276757352116482,-0.00658425062608981,6.45058377465232e-06
308,GTEX-1HBPH-0326-SM-CM2S8,-0.00148279955493985,-0.0025852930491847104,-0.00380447345584365,-0.00947671316510678,-0.0036974177450607203,-0.00564519768312259,-0.001293344535243,-0.00959257891003331,-0.00175533727957035,-0.00267029163725736,-0.0018120112980328602,0.00107486053465871,-0.0025248944478000897,-0.00286463367079395,-0.00208311674729631,-0.0026395854221978603,-0.008738336207499491,-0.00358419910915293,-0.00167286855169161,-0.00399401356777859,-0.00424968861590801,-0.00219274748414699,-0.0065727518020207605,-2.24547422472886e-05
309,GTEX-11TUW-0926-SM-5EQMW,0.000631230350883042,0.0313006981747429,-0.00507695297320085,-0.00988009078103371,-0.0037086183244010398,-0.00521454752636285,-0.0025361314630387103,-0.00958095535623883,-0.0019498076202076101,-0.0020761083634079198,-0.00226789483005201,-0.000668673336955675,-0.0046004095446663,-0.00257985748616342,-0.000433378834147875,-0.0022405781781675896,-0.0089881649915149,-0.0036297221517288705,-0.00159311503698889,0.00033787899396685203,-0.00309523762426961,-0.00243242147439347,-0.00696277336137544,-2.15715554980172e-05
310,GTEX-YJ8O-0126-SM-5QGRG,-0.0012121072431809901,-0.0023879979454794103,-0.00461958763427636,-0.0087907716842277,-0.0025908693076316398,-0.004261742515547571,-0.0025426188959360198,-0.00954451368134626,-0.0025258520480266698,-0.00216209590992625,-0.00222632565529863,-0.0017215675453519,-0.004317446882636,-0.0029005019448984396,-0.0021850658534893802,-0.00245684998285629,-0.00812313423086409,-0.0035898333959120603,-0.00196979907159222,-0.00352865986463448,-0.00423850201884391,-0.00271715644407645,-0.0067902468831342894,-2.5500796707896697e-05
311,GTEX-1IDJU-2326-SM-ARL89,-0.00139865772987871,-0.0026950419093996,-0.00529645284169731,-0.00943571045007543,-0.00410762875776815,-0.00617492413158508,-0.00169021005874538,-0.00978683614142784,-0.00198696398812317,-0.00304855091999158,-0.0020619032329966397,-0.0016741633443252,-0.00446589184797118,-0.0031906133681716,-0.0035574992837103295,-0.0027303789292415603,-0.0091438922698532,-0.0030921115051590698,-0.00234520265790352,-0.00408377465037527,-0.00427060962696514,-0.002797571847769,-0.006727895753033571,-2.80628494158563e-05
