i_doc,doc,MEturquoise,MElightyellow,MEblue,MEpurple,MEmagenta,MEpink,MElightcyan,MEblack,MEmidnightblue,MEgreenyellow,MEred,MEgrey60,MEsalmon,MEbrown,MEgreen,MEcyan,MEdarkgreen,MEdarkred,MEtan,MElightgreen,MEroyalblue,MEdarkturquoise,MEyellow,MEgrey
30,GTEX-1GZHY-3026-SM-7MXVA,0.000235248572031796,-0.0007854702291417861,0.198414328855614,0.10431723552890901,-0.00126385419942728,0.00552180942469473,-0.0019173022118222102,-0.009739744906968991,-0.00168287167904312,-0.00231861358924643,-0.00121173314133493,0.00054110193893314,-0.0021623427717402397,-0.00431924985061902,-0.00290914317860232,-0.0018774300255306302,-0.00838087432601521,-0.0031966224702102,-0.00147819787676171,-0.00404807532186605,-0.00427060962696514,-0.00239663018871073,-0.00675474356789242,-3.3378371905518e-05
31,GTEX-131YS-3126-SM-5KLYT,-0.000514430132282354,0.0118628566658557,0.0210030454600771,0.151974190495618,0.00532773200021139,0.0103133390153345,-0.0012646807248295699,-0.009556447354438129,-0.0009610252692938769,-0.00311399014874596,-0.0020376615217374103,-0.000626329617103996,-0.00407811219415275,-0.00347878524493374,-0.00332660844657275,-0.000275210157045199,-0.008715217004595821,-0.00015168868841034699,-0.0017854791516668602,-0.00401392034336826,-0.00303708701274054,-0.0023437420980022697,-0.00641951101582744,-0.00012669463493525802
32,GTEX-WL46-2826-SM-3LK81,0.000329864326995723,0.00311485618950853,0.309812058416631,0.18746855328381304,0.00060331705732364,0.0113401261836205,-0.00282495067103422,-0.00970791611859231,-0.00216319639224399,-0.00297496166726968,-0.000501374700847965,0.00175330174396737,0.000595286566855353,-0.00324937173134148,-0.0008903301582851971,-0.0017997446659410398,-0.00800803901348298,-0.00321945535140515,-0.000975865298500509,-0.004007303337892371,-0.00427060962696514,-0.00238880980494801,-0.00671180569898397,-3.76460237039941e-05
33,GTEX-13G51-0011-R1a-SM-5LZYR,2.8147382171666102e-05,0.0109692205320311,0.0136205862951113,0.0934916872122173,0.124724382207882,0.139682172300604,-0.00162296637586526,-0.00955315347394416,-0.00019352133996686598,-0.00313967224413013,-0.00201013791403189,0.000255859529995423,-0.00397578951200613,-0.0023487759658908803,-0.0008797721414783029,-0.00040981085768280296,-0.0086620233725477,0.00148957821956267,-0.0013614620631626,-0.00404546622241319,-0.00427060962696514,-0.00220321473285905,-0.00558322939594645,-4.7310154539004294e-05
34,GTEX-1HR9M-0011-R5a-SM-ARU72,-0.00237901358210595,-0.00202993872544209,-0.00426045578948201,-0.0015468272681108,-0.00304110251056775,0.00904374112611293,-0.00252836145993001,-0.00993835918695935,-0.00221376368913967,-0.0037986903067611603,-0.0020341155594280898,-0.0020842072124533,-0.00472360263432308,-0.0051768442645376,-0.0041849015283943105,-0.00268918235404713,-0.00977120841986084,-0.00271551719805352,-0.00262643325488688,-0.00402648166526768,-0.00427060962696514,-0.00254873385201309,-0.0070641385917169204,-3.68013260120523e-05
35,GTEX-11GSP-0011-R5a-SM-57WBE,0.000354761672696915,0.00315487120108587,0.00922999989906448,0.06967448156551401,0.0843411958922886,0.0210608784317468,-0.00255250068043252,-0.00964344860069925,-0.000827712495756852,-0.00326518871259715,-0.00172725083239145,-0.000637219827245396,-0.0037123010273160703,-0.00232044492488718,-0.000308481392946717,0.000665042803767745,-0.0079926945062476,0.00601229295076391,-0.0013476139688667198,-0.0040010619542207295,-0.00427060962696514,-0.00209885167385042,-0.00609774084290182,-0.000132899262507746
36,GTEX-16YQH-0011-R10b-SM-7LT8U,-0.000621213634505403,0.0156009437318306,0.0168649120250758,0.119156573494449,0.00048724872523690896,0.0193858543407429,-0.00193807260347483,-0.00944662501642005,-0.00167896031778157,-0.00252693729890092,-0.00219023293649908,-0.0005629093495972661,-0.00242240708679062,-0.00268111742403721,-0.00258314961304087,0.00157121789892965,-0.00882456822851969,-0.0014698513508569699,-0.0021582903050969397,-0.00407160175508617,-0.00426865189268864,-0.00246873126522175,-0.00660080263910592,-0.000112005286558503
37,GTEX-13IVO-0011-R10a-SM-5LZY3,-0.00213973803701437,-0.00113094215500175,0.0016159005018297,0.0271917355437843,-0.0023766150425899,0.0020092250586208,-0.0027108467763217103,-0.00987710491957511,-0.00128564168279369,-0.00372705131248665,-0.00215938605492616,-0.00217840690602472,-0.00448669269763871,-0.00496906642588434,-0.00429325580348508,-0.00260537092024077,-0.00928577587345457,-0.00147260428790679,-0.0025133563586356,-0.0040771956884885704,-0.00427060962696514,-0.0022654955894218,-0.006720120627375921,-4.7730985594076796e-05
38,GTEX-13VXU-3026-SM-5LU3K,0.00156961028302003,0.00320134004378508,0.287679979746003,0.151589817757542,-0.000957455014552848,0.0103920604775566,-0.0021699513784565,-0.00959839984453069,-0.00096777575503494,-0.00317905345727956,-0.00118208606024008,-0.00106184212668495,0.00977886614668857,-0.00272431253720949,-0.00126600181532664,-0.0024434108894394197,-0.00776427074058745,-0.0019274112339649802,-0.000132247661151319,-0.00401758133689725,-0.00426607115591659,-0.00257890457784412,-0.0066006618705586,-3.4524464275642796e-05
39,GTEX-1HGF4-0011-R5b-SM-CM2ST,-0.00139461469556033,0.00233827513953205,0.00574278489885796,0.0523165314719606,0.0220068522900809,0.0177496483475928,-0.00215950687071327,-0.00972846739798703,-0.00134404565038123,-0.0037169279861627397,-0.0019953597563815697,-0.0016176548092591198,-0.00399984937588666,-0.00373405780918164,-0.0030045365945897398,-0.00237117645543984,-0.00826436669788119,0.00467318032783961,-0.0019398877457382,-0.00405185947879674,-0.0038823024217268204,-0.00220712792356178,-0.0065940197425153205,-0.000119846606663325
40,GTEX-1EN7A-0011-R6b-SM-9QEHW,-0.00250681072052043,-0.0018633044627144198,-0.00457332885478397,-0.000338022708708859,-0.00334785474692138,0.0155960584171189,-0.00298280007353592,-0.00994921368327943,-0.00167851493502114,-0.0034845063738641897,-0.00224582083689839,-0.00224210390080544,-0.00469493489533732,-0.00516787922551335,-0.0049737011557094,-0.0027298013839854,-0.009811403821123329,-0.0027041511697190397,-0.00268077037354844,-0.00408377465037527,-0.00427060962696514,-0.0026238786971903697,-0.00699650455811492,-3.5948907241768394e-05
41,GTEX-1B8SF-0011-R6b-SM-7MXUD,0.000812645270859854,0.0116890122884394,0.007844576863773921,0.0771713067513058,0.0097682313329549,0.00850109050900873,-0.0024318693586438,-0.0096285887667174,-0.00116176267759077,-0.0037004969923626397,-0.00204740430845582,-0.000609434206206209,-0.0030159432506931803,-0.00306916020516305,-0.0015632592777819901,-9.983892906685309e-05,-0.00869702450022316,0.0089302978708305,-0.0012601365871651301,-0.0040402246266066895,-0.00427060962696514,-0.0017031076205434302,-0.00679468303138326,-0.00015786981022136598
42,GTEX-13JUV-0011-R1a-SM-5LZY4,-0.000956811446651509,0.00880942584759261,0.0201480541488585,0.153100471095853,0.0084995760913032,0.0724028197898859,-0.00126993598193935,-0.00948474146955395,-0.00125860202431921,-0.00358380099035214,-0.0021103910669457602,-0.000381280599521165,-0.00408549158010652,-0.0013841857878658,-0.000940847453498993,0.000118694129276708,-0.00476262173511625,0.00234737442616409,-0.0024607348776827897,-0.00406676962247887,-0.00273854494021842,-0.00194703496566965,-0.006612323595483229,-6.0414339338124204e-05
43,GTEX-16YQH-0011-R5b-SM-7938U,-0.000243573636358613,0.0144209828189624,0.0121897779973135,0.10914292237844801,0.17844378748030104,0.0357115186668061,-0.00258713759879216,-0.009452000629090159,-0.00190325936523745,-0.00368193020902638,-0.0021389773783806,-0.0008474714579377581,-0.00454304141593325,-0.0017453717350556699,0.0010320149608612698,0.0013517048222626699,-0.007203917477007109,0.00520245316818778,-0.00178594431046977,-0.00408131900661577,-0.00426653393953265,-0.002797571847769,-0.0061406378631736706,-0.00025158983797437997
44,GTEX-12WSC-0011-R9a-SM-5GU4U,9.275985117034659e-05,0.006300357559120179,0.00727503987376571,0.0194868602808099,0.26968725000387,0.111429867212065,-0.0018163344206526802,-0.009799718883882891,-0.00119591199361929,-0.00360324640792939,-0.0020525452831778603,-0.00126909180584122,-0.00425928455549772,-0.00371615381133879,-0.0021512061728466603,-0.00198115441291285,-0.009128233370432429,-0.00263303960012641,-0.000352575331685798,-0.00404538061118129,-0.00425251920349721,-0.000736290119412712,-0.0058286285455142394,-2.98942956163185e-05
45,GTEX-ZDXO-0011-R2b-SM-4WKFG,-0.00233075720673367,-0.00199143357030152,-0.00430042612673704,-0.000898673521056416,-0.00331139052090522,0.0460794137686701,-0.0028250883753027103,-0.00992160278601555,-0.00137793562174501,-0.00377720707067996,-0.00229792376740865,-0.00140235720065518,0.0012317433874773,-0.00543764176712441,-0.004689592831823771,-0.0026764419261500697,-0.00970864144013359,-0.00340919151744525,-0.00246824867568665,-0.00400558101969144,-0.00382359391974096,-0.00216506047929868,-0.00707990410065906,-3.30407171695797e-05
46,GTEX-12WSM-0011-R11a-SM-5DUX8,8.36626738556234e-05,0.006143843898715889,0.29942698420375297,0.16027305593614,0.00075214804188665,0.0164440387459509,-0.0019129214265802398,-0.009708510228535059,-0.00198292092024639,-0.00300938424607114,-0.000450711814860775,-0.000165468475007478,0.00366719403503715,-0.00335546013588756,-0.00186525981672285,-0.0024581096738696,-0.00734827864690428,-0.0027327103727671303,-0.0006342985653020031,-0.00404974528566218,-0.0042278295485997704,-0.00267742468630544,-0.00639219901749564,-3.79477179113786e-05
47,GTEX-13FLV-0011-R10b-SM-5LZZ2,-0.0005552336976747581,0.0138488003301161,0.0174026297069937,0.12456286049106599,0.0035495913143986898,0.0207999689197077,-0.000507305871114087,-0.00940101308247594,0.0023272995438649996,-0.00311706997830255,-0.00205900949198099,-0.000645280473684969,-0.0038608945541464,-0.00332719573772128,-0.0023787878290416104,-0.00108173904633316,-0.0087424709293478,-0.0008700443072494889,-0.0017557890634118901,-0.00382742180482545,-0.00427060962696514,-0.00208557661012263,-0.00678266349208374,-9.66571853780833e-05
48,GTEX-1PIIG-2826-SM-DTX7O,4.26044352056167e-05,0.0051967088407876795,0.27231512049771106,0.14818910273486302,0.0012673400566144699,0.0143447559227436,-0.0021040810114335198,-0.009619170733465209,-0.00102099542868084,-0.00279108556863515,-0.00112627926886097,-0.00131345443388339,-0.00370772703501691,-0.00244848675978874,0.00269657414890438,-0.00215816850941934,-0.007553337601187941,-0.00292420816848605,-0.0007469149298890821,-0.00406634538934937,-0.00426662968786701,-0.000859346447815018,-0.00654523130224666,-3.3088847206318106e-05
