i_doc,doc,MEmidnightblue,MEred,MEgreen,MEblack,MEblue,MEsalmon,MEturquoise,MEcyan,MEbrown,MEtan,MEgreenyellow,MEpink,MEyellow,MEmagenta,MEpurple,MEgrey
31,GTEX-131YS-3126-SM-5KLYT,-0.004612190317317371,-0.00836146039599395,0.00877051540491748,0.0178659840808754,0.10710162964491401,-0.0119893331844643,-0.0106100044747598,-0.0008717812248110639,-0.00665969544539789,-0.00554007010657599,-0.00879902678130608,-0.00258800574658965,-0.0193917307903388,0.0026189953708832103,-0.0128956946140203,-9.24795074473441e-05
32,GTEX-WL46-2826-SM-3LK81,-0.00034664806028845,-0.0016937658429401,0.00481117389385039,0.267314755460442,0.0917363290396792,-0.0160055450762346,0.0304031918890559,0.00343500469373253,1.5648573245483e-05,-0.00130790646892358,-0.00208333343821502,0.0240988823284368,-0.0135140086892125,-0.006122459487431529,-0.0165111674170098,4.1177570327859296e-05
33,GTEX-13G51-0011-R1a-SM-5LZYR,0.017748722152206003,-0.0018964512049243802,0.0146995238994674,0.0242605349048363,0.120710412679947,-0.009162403014159921,0.0121891922222546,-0.0009225289626690519,-0.000345764258211606,0.000988916505560547,-0.0035201870807734796,0.0035428694139001704,-0.00600995544339153,-0.00649927527051005,-0.0173880691184683,-3.43242779615317e-05
34,GTEX-1HR9M-0011-R5a-SM-ARU72,-0.0108701032708949,-0.0396783650361456,-0.0023418153881237603,-0.00152958904606722,0.0320796630238482,-0.0219488128370898,-0.0622872670252494,-0.00728817582471697,-0.0188589010906046,-0.0111550426229227,-0.0102961676420955,-0.0385537932884737,-0.0314868337021069,-0.009404617564302829,-0.0176402370148407,-0.000145960553505701
35,GTEX-11GSP-0011-R5a-SM-57WBE,0.0020443422406882603,-0.00726445946628475,0.00830241492459116,0.0142481182484743,0.12075013269099301,-0.009741451228898409,-0.000700115478048188,0.000165124703788865,-0.00143566929163458,-0.000750187331632684,-0.00477408503606441,-0.00014792501958521,-0.007775154889799379,-0.00470007626581709,-0.014491039023441999,-4.05832482832151e-05
36,GTEX-16YQH-0011-R10b-SM-7LT8U,-0.0048550716094842,-0.00998496480399732,0.000194249605546404,0.0208408518959821,0.10831152026744999,-0.012179081245121001,-0.0118367943398541,-0.00280101285490175,-0.00839447279410875,-0.00954045230772928,-0.00605957788387039,-0.007669575731405621,-0.0152573514546045,-0.006008782637380829,-0.0175376814151081,-0.00010343778682139301
37,GTEX-13IVO-0011-R10a-SM-5LZY3,-0.0123467891958761,-0.0298944246721507,-0.00328214201456807,0.0147650444467308,0.0509484950015736,-0.0220694806974945,-0.0527949126129407,0.00057231829692023,-0.0156028371801424,-0.0124264646275555,-0.0100628934283382,-0.027799004704016004,-0.0306917770194383,-0.0103412139551101,-0.0171149772613869,-0.00013836222879819
38,GTEX-13VXU-3026-SM-5LU3K,0.00286108977757238,-0.000698736417440547,-0.000630391311908419,0.294850191504779,0.0939385398946971,-0.0125203657455005,0.0277434476271931,0.00103524031322502,0.004450783787490121,0.0009409417606871131,-0.00326589528997714,0.0211737057764365,-0.0140639645747826,-0.000497408784142135,-0.0162216000262267,8.89519866219935e-05
39,GTEX-1HGF4-0011-R5b-SM-CM2ST,-0.0009662044470892051,-0.0136129040768602,0.005818776676356521,0.0174012946498076,0.10377815149695199,-0.00727987029289938,-0.0162134254469958,-0.0047786706410837395,-0.00791226569087497,-0.00450096230092561,-0.00697722848167321,-0.0111208458810147,-0.0161715309209146,-0.0046734782469366395,-0.0168952222548303,-8.12523523927961e-05
40,GTEX-1EN7A-0011-R6b-SM-9QEHW,-0.0117685023043979,-0.0451198070776852,-0.00017898493120606498,-0.0036393337941718704,0.0318000430353923,-0.0246468065782972,-0.0720815589050401,-0.00631247489006144,-0.0204938927172764,-0.0114366684033721,-0.0122504524385361,-0.0415947065651385,-0.0364249541349219,-0.0140156186885881,-0.0177421871015133,-0.00017129406566005
41,GTEX-1B8SF-0011-R6b-SM-7MXUD,-0.00749906224441511,-0.0140476209488837,0.00512312596966922,0.0231911382416156,0.11860810286535699,-0.0130442112882189,-0.0138361641717562,-0.00086751137525119,-0.00634817863562309,-0.00643340764772098,-0.00862072132446186,-0.0101765056935843,-0.0161070504070345,-0.009561213960419321,-0.0176772068263434,-0.000104801960068354
42,GTEX-13JUV-0011-R1a-SM-5LZY4,0.0009484603815341349,-0.00291691810435265,0.00743267786794548,0.0174946034951568,0.11619069578302199,-0.00965941423903653,0.00520059676193306,-0.00283740236550948,-0.0045453577765174,-0.00781480309188411,-0.00723462650649745,0.0017943740883160897,-0.00506983408060569,-0.0068639178407019,-0.0170311821410211,-6.58187263530234e-05
43,GTEX-16YQH-0011-R5b-SM-7938U,0.0072822218607107,-0.00208479027677316,0.00552828702389663,0.0161996338596964,0.12951317808795199,-0.00400323232216721,-0.0013245067998169698,-0.0063509640230215,-0.0028014792910803898,0.00513519896585377,-0.00148674099815641,0.0055039524390463794,-0.00525763142871143,-0.00377662349313714,-0.0169507191621207,-0.00010814516946688299
44,GTEX-12WSC-0011-R9a-SM-5GU4U,0.00455430929601859,-0.0149240150608374,0.00671483843962442,0.0114336711372471,0.0753271073222204,-0.0120337157873723,-0.015692328778861,-0.00156634410129109,-0.00655174160071929,0.0101457384699319,-0.00968730209969262,-0.0107937528106045,-0.0130454984758095,-0.00156212651404504,-0.0146268708029706,-3.3726505540059496e-05
45,GTEX-ZDXO-0011-R2b-SM-4WKFG,-0.00612218717373619,-0.0334714524546411,-0.00367078927135355,-0.00946087864036735,0.0288350303829009,-0.0220172717467623,-0.0609137037129162,-0.0072518858712509,-0.0201955644362907,-0.009373506187572959,-0.0111644279357612,-0.036992824237156,-0.0325734188276365,-0.0106919519103232,-0.0160965557653257,-0.00016013533896578702
46,GTEX-12WSM-0011-R11a-SM-5DUX8,0.0102446934275968,0.0066070851825165,0.000405081348134053,0.27799967198857695,0.11000478010171401,-0.0180469526407492,0.0334396057142108,-0.000529491473055484,-0.00036062822518530095,0.00492547041674116,-0.0051667249518056796,0.0300766677026944,-0.014465825102577,-0.0031232833590088,-0.017080400504987,4.1280590839100204e-05
47,GTEX-13FLV-0011-R10b-SM-5LZZ2,0.0006746305800383741,-0.00834613732076261,-0.00227977602055018,0.0298237187666151,0.108433229221758,-0.0137445428601411,-0.0063890004348425705,-0.0034969237591629104,-0.00315722459591572,-0.006903676633119429,-0.008967927074650309,-0.00617073130394464,-0.0197862458574321,-0.00199149884406885,-0.0174850088156765,-9.2926624766849e-05
48,GTEX-1PIIG-2826-SM-DTX7O,0.00291336701025331,-0.0018559717968188102,-0.00133592845660268,0.256324022879216,0.0987968780754438,-0.0123880900283014,0.0293351042777333,0.00611571986223615,0.00304422045385871,0.00191982963777916,-0.00832551148857753,0.0212572618199514,-0.0116047329018014,-0.00362636650942889,-0.0164746032224873,-1.4184552436311701e-05
49,GTEX-14JIY-0011-R8a-SM-6AJAP,-0.0016770798392118,-0.0115480144799747,-0.0006736776834857121,0.023473219756749004,0.102731551023256,-0.0111362108065947,-0.0101694510364127,-0.00112764154444588,-0.007652821919055379,-0.00157044747077248,-0.00924420392140413,-0.0086210134777826,-0.0124919662717298,-0.00120810670744645,-0.0158197545470429,-0.000100473246878081
50,GTEX-ZAB4-0011-R9a-SM-4SOKG,0.0169579578309121,-0.00157019283307671,0.00773531559217308,0.0375123509868983,0.0813081766444697,-0.00213865728518488,0.0131193279027396,0.0027955476058783603,-0.0011123525971697698,0.00211105386941382,-0.00163186313942702,0.0069314944814407795,0.009731222232450109,0.0072015018967614,-0.0144585509478754,7.821732163758529e-06
51,GTEX-1GZHY-0011-R11a-SM-C1YRQ,-0.0018056174383877198,-0.017785220016018996,-0.00246582318237139,0.17633321056240198,0.0655760866795169,-0.0235733557152821,-0.00603309593036892,0.000102861257331797,-0.00675840675452205,0.00367564982862746,-0.00922233400836006,0.000292056821237045,-0.0245641642956643,-0.0111993533001525,-0.0174575584110937,-7.581117421807819e-05
52,GTEX-18464-0011-R10a-SM-72D6X,5.09580687667979e-05,0.00325509739992828,0.0152998751362417,0.0254068811424335,0.134536617537212,-0.00956544190143218,0.00346291522418957,0.000979663320453956,-0.00364759229115355,-0.00781416498917784,-0.0109014251671655,0.00460885192686698,-0.0246522707119899,-0.0011106326677793599,-0.0173544903629052,-9.79196520086683e-05
53,GTEX-145LS-0011-R5a-SM-5SI65,0.00213761453275217,-0.0108603161626072,0.00303553550783224,0.0199317002105135,0.120534595384908,-0.0067203765066879894,-0.00744379542239922,-0.00292888592071755,-0.0034926165252679993,-0.0012089491763244199,-0.007402855413919641,-0.00337792746286217,-0.0088568052599602,-0.009126645140753441,-0.008843363106494941,-5.41671423961227e-05
54,GTEX-13N1W-0011-R4a-SM-5MR52,-0.00347695323011786,-0.012721155841083,0.00453284354287808,0.0150785332542803,0.0947005896675983,-0.0146224113480642,-0.0191272421235366,-0.00134619129908111,-0.00459508800714739,0.000166504033104193,-0.0023812451316932103,-0.0105143687201109,-0.0144328405124471,-0.00510013440416068,-0.0173099639402683,-1.8450747359869898e-05
55,GTEX-X4XY-3026-SM-EWRM9,-0.009895290451192041,-0.0196430459184885,-0.00303750170916208,0.0236382917565608,0.08806145059576599,-0.0169445418091146,-0.0293674069396826,-2.67509330079629e-05,-0.0124307410364976,-0.006545969605464321,-0.0110400164880036,-0.0128584763314342,-0.0284481811874443,-0.00614868461567725,-0.0176851299701932,-0.000107395240322102
56,GTEX-11GSP-0011-R1a-SM-9QEJ3,-0.00457719978896852,-0.0196290069139788,0.007110621557282659,0.0121442820196203,0.09227577201009199,-0.018327978041688,-0.0262386222506766,-0.00175152010171057,-0.0112082910057876,-0.0111965701356305,-0.0111025145248816,-0.0146306292108241,-0.025611178663192,-0.0124898337191271,-0.016884735219144,-0.000102056959925492
57,GTEX-11DZ1-0011-R8b-SM-DNZZI,-0.0122781059119223,-0.0157345895533326,-0.000124898798297911,0.0219418890103179,0.1010004071964,-0.014209488138152,-0.0213106017252564,-0.00213224401880838,-0.008645756823865309,-0.00620442622669579,-0.00546482222198805,-0.0176132199696862,-0.008922453219928541,-0.00427304524502996,-0.0167702517607921,-0.000108901756611418
58,GTEX-11EMC-0011-R8b-SM-DO91Z,-0.0025987730563206603,-0.0335219453315083,-0.0036766704529275296,-0.00657304168645104,0.0328403015059868,-0.0192919656904782,-0.0556442731752335,-0.0049484794454483704,-0.0194157073055648,-0.0123691152451014,-0.0116854705877132,-0.0363958816553821,-0.029670911458927998,-0.0084322262995458,-0.0171213053989644,-0.00013739114006878402
59,GTEX-13OW5-0011-R6b-SM-5O9BW,-0.00907366910827548,-0.0198549515649065,0.00352169629016805,0.0119599903695937,0.0714793555380526,-0.0197036098470724,-0.0233038005627355,-0.00120936589113386,-0.00738857116372041,-0.0067019692739146205,-0.0061348714110524795,-0.0176123453336489,-0.0149689909960909,-0.00202584614737927,-0.0176265127203241,-1.73672803362415e-05
60,GTEX-17EVQ-2826-SM-7IGQK,-0.00785553375412445,-0.0170112066218593,-0.0033490246099299103,0.0159407802060625,0.0884394824260996,-0.0139720444483581,-0.022722697369131,0.00100220266666222,-0.00977097940771307,-0.00948931174380762,-0.00947782493383314,-0.0175157827404014,-0.0185504683222198,-0.00242829196971188,-0.0168402029306118,-9.88988541687595e-05
61,GTEX-1EN7A-0011-R5a-SM-9QEH6,-0.013195049175195,-0.044241407112939,-0.00490776128824847,-0.00851102016053545,0.0249460434780427,-0.0248080082146641,-0.0739537337227684,-0.00641468153000958,-0.0211465856010158,-0.0115010255106816,-0.0117252396949519,-0.0439473752118054,-0.0332304991382942,-0.0131728109998525,-0.0177108171695229,-0.000164471562823903
62,GTEX-13N2G-0011-R2a-SM-5MR4Q,0.0019592225178176,-0.00783237449212403,-0.00442165627651394,0.0120429686026034,0.0822913971758539,-0.0124670395000597,-0.0103721323634514,0.00132801446336868,-0.00531008939456076,-0.00822743539587434,-0.00674081379356337,-0.0153523792265123,-0.00932483878706878,0.009494627563678571,-0.0174756839814329,-6.319786791629761e-05
63,GTEX-1JJ6O-0011-R11b-SM-EXUS2,0.000349322341940846,-0.0035757619873816,-0.0036169525883535704,0.137439189430152,0.079728063305875,-0.0230190873357006,0.00461915409850038,-0.00613889059671755,-0.00486282914159676,-0.00454329661606069,-0.0079484124171505,0.008005061816197841,-0.0186780872990696,-0.0046487347571351,-0.0175310494704847,-9.12950466171585e-05
64,GTEX-15CHQ-0011-R1a-SM-COH27,0.000769962618462629,-0.0139238670031784,0.0082757359017887,0.0166576978011692,0.107235916166336,-0.0114339913360814,-0.00789314985988505,-0.00271610310910316,-0.0041177633178343,-0.00481545033204621,-0.0068713427929723,-0.009028040552846991,-0.0106169217028581,-0.00657024110968186,-0.0174789526878821,-7.90157380167878e-05
65,GTEX-1H3NZ-0011-R6b-SM-A9G1N,-0.0112271491761131,-0.015691694822913,0.00855424821448035,0.0157972358803802,0.10785510616226598,-0.0172588145646997,-0.0128404440615235,0.000484564732064591,-0.00552670345218408,-0.00696913814442403,-0.00609944723612534,-0.00877253227199737,-0.0125681926161211,-0.00488966842077127,-0.0173169647241342,-8.955739125783009e-05
66,GTEX-1F52S-0011-R7b-SM-9QEH8,-0.011774802470771999,-0.0355586952941907,-0.00247870246928572,-0.0030977250494393397,0.0410172133256723,-0.0227440258501506,-0.0594552266643411,-0.0070093508400108796,-0.0184895982799416,-0.0109687814940512,-0.0111612001458204,-0.0366150070809402,-0.0328045408432839,-0.00899182021432512,-0.0176913221659172,-0.000150270976763964
67,GTEX-1H4P4-0011-R1b-SM-CL54V,0.0025621014490445,-0.0454576646831459,-0.0035761728734557295,-0.00765596065974643,0.0242308302116075,-0.023927034165123998,-0.0697567020054386,-0.00729773001155775,-0.0226180233216375,-0.0128181422383776,-0.004953038726484621,-0.0398317899262533,-0.0328147135884033,-0.0119943754979703,-0.0176581729902051,-0.000154905245896874
68,GTEX-14ABY-0011-R9a-SM-5PNZK,0.025554369798308996,0.000750157634075048,0.00251327590423473,0.007428234134420999,0.0880700805806743,-0.0035444076796842102,0.0252121360625765,0.0068869604168883295,0.000404406612695305,0.00702241027964286,-0.00502706771441133,0.0156891637709253,0.007402821345407529,-0.000790764307891319,-0.013341993754933997,7.51405856706218e-05
69,GTEX-Q2AG-0011-R11A-SM-2HMKZ,0.00797779371784354,0.00845657240635644,0.0113931370761656,0.311323407075765,0.117246610171021,-0.0122133893723217,0.0446528810639505,0.000580057439958794,0.00520707838222757,0.00504131782785554,-0.00438904647077644,0.0298040980086792,-0.00786187427912155,-0.00393933719118725,-0.0163391886450368,0.000132443448999929
70,GTEX-14BIN-0011-R11a-SM-5SI79,0.00300428771648922,-0.0069710122882113,0.000129160262118246,0.22971138072917002,0.0933062282069912,-0.0203658191573018,0.0160059704870526,0.000330439707481603,-0.00297253751583941,0.00475501047239994,-0.007326445818373771,0.0127941919513034,-0.0183255528755157,-0.00462671313487246,-0.0173520174926,-5.92996119052958e-06
71,GTEX-WZTO-0011-R4A-SM-3NMC7,0.0198349310471348,-0.00561469377603416,0.007678114085167209,0.0296164112422997,0.12246330480544301,-0.00945991215186837,-0.00523516990428396,-0.000359131932609513,-0.0063516125861887,-0.008182441896231329,-0.0113149236205099,-0.0016885709207649,-0.0212645468080822,-0.00913972975641451,-0.0156025274213069,-9.883030754804091e-05
72,GTEX-17MF6-0011-R5a-SM-731BA,-0.0108222214486468,-0.036944080427422005,-0.0033392881570664897,-0.005249191940136479,0.0403331830840745,-0.0224295078759735,-0.0563081999497868,-0.0022646125150517,-0.0179304540134383,-0.00996206292274795,-0.0108089280067599,-0.0352769067933609,-0.0285278703958462,-0.0107707453658738,-0.0175411296668811,-0.00014521491457335
