i_doc,doc,MEmidnightblue,MEred,MEgreen,MEblack,MEblue,MEsalmon,MEturquoise,MEcyan,MEbrown,MEtan,MEgreenyellow,MEpink,MEyellow,MEmagenta,MEpurple,MEgrey
253,GTEX-146FQ-1026-SM-5LU8I,-0.0071877473971781,-0.0091180163176572,-0.00301541656478227,-0.0074319433171514,-0.00779178968012635,-0.00409789880173072,0.0179548765740825,0.0126666512808813,0.0475677847747543,0.10865482193804302,0.00322645991473326,0.0693140379183001,-0.0030696712756191,0.00394295938027496,0.0263391494252455,5.31292421891219e-05
254,GTEX-OOBK-0726-SM-3LK5Q,-0.0168435959226436,0.00510991557992015,-0.00256627144217868,-0.007120842301225359,-0.0124897456740489,-0.0066335699207046,0.0109850673986088,-0.00501895900621194,-0.0160108048602734,-0.00935790426796713,-0.0037204624980484704,-0.0175252874008217,-0.00878795282527578,-0.0132355789952512,-0.0126356922941284,-5.547066794578571e-05
255,GTEX-17F98-1826-SM-7DUFK,-0.0165604424954299,0.0143153169659371,0.000701796352438379,-0.00807837517957048,-0.00250182369657876,-0.00121234773404669,0.0184725886631287,-0.00659736080169664,-0.0116528477493208,0.0105716342505373,-0.00845080431653019,-0.0147774594249765,-0.0132430813180261,-0.0008751114723481201,-0.0155709069299022,-2.60899639768952e-05
256,GTEX-13OVJ-1426-SM-5K7Z2,-0.0148294635158433,0.009062262988098941,-0.00454201016968862,-0.009513762189004259,-0.000300917607273137,0.00344117191255695,0.025539843515572005,0.0013069882539463698,-0.00947931890392067,-0.007922125392462691,-0.0067804929174032,-0.0114566989531971,-0.00688318715590473,-0.010971359758525999,-0.016913945520727,-4.22994786180404e-07
257,GTEX-13OVG-0626-SM-5IFEP,-0.0125543485236343,-0.0245099429846106,-0.00170241365663697,-0.0076211082434492795,-0.0144148687540104,-0.0193949575458586,-0.00757100526559645,0.0165688766100357,0.0603440195928367,0.15149204444412398,-0.0058624154158233,0.040193477010945,-0.00854209650751397,-0.0067601877370732,0.0260070766379607,-1.8810453726695598e-06
258,GTEX-1F48J-1626-SM-9WPOE,-0.0146808426716419,0.00334296856771414,-0.00196165522559302,-0.0019193603871762899,0.0029727521635108697,0.005472256630988479,0.0284352290694199,-0.0053637956744230705,-0.008451503300501829,-0.00378844282632749,-0.00785476781844996,0.000943619544978169,0.00444099873704737,-0.0037381637924873705,-0.0120063205473809,0.000123447535667369
259,GTEX-13W3W-1826-SM-5IJDE,-0.0159599561865139,0.0106542882941057,-0.0042337357061608604,-0.00232172522542822,0.00154132909586746,0.00437186862566507,0.0251657028835641,-0.00380282746468399,-0.0091585665510131,0.000570385965145154,-0.0101973484548524,-0.007517460423850929,-0.0109185522911696,-0.007580453342857329,-0.010883844941522,1.33216790250264e-05
260,GTEX-1F5PL-1226-SM-7P8R5,-0.0171313251244724,0.0113263338885105,-0.00210712773763704,-0.00560254496304476,-0.00796796708914527,-0.00458472969554545,0.0124549526671735,-0.00657436927595016,-0.0162157051873105,-0.00918570100129595,-0.0104483768975888,-0.011998646496701001,-0.0134177013671034,-0.0107117778858131,-0.0144345292070666,-6.65370991056864e-05
261,GTEX-11TUW-1226-SM-5GU7C,-0.017015013912624,-0.0127042255250966,-0.00499993635741614,-0.0014392772668831099,-0.00675072708340036,-0.0042880714035309605,0.00103565696297579,-0.0015923137669839199,-0.0123169903271988,-0.00523174298672295,-0.0112479634011822,-0.0166949663901552,-0.0133565561780013,-0.011668338620237001,-0.0146003425773214,-2.12411318437415e-05
262,GTEX-14JG1-1826-SM-5YY9Y,-0.0111124711073566,0.00571303366610359,-0.0045152479068560104,0.00103817316614923,0.00905124722609201,0.0027826107727146,0.0223394603296364,-0.0045655601160199,-0.00925474493603459,-0.007003298023047579,-0.00987502102510009,-0.000567916020922052,-0.00606134584970988,-0.0042285711858349,-0.0142516569575647,5.00716779203127e-05
263,GTEX-ZV68-0926-SM-59HK7,-0.0130222626428652,-0.0321898166287675,-0.00285641033099943,-0.00783624159130213,-0.0162621454443557,-0.0156680443356892,-0.0286317777672635,0.000160616954902503,0.018172877302861,0.0295990124439363,-0.00993895719964377,0.0098184250228079,-0.0238237966034454,-0.0147140995921325,-0.00181977470155098,-6.48060382363958e-05
264,GTEX-18A66-1526-SM-72D6Y,-0.0159764233903193,0.0164435545792036,-0.000808447720498646,-0.00682540714748645,-0.00413668810182468,0.0050085754134913205,0.0222245594540032,-0.007906499130725409,-0.012371980008278001,-0.00973249243339283,-0.00697775679328487,-0.0019929532152200397,-0.007249775007041691,-0.004966952387842571,-0.0171656058409726,4.68160117704854e-06
265,GTEX-YB5K-0726-SM-5LU8R,-0.0163486001563736,0.0030700338225086,-0.0037084852644372604,-0.00766928831611944,-0.0119399597253018,-0.00738941838225545,0.00999156179253443,-0.00486309322035084,-0.0161463929346447,-0.00918583162076408,-0.00772754038656619,-0.0178177737210899,-0.0111486999161746,-0.011180076021671002,-0.00123736033681876,-5.73247176339412e-05
266,GTEX-ZEX8-1326-SM-4WWEW,-0.0157562803730808,0.0124871100356357,-0.00430931993046415,-0.004098762028114,-0.00872185240344093,-0.0048662324848388,0.00833912548251897,-0.0054278396142194,-0.0140254634567528,-0.00721987968520465,-0.00983086643722088,-0.0149052676105715,-0.0110727401209865,-0.00859007923685975,-0.0144683609800169,-3.29210084486775e-05
267,GTEX-1PIIG-0926-SM-E6CQN,-0.0144873553044595,-0.0165183739191534,0.0038917410971856295,-0.00708751254418735,-0.00942908972969297,-0.00828243698775411,-0.0219452351158763,-0.00735075242585563,-0.0168824043562202,-0.00879189948380095,-0.008645529594814641,-0.0297418038318254,-0.012701038571605,-0.0104272497858577,-0.016116602663573,-6.69614064979613e-05
268,GTEX-11GSP-1726-SM-5A5LI,-0.0137175470484195,-0.00485173250889669,-0.0039780984555971,0.0009730658699872119,-0.0018955627154260699,0.0025735554108591,0.010965530079451,-0.00472863529995508,-0.0102651605817173,-0.00545207043915527,-0.012231242741973998,-0.0109404496445532,-0.0108540595407613,-0.00771273292786971,-0.0143377922154327,2.6340741261989102e-05
269,GTEX-Y9LG-0626-SM-4WWDH,-0.0144509409637297,-0.0196292148331675,-0.00408333526382124,-0.0112909817636859,-0.0169391689430792,-0.0185590829565395,-0.0105742595772567,0.006616276022096229,0.0521940348550568,0.16913419235003402,-0.00538215428492594,0.0162028450505447,-0.00868872194874294,-0.0107333025720189,0.00407559574069439,-3.3898086180998996e-05
270,GTEX-S4Z8-0726-SM-4GICB,-0.0176587703187561,0.00837724061179859,-0.00292759869596097,-0.0106935977594496,-0.008884267509076409,-0.00515061431699362,0.0190957545248641,-0.00685554038573976,-0.0151542591138092,-0.00928961711928649,-0.0067128395311129106,0.00273343224139035,-0.004315160672449371,-0.00862325274836988,-0.0157639497174931,-4.3324057036115706e-05
271,GTEX-ZVZP-1626-SM-5GIDJ,-0.0175717540857629,0.0030241772437550898,-0.0035943170651191797,-0.00786160070725366,-0.0104744483361349,0.0145168955678689,0.00830125358098321,-0.00753440864275258,-0.0135489534487118,-0.00447810447884176,-0.00915358066274452,-0.0115138230388257,-0.00949690788997129,-0.00582054324722661,-0.0171422513097035,-2.76438861726932e-05
272,GTEX-17EVQ-1926-SM-7IGOF,-0.0131850694550271,-0.0253013879884615,-0.0048954628419535205,-0.0117854118462768,-0.0135641876194118,-0.0132100008085753,-0.007755859176261659,0.0110673834747109,0.052823077564685,0.163694984302068,-0.0106706002433346,0.020535236777382,-0.018239660885547,-0.007448685479053079,-0.00942838863888829,1.04454467962056e-05
273,GTEX-1R9PM-1126-SM-E76OX,-0.0173306294307094,-0.00123824619811456,-0.00282794617955832,-0.00638287732816593,-0.0017178524032110802,0.0157391909935842,0.0131090297926906,0.00345263821850237,-0.00854506506280717,-0.00608184658803077,-0.0040983421849952704,-0.00448862308542899,-0.00996926447281845,0.00544428409246003,-0.0047484900509730706,-1.4224621910060098e-05
274,GTEX-1JMQJ-1026-SM-CNPP8,-0.0105411758966801,0.0118577362996177,0.0037139356046738603,-0.0035856819741550603,0.0009153042890962539,0.000164143209062651,0.0207815204194191,-0.00399717423348939,-0.00688292940561852,-0.00402953608235717,-0.009035653436621929,-0.00382754535542962,-0.00648151444011258,-0.0058677616422825206,-0.0131903221774991,4.65365258466692e-05
275,GTEX-1H11D-2126-SM-9OSXM,-0.00855836006994926,-0.0223001152681527,-0.0029752927790149602,-0.0060223994621532205,-0.0104118639243849,-0.018045782646029,0.00748107506695669,0.00504026188938952,0.0573677329500507,0.18916043103264302,0.00285668985415982,0.0430327301980208,-0.00252252129668661,0.00024001221745003,0.00810875960060848,0.000109635625799869
276,GTEX-P4PQ-0726-SM-3NMCR,-0.0164596427141777,0.0106571268639577,-0.00398988318145876,-0.00991414987639462,-0.0103514123543182,-0.0103566124264812,0.0151660695391249,-0.00293968712688126,-0.0151552378611935,-0.0103826575478928,-0.00646382163512645,-0.0158617175381504,-0.0075076478382413905,-0.008440222811316359,-0.0150521811597304,-5.9196587703484105e-05
277,GTEX-WHWD-0926-SM-4OORY,-0.0139547424913154,-0.0185429377379631,-0.0029427005947239397,-0.00867896933818293,-0.0113803217158497,-0.0132934542990732,0.0111964257829297,-0.00140018465059439,0.0311594751434257,0.052425879760617994,0.0226674635178859,0.0793763992990784,0.0315167937397943,-0.006704270029423479,0.0430717521995996,3.51044859873345e-05
278,GTEX-11EMC-2226-SM-5A5JW,-0.0037414373454977,-0.0168009931826616,0.00185476955710883,-0.00398766559288797,-0.0102209502735985,-0.014771504905454,0.0157286212408486,0.0211377793424415,0.0657665539868252,0.15119437487787699,-0.0075127978115724706,0.0645242147325567,-0.00568076071685453,-0.0038640231422332897,-0.00535855604610607,0.00011734344223649599
279,GTEX-18D9A-0326-SM-7LT8L,-0.0182593067914584,0.0134921578370926,-0.0015028569390798802,-0.0111428395041605,-0.00886294179307069,0.0012703127349131698,0.0136773640069017,-0.00479705419781974,-0.014995339708552,-0.00898429576670406,-0.00910698675910141,-0.0149782517760164,-0.0144218970826156,-0.007458289580145241,-0.0158679769979328,-1.95051352329786e-05
280,GTEX-WYVS-1026-SM-4SOJW,-0.0129114189633867,0.0110539479133971,-0.005073786424789679,-0.00118868671093087,-0.0005658434464751099,0.00419124218678759,0.0263205140358969,-0.007293939320623091,-0.0126764821338156,-0.0096212626511968,-0.00889668907424405,-0.00586402044727648,-0.0125674681452445,-0.00685299860462202,-0.0162085323775574,2.0187483130172e-05
281,GTEX-O5YV-1026-SM-3LK72,-0.00671908532491976,-0.0162219820624349,-0.00281898239474592,-0.00842814120716865,-0.0126654516106702,-0.0166698930133137,0.0047647599204548,0.00972673499682237,0.0593047478728987,0.19651069882296499,-0.00832295818750553,0.0270260000644079,-0.010117337169179001,-0.00145044480560031,0.00135227673235446,2.0787636360987698e-05
282,GTEX-1LGOU-0526-SM-D3LAO,-0.0152525207810923,0.0010394401511255801,-0.0041987492110442705,-0.0107188545750112,-0.0124542859150026,-0.00474017883155645,0.00532372851920139,0.0076599284930418095,0.0348285582786338,0.144168450680221,-0.0059432862066136,0.0147286160400714,-0.0122981813522516,-0.0056224792625859995,0.013343785078895002,-4.2005904630270705e-05
283,GTEX-PSDG-1326-SM-48TD2,-0.0107889405326811,-0.0158684776876961,-0.0027698621788421604,-0.000556885607619183,-0.00843336137677964,-0.0163461520690633,0.0226785284330667,0.0065350959649729794,0.0687318856985465,0.144663514429259,0.0154793428014216,0.0458456844187028,0.00942667667763822,-0.006423017988609029,0.0304714366972501,0.00012400582326527299
284,GTEX-11DYG-1326-SM-5N9DO,-0.00107405321365808,-0.00621903475444227,-0.0011060811501785,0.0151713334549511,-0.0016459694215687,-0.00416705039659802,0.0360580494505846,0.009470363933924641,0.0758233831353869,0.11140581653907301,0.007527701086883141,0.0587079391232348,0.00138354677930103,0.0301547592045741,0.0294582422000253,0.000221051012174237
285,GTEX-1AMFI-0326-SM-731CU,-0.0170886172428427,0.0132857186320896,-0.004248181232638829,-0.009180555490731941,-0.00539624780735382,-0.00490600175754139,0.0167093671224915,-0.00573627304127255,-0.0140677195733619,-0.0104716664018996,-0.00451173071922435,-0.00811967156834165,-6.3414797965221e-05,-0.00468664835407232,-0.0125955692830301,-4.5487500783520704e-05
286,GTEX-1HKZK-1426-SM-A96U1,-0.00783156959997088,-0.0155933043718242,-0.0048080524302635,-0.00995554439941244,-0.0130782741501481,-0.0171498579023478,0.00644245722449059,0.0112407311369212,0.0619494003209346,0.19598193831376898,-0.00282935587527391,0.0550607900630745,-0.00788576692861305,-0.00697621866194692,-0.00405399469618517,2.1362293484772102e-05
287,GTEX-W5WG-1626-SM-4LMKG,-0.00485890467435235,-0.0193556756180785,-0.00437389724452908,-0.00760627222602444,-0.0157236775473874,-0.0165995511960401,-0.00333989117835321,0.0107524968496243,0.053680642044335994,0.20397462294236499,-0.00755110289682021,0.0336594295948227,-0.009579993468264809,-0.00720232265278308,0.00244052592442914,-1.71467816506929e-05
288,GTEX-OHPM-0726-SM-3LK7A,-0.017899265632093,0.0142286734670089,-0.00322007515354352,-0.0088044308206414,-0.010866901168145,-0.008741837080862309,0.0110079691381803,-0.0052845972871490106,-0.0172450737717835,-0.0108223213392595,-0.00964492153636034,-0.0169479134396748,-0.0129356559150282,-0.00847058005106159,-0.017541244761845,-5.04564012764904e-05
289,GTEX-15SB6-0926-SM-7KUFM,-0.0150178605216226,0.0155708592432198,-0.00208025539311032,-0.007513198213752971,-0.00858993751611655,0.000698812014811592,0.00922959535542617,-0.00618282437729835,-0.0175830515797311,-0.00944035304032061,-0.00938223138328026,-0.0126351452747778,-0.012268321400402,-0.00937976379436862,-0.0149648179151815,-6.1593115889137e-05
290,GTEX-1B8KZ-0826-SM-73KYB,-0.0159702718780646,0.0172966725408499,-0.00330757856089994,-0.00885320713719252,-0.00892346805627013,-0.00485377782652291,0.00784739712867544,-0.0059558433137402705,-0.0115081475318462,0.0129026305727507,-0.00700323364264615,-0.0101228483489826,-0.016589319976531,-0.0105022080773318,-0.017069285097384,-4.2847317264462604e-05
291,GTEX-1JMQK-1826-SM-CY8I1,-0.0169965556325111,-0.0164663375697711,-0.00398842144916019,-0.0050097109300327,-0.00851309460927683,-0.0039553090249322,0.0188141709995354,-0.00517310466550932,-0.0117147363007275,-0.007511175477191229,-0.0103703490216608,-0.00292604495259835,-0.00986061939663714,-0.0105528009738379,-0.0165192704019431,2.5486623136899898e-05
292,GTEX-XUW1-1526-SM-4BOOY,-0.0156043632506854,0.0122438077787975,-0.0034216184618121102,-0.00511398800982797,-0.00913074577452584,-0.00814824018883401,0.0215572682220059,-0.00650690604810235,-0.0140193369951858,-0.00930574718906211,-0.00714481240101515,-0.007392063080805159,-0.0113231451033447,-0.0069865111337647605,-0.0147082154093453,-2.1917793428360102e-05
293,GTEX-1B97I-1026-SM-73KVC,-0.0144298503118175,0.0127722707958632,-0.00258856802608036,-0.00197613281243345,-0.0018796896475082301,0.00316057645495223,0.0316307901542387,-0.00601479955656425,-0.00157739785561421,0.0042603992429964795,-0.0054060498482673604,-0.00826227112451443,-0.00110089654926922,-0.00276167836351974,-0.016314510961022,6.496473003410601e-05
294,GTEX-1MA7W-0426-SM-E9TJ5,-0.0100448459129723,-0.0108339864297731,-0.00465655734422061,-0.011641687206473,-0.0137771277127984,-0.0109401725399131,0.004470647265405379,0.0176766065468483,0.0507278027786454,0.14462676388484602,-0.004647578398428821,0.0381250097194185,0.00926533555906295,-0.00849664652549688,0.0285469694032178,-3.3989403191359995e-05
295,GTEX-13X6H-1426-SM-5SI91,-0.0194709891689633,0.00503541313319189,-0.0038046553494592798,-0.0105076789114874,-0.0139105513524867,-0.0101574882349343,-0.00131880089345744,-0.0034815308521238698,-0.0194793658641685,-0.0052117998788728396,-0.00428533376507934,-0.0214428254674954,-0.0143078021424015,-0.0121598495128242,-0.0161440442028304,-8.823887691527378e-05
296,GTEX-145LT-1326-SM-5O9AQ,-0.0180768266859323,0.00400861220249455,-0.0022085632791053,-0.0107216601866957,-0.0047147064685093,-0.0027716465802165398,0.00788152312403737,-0.00597918390212502,-0.0146912792840676,-0.00903289952066883,-0.00772669671156885,-0.0135224820402123,-0.00659350529238418,-0.0112781303395631,-0.00991095515255579,-5.86567245777854e-05
297,GTEX-13FH7-0526-SM-5IJF8,-0.007362692869240441,-0.016620418873403,-0.000442047724354272,-0.00624134555531376,-0.0115711006654037,-0.0175102218944592,0.00347201642937779,0.0117351657345322,0.0559438608750892,0.165372872201006,-6.838310150719929e-05,0.0546462002772461,-0.00377230604196136,-0.00762228498430925,0.015987295758651,-2.15506368104121e-05
298,GTEX-PLZ5-0826-SM-3P5ZW,-0.0165505156594692,0.00533961029858106,-0.00231784311900868,-0.00021470677407836,-0.0071516050539777,0.013826719457908001,0.0198190412328195,-0.005510791893207839,-0.0115576947118123,-0.004345230905483589,-0.00338228192317729,-0.00852719102357247,0.00041002949013014,-0.00537208538952108,-0.0114922802756408,-7.124397147692941e-07
299,GTEX-14E7W-1926-SM-5S2R9,-0.0153929855488997,0.0117970364678589,-0.000872307717220359,-0.00372751218574286,0.0019222312133964602,0.00807533043258296,0.0321617727735104,-0.00466212045791039,-0.00818250030003513,-0.00670981253235111,-0.00957829268893523,-0.000341335099914311,-0.00568166842400542,-0.0038181134549896,-0.0138669532792451,5.3222204615048795e-05
300,GTEX-1HGF4-2826-SM-ADEII,-0.0045651307553715,0.005555085127216229,-0.00117036645792968,-0.0077175261598341795,-0.00920897945879356,0.0856988932472249,0.0183390873715429,-0.0032663108412233,-0.0136323375779111,-0.0107049153553776,-0.00359466796422755,-0.0121744245540215,0.0013287752539936802,-0.00903975098592481,-0.0122683978284924,-2.48615666889607e-05
301,GTEX-1399U-0626-SM-5J1NZ,-0.00444655412602543,0.00546307947397997,-0.000987997570809748,-0.00503910182010946,-0.00984170861839387,0.0416674982110164,0.0195769467946501,-0.0036689841153462704,-0.0105931125215841,-0.00896034046305429,-0.00312994502602985,-0.0009096752641864491,0.007267270785243279,-0.00532900265144346,0.0174235838282234,-1.40582821980958e-05
302,GTEX-1R7EU-0426-SM-EVR4H,-0.0134651146380202,0.0123533495108351,0.000634823044879851,-0.00449369245807277,-0.0135738356339294,0.0946495349194978,0.019655768057432,-0.00624218942169227,-0.0155165980832945,-0.0110529951770069,-0.0036917684802248297,-0.0153213402404237,-0.010476030609301001,-0.00819116782419605,-0.0165002839493312,-4.15203118991467e-06
303,GTEX-R55E-1126-SM-48FDZ,-0.00613693319198844,0.00564156476664704,0.00529224739330922,0.0036931891949116705,-0.00212766777220644,0.107126122018353,0.0285657697479175,-0.00443047594067658,-0.00507683824904485,-0.0116795327862222,-0.00990402901160228,0.00154880451999935,-0.00489950435355633,-0.009060603612886341,-0.0140669999366257,0.000133294086461452
304,GTEX-PLZ6-0326-SM-3P61J,-0.009548626538200121,0.00614223949425146,-0.00108292564450457,-0.0046424605579243,-0.00511568721331207,0.0689632577579136,0.0326328680221382,-0.004900995036187229,-0.00795394000382622,-0.0110683562244245,-0.00501689794526404,-0.00146500519697636,-0.00272430638443115,-0.00668161828519131,-0.0142855782440844,3.85008489665138e-06
305,GTEX-11NV4-0526-SM-5N9BF,-0.014632964032393999,0.0171426156398717,-0.0050701992409354,-0.0073009743020569,-0.0102535809600602,0.10912948932474799,0.0140858234124277,-0.0068344028259375795,-0.0170904148927627,-0.0115649592610032,-0.008094950196287509,-0.0129450006317416,-0.0150656459704085,-0.00720700775208134,-0.0137767528858053,-4.56392209091741e-05
306,GTEX-X4XY-0526-SM-46MW1,-0.015667347665125,0.00362579105514631,-0.00235981252291312,-0.007192386333323541,-0.0133477428153306,0.0749583233207533,0.0185924781903632,-0.00443613102675224,-0.0137980921442391,-0.00786236006964428,-0.00820904181331439,-0.0155829275260737,-0.0192090421955384,-0.00800077250255664,-0.0171874433767075,-6.25537208561263e-06
307,GTEX-13X6I-0926-SM-5LUAB,-0.009086886026428629,-0.00229665152562713,-0.000571475073990128,-0.00160873756245905,-0.0061259536955319,0.0481220476498578,0.0205133031256799,-0.00211121174767335,-0.00930822046485163,-0.00934608694755995,-0.0026012546957817602,-0.00432881166326487,0.0263434661433292,-0.00719193999016285,0.0133609986000084,5.02344447607818e-05
308,GTEX-1HBPH-0326-SM-CM2S8,0.0124598263142898,0.012626678563408999,0.000628934845771172,0.00886503552662178,-0.00288201807737623,0.1113576949275,0.0373802878606192,-0.00691995980732575,-0.0100315358827711,-0.0111123450745769,-0.00279861620459671,-0.00128235192510583,0.00113721526428853,-0.00867188803001029,-0.0114406209880954,0.000134631476366249
309,GTEX-11TUW-0926-SM-5EQMW,-0.0106884364430446,-0.00397454709863815,0.0027728397610370897,-0.0060451812890454,-0.00757370260276193,0.0557858724543905,0.0274350328019821,-0.00173158074518334,-0.0103957757297227,-0.00599777415581027,-0.010763914033432,-0.0053817993692194,-0.0035793846905853603,-0.00639131637961155,0.0123096432753767,9.30118465843631e-05
310,GTEX-YJ8O-0126-SM-5QGRG,0.0171888169043045,0.00974941073727398,-0.000699224325807275,-0.000301473604280288,-0.0016412005800966,0.0974444485457782,0.0310651904145766,-0.0063242174852241794,-0.011469852479814,-0.007469957991959841,0.0021135755848286,0.00310728482157941,-0.0017077468915494699,-0.00712352743808491,-0.00728881365188468,6.539123578645781e-05
311,GTEX-1IDJU-2326-SM-ARL89,-0.0130960467569459,0.0129037569400158,-0.0025130944473770603,-0.00491345662173455,-0.0108369763914609,0.0887788381763781,0.0292139329973554,-0.0033320210809522897,-0.0121350718597597,-0.0107521444985583,0.0044598057521911105,-0.00927538264605315,-0.009423100057828291,-0.0020999316929978897,-0.0174271259709042,4.7783565317658e-05
312,GTEX-OXRO-1926-SM-2S1O3,-0.0134100625500363,0.0154883793737537,-0.000430645075909248,0.000340232262108273,-0.0105110538258011,0.0865043208095699,0.0165015614404746,0.0047680753489258605,-0.010611680880353,-0.0108901302534315,-0.007257786787040621,-0.0146791879656908,-0.0081577619530759,-0.0065505043226879,-0.0148225768232081,0.000103835739500863
313,GTEX-TMMY-0626-SM-33HBD,-0.0125705934561065,0.0178094622150407,0.000707108598862674,-0.00458979262870899,-0.0053956624705739,0.073340043741139,0.0262493848049484,0.00099549678111821,-0.0114718055227026,-0.0046372079368341606,-0.00581197245789707,-0.00175568899395594,-0.012081202995244,-8.73847427632975e-05,-0.0129274131953091,3.9893067203468606e-05
314,GTEX-ZTPG-0726-SM-5DUXP,-0.0192766568944802,-0.00552976856916708,-0.00278259489977068,-0.00776559870607747,-0.0121025098117041,0.025395879970567994,0.00688847140539044,-0.007906499130725409,-0.0169388970530904,-0.0110627726598406,-0.00440773602069745,-0.0112481474862537,-0.0028110370883884604,-0.008937205687935441,0.0292661486085932,-2.44266430506767e-05
315,GTEX-14PJN-2226-SM-6872I,-0.0161562232425657,0.0102280499816001,-0.00526215610873749,-0.00797290577565445,-0.01338896571761,0.08664215449462401,0.017594031507965,-0.00529957324212721,-0.0167492352710693,-0.00809762735200963,-0.00880997290276777,-0.0140710454224405,-0.0126653336928409,-0.00415945952184113,-0.0168760782692008,-4.99263410170418e-05
316,GTEX-14PN4-0426-SM-6AJ9N,-0.0166524754856696,0.0140324594393617,-0.0018714773818640602,-0.0100524414558487,-0.0115953372985612,0.104156987997896,0.0222859421553944,-0.004021826761761871,-0.0158345370401634,-0.00991841451786494,-0.00465437962618381,-0.00601590945273114,-0.0171574233294386,-0.00482305900411406,-0.0172448236250157,2.51241532433226e-05
317,GTEX-ZZPU-0226-SM-5N9BV,-0.0158975813585901,-0.00422295881148915,0.00210527408466954,-0.00964366133805011,-0.00552777651865607,0.0193520205734275,0.0198932274152678,-0.00778846507978133,-0.00425754345040722,-0.00210910026360356,-0.000579297901111589,0.00967077120628902,0.0369812709428868,-0.00268624732223856,0.0460439668745478,2.34620837891092e-05
318,GTEX-1I19N-1926-SM-CM2TF,-0.008757683674304479,0.0116193837628038,-0.0013971565743504,0.000573424076313261,-0.00753911565571814,0.124525583844485,0.0286184829956882,-0.0036567225414900102,-0.0106690206498515,-0.0114651144030906,-0.00561742988691173,-0.00673008075242323,-0.00346248174213156,-0.00427995471721659,-0.0166226137120798,7.98948556276578e-05
319,GTEX-1122O-0426-SM-5H12G,0.0105951128140353,0.0118769478066753,-0.00457525242008866,-0.00627359165166791,-0.0105997932653051,0.0913457562984264,0.0170433529587555,-0.00312165912266596,-0.0152837338335005,-0.00993674399298513,-0.0023135316833971,-0.00792498101372176,-0.00710555491759757,-0.00841006713064758,-0.00261317085176033,-6.27401510905735e-05
320,GTEX-1EU9M-0426-SM-7SB8N,-0.00618509863300608,0.0118554434165291,0.00256178604994247,0.00046583213577716204,-0.0048640208047547,0.116547491162923,0.0229715114261131,-0.00333878503478916,-0.0121959360569387,-0.008599457049715759,-0.00696141520805088,-0.00492625291842606,-0.00771635981512688,-0.00695934805815696,-0.0142822457271771,0.000331424014886258
321,GTEX-14C39-2626-SM-5S2QD,-0.0131927678530831,0.0147826736754106,-0.00061006092945884,-0.0128548015027327,-0.0113549980063143,0.10467972687769199,0.0240212204864905,-0.0071963374883568295,-0.0144821294322012,-0.00976841691241916,-0.008910857877607991,-0.0121863366699101,-0.016692299493845,-0.00149472720437999,-0.0160039200073097,5.67295861128834e-05
322,GTEX-1EKGG-0826-SM-79OLL,-0.0073904166317570906,0.00854552319386908,-0.0012495176520883199,-0.00758767811401842,-0.00367505819626361,0.0990602457019162,0.028309312327607004,-0.007906499130725409,-0.00941096755984238,-0.0103151442516178,-0.00460872166023973,-0.00529050513687532,-0.0103405355705245,-0.009284623699514941,-0.011815646933239998,5.0283992350252704e-05
323,GTEX-1M4P7-0426-SM-DKPQG,-0.0127348208734669,0.0110226598627551,0.0030366384955823,-0.0066266632236133705,-0.0094615447855284,0.11928570797533501,0.0222888301831776,-0.00515517057926066,-0.0148923119542297,-0.0120171005069632,-0.004827699633600829,-0.00764482831745507,-0.0113840529767266,-0.00948879337654235,-0.0164408264960503,4.3656369351265796e-05
324,GTEX-13O3O-1126-SM-5KM4Q,-0.0088221817016958,0.00977535850733847,-0.000726621702358303,-0.00145050163383841,-0.004894331213525171,0.0798388874336896,0.0278660443736103,-0.0040962786333387105,-0.009004144270391291,0.0008129096350146981,-0.0073089588538119985,-0.0132825426010744,-0.00139800899051735,-0.00689032143326977,-0.00892602178757907,6.69327874744477e-05
325,GTEX-146FH-1326-SM-5NQBI,-0.00471936924176781,0.00341885372534342,-0.0011235156895397,-0.007924246958291921,-0.00735553104500432,0.0588774670274395,0.0229276120233827,-0.00666418902564404,-0.011168765749606001,-0.00735175680537995,-0.00304634592308744,-0.00299475303108366,-0.0046799941391458795,-0.00681347633594334,-0.00704913450669417,3.22535999551091e-05
326,GTEX-PWCY-0426-SM-48TCW,0.0043454717249819105,0.011213452674525,-0.00133132198942819,-0.0035587113865619296,-0.0106085555056438,0.0905686351744634,0.020330011217026,-0.007701999649301041,-0.0164588682893168,-0.0101322178753382,-0.005636026986968271,-0.00850182053665693,-0.0126220781954548,-0.0042997205998529,-0.0116880064179415,-4.925696176643521e-05
327,GTEX-16XZZ-1426-SM-7KUE3,-0.0140564376661989,0.0109240986782902,-0.0028664798109653803,-0.0027544727363383397,-0.0107060627840529,0.0702443048989567,0.0133836278454995,-0.00673563032313833,-0.0152261928596094,-0.00926193120520509,-0.0052098966694819,-0.0116676655338022,-0.00285047339051918,-0.00810993387063956,-0.0023291780196741897,-1.12104796276752e-05
328,GTEX-14ASI-1126-SM-5QGPN,-0.0019688791557764,0.00836272180879331,-0.0004955118970028231,-0.00328406400807024,0.00652051033830103,0.0847008932768833,0.0345647569342344,-0.00271818009097444,-0.0066050465569916,-0.00734525350334945,-0.0015746305714067698,-0.00258654919780893,0.006311526546628229,-0.00703411134520942,0.00766525414128059,0.000191177160240023
