"","x"
"GTEX-PLZ4-1226-SM-2I5FE",1
"GTEX-1EMGI-2726-SM-7P8S4",1
"GTEX-1C2JI-0008-SM-EXOHZ",1
"GTEX-1S5ZU-2526-SM-E6CIF",1
"GTEX-11EMC-3226-SM-5EGKW",1
"GTEX-11ZUS-2926-SM-5FQSL",1
"GTEX-18465-0226-SM-7LG5M",1
"GTEX-1I1GU-0926-SM-ACKVS",1
"GTEX-1JMLX-2326-SM-CXZJP",1
"GTEX-1B996-1726-SM-7IGMW",1
"GTEX-ZZPT-1326-SM-5E43H",1
"GTEX-1GN73-1626-SM-9WYTS",1
"GTEX-1IDJH-2926-SM-C1YQ5",1
"GTEX-P44G-0011-R11A-SM-2I3FD",1
"GTEX-17KNJ-2326-SM-7DHLQ",1
"GTEX-131XW-0011-R10a-SM-5DUVA",1
"GTEX-1192X-2526-SM-59868",1
"GTEX-1AX9K-1526-SM-73KVP",1
"GTEX-1B97I-0826-SM-731DN",2
"GTEX-1R7EV-1526-SM-E8VOD",1
"GTEX-11NUK-0011-R5a-SM-DO93N",1
"GTEX-POYW-0826-SM-2XCEM",1
"GTEX-111CU-0826-SM-5EGIJ",1
"GTEX-14PJM-0011-R8b-SM-69LPD",1
"GTEX-WOFM-1626-SM-3MJFX",1
"GTEX-1EU9M-2926-SM-793DF",1
"GTEX-1RB15-1126-SM-E8VMX",1
"GTEX-1PPGY-2826-SM-DTX9H",1
"GTEX-ZDTT-0326-SM-4WKF9",1
"GTEX-1JKYN-0126-SM-AHZ4C",1
"GTEX-WFON-1926-SM-3LK7L",1
"GTEX-1KANA-1226-SM-DHXKE",3
"GTEX-1QP2A-0126-SM-E9J43",1
"GTEX-UTHO-1826-SM-3GAFE",1
"GTEX-T8EM-1026-SM-3DB7M",1
"GTEX-SNMC-0008-SM-4DM5A",1
"GTEX-18A6Q-2826-SM-7LTAO",1
"GTEX-1EX96-0011-R6a-SM-9OSVV",1
"GTEX-S7SE-0011-R11A-SM-2XCDD",1
"GTEX-T8EM-0526-SM-4DM64",1
"GTEX-1JKYN-1526-SM-CGQGA",1
"GTEX-17HHE-2326-SM-793C5",1
"GTEX-14BMU-0726-SM-73KXS",1
"GTEX-18D9B-0926-SM-7LG4U",1
"GTEX-1CB4E-0126-SM-7DHMX",3
"GTEX-1JJEA-0011-R6a-SM-EXUS1",1
"GTEX-WY7C-1926-SM-4ONCI",1
"GTEX-13JVG-0226-SM-5J1MW",1
"GTEX-11PRG-1526-SM-5HL6Z",1
"GTEX-14C5O-1726-SM-5RQI9",1
"GTEX-T2IS-0011-R11A-SM-32QPC",1
"GTEX-Y3I4-1526-SM-4TT7K",1
"GTEX-TMMY-1026-SM-4DXTI",1
"GTEX-NPJ7-0011-R2a-SM-2I3GF",1
"GTEX-1MGNQ-0726-SM-DPRYH",1
"GTEX-1CAMR-1026-SM-7P8QI",1
"GTEX-1A32A-2826-SM-72D5S",1
"GTEX-17F9E-0626-SM-79ON5",1
"GTEX-1C64O-0526-SM-793D6",1
"GTEX-14E6D-0926-SM-5S2QV",1
"GTEX-1E1VI-2726-SM-7MXVH",2
"GTEX-1K9T9-1826-SM-CXZK2",4
"GTEX-15RIF-1126-SM-7KUG2",1
"GTEX-1J8QM-2626-SM-CYPSM",1
"GTEX-144FL-2626-SM-5TDCW",1
"GTEX-1EH9U-3226-SM-7MKGR",1
"GTEX-1B97J-1226-SM-7PBZR",1
"GTEX-148VJ-0011-R3b-SM-69LQJ",1
"GTEX-13NYB-0926-SM-5IFFA",1
"GTEX-13SLX-2226-SM-62LEP",1
"GTEX-T6MO-0526-SM-4DM6R",1
"GTEX-13OVK-0826-SM-7KULZ",1
"GTEX-WHSB-0326-SM-5FQSD",1
"GTEX-12WSD-2326-SM-59HKQ",1
"GTEX-1QCLZ-2326-SM-DTXDO",1
"GTEX-1CAMR-1526-SM-79OLP",1
"GTEX-1128S-2826-SM-5N9DI",1
"GTEX-1GF9W-2626-SM-7P8TA",1
"GTEX-XXEK-0326-SM-4BRVV",1
"GTEX-1HB9E-2926-SM-D4P3S",1
"GTEX-1JKYR-2126-SM-CNNPC",1
"GTEX-1HBPH-0011-R8b-SM-CL556",1
"GTEX-1HBPH-0326-SM-CM2S8",1
"GTEX-ZF29-0726-SM-DO92H",1
"GTEX-12ZZX-0626-SM-5EQ46",1
"GTEX-ZE7O-3026-SM-51MS4",1
"GTEX-1K9T9-1726-SM-CXZK1",1
"GTEX-1HFI7-2026-SM-CGQFR",1
"GTEX-1JK1U-2026-SM-CM2RZ",1
"GTEX-1R46S-0726-SM-E9J42",1
"GTEX-14E1K-1626-SM-664MO",1
"GTEX-S341-1126-SM-4AD6T",1
"GTEX-1399R-0006-SM-5N9FR",1
"GTEX-1EN7A-0011-R3a-SM-9OSVT",1
"GTEX-S3XE-0126-SM-4AD4R",1
"GTEX-131XF-0426-SM-5HL7U",1
"GTEX-1GL5R-1026-SM-7P8U1",1
"GTEX-14E7W-0126-SM-6LLJ9",1
"GTEX-XGQ4-1326-SM-4GIDU",1
"GTEX-1HBPN-2326-SM-9WPPU",1
"GTEX-1122O-1626-SM-5N9CX",1
"GTEX-1H2FU-0011-R4a-SM-CL551",1
"GTEX-1JKYR-0626-SM-ARL8R",1
"GTEX-1RAZA-0926-SM-E6CQ8",1
"GTEX-1IDJE-1026-SM-ADEIE",1
"GTEX-117YW-2626-SM-5GZZH",1
"GTEX-1I1GV-0011-R1a-SM-CL559",1
"GTEX-11NUK-1426-SM-5HL68",1
"GTEX-1RAZS-1226-SM-E8VMT",5
"GTEX-13O3Q-0011-R7a-SM-5KM38",1
"GTEX-147GR-2726-SM-664OO",1
"GTEX-11ONC-1926-SM-5GU75",1
"GTEX-1RB15-1026-SM-E9U6V",1
"GTEX-YB5E-2026-SM-5IFIS",1
"GTEX-1LSVX-0726-SM-E9TJG",1
"GTEX-1GMRU-0011-R7b-SM-A96TJ",1
"GTEX-13FTW-0726-SM-9WG72",1
"GTEX-14BIN-3326-SM-5Q5E6",1
"GTEX-1QMI2-2626-SM-E6CR4",1
"GTEX-1JMPY-1326-SM-ARL8Y",1
"GTEX-18465-0926-SM-731AY",1
"GTEX-1AX9K-0326-SM-7DHM9",1
"GTEX-1LGRB-2526-SM-CNPPQ",1
"GTEX-WFG8-0826-SM-4LVN5",1
"GTEX-14A5H-3026-SM-5RQHV",1
"GTEX-1LVAO-2726-SM-E9TJ8",1
"GTEX-1KD4Q-0011-R11b-SM-EXOIE",1
"GTEX-1CB4F-0126-SM-9JGGZ",1
"GTEX-18D9B-0226-SM-731CV",1
"GTEX-1J1R8-1126-SM-CNPQ3",1
"GTEX-OOBK-0726-SM-3LK5Q",1
"GTEX-13X6J-0626-SM-5LU5F",1
"GTEX-13NYB-0826-SM-5MR4V",1
"GTEX-13N11-2726-SM-5L3ER",1
"GTEX-Z9EW-1526-SM-EZ6LU",1
"GTEX-139T8-0011-R3b-SM-5HL4R",1
"GTEX-17HHY-2326-SM-7KFSR",4
"GTEX-WFG8-1226-SM-4V6EI",1
"GTEX-ZZPT-0926-SM-5GICZ",1
"GTEX-111YS-0008-SM-5Q5BH",1
"GTEX-14BIL-0426-SM-5SIA3",1
"GTEX-1H1ZS-0011-R7a-SM-CL54P",1
"GTEX-18A6Q-1226-SM-7KFS9",1
"GTEX-U4B1-1426-SM-4DXTX",2
"GTEX-17HHE-0005-SM-7P8OT",1
"GTEX-XGQ4-0005-SM-4AT5U",1
"GTEX-13FTX-2026-SM-5L3D6",1
"GTEX-1E2YA-2126-SM-7MXUO",1
"GTEX-15DZA-0926-SM-69LQ3",1
"GTEX-1GF9X-1326-SM-7PC2Y",1
"GTEX-NPJ8-1326-SM-3LK6B",1
