"","MMmidnightblue","MMred","MMgreen","MMblack","MMblue","MMsalmon","MMturquoise","MMcyan","MMbrown","MMtan","MMgreenyellow","MMpink","MMyellow","MMmagenta","MMpurple","MMgrey"
"ENSG00000213757",-0.24844623387501,0.00613578565091689,0.0435042787710888,-0.0437316246533016,-0.156205880135859,0.324486909518291,0.719423304350162,0.152200910654242,0.36967260892716,0.148728088113989,0.223471830267554,0.513973805077605,-0.0530322556491084,0.00312282190459048,0.0291246581510637,0.592176077403219
"ENSG00000275936",-0.207700054590819,-0.223780583639404,0.0509380858774448,0.210287065896483,0.0865170374966091,0.0027581828825048,0.570925499232211,0.104696092998863,0.397119041277599,0.0958915693010853,0.0631668367016147,0.317476342697307,0.132559779612211,0.159335522494623,0.135825482459256,0.661275319677809
"ENSG00000249197",-0.0085149324034439,0.0127317753652435,0.00932992006146732,-0.00336768640340608,-0.0260019349980625,0.025203515098498,0.0559147492527232,-0.00994456947958434,-0.0349304587687578,0.0134276187232848,-0.0343767234684681,0.047699565713677,-0.00812024284760976,-0.0218262576247867,-0.0284487298043278,0.0619765222342904
"ENSG00000225738",-0.0049958654273096,0.0133424002392675,0.665089183601217,0.112949941200568,0.209831081471591,-0.021104630247321,0.0216008220817661,-0.00882899405999894,-0.016944667563369,0.00519251448036112,-0.0069978174121451,-0.0145543479935668,-0.0480672877979106,0.00688400559867326,-0.065776914440944,0.0263229622563067
"ENSG00000216613",-0.0343014481432784,-0.0482224696023812,0.053247475771301,0.304439358485004,0.230338292954796,-0.0405224864327591,0.225394266890539,0.152075791363394,0.223433846429193,0.163026317410301,0.0223549439021148,0.15631394302858,-0.0202276844893564,0.0592888459134446,0.00599264327866643,0.271801281725858
"ENSG00000153574",-0.287911222131891,0.0465089460846344,-0.00925305262049624,-0.0602936028367193,-0.395942054937837,-0.0105373464624097,0.529996437796755,0.0532245804249639,0.282964713479354,0.280523368766211,0.343635533846754,0.632129907175865,0.154598311938742,0.19192234227452,0.252144189263598,0.468196929209207
"ENSG00000267693",0.0642218679400585,0.0319640429346245,-0.00318784630407388,-0.0254293317221684,0.0147248921939317,0.125699727659701,0.206668959714112,-0.00182385318970591,0.0652897412716079,0.0048859636197914,0.0123834005863522,0.0529299873011684,-0.0316098171329639,-0.0413998526525341,-0.0562917067887289,0.232447599771523
"ENSG00000270704",0.00984844811726305,0.358175944602435,-0.0143762771804355,0.205336531843667,0.217913062179538,0.194847677463654,0.389233088446131,-0.00361498242055701,-0.0206036429139692,-0.103797847211042,-0.0539002504418219,0.0286169497362099,-0.25330936305896,-0.125519187922916,-0.211310256995164,0.314730468539924
"ENSG00000260912",-0.0409197160158874,-0.0114197773673283,0.0278517199569428,0.0597622456608359,0.0971225717123759,0.29370469168977,0.572190272853514,0.0788952087617395,0.320031891356972,0.0781234362368665,-0.0137005081974171,0.12613885050684,-0.185618422310498,0.0749316733264797,-0.0452315403595098,0.504041632271077
"ENSG00000138750",-0.330036435166145,0.129226834549201,0.0382903820485238,0.132088665677757,-0.0228405780719237,0.406324260148347,0.926745151818818,0.068797217780092,0.309582332370903,0.123774875735019,0.156200711305433,0.60680591072862,-0.199884107304206,0.0971351815931967,0.00147668512603379,0.577112791627085
"ENSG00000147654",-0.169138287662211,0.375525165920492,0.0376960980025852,0.137992000974426,0.147436768638297,0.366298654564212,0.853376440799366,-0.00104848499562036,0.154033069312831,0.0332481583051287,0.133831575373651,0.404400906487348,-0.335545747852891,0.100597130220432,-0.0305829192371082,0.463871776162541
"ENSG00000222421",-0.0307659530372858,0.0821433433855069,0.0917734807212185,0.0124176298367674,-0.0874753495520578,0.355531197412148,0.333180997351471,-0.0256708276834685,-0.0367757440411084,-0.0774349701594581,0.0398695458506134,0.0262651904160765,0.00562213738850068,-0.0178850005344323,-0.00367051422067325,0.302869458880999
"ENSG00000278716",0.472341501142659,0.120658949165797,0.00564002796680214,-0.0662880490994084,-0.0715006099326449,0.0460361913308566,0.171006202457965,-0.0107798050472979,0.00645304410321851,-0.0103434100469249,-0.101226111783657,-0.0199893990887266,-0.133140975276218,-0.0435862091974611,-0.0699655208840994,0.23351050831166
"ENSG00000172057",-0.261784718413234,-0.151607960525838,0.048114205546008,0.0713813741560037,0.0350538137761046,0.213055217378985,0.768932866936046,0.0932829805286929,0.28639468771423,0.0131824229647957,0.249001042859829,0.440587466552927,0.161416611873293,0.0941700005510892,0.141845710322207,0.639898077185503
"ENSG00000163207",-0.0858776069797725,-0.182653330952854,0.00278562358390554,-0.035120418384731,-0.123913914133454,-0.129635367368066,0.141596265571259,0.416718779286046,0.88928156863418,0.68782770354031,0.0892323394754695,0.355279096886806,-0.0604668826942338,-0.0602066949601885,-0.017325592780989,0.266136100118414
"ENSG00000132475",-0.471892146102588,-0.399924002925115,0.0112534653777622,0.0619725039022371,-0.0897565080379429,0.331728378121754,0.58107069583879,0.185975804113148,0.500380836031932,0.181067859950299,0.085759314846738,0.358504865136135,0.437895082742675,-0.0111645310648744,0.126171743401316,0.652710539405212
"ENSG00000215546",-0.0251910601412966,0.0153003343647455,0.00208296976977511,-0.0138518208099194,-0.00319343174164175,0.00419914560950819,0.0527995048995871,-0.00189808991838732,0.0163057628654656,-0.00938413208959532,0.00871900779652965,-0.00138503654280291,-0.00510947706269305,-0.00189812638117705,-0.00754687450662826,0.0668800385860471
"ENSG00000143001",-0.220241900266179,-0.039722942436759,0.0290628458016594,0.262477929615692,0.077521296617319,0.446001856427507,0.386362133809591,0.175678224619701,0.427800148049713,0.219732314927979,-0.0741960704607335,0.159642137927687,-0.132487287514359,0.387356657817251,0.13944825614366,0.266191443242604
"ENSG00000231660",0.00296704574766872,-0.0826154290155551,0.0195756867449579,0.372139293902786,0.55593649041031,-0.0885730702833678,0.0303416031430859,0.0103742124832067,0.0515662028546946,0.0301164208407286,0.0732989330223952,0.0988069165295955,-0.0733488962109001,-0.0151875330657512,-0.0714551269413556,-0.0039865356345934
"ENSG00000258741",-0.142062571114109,-0.107295624599075,0.0424033892621498,0.167353084281004,0.217489255971112,0.193616367111022,0.546846438443662,-0.0121051436197069,0.140831315573133,-0.0058982372771658,-0.0863613580369829,0.0936539470465351,0.11102890059101,-0.0355796562827607,-0.0118737496913858,0.582503977512319
"ENSG00000186231",0.0514272406923743,-0.0756422043034661,0.0498299702686704,0.479387378044718,0.909025031296951,0.00156081081213014,0.0402880632993421,-0.0360164473451576,-0.0847410493286686,-0.0847983113531532,-0.0453749799022169,-0.0401775273114807,-0.164459477252355,0.0181204469058223,-0.130050976658705,-0.0888212269855446
"ENSG00000224965",-0.115092890594233,-0.0499231069432774,0.0870207086876002,0.187338360916596,0.206669307488166,0.0582118395996925,0.420129687386186,-0.000265834027371535,0.131674775219195,0.0708941146981487,-0.0286649745439314,0.110508401387334,0.00370182628284178,0.0518086130648709,0.0803629027069808,0.404481027890221
"ENSG00000151240",-0.0122984464366881,0.586096802502895,0.033606831568501,0.140975817126989,0.165535978993022,0.504362558118379,0.533647494606558,-0.0361319859112009,-0.106293889192861,-0.108974685652696,-0.364091184935328,-0.066655524719449,-0.606297335482334,-0.0218263721959328,-0.30638449922775,0.0578372036797711
"ENSG00000271519",-0.0296092733529375,-0.0101274306001542,0.000255773186959944,0.0861268652747769,0.0440257550584118,0.0265167632493444,0.10060767634821,0.00707422459442072,0.0333135531345841,-0.00190526759831941,0.0478605481881671,0.0690356674063249,0.00452306714690264,0.0109725103024364,-0.0249506207238407,0.0957785229548552
"ENSG00000226490",-0.0341738335999998,-0.116318516958473,0.179753037101192,0.108202231681288,0.476003865488578,-0.118753407488792,-0.00362322862426407,0.20116004388659,0.424562070433461,0.0120130474559794,-0.0553284446640284,0.0410672889892212,-0.144422237266481,-0.0435326263210377,-0.152609010013182,-0.00821546688463268
"ENSG00000273901",-0.0189799982808053,-0.0112205704105415,0.124091493720496,0.306828214143302,0.394706583221841,0.0534533083440725,0.515689903557792,-0.00566724592090403,0.0936605413094475,0.0043268410598899,0.0544675670342637,0.255842328161489,-0.144984380317511,0.0119986071652412,-0.0758417134073067,0.390360800364393
"ENSG00000111412",-0.235525594872438,-0.312839123007894,0.0333584437996825,0.14807195397158,0.328153609412657,0.00811823724655216,0.685800559069864,0.055871356404125,0.303175250570814,0.13156086653756,0.154548995436232,0.473539074285809,0.0479853331259088,0.178508898237175,0.152724082779447,0.547018237928551
"ENSG00000225205",-0.217625634933797,-0.322656709313788,0.0257584453720029,-0.0802147778134453,-0.144568327021421,0.0334543756997542,0.476469991626025,0.113376611970034,0.370087493547363,0.0911855771211544,0.29643016734292,0.424989995167951,0.321914639469528,0.377385614221177,0.452842453882434,0.652091008133276
"ENSG00000175779",-0.102309975606014,-0.253361560884004,-0.00681165243647185,-0.0150649848885258,-0.102557402076596,-0.12959048457962,0.0340951129935076,0.0143384761368455,0.126405335400893,0.120018690688959,0.617182412561592,0.382634316541581,0.401338104472056,-0.00318288470427972,0.274366481839078,0.23698348022404
"ENSG00000073861",-0.225484305346786,-0.492817056212811,-0.00763788324455861,-0.0960615355303008,-0.204207500958775,-0.162858828132337,-0.115373383932084,-0.0751147976953823,-0.102142350577849,-0.0642670098942453,0.480008104377185,0.216087697772373,0.852594907903694,-0.006221039932174,0.428468019408168,0.243427653966754
"ENSG00000251359",-0.0499765182949699,0.0350911014061363,0.0697316937019181,-0.133430506416708,-0.144543470840903,0.507788477305912,0.700296007989927,0.0173137328863835,0.182920639136905,0.0730826149074807,-0.163987299422009,0.194158137051058,-0.1458851745288,-0.0760046014046125,-0.0963220554912765,0.50947127463043
"ENSG00000073150",-0.212658425718763,-0.40385606918218,0.0410412829090563,0.410042615016522,0.599744692322209,-0.172136316923727,0.12589124914348,0.0104271857901331,0.125860706476382,0.156326325105343,0.0268432930660268,0.0900856724148099,0.325587581918815,-0.125238328517799,0.0243513130221355,0.219772660643591
"ENSG00000284391",0.405926994004172,0.541113772031753,-0.00920011896514824,-0.0282987654116255,-0.0519383473412417,0.542482583069848,-0.0309743085442255,-0.0708184703759912,-0.228502844606251,-0.182176635480055,-0.153094511817653,-0.253332923149553,-0.325576190502881,-0.166467135259887,-0.236023001518197,-0.177680379182873
"ENSG00000224326",-0.00400906369919292,-0.0350963628913009,0.00967799972876009,-0.0175765117690368,-0.029510286419862,-0.0272370423901531,-0.00632986368997506,0.0201008729714764,0.106021181483414,0.301746879530245,0.000256021399691009,0.076502105412081,-0.0138721133515917,-0.0191385762680539,0.0352975331866883,1.35704611842983e-06
"ENSG00000279014",0.00341908364263901,-0.0361001110009617,0.0177162620744009,0.480228401133438,0.521813056101754,-0.0874095625089514,0.00659631790982394,-0.0121335045315044,-0.0259654937632831,-0.0197837795599441,-0.0430897834622206,0.00189222043582742,-0.0832477684987805,-0.0257469442697309,-0.0837710840522891,-0.0640469833331852
"ENSG00000248184",-0.00964496001124029,-0.130078363373157,0.0393027061386731,0.308361369352201,0.859939929955895,-0.140001641906687,-0.148656034205598,-0.018605035858751,-0.0817093491450477,-0.0466287616432852,-0.0763022752565344,-0.102500595096013,-0.165512890628193,-0.0434900913587652,-0.164131585231046,-0.253682460251306
"ENSG00000260075",-0.138486990908361,0.136027371997542,0.00900638007086017,0.207971937188888,0.0782681614642076,-0.02369206228885,0.181817040768371,0.00633877338468683,0.0617469519664997,-0.0121621834210765,-0.00597741313158363,0.106322657975183,-0.0450027526308874,0.0270976658392027,-0.0178850121193008,0.135464059288704
"ENSG00000067445",-0.134476881889156,0.352123604888813,0.0567997242015177,0.281948392424059,0.448131828666719,0.402118716074766,0.638016787474949,-0.0421795336615971,-0.0980239133305248,-0.0857587488301317,-0.126611193318912,0.0936437592470307,-0.399074994699422,-0.0871201042686454,-0.210137630519958,0.316788129902218
"ENSG00000236352",-0.0332225278762869,-0.160750564486911,0.00584792754294589,0.0568174518825558,0.273652624903382,-0.169517749785363,-0.0265421673888613,-0.0341682875950712,-0.091150559765605,-0.0722466306295343,0.659362420834284,0.34428444384311,0.186452183588606,0.02274503652049,0.0988262989973034,-0.00994423955670639
"ENSG00000128513",-0.192782430795923,0.0108048828000657,0.0443751043815753,0.102555598223095,0.0661335429395247,0.489801054933477,0.895451824719909,0.00392699354961864,0.133759765516543,-0.00524164094258209,0.281448645343413,0.581307737102359,-0.0538104669219924,-0.0365453728599607,-0.0368268287332457,0.588048211536374
"ENSG00000205946",0.000948934967694198,-0.00291837765816145,0.00743639699645842,0.0175033573628525,0.116248834738766,-0.0096642475714576,0.00520319901216442,-0.00283882213160559,-0.00454763216133649,-0.00781871342642547,-0.00723824653499844,0.00179527194881176,-0.00507237090041949,-0.00686735237573828,-0.0170397041241118,-0.0215723695513068
"ENSG00000100422",-0.0335906771738271,-0.118309834992875,-0.000907074985705374,0.247947644246007,0.0550389091814777,0.174587478943848,0.601645141924242,0.0220687356369536,0.115713822368401,-0.0202747561386333,0.0881931809230602,0.333001137564581,0.267133414011864,0.0577838826789044,0.121434346168345,0.45581424082701
"ENSG00000184588",-0.00087318286409023,0.061153916460607,0.0277917110072774,0.155749091422997,0.327084972033221,0.233671060048972,0.203143219269969,0.0116078041012665,-0.0908715601304694,-0.235798828331009,0.125341642380385,0.0923344877046472,0.133709196802345,-0.18819834931889,-0.0747595667242409,0.219664110574488
"ENSG00000100302",-0.025481209829561,0.315202243296106,0.0669844983481484,0.103138323127499,0.46210466851796,0.105429984512302,0.105037980824623,-0.0299943628430807,-0.162402825857217,-0.125563995929438,-0.228740386470157,-0.252113669443792,-0.414539021066207,0.128906994769479,-0.135104192998734,-0.192679126638257
"ENSG00000227922",-0.0358781327560388,-0.0649184244106602,0.00428590194355874,-0.0280230826884761,-0.00172869469713478,-0.0578783988757995,0.0399738739019939,0.0621036313748006,0.259984046338932,0.576148499456059,-0.0114358801703984,0.167726513202132,-0.0441849974007367,-0.0349357979752655,0.0059170784339475,0.05300974928068
"ENSG00000154485",-0.0140105499959399,0.0414003738141032,0.0702841227327492,0.207592241585198,0.127149938414199,0.146092017203549,0.575986378598928,-0.00382765766091631,0.093905451144891,-0.0391080222596517,-0.0947910147283504,0.0603723348108755,-0.0638623116723608,0.0289829972556131,-0.00200217346877426,0.486452307493318
"ENSG00000277969",-0.1074622131422,0.272285929158116,0.0223703957108613,-0.0910100427080256,-0.256532187262821,0.15263198602191,0.602872188592143,0.000337832452614654,0.122785987264938,-0.0524974017517378,0.292201838449854,0.29776409194097,-0.0340375144540462,0.0282754734985034,0.0263500368134766,0.411853320883594
"ENSG00000160161",-0.107384475599578,-0.0271977023274368,0.0816796150898925,-0.00123220894735002,0.0581452344694181,0.336524044075025,0.524774581866179,0.0287250028450354,0.0859224623684645,-0.0753029957469944,0.033211070513045,0.182667922039379,0.0204180817135114,-0.0827849674530327,-0.00470196060538067,0.518390932622589
"ENSG00000276523",-0.225167615829094,-0.299591811434024,0.0516728887836034,0.182636263340207,-0.000368257544978802,0.230036984275958,0.563985191371079,0.160573982789459,0.470808765314782,0.1045307858972,0.17777094068482,0.336253372988635,0.35894795020808,0.0198607709432613,0.114110436791906,0.74155233767254
"ENSG00000177144",0.0717648402352734,0.0978329260173058,-0.0135697288394991,0.0115891926443196,-0.0609138036459333,0.0891518725322528,0.102806184094996,-0.0337208662498777,-0.0623301014675094,-0.0549094736967391,0.0729428650463852,0.0550322258282639,-0.0347838209891226,-0.00185449607901418,-0.00925250348200725,0.100588447907436
"ENSG00000212933",0.0267779775600933,-0.0390650446358595,0.00614156935935534,-0.00322529282436721,-0.0192849305997215,-0.0147476374016376,0.0387042420289046,0.833053655855247,0.206136269865371,0.0524488748102523,-0.00293669478768793,0.0355723521427938,0.00416694754591161,-0.0101869829262042,-0.0315968386630167,0.104028882020699
"ENSG00000279041",-0.0619673264731566,0.16299100847909,0.0352950329955092,-0.146639151552517,-0.232036320892491,0.602544779836449,0.67205514870105,-0.0401340855348627,-0.0124574967096097,0.0110501179075951,-0.163360891272443,0.033436051289841,-0.199433022027982,0.0457278890559547,-0.0639164404808335,0.421977643502217
"ENSG00000259620",-0.0205626078225228,0.148411862433789,2.96569726153941e-05,0.00260868444569492,0.0554231412644555,-0.0415900581287718,-0.0482027604350087,-0.0212169980176375,-0.0580544856943278,-0.0271658015608342,-0.0321263316657208,-0.0642795646190084,-0.0744365979675717,-0.0168127401608012,-0.0530652166980028,-0.0916824917812221
"ENSG00000201695",-0.0262250248018915,-0.00377220628765934,-0.00276438440056645,-0.00858640738612282,0.0145853356832245,-0.0315026201903433,0.0231610782769225,-0.00267439874761834,0.00136050490744746,0.0505866612925505,-0.0155254291551934,0.118572335216807,-0.0330698308924576,-0.0201129140482547,-0.0018369036533986,-0.0213502937893248
"ENSG00000276696",-0.0656923203811769,0.0312254165197293,0.0704160436255023,0.0139970858865709,-0.0167622408738403,0.245512642443699,0.444355692563183,0.0956728130474797,0.203474633035673,0.0473699746871726,-0.0873908141110483,0.14338198445536,-0.0769969442160992,0.00157963271830913,-0.0712903079252739,0.506611874154821
"ENSG00000253669",-0.11341772068959,-0.0033435837601476,0.0230877719834336,-0.0903141409146999,-0.157310582951856,0.0521167803561258,0.429808990678453,0.0497509956346477,0.161493395087947,-0.012340995898117,0.261455068190226,0.507926527891301,-0.0438418653200479,0.0392418168717555,0.0238667086069829,0.305706323011362
"ENSG00000265939",-0.180613820196321,-0.137681291292736,0.0317836421303222,0.0616064711699435,-0.0128345331785738,0.14010568719029,0.628800295415353,0.0995263332387111,0.390118737614098,0.172719827177704,0.16732256500734,0.47500722790897,-0.0351791890303541,0.12934574743373,0.0935187993914662,0.590415505791431
"ENSG00000164323",-0.277289686892486,0.0754766314094689,0.0325767008259922,0.0309064328166737,-0.0110479025637236,0.571498128104128,0.895006491592995,0.0301484379250479,0.186818327313775,0.0741661774205061,0.165733830860067,0.535792654156683,-0.190817879463755,-0.031648584062951,-0.0707818398424293,0.548739928435152
"ENSG00000244514",-0.0324821936104297,-0.0646419993184971,-0.00655920728295324,-0.00230550587125796,-0.00368938441996664,-0.0263831494221123,0.0526140429783186,-0.00278568091584315,0.0230408884621841,-0.0431408740941505,-0.00829433442394458,0.0224828266307649,0.0154877176453827,0.434780805732034,0.249849974024392,0.0945563842938033
"ENSG00000228930",0.165732144495425,0.186183808628462,-0.0128277068203273,-0.0525088600830521,-0.015580133522492,-0.0218869095605536,-0.0893579296436334,-0.0231546975976352,-0.0653737216223736,-0.0787587358824222,-0.0641894642760081,-0.0943322861572296,-0.165063367910369,-0.0172109643673782,-0.0976844043560919,-0.0876110995080393
"ENSG00000244061",-0.0934104674032782,-0.00586652532419866,0.0304660079914568,0.232418459037516,0.176607983599099,0.153224043224613,0.452523299102536,0.0371405143858786,0.167110254954894,0.0463408636238977,0.0343619220832607,0.1652485444507,-0.055321163202144,0.031800346218138,0.00586350583250147,0.397705519214136
"ENSG00000233575",-0.0631733547177514,-0.0261340482479374,-0.0047566803445376,-0.0214300038721676,-0.044605392695718,0.04206622099654,0.0788845829748599,-0.0036320446812309,-0.0182960371338676,-0.0251917789688839,-0.023662079873797,-0.00782889291751855,0.0208117496852549,-0.0200603496394215,-0.0162620729122342,0.10969678689521
"ENSG00000204991",-0.183454601510879,-0.24943433121259,0.0698408016095516,0.424759343259383,0.557469881888964,-0.176107075254301,0.419236655289537,0.0863924438072177,0.298163208817332,0.140599718504917,-0.0730956454251107,0.215238170589947,-0.075397786731642,0.501728105424882,0.265324406064558,0.363046903332556
"ENSG00000031003",-0.20616602901252,-0.142293404556777,0.0508399936863483,0.185000161439989,0.213453262865807,0.590075526309015,0.792353452698869,0.00180117001136955,0.101924193397268,0.00561785283663797,0.15096281088176,0.386851431813836,0.0678770310351723,0.0283857429417748,0.0219926941562282,0.508334629036028
"ENSG00000160117",-0.314834132720091,-0.328497321640566,0.0406582732414662,0.44034095652892,0.207660504561358,-0.00409809775401029,0.347706494965401,0.0023639794142397,0.0652604059741193,-0.0465870222879509,0.544835578449119,0.538869054336872,0.390892190996978,-0.0486850089481051,0.136040226080826,0.377154782253898
"ENSG00000248452",-0.0925350278275597,-0.0608570948503142,-0.00173163102399791,0.00468691120868782,-0.0580520762030172,0.0379166517406565,0.143085873791982,0.0449761582561431,0.0713775294783355,-0.00650697080068849,0.201147107058052,0.140103567591615,0.0920585491013731,-0.0100426717915091,0.0111142798265615,0.176175515813037
"ENSG00000164736",0.00524268810297151,0.318234908952026,0.00399537574185377,-0.120606751741323,-0.159024800622815,0.344792905723166,0.436427930366873,0.0244643242291374,0.0395056927270384,-0.0348464486759256,-0.24357035346637,-0.170351377184469,-0.28737166255505,-0.0599275118203394,-0.132524231509754,0.306874062398567
"ENSG00000213214",-0.180932080783057,-0.218280044584069,0.0148105534258565,-0.0966900815653051,-0.151764667135964,-0.0139960190174629,0.524568054474466,0.256009147563711,0.731034466384606,0.398230516250077,0.0453719875401571,0.398219908998204,-0.024055997685444,0.252752635210463,0.195860525890558,0.567990021518094
"ENSG00000272990",-0.150605882140211,0.0722003035487103,0.0748027708988636,0.303366937693566,0.394852474654061,0.228321582737652,0.591280026019711,0.0255566677240639,0.13646893577673,-0.0945927419676096,-0.146543652153009,-0.0114171437271372,-0.269152989324178,0.0783681023524498,-0.113971816271202,0.345059630886322
"ENSG00000227051",-0.231094314531144,0.00276994593543183,0.0735579606255272,0.407673855661913,0.591879584365886,0.333052852751906,0.491938066381422,0.0711257725450941,0.177086342273322,0.0627485588003208,-0.205144824673577,0.154396425108175,-0.350347349933099,0.0167094908058676,-0.204887121269515,0.125007835436382
"ENSG00000168303",-0.410484504357617,-0.168908278787735,0.0478812707012187,0.138165388818914,0.0743293389620071,0.310944231022985,0.874534892238573,0.0736414073170108,0.352360757665471,0.143934882381993,0.21875807029267,0.686324619016188,0.0509393305064312,0.119386341890522,0.102154340997996,0.611753680349486
"ENSG00000266378",-0.160721964523928,-0.418104959554198,-0.00479626683499219,-0.0177175796043904,-0.0555727916506983,-0.219263012500376,-0.20629730408029,-0.0123841622428483,-0.0195785942003288,0.0315962144550521,0.0208863308620528,0.0530233633961211,0.496838131735303,0.00228073001834769,0.229629752876131,0.0151536292520708
"ENSG00000275437",-0.149844640275834,-0.227776377770093,0.063767493091289,0.169963659231389,0.0101793547377493,0.0240767941199852,0.494435566182501,0.00375018665871637,0.21172013668717,0.048953241349335,0.211779246361346,0.348232750912922,0.256545250442194,0.380308467452087,0.325039384770892,0.588652343299443
"ENSG00000232287",0.0594744789598234,0.0415151836553122,0.0397287537129854,0.198598965142391,0.483236127585484,0.378709531564553,0.123738029826028,0.0236989399157388,-0.0135936159128833,0.149064158345547,-0.123221312849337,-0.0480393053484719,-0.192703931740079,-0.0640950314634457,-0.151440439766042,0.044632878698572
"ENSG00000230932",0.0011945587629231,0.00894330048470053,0.253429044832643,0.501222859214044,0.21614474811244,-0.0184158503720284,0.0754552027894517,0.00948504526362652,0.0140960490020631,0.031850719584411,-0.00321139721885399,0.0477165938306455,-0.0257658784160926,-0.000796152499951474,-0.0325106709898385,0.04636270681492
"ENSG00000245552",-0.253179820939952,-0.0909939648308442,0.131271414892663,0.097568656093797,0.188206879238066,0.588208813207681,0.701093306493149,0.0634069337445864,0.202377819871713,-0.00642507174382731,0.0607481766948953,0.203583108498,0.0994399308013834,0.0254857030528812,0.0508176370230858,0.661704168346506
"ENSG00000159625",-0.0837723514332547,-0.303126665112266,0.239577911179978,0.0671980002681383,0.398008051332714,-0.155158910250568,-0.192882796518027,-0.0427572643480842,-0.0863176620369093,-0.0344194606154745,0.0344845794675124,-0.0878156996423644,0.359113146244792,-0.0521334916484794,0.0445109793635031,-0.0206114658546794
"ENSG00000273888",-0.225125335405896,-0.0308006235654566,0.0725958293022348,0.152432749826675,0.0882102022482642,0.209906411785427,0.670816556391392,0.088896518600734,0.261537461098869,0.11293514527417,-0.0562220971552635,0.494717526859771,-0.219762533616662,-0.012623587632897,-0.110722725835286,0.429878530499703
"ENSG00000254112",-0.0247438995697142,-0.0346409645971682,0.0544822083051933,-0.0507569930175324,-0.0949622734092565,0.147258605108714,0.140001577909834,0.0492947151133324,0.139587279218242,-0.00233747415414654,0.0131057367864106,0.0287822718857777,0.133616857681491,-0.0101182447945213,0.014037506552207,0.353381382732024
"ENSG00000267620",-0.045688004072222,-0.0122745592656221,0.0378449355345928,0.0332587908325876,-0.0195786915122646,-0.000160133734476355,0.104864847997575,0.0382130576789327,0.0909846635716418,0.0318470549695778,0.219508288200015,0.148938005549996,0.0149187905921323,-0.00321181815527077,-0.00360924146641619,0.0973422420832702
