subtissue,tissue,l0,l1,l2,l3,l4
Breast_tumor,Breast,1,1,1,1,0
Breast_tumor,Breast,2,1,1,1,0
Breast_tumor,Breast,3,1,1,1,0
Breast_tumor,Breast,4,1,1,1,0
Breast_tumor,Breast,5,2,1,1,0
Breast_tumor,Breast,6,2,1,1,0
Breast_tumor,Breast,7,2,1,1,0
Breast_tumor,Breast,8,2,1,1,0
Breast_tumor,Breast,9,3,1,1,0
Breast_tumor,Breast,10,3,1,1,0
Breast_tumor,Breast,11,3,1,1,0
Breast_tumor,Breast,12,3,1,1,0
Breast_tumor,Breast,13,4,1,1,0
Breast_tumor,Breast,14,4,1,1,0
Breast_tumor,Breast,15,4,1,1,0
Breast_tumor,Breast,16,4,1,1,0
Breast_tumor,Breast,17,4,1,1,0
Breast_tumor,Breast,18,4,1,1,0
Breast_tumor,Breast,19,5,1,1,0
Breast_tumor,Breast,20,5,1,1,0
Breast_tumor,Breast,21,5,1,1,0
Breast_tumor,Breast,22,5,1,1,0
Breast_tumor,Breast,23,6,1,1,0
Uterus_tumor,Uterus,24,6,1,1,0
Breast_tumor,Breast,25,7,1,1,0
Breast_tumor,Breast,26,7,1,1,0
Breast_tumor,Breast,27,7,1,1,0
Breast_tumor,Breast,28,8,1,1,0
Breast_tumor,Breast,29,8,1,1,0
Breast_tumor,Breast,30,8,1,1,0
Breast_tumor,Breast,31,8,1,1,0
Breast_tumor,Breast,32,8,1,1,0
Breast_tumor,Breast,33,9,1,1,0
Breast_tumor,Breast,34,9,1,1,0
Breast_tumor,Breast,35,9,1,1,0
Breast_tumor,Breast,36,9,1,1,0
Breast_tumor,Breast,37,9,1,1,0
Breast_healthy,Breast,38,10,2,1,0
Breast_healthy,Breast,39,10,2,1,0
Breast_healthy,Breast,40,10,2,1,0
Breast_healthy,Breast,41,10,2,1,0
Breast_healthy,Breast,42,10,2,1,0
Breast_healthy,Breast,43,10,2,1,0
Breast_healthy,Breast,44,10,2,1,0
Breast_healthy,Breast,45,10,2,1,0
Breast_healthy,Breast,46,10,2,1,0
Breast_healthy,Breast,47,11,2,1,0
Breast_healthy,Breast,48,11,2,1,0
Breast_healthy,Breast,49,11,2,1,0
Breast_healthy,Breast,50,11,2,1,0
Breast_healthy,Breast,51,11,2,1,0
Breast_healthy,Breast,52,11,2,1,0
Breast_healthy,Breast,53,11,2,1,0
Breast_healthy,Breast,54,12,2,1,0
Breast_healthy,Breast,55,12,2,1,0
Breast_healthy,Breast,56,12,2,1,0
Breast_healthy,Breast,57,12,2,1,0
Breast_healthy,Breast,58,12,2,1,0
Breast_healthy,Breast,59,12,2,1,0
Breast_healthy,Breast,60,12,2,1,0
Breast_healthy,Breast,61,12,2,1,0
Breast_healthy,Breast,62,12,2,1,0
Breast_healthy,Breast,63,12,2,1,0
Breast_healthy,Breast,64,12,2,1,0
Breast_healthy,Breast,65,13,2,1,0
Breast_healthy,Breast,66,13,2,1,0
Breast_healthy,Breast,67,13,2,1,0
Breast_healthy,Breast,68,13,2,1,0
Breast_healthy,Breast,69,13,2,1,0
Breast_healthy,Breast,70,13,2,1,0
Breast_healthy,Breast,71,13,2,1,0
Breast_healthy,Breast,72,13,2,1,0
Breast_healthy,Breast,73,13,2,1,0
Breast_healthy,Breast,74,14,2,1,0
Breast_healthy,Breast,75,14,2,1,0
Breast_healthy,Breast,76,14,2,1,0
Breast_healthy,Breast,77,14,2,1,0
Breast_healthy,Breast,78,14,2,1,0
Breast_healthy,Breast,79,14,2,1,0
Breast_healthy,Breast,80,15,2,1,0
Breast_healthy,Breast,81,15,2,1,0
Breast_healthy,Breast,82,15,2,1,0
Breast_healthy,Breast,83,15,2,1,0
Breast_healthy,Breast,84,15,2,1,0
Breast_healthy,Breast,85,16,2,1,0
Breast_healthy,Breast,86,16,2,1,0
Breast_healthy,Breast,87,16,2,1,0
Breast_healthy,Breast,88,16,2,1,0
Breast_healthy,Breast,89,16,2,1,0
Breast_healthy,Breast,90,17,2,1,0
Breast_healthy,Breast,91,17,2,1,0
Breast_healthy,Breast,92,17,2,1,0
Breast_healthy,Breast,93,17,2,1,0
Breast_healthy,Breast,94,17,2,1,0
Breast_healthy,Breast,95,17,2,1,0
Prostate_tumor,Prostate,96,18,3,1,0
Prostate_tumor,Prostate,97,18,3,1,0
Prostate_tumor,Prostate,98,18,3,1,0
Prostate_tumor,Prostate,99,18,3,1,0
Prostate_tumor,Prostate,100,18,3,1,0
Prostate_tumor,Prostate,101,18,3,1,0
Prostate_tumor,Prostate,102,18,3,1,0
Prostate_tumor,Prostate,103,18,3,1,0
Prostate_tumor,Prostate,104,18,3,1,0
Prostate_tumor,Prostate,105,19,3,1,0
Prostate_tumor,Prostate,106,19,3,1,0
Prostate_tumor,Prostate,107,19,3,1,0
Prostate_tumor,Prostate,108,19,3,1,0
Prostate_tumor,Prostate,109,19,3,1,0
Prostate_tumor,Prostate,110,19,3,1,0
Prostate_tumor,Prostate,111,19,3,1,0
Prostate_tumor,Prostate,112,20,3,1,0
Prostate_tumor,Prostate,113,20,3,1,0
Prostate_tumor,Prostate,114,20,3,1,0
Prostate_tumor,Prostate,115,20,3,1,0
Prostate_tumor,Prostate,116,20,3,1,0
Prostate_tumor,Prostate,117,20,3,1,0
Prostate_tumor,Prostate,118,20,3,1,0
Prostate_tumor,Prostate,119,20,3,1,0
Prostate_tumor,Prostate,120,20,3,1,0
Prostate_tumor,Prostate,121,21,3,1,0
Prostate_tumor,Prostate,122,21,3,1,0
Prostate_tumor,Prostate,123,21,3,1,0
Prostate_tumor,Prostate,124,21,3,1,0
Prostate_tumor,Prostate,125,21,3,1,0
Prostate_tumor,Prostate,126,21,3,1,0
Prostate_tumor,Prostate,127,22,3,1,0
Prostate_tumor,Prostate,128,22,3,1,0
Prostate_tumor,Prostate,129,22,3,1,0
Prostate_tumor,Prostate,130,22,3,1,0
Prostate_tumor,Prostate,131,22,3,1,0
Prostate_healthy,Prostate,132,23,3,1,0
Prostate_tumor,Prostate,133,23,3,1,0
Prostate_tumor,Prostate,134,23,3,1,0
Prostate_tumor,Prostate,135,23,3,1,0
Prostate_healthy,Prostate,136,24,4,1,0
Prostate_healthy,Prostate,137,24,4,1,0
Prostate_healthy,Prostate,138,24,4,1,0
Prostate_healthy,Prostate,139,24,4,1,0
Prostate_healthy,Prostate,140,24,4,1,0
Prostate_healthy,Prostate,141,24,4,1,0
Prostate_healthy,Prostate,142,24,4,1,0
Prostate_healthy,Prostate,143,24,4,1,0
Prostate_healthy,Prostate,144,24,4,1,0
Prostate_healthy,Prostate,145,24,4,1,0
Prostate_healthy,Prostate,146,24,4,1,0
Prostate_healthy,Prostate,147,24,4,1,0
Prostate_healthy,Prostate,148,25,4,1,0
Prostate_healthy,Prostate,149,25,4,1,0
Prostate_healthy,Prostate,150,25,4,1,0
Prostate_healthy,Prostate,151,25,4,1,0
Prostate_healthy,Prostate,152,25,4,1,0
Prostate_tumor,Prostate,153,25,4,1,0
Prostate_tumor,Prostate,154,25,4,1,0
Prostate_tumor,Prostate,155,25,4,1,0
Prostate_tumor,Prostate,156,25,4,1,0
Prostate_healthy,Prostate,157,26,4,1,0
Prostate_healthy,Prostate,158,26,4,1,0
Prostate_healthy,Prostate,159,26,4,1,0
Prostate_healthy,Prostate,160,26,4,1,0
Prostate_healthy,Prostate,161,26,4,1,0
Prostate_healthy,Prostate,162,26,4,1,0
Prostate_tumor,Prostate,163,26,4,1,0
Prostate_tumor,Prostate,164,26,4,1,0
Prostate_healthy,Prostate,165,27,4,1,0
Prostate_healthy,Prostate,166,27,4,1,0
Prostate_healthy,Prostate,167,27,4,1,0
Prostate_healthy,Prostate,168,27,4,1,0
Prostate_healthy,Prostate,169,27,4,1,0
Prostate_healthy,Prostate,170,27,4,1,0
Prostate_healthy,Prostate,171,27,4,1,0
Prostate_healthy,Prostate,172,27,4,1,0
Prostate_healthy,Prostate,173,27,4,1,0
Prostate_healthy,Prostate,174,27,4,1,0
Prostate_healthy,Prostate,175,27,4,1,0
Prostate_healthy,Prostate,176,27,4,1,0
Prostate_healthy,Prostate,177,27,4,1,0
Prostate_healthy,Prostate,178,27,4,1,0
Prostate_healthy,Prostate,179,27,4,1,0
Prostate_healthy,Prostate,180,28,4,1,0
Prostate_healthy,Prostate,181,28,4,1,0
Prostate_healthy,Prostate,182,28,4,1,0
Prostate_healthy,Prostate,183,28,4,1,0
Prostate_healthy,Prostate,184,28,4,1,0
Prostate_healthy,Prostate,185,29,4,1,0
Prostate_healthy,Prostate,186,29,4,1,0
Prostate_healthy,Prostate,187,29,4,1,0
Prostate_healthy,Prostate,188,29,4,1,0
Prostate_healthy,Prostate,189,29,4,1,0
Prostate_healthy,Prostate,190,29,4,1,0
Prostate_healthy,Prostate,191,29,4,1,0
Prostate_healthy,Prostate,192,29,4,1,0
Prostate_healthy,Prostate,193,29,4,1,0
Prostate_healthy,Prostate,194,29,4,1,0
Prostate_healthy,Prostate,195,29,4,1,0
Breast_tumor,Breast,196,30,5,2,0
Breast_tumor,Breast,197,30,5,2,0
Breast_tumor,Breast,198,30,5,2,0
Breast_tumor,Breast,199,30,5,2,0
Breast_tumor,Breast,200,30,5,2,0
Lung_tumor,Lung,201,31,5,2,0
Lung_tumor,Lung,202,31,5,2,0
Lung_tumor,Lung,203,31,5,2,0
Lung_tumor,Lung,204,31,5,2,0
Lung_tumor,Lung,205,32,5,2,0
Lung_tumor,Lung,206,32,5,2,0
Lung_tumor,Lung,207,32,5,2,0
Lung_tumor,Lung,208,32,5,2,0
Lung_tumor,Lung,209,33,5,2,0
Lung_tumor,Lung,210,33,5,2,0
