i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20
97,GTEX-S4UY-0726-SM-4AD6X,0.598080491866,0.290563538451,0.0934952651844,0.017256928787,0.000569088417913,0.0,0.0,0.0,0.0,5.4198896944e-07,3.79392278608e-06,0.0,0.0,0.0,5.4198896944e-07,1.62596690832e-05,2.7099448472e-06,1.08397793888e-05,0.0,0.0
98,GTEX-11P81-1926-SM-5BC53,0.680014977106,0.229283238478,0.0746048183491,0.0156018657195,0.000491677008002,0.0,0.0,0.0,4.27917326373e-07,0.0,0.0,0.0,4.27917326373e-07,0.0,0.0,8.55834652745e-07,0.0,1.71166930549e-06,0.0,0.0
99,GTEX-12ZZX-1126-SM-5EGKB,0.692983203537,0.224978569313,0.0640161886108,0.0173991199131,0.000617203775957,0.0,0.0,0.0,0.0,5.19531797944e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.55859539383e-06,0.0,3.63672258561e-06,0.0
100,TCGA-DM-A28F-01A-11R-A32Y-07,0.650212853946,0.242777561545,0.0905067140216,0.0159518828452,0.000544906101002,0.0,0.0,0.0,0.0,3.6489247835e-06,1.21630826117e-06,1.21630826117e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,TCGA-CM-4751-01A-02R-1839-07,0.709946670043,0.211284574161,0.0631487019444,0.0151377752619,0.00048134754969,0.0,0.0,0.0,0.0,9.31039747949e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,TCGA-AA-3713-11A-01R-1723-07,0.704014268928,0.217427717846,0.057353841923,0.0203119726497,0.000892198652483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,TCGA-CK-6751-01A-11R-1839-07,0.713481987191,0.214097852109,0.0568450261718,0.0151635661851,0.000405617957471,0.0,0.0,0.0,0.0,0.0,1.98346189472e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96692378944e-06,0.0
104,TCGA-A6-5657-01A-01R-A32Z-07,0.753244016952,0.169721390333,0.0582995365765,0.0172905920102,0.0012715057962,0.0,0.000166668937837,0.0,0.0,4.19292925375e-06,0.0,1.04823231344e-06,0.0,0.0,0.0,1.04823231344e-06,0.0,0.0,0.0,0.0
105,TCGA-D5-6929-01A-31R-1928-07,0.64581751413,0.249589258561,0.0775694052617,0.026398385724,0.000525022234548,0.0,0.0,0.0,0.0,4.1121960083e-05,4.78162326547e-06,9.56324653093e-07,0.0,4.78162326547e-05,0.0,5.73794791856e-06,0.0,0.0,0.0,0.0
106,TCGA-A6-6780-01A-11R-A278-07,0.513724867681,0.217521712068,0.215611593137,0.0482218871014,0.00488756511532,0.0,0.0,0.0,0.0,3.1330545611e-06,0.0,1.35765697648e-05,0.0,0.0,1.56652728055e-05,0.0,0.0,0.0,0.0,0.0
107,TCGA-AA-3489-01A-21R-1839-07,0.766881446055,0.149811180741,0.0668274179885,0.0160289463969,0.00044263958258,0.0,0.0,0.0,0.0,5.57949053672e-06,0.0,2.78974526836e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,TCGA-AA-3495-01A-01R-1410-07,0.685489684529,0.224465995638,0.0705730961816,0.0191650577494,0.000298743699245,0.0,0.0,0.0,0.0,0.0,9.27775463493e-07,0.0,0.0,0.0,0.0,6.49442824445e-06,0.0,0.0,0.0,0.0
109,TCGA-CA-5797-01A-01R-1653-07,0.683388008556,0.196402755537,0.0998551951681,0.0194944094486,0.000857272905224,0.0,0.0,0.0,0.0,0.0,1.17919244185e-06,0.0,0.0,0.0,0.0,1.17919244185e-06,0.0,0.0,0.0,0.0
110,TCGA-F4-6460-01A-11R-1774-07,0.739435847854,0.165730274502,0.074516024113,0.0194811154725,0.00082337163556,0.0,0.0,4.4554742184e-06,8.9109484368e-07,8.9109484368e-07,5.34656906208e-06,0.0,0.0,0.0,0.0,0.0,1.78218968736e-06,0.0,0.0,0.0
111,TCGA-AA-3697-01A-01R-1723-07,0.670412414917,0.225339470392,0.087331412633,0.0166320404954,0.000274331102719,0.0,0.0,0.0,0.0,1.14782888167e-06,5.73914440835e-06,1.14782888167e-06,0.0,0.0,0.0,2.29565776334e-06,0.0,0.0,0.0,0.0
112,TCGA-AZ-6600-11A-01R-1774-07,0.696668776775,0.21910372437,0.0615049686903,0.0219009909324,0.000816278576326,0.0,0.0,0.0,0.0,4.38388064622e-06,0.0,8.76776129244e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,TCGA-DM-A1D9-01A-11R-A155-07,0.733459281681,0.177063151145,0.0732343673509,0.0157536560645,0.000482648776485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13698951273e-06,0.0,0.0,2.75799300849e-06,0.0
114,TCGA-5M-AATE-01A-11R-A41B-07,0.684583794621,0.204705845878,0.0936854493148,0.0164345479466,0.000581319491901,0.0,0.0,0.0,5.16728437245e-06,0.0,3.87546327934e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,TCGA-A6-6141-01A-11R-1774-07,0.670015759061,0.236849938715,0.0681071616179,0.0247303449483,0.000289791630187,0.0,0.0,0.0,2.62651024339e-06,1.75100682893e-06,1.75100682893e-06,8.75503414463e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,TCGA-AZ-5407-01A-01R-1723-07,0.578494268471,0.321877120309,0.0840642074063,0.0153340713495,0.000217833803521,0.0,0.0,0.0,0.0,0.0,1.24986608578e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,TCGA-G4-6310-01A-11R-1723-07,0.760615947838,0.143812773844,0.0784610289053,0.0149291859066,0.00217930174256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76176373691e-06,0.0,0.0,0.0,0.0
118,TCGA-F4-6569-01A-11R-1774-07,0.75530290366,0.165755066238,0.0629267257329,0.0155804784775,0.000433886742412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.391487931e-07,0.0,0.0,0.0,0.0
119,TCGA-D5-6931-01A-11R-1928-07,0.660672127935,0.236536653088,0.0723315662491,0.0299173966733,0.000536035143999,0.0,0.0,0.0,0.0,0.0,2.07363692069e-06,2.07363692069e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.07363692069e-06,0.0
120,TCGA-F4-6704-11A-01R-1839-07,0.723876833495,0.201532249123,0.0593027622689,0.0145191692091,0.00076612456141,0.0,0.0,0.0,0.0,7.15335724939e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14600717482e-06,0.0
121,TCGA-D5-6537-01A-11R-1723-07,0.642180462465,0.271447646479,0.0659475383039,0.0200692321309,0.000337637759484,0.0,0.0,0.0,0.0,0.0,9.83410949953e-06,0.0,0.0,0.0,0.0,7.64875183297e-06,0.0,0.0,0.0,0.0
122,TCGA-AU-3779-01A-01R-1723-07,0.63704884597,0.258952319507,0.0893512872276,0.0143320360465,0.000310516347895,0.0,0.0,0.0,1.66496701284e-06,8.32483506421e-07,2.49745051926e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,TCGA-AZ-4323-01A-21R-1839-07,0.633695060339,0.153292371513,0.0877454553059,0.110576777854,0.014592745374,0.0,0.0,0.0,0.0,5.34419314689e-05,0.0,8.51972820518e-06,0.0,3.48534335666e-05,0.0,7.74520745925e-07,0.0,0.0,0.0,0.0
124,TCGA-D5-6924-01A-11R-1928-07,0.71457245602,0.172418407338,0.0848047719335,0.0275172178509,0.000683530295341,0.0,0.0,0.0,0.0,0.0,0.0,1.20552080307e-06,0.0,0.0,0.0,2.41104160614e-06,0.0,0.0,0.0,0.0
125,TCGA-A6-6138-01A-11R-1774-07,0.724576801937,0.192080565342,0.0661140932414,0.0167377595383,0.00048508643876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69350280234e-06,0.0,0.0,0.0,0.0
126,TCGA-AD-6899-01A-11R-1928-07,0.665069681418,0.238905808759,0.077567627469,0.0179839963927,0.000468109335055,0.0,0.0,0.0,0.0,0.0,9.55325173583e-07,2.86597552075e-06,9.55325173583e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,TCGA-A6-3810-01A-01R-A278-07,0.574367646595,0.210449558288,0.167775568092,0.0434478311259,0.00395759207399,0.0,0.0,0.0,0.0,0.0,0.0,9.01912505468e-07,0.0,0.0,0.0,9.01912505468e-07,0.0,0.0,0.0,0.0
128,TCGA-CK-5912-01A-11R-1653-07,0.71603321105,0.183670521865,0.0785139172688,0.0209597345527,0.000817591658807,0.0,0.0,0.0,0.0,0.0,5.02360466241e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,TCGA-CM-5860-01A-01R-1653-07,0.727887514283,0.186318218654,0.0623219541105,0.0229559939029,0.000510706885676,0.0,0.0,0.0,2.24486543154e-06,0.0,0.0,0.0,0.0,0.0,1.12243271577e-06,2.24486543154e-06,0.0,0.0,0.0,0.0
130,TCGA-A6-6653-01A-11R-1774-07,0.62301014778,0.292760852384,0.0688153342579,0.0151284689602,0.000278672512265,0.0,0.0,0.0,0.0,6.52410563832e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,TCGA-AA-3712-01A-21R-1723-07,0.633396538973,0.231707036101,0.112602037172,0.0218451131596,0.000442362677492,0.0,0.0,0.0,0.0,0.0,2.30397227861e-06,1.1519861393e-06,0.0,0.0,1.1519861393e-06,2.30397227861e-06,0.0,0.0,0.0,0.0
132,TCGA-A6-5656-01A-21R-A278-07,0.51422874406,0.24711341045,0.175227371431,0.0570777051838,0.00633903201639,0.0,0.0,0.0,0.0,3.17004434892e-06,0.0,0.0,0.0,0.0,0.0,1.05668144964e-05,0.0,0.0,0.0,0.0
133,TCGA-CM-6677-01A-11R-1839-07,0.693253922612,0.230847015748,0.0594514094564,0.0159456441518,0.000496017482819,0.0,0.0,0.0,0.0,0.0,0.0,1.19810986188e-06,0.0,0.0,1.19810986188e-06,3.59432958565e-06,0.0,0.0,0.0,0.0
134,TCGA-NH-A50T-01A-11R-A28H-07,0.622316610183,0.300277532076,0.063105626174,0.0139076615749,0.00038884306145,0.0,0.0,0.0,0.0,0.0,1.24231010048e-06,0.0,0.0,0.0,0.0,2.48462020096e-06,0.0,0.0,0.0,0.0
135,TCGA-AZ-6608-01A-11R-1839-07,0.689719006168,0.214653824672,0.0772995226934,0.0180361894495,0.000289018045945,0.0,0.0,0.0,0.0,0.0,2.43897085186e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,TCGA-AG-3742-01A-11R-1660-07,0.708509368904,0.173565216947,0.0879094064636,0.0292200948197,0.000794635317324,0.0,0.0,0.0,0.0,0.0,1.27754874168e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,TCGA-D5-6928-01A-11R-1928-07,0.760677218775,0.149943252764,0.0743262450175,0.0145131845201,0.000471665336598,0.0,0.0,0.0,0.0,5.26412206025e-05,2.1056488241e-06,1.36867173567e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,TCGA-DM-A28H-01A-11R-A16W-07,0.731160414336,0.164607179225,0.084018658426,0.0197039178072,0.000509830206148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,TCGA-CM-5862-01A-01R-1653-07,0.72456822348,0.171229847501,0.0807525941724,0.0229130370986,0.000535264418556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03332899335e-06,0.0,0.0,0.0,0.0
140,TCGA-A6-5659-11A-01R-1653-07,0.640565977861,0.265922980717,0.0708480334509,0.0179440368856,0.00471299770398,0.0,0.0,0.0,0.0,2.24001792014e-06,2.24001792014e-06,7.46672640048e-07,0.0,0.0,0.0,0.0,0.0,7.46672640048e-07,0.0,0.0
141,TCGA-AA-3685-01A-02R-A32Z-07,0.661091735561,0.234209404165,0.0867538906546,0.0173574375438,0.000573568790124,0.0,0.0,0.0,0.0,0.0,1.07409885791e-05,2.14819771582e-06,0.0,0.0,0.0,1.07409885791e-06,0.0,0.0,0.0,0.0
142,TCGA-A6-5665-11A-01R-1653-07,0.559022841515,0.351766548361,0.0700758757227,0.017560419861,0.00157157850615,0.0,0.0,0.0,1.64162100224e-06,1.09441400149e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,TCGA-G4-6304-01A-11R-1928-07,0.674146476966,0.149254767837,0.155682775024,0.0195531211208,0.00136141228078,0.0,0.0,0.0,0.0,0.0,0.0,1.44677181804e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,TCGA-CA-6719-01A-11R-1839-07,0.698104803568,0.207300659852,0.0776560440646,0.0160777225874,0.000860769927575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,TCGA-CM-6170-01A-11R-1653-07,0.631679657253,0.271184511704,0.0790858655049,0.0172203265799,0.000826448039074,0.0,0.0,0.0,0.0,0.0,2.12727937986e-06,0.0,0.0,0.0,0.0,1.06363968993e-06,0.0,0.0,0.0,0.0
146,TCGA-AY-6386-01A-21R-1723-07,0.611466714235,0.312596381574,0.0600486647315,0.0155407445503,0.00034672269829,0.0,0.0,0.0,0.0,7.72210909332e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,TCGA-AZ-6600-01A-11R-1774-07,0.643268071149,0.244833846455,0.0875120277326,0.0237959801055,0.000588227689364,0.0,0.0,0.0,0.0,9.23434363209e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.23434363209e-07,0.0,0.0
148,TCGA-CM-6676-01A-11R-1839-07,0.699532322586,0.203875645368,0.0794301205392,0.0166863073565,0.000471376556943,0.0,0.0,0.0,0.0,0.0,1.05689810974e-06,0.0,0.0,0.0,0.0,3.17069432921e-06,0.0,0.0,0.0,0.0
149,TCGA-NH-A8F7-01A-11R-A41B-07,0.345627870174,0.191777576096,0.445074854198,0.0168707301184,0.00064835075776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18655303206e-07,0.0,0.0,0.0,0.0
150,GTEX-131XG-1826-SM-5LZV4,0.382276166473,0.486671728399,0.106372095226,0.0232116317587,0.0014665944468,0.0,0.0,1.98188438757e-07,0.0,9.90942193784e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9456531627e-07,0.0
151,GTEX-OXRK-1726-SM-3NB16,0.399912984501,0.476081349332,0.0992979154211,0.0239811916472,0.000721366165917,0.0,0.0,4.51559415285e-07,0.0,2.03201736878e-06,9.03118830569e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80623766114e-06,0.0
152,GTEX-13QBU-2026-SM-5KLZB,0.835998397713,0.106480599342,0.0439448726832,0.0130867833016,0.00048285120388,0.0,0.0,5.41313008834e-06,0.0,1.08262601767e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,GTEX-WHPG-1626-SM-4M1ZL,0.823513212042,0.108626803354,0.048864179299,0.0182019645479,0.000774433706904,0.0,0.0,1.38621785245e-05,0.0,0.0,0.0,0.0,0.0,1.84829046994e-06,0.0,0.0,3.69658093987e-06,0.0,0.0,0.0
154,GTEX-117YX-0526-SM-5EGJH,0.783962935584,0.146388912919,0.0534771974803,0.0155290310404,0.000632092609923,0.0,2.94911015516e-06,1.96607343678e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.91518359194e-06,0.0,0.0,0.0
155,GTEX-ZV6S-1126-SM-57WE9,0.845319625074,0.0981109793433,0.0445366267559,0.011604054919,0.000424744334675,0.0,9.92393305315e-07,0.0,0.0,0.0,0.0,0.0,9.92393305315e-07,0.0,0.0,0.0,0.0,1.98478661063e-06,0.0,0.0
156,GTEX-U3ZM-1126-SM-4DXUB,0.451368250444,0.409609351545,0.112151946693,0.0261482013988,0.000718271423356,0.0,0.0,1.53019050566e-06,0.0,2.44830480905e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,GTEX-XUW1-1926-SM-4BOP1,0.458548943491,0.423998394255,0.0950474634123,0.021315289275,0.00108817624919,0.0,0.0,6.93326695886e-07,6.93326695886e-07,3.46663347943e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,GTEX-132NY-2726-SM-5PNY2,0.840582195556,0.10197976868,0.0420011808545,0.0149942386388,0.000438533094549,0.0,0.0,0.0,0.0,2.44990555614e-06,0.0,0.0,0.0,0.0,1.63327037076e-06,0.0,0.0,0.0,0.0,0.0
159,GTEX-111YS-1626-SM-5GZZ9,0.80725224844,0.113880858305,0.0615096953526,0.0166645136287,0.000689343353126,0.0,0.0,2.22728062399e-06,0.0,0.0,0.0,0.0,0.0,1.113640312e-06,0.0,0.0,0.0,0.0,0.0,0.0
160,GTEX-13VXT-2426-SM-5LU46,0.562394210326,0.33020521934,0.087822764698,0.0187627142772,0.000811876914317,0.0,0.0,0.0,4.592063995e-07,2.2960319975e-06,0.0,0.0,0.0,4.592063995e-07,0.0,0.0,0.0,0.0,0.0,0.0
161,GTEX-13FTW-1826-SM-5IJEN,0.398670474598,0.453491404664,0.122183135485,0.0234484461379,0.00220467180454,0.0,0.0,8.29915981381e-07,0.0,1.03739497673e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,GTEX-T5JW-1126-SM-4DM5V,0.416721981529,0.448861723844,0.110312371829,0.023322521792,0.000780929572551,0.0,0.0,4.71433487806e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,GTEX-OIZH-1426-SM-3NB1O,0.419957748281,0.448530726435,0.105508630826,0.0242100119603,0.00179106600086,0.0,0.0,7.78498696404e-07,0.0,1.03799826187e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,GTEX-11ONC-1926-SM-5GU75,0.712496313557,0.197096865146,0.0718452957743,0.0177137245878,0.00084456010604,0.0,0.0,0.0,0.0,1.94449755804e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.29633170536e-06,0.0,0.0,0.0
165,GTEX-147JS-2626-SM-5S2UX,0.826908310631,0.106843832504,0.0506428528854,0.0150194766718,0.000558354633204,0.0,1.75307577144e-06,8.7653788572e-07,0.0,8.7653788572e-06,0.0,0.0,0.0,0.0,1.75307577144e-06,0.0,5.25922731432e-06,0.0,8.7653788572e-06,0.0
166,GTEX-12696-1926-SM-5EGJT,0.789446016725,0.132190826298,0.0615011695517,0.0161720295076,0.000659840707335,6.38849924114e-06,0.0,1.82528549747e-06,0.0,9.12642748734e-07,0.0,0.0,0.0,0.0,0.0,1.73402122259e-05,3.65057099494e-06,0.0,0.0,0.0
167,GTEX-S7SF-1926-SM-4AT5B,0.395398509792,0.461195908684,0.119025399615,0.0231950575909,0.00117693609841,0.0,0.0,0.0,0.0,1.92663981734e-06,6.02074942917e-06,0.0,0.0,0.0,0.0,0.0,2.40829977167e-07,0.0,0.0,0.0
168,GTEX-ZZ64-0726-SM-5GZX4,0.467245132624,0.436120173654,0.0781745430673,0.0179622214793,0.000495230371521,0.0,0.0,1.01205116796e-06,0.0,6.74700778638e-07,0.0,0.0,1.01205116796e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,GTEX-XAJ8-0726-SM-47JY5,0.678527870612,0.246962862253,0.0561072652918,0.0171470053107,0.00125192055995,0.0,3.07597189177e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,GTEX-QLQ7-1126-SM-4R1KN,0.829056925584,0.115701902279,0.0431286280165,0.0114951095574,0.000612727311241,0.0,0.0,2.3536260355e-06,1.56908402366e-06,7.84542011832e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,GTEX-11I78-1326-SM-5PNY9,0.875430880519,0.0836450574471,0.030658532256,0.00986998529583,0.000392257408515,0.0,0.0,0.0,0.0,3.28707325571e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,GTEX-RWS6-1826-SM-47JXX,0.824525904549,0.111325786139,0.0474479186336,0.0162131081438,0.000481191503254,0.0,0.0,0.0,0.0,2.43641267471e-06,0.0,0.0,0.0,0.0,0.0,0.0,3.65461901206e-06,0.0,0.0,0.0
173,GTEX-XUJ4-2126-SM-4BOOX,0.853203689553,0.0909403787026,0.0428871413185,0.0125933369034,0.00037184339256,0.0,0.0,3.61013002485e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,GTEX-ZT9W-1826-SM-51MQX,0.395345063885,0.467021642047,0.112744008428,0.0235976015884,0.00129069349566,0.0,0.0,1.98111050753e-07,0.0,7.92444203013e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,GTEX-13O3P-2326-SM-5KM55,0.783470544493,0.13769346443,0.0662890192514,0.0115825828307,0.000961745021895,0.0,1.32198628439e-06,6.60993142196e-07,0.0,6.60993142196e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,GTEX-XBEW-1926-SM-4SOJO,0.482120849663,0.370234630231,0.123866164555,0.0229227892604,0.000851868361797,0.0,0.0,0.0,3.36175359825e-07,2.01705215895e-06,0.0,0.0,0.0,0.0,1.3447014393e-06,0.0,0.0,0.0,0.0,0.0
177,GTEX-13OW5-2826-SM-5KM1G,0.832427429434,0.101034027401,0.0506638055038,0.0153547763341,0.000514066073997,0.0,1.17905062843e-06,1.17905062843e-06,0.0,2.35810125687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17905062843e-06,0.0,0.0
178,GTEX-13S86-1626-SM-5Q5C5,0.407448234718,0.463840079289,0.108492922258,0.0189480333537,0.00126931531406,0.0,0.0,0.0,5.660268959e-07,8.4904034385e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,GTEX-13OVJ-1826-SM-5KM2D,0.837875537492,0.104770963726,0.0476349629492,0.00922916532241,0.000487920523329,0.0,0.0,7.24993348186e-07,0.0,7.24993348186e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,GTEX-13OVG-1426-SM-5K7VP,0.588793474524,0.352552376273,0.0478798702852,0.0103646789075,0.000408782445574,0.0,4.08782445574e-07,0.0,0.0,4.08782445574e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,GTEX-P78B-1726-SM-3P5ZV,0.553865466673,0.347815788539,0.0781117251378,0.0193513661444,0.000780307498313,0.0,0.0,4.33023029031e-07,8.66046058061e-07,1.73209211612e-06,6.19222931514e-05,7.79441452255e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59813817418e-06
182,GTEX-ZF28-2526-SM-57WFH,0.793389089056,0.132163447456,0.0574945169041,0.0161099429187,0.000838240932353,0.0,0.0,0.0,0.0,4.76273257018e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,GTEX-PLZ5-1126-SM-3P613,0.389234701262,0.473429149578,0.112983938778,0.0233626458709,0.000987566736781,0.0,0.0,2.2197499141e-07,2.2197499141e-07,1.55382493987e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,GTEX-YB5E-1626-SM-5IFIQ,0.376843816783,0.484733457495,0.107693263341,0.0291013392239,0.00162659747325,0.0,0.0,2.17954907309e-07,0.0,8.71819629237e-07,0.0,0.0,0.0,0.0,0.0,0.0,4.35909814618e-07,0.0,0.0,0.0
185,GTEX-WQUQ-2526-SM-4MVNO,0.548708114046,0.35327361941,0.0792165774444,0.0178180769818,0.000972306231239,0.0,0.0,5.65294320488e-06,0.0,1.41323580122e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.23970740366e-06,0.0,0.0,0.0
186,GTEX-ZYVF-2826-SM-5GIDK,0.720258833891,0.207606048741,0.0571253921075,0.0145747787062,0.00043223378965,0.0,0.0,1.80850958013e-06,0.0,9.04254790064e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,GTEX-WI4N-2226-SM-4OOS9,0.806430934602,0.121223920739,0.0587634882836,0.0129538734033,0.000626900014745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82957767247e-07,0.0,0.0,0.0,0.0,0.0,0.0
188,GTEX-147F3-1926-SM-5SIB9,0.424575858903,0.430642694882,0.118921939811,0.0247326627845,0.00112309104677,0.0,0.0,2.68040822617e-07,0.0,8.04122467852e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68040822617e-07,2.41236740356e-06,0.0
189,GTEX-Q2AI-0926-SM-48U1F,0.381080059762,0.487107426273,0.107744440566,0.0224974181079,0.00156694848675,0.0,1.64746851018e-06,8.23734255092e-07,0.0,1.23560138264e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,GTEX-X5EB-0926-SM-46MVT,0.831146465387,0.0940929412634,0.0466408145659,0.0277687096819,0.00034892843649,0.0,0.0,0.0,0.0,2.14066525454e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,GTEX-ZC5H-2426-SM-4WAZ6,0.796271707246,0.128835205181,0.0572800687548,0.0167472911173,0.000851343855716,0.0,0.0,0.0,1.79798068789e-06,1.25858648152e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,GTEX-144GN-1126-SM-5LU33,0.400937434991,0.45996636849,0.101576910408,0.0363356823383,0.00118122009569,0.0,0.0,0.0,0.0,2.1669787116e-06,0.0,0.0,0.0,0.0,0.0,2.1669787116e-07,0.0,0.0,0.0,0.0
193,GTEX-145MO-2426-SM-5NQ9W,0.761751361035,0.153770561578,0.0706695153129,0.0133168645975,0.000485438243632,0.0,6.95470263082e-07,2.78188105233e-06,0.0,6.95470263082e-07,0.0,0.0,0.0,0.0,0.0,0.0,2.08641078925e-06,0.0,0.0,0.0
194,GTEX-11ZVC-2126-SM-5EGJ1,0.694142648984,0.224498035959,0.0649369010439,0.0159466881327,0.000466810000051,0.0,1.9105457028e-06,6.368485676e-07,0.0,2.5473942704e-06,3.184242838e-06,0.0,0.0,6.368485676e-07,0.0,0.0,0.0,0.0,0.0,0.0
195,GTEX-13U4I-2626-SM-5SI9C,0.757104918058,0.175319309082,0.0517228335092,0.0150769756037,0.000768204109504,0.0,9.69954683717e-07,2.90986405115e-06,0.0,0.0,0.0,0.0,2.90986405115e-06,0.0,0.0,0.0,9.69954683717e-07,0.0,0.0,0.0
196,GTEX-P4PP-1426-SM-3NM9L,0.397155186854,0.473894737944,0.101028664054,0.0259484455317,0.00197143889085,0.0,0.0,0.0,4.36207299667e-07,8.72414599335e-07,0.0,0.0,2.18103649834e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,GTEX-11EMC-1426-SM-5N9E4,0.846709643852,0.10323886472,0.0380357200556,0.0116396312501,0.000373654615546,0.0,0.0,1.65700494699e-06,0.0,8.28502473494e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
