Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
,,,,GTEX-1GF9W-2126-SM-7MXUX,,,,,GTEX-YB5K-2026-SM-4VDT3,
,,,,GTEX-1GF9W-2626-SM-7P8TA,,,,,GTEX-YB5K-2126-SM-4WWDJ,
,,,,GTEX-1GF9W-2726-SM-9JGGW,,,,,GTEX-YEC3-1326-SM-DO92X,
,,,,GTEX-1GF9W-2826-SM-7MKGE,,,,,GTEX-YEC3-2526-SM-CXZIH,
,,,,GTEX-1GF9X-1726-SM-7SB8D,,,,,GTEX-YEC4-1026-SM-9WG7N,
,,,,GTEX-1GL5R-0826-SM-9KNTS,,,,,GTEX-YEC4-1826-SM-4W1YP,
,,,,GTEX-1GMR2-0726-SM-7MXVK,,,,,GTEX-YEC4-2126-SM-5IFJH,
,,,,GTEX-1GMR3-1726-SM-9JGGQ,,,,,GTEX-YECK-0326-SM-4W1YS,
,,,,GTEX-1GMR3-2226-SM-9YFT6,,,,,GTEX-YECK-1626-SM-5IFHQ,
,,,,GTEX-1GMR8-0011-R10a-SM-CJI21,,,,,GTEX-YF7O-0926-SM-5IFIF,
,,,,GTEX-1GMR8-0011-R11b-SM-9OSX2,,,,,GTEX-YF7O-1526-SM-5IFI6,
,,,,GTEX-1GMR8-0011-R1b-SM-CJI2O,,,,,GTEX-YF7O-1926-SM-4W1YQ,
,,,,GTEX-1GMR8-0011-R2a-SM-CE6RD,,,,,GTEX-YFC4-0126-SM-5CVLY,
,,,,GTEX-1GMR8-0011-R3b-SM-9QEIG,,,,,GTEX-YFC4-1226-SM-5LU9R,
,,,,GTEX-1GMR8-0011-R4a-SM-9OSX1,,,,,GTEX-YFC4-1426-SM-5IFJG,
,,,,GTEX-1GMR8-0011-R5b-SM-9QEIH,,,,,GTEX-YFCO-1226-SM-5LUAT,
,,,,GTEX-1GMR8-0011-R6b-SM-CE6RC,,,,,GTEX-YJ89-0126-SM-4TT3X,
,,,,GTEX-1GMR8-0011-R7b-SM-CJI2I,,,,,GTEX-YJ89-1526-SM-5P9IR,
,,,,GTEX-1GMR8-0011-R8a-SM-CKZNX,,,,,GTEX-YJ8A-0426-SM-5IFID,
,,,,GTEX-1GMR8-0426-SM-9MQJZ,,,,,GTEX-YJ8O-1226-SM-5P9JE,
,,,,GTEX-1GMR8-2926-SM-9KNW5,,,,,GTEX-YJ8O-2526-SM-5HL85,
,,,,GTEX-1GMR8-3026-SM-9KNVF,,,,,GTEX-Z93S-0126-SM-5HL7M,
,,,,GTEX-1GMR8-3126-SM-9WPOR,,,,,GTEX-Z93S-1626-SM-5CVMB,
,,,,GTEX-1GMRU-0011-R10b-SM-CJI2L,,,,,GTEX-Z93T-0126-SM-5HL5N,
,,,,GTEX-1GMRU-0011-R11b-SM-C1YQ4,,,,,GTEX-Z93T-0426-SM-5HL6G,
,,,,GTEX-1GMRU-0011-R5a-SM-CKZNS,,,,,GTEX-Z9EW-0526-SM-5HL8S,
,,,,GTEX-1GMRU-0011-R6b-SM-A9G3B,,,,,GTEX-Z9EW-1626-SM-5CVMN,
,,,,GTEX-1GMRU-0011-R7b-SM-A96TJ,,,,,GTEX-Z9EW-1826-SM-5CVMA,
,,,,GTEX-1GMRU-0426-SM-7SB95,,,,,GTEX-ZA64-0626-SM-5HL9O,
,,,,GTEX-1GMRU-3026-SM-7P8TC,,,,,GTEX-ZA64-1026-SM-5HL8R,
,,,,GTEX-1GMRU-3126-SM-7MXVL,,,,,GTEX-ZA64-1726-SM-5CVMF,
,,,,GTEX-1GN1U-0011-R10b-SM-CKZNH,,,,,GTEX-ZAB4-0226-SM-5N9F5,
,,,,GTEX-1GN1U-0011-R1a-SM-CJI25,,,,,GTEX-ZAB4-1126-SM-5HL86,
,,,,GTEX-1GN1U-0011-R2a-SM-CL53A,,,,,GTEX-ZAB4-1226-SM-5CVN5,
,,,,GTEX-1GN1U-0011-R5a-SM-9QEIS,,,,,GTEX-ZAB4-2126-SM-5HL8U,
,,,,GTEX-1GN1U-0011-R6a-SM-CKZNO,,,,,GTEX-ZAB5-0926-SM-5CVMV,
,,,,GTEX-1GN1U-0011-R8a-SM-CL537,,,,,GTEX-ZAB5-1826-SM-5HL7C,
,,,,GTEX-1GN1U-0011-R9b-SM-CMKFW,,,,,GTEX-ZAB5-2326-SM-5IJFR,
,,,,GTEX-1GN1U-0326-SM-9MQLT,,,,,GTEX-ZAJG-0126-SM-5HL94,
,,,,GTEX-1GN1U-3226-SM-7MKH5,,,,,GTEX-ZAJG-1326-SM-5S2NV,
,,,,GTEX-1GN1V-0011-R10a-SM-CKZNU,,,,,GTEX-ZAJG-1526-SM-5CVML,
,,,,GTEX-1GN1V-0011-R8a-SM-CKZNV,,,,,GTEX-ZAK1-0126-SM-5IJD3,
,,,,GTEX-1GN1V-0526-SM-9MQLQ,,,,,GTEX-ZAK1-0626-SM-5HL8E,
,,,,GTEX-1GN1V-1826-SM-9JGGD,,,,,GTEX-ZAK1-1526-SM-5S2OV,
,,,,GTEX-1GN1V-3126-SM-7PBZG,,,,,GTEX-ZC5H-0226-SM-4WAY9,
,,,,GTEX-1GN1W-1426-SM-9JGHP,,,,,GTEX-ZC5H-1326-SM-5HL7E,
,,,,GTEX-1GN2E-0011-R10a-SM-CE6RI,,,,,GTEX-ZC5H-1526-SM-5HL9Y,
,,,,GTEX-1GN2E-0011-R1b-SM-CE6RJ,,,,,GTEX-ZC5H-2226-SM-4WAWS,
,,,,GTEX-1GN2E-0011-R2a-SM-9WG7D,,,,,GTEX-ZDTS-0126-SM-4WAY5,
,,,,GTEX-1GN2E-0011-R5b-SM-CJI2M,,,,,GTEX-ZDTS-0826-SM-4WKHL,
,,,,GTEX-1GN2E-0011-R6b-SM-9QEII,,,,,GTEX-ZDTT-0426-SM-4WKFL,
,,,,GTEX-1GN2E-0011-R7b-SM-9QEIJ,,,,,GTEX-ZDTT-1326-SM-4WKFH,
,,,,GTEX-1GN2E-0011-R8a-SM-CE6RK,,,,,GTEX-ZDTT-2726-SM-4WKF8,
,,,,GTEX-1GN2E-0011-R9b-SM-9WG7F,,,,,GTEX-ZDXO-3026-SM-5J1N5,
,,,,GTEX-1GN2E-0526-SM-9MQKC,,,,,GTEX-ZDXO-3126-SM-5IJDF,
,,,,GTEX-1GN2E-2926-SM-7MXV3,,,,,GTEX-ZDYS-0826-SM-4WWCR,
,,,,GTEX-1GN2E-3026-SM-9WG6I,,,,,GTEX-ZDYS-1626-SM-4WKGB,
,,,,GTEX-1GN73-0011-R10b-SM-CKZNR,,,,,GTEX-ZDYS-2026-SM-5HL5L,
,,,,GTEX-1GN73-0011-R11b-SM-9OSX4,,,,,GTEX-ZDYS-2426-SM-4WKGI,
,,,,GTEX-1GN73-0011-R1a-SM-CKZNT,,,,,GTEX-ZE7O-0126-SM-57WC1,
,,,,GTEX-1GN73-0011-R2a-SM-CJI2V,,,,,GTEX-ZE7O-2426-SM-57WD7,
,,,,GTEX-1GN73-0011-R3b-SM-9QEIL,,,,,GTEX-ZE7O-2726-SM-51MT5,
,,,,GTEX-1GN73-0011-R4b-SM-9QEIK,,,,,GTEX-ZE7O-2926-SM-51MSG,
,,,,GTEX-1GN73-0011-R5a-SM-9QEIM,,,,,GTEX-ZE9C-1126-SM-4WWBD,
,,,,GTEX-1GN73-0011-R6b-SM-CJI2T,,,,,GTEX-ZE9C-2526-SM-5IJDR,
,,,,GTEX-1GN73-0011-R7a-SM-CJI2U,,,,,GTEX-ZE9C-2726-SM-57WB5,
,,,,GTEX-1GN73-0011-R8b-SM-CKZNY,,,,,GTEX-ZEX8-1426-SM-4WKHQ,
,,,,GTEX-1GN73-0011-R9a-SM-CKZO5,,,,,GTEX-ZEX8-2226-SM-57WC6,
,,,,GTEX-1GN73-0426-SM-9KNVJ,,,,,GTEX-ZEX8-2426-SM-4WKG4,
,,,,GTEX-1GN73-1526-SM-9WPP1,,,,,GTEX-ZF28-0126-SM-4WKGK,
,,,,GTEX-1GN73-3026-SM-7MXV8,,,,,GTEX-ZF29-0926-SM-4WKFZ,
,,,,GTEX-1GN73-3126-SM-9KNTY,,,,,GTEX-ZF29-1326-SM-DNZYV,
,,,,GTEX-1GPI6-0011-R5a-SM-CJI2W,,,,,GTEX-ZF29-2126-SM-DNZYX,
,,,,GTEX-1GPI6-0426-SM-7PBZI,,,,,GTEX-ZF29-2326-SM-DO92K,
,,,,GTEX-1GPI6-2126-SM-9JGGH,,,,,GTEX-ZF2S-1226-SM-4WWAX,
,,,,GTEX-1GPI7-1426-SM-9JGGR,,,,,GTEX-ZF2S-1626-SM-57WES,
,,,,GTEX-1GTWX-0011-R10b-SM-CJI2X,,,,,GTEX-ZF2S-2326-SM-4WWCE,
,,,,GTEX-1GTWX-0011-R11b-SM-C1YQJ,,,,,GTEX-ZF3C-0126-SM-DO92D,
,,,,GTEX-1GTWX-0011-R1a-SM-CE6RL,,,,,GTEX-ZF3C-0626-SM-DO92O,
,,,,GTEX-1GTWX-0011-R2b-SM-ADEH5,,,,,GTEX-ZF3C-1626-SM-4WWB4,
,,,,GTEX-1GTWX-0011-R3b-SM-CJI2Z,,,,,GTEX-ZG7Y-1126-SM-4WWEZ,
,,,,GTEX-1GTWX-0011-R4a-SM-C1YQI,,,,,GTEX-ZGAY-0526-SM-4WWBB,
,,,,GTEX-1GTWX-0011-R5b-SM-CKZO6,,,,,GTEX-ZGAY-1126-SM-4WWBS,
,,,,GTEX-1GTWX-0011-R6a-SM-A96RN,,,,,GTEX-ZGAY-1826-SM-DO91Q,
,,,,GTEX-1GTWX-0011-R7a-SM-A96RO,,,,,GTEX-ZGAY-2226-SM-4YCCX,
,,,,GTEX-1GTWX-0011-R8a-SM-CE6RM,,,,,GTEX-ZLFU-1126-SM-DO11K,
,,,,GTEX-1GTWX-0011-R9a-SM-ADEH4,,,,,GTEX-ZLFU-1826-SM-4WWBV,
,,,,GTEX-1GTWX-0426-SM-9MQM1,,,,,GTEX-ZLFU-2226-SM-EXUS7,
,,,,GTEX-1GTWX-2226-SM-9JGHD,,,,,GTEX-ZLV1-0526-SM-4WWD4,
,,,,GTEX-1GTWX-2926-SM-7MXV4,,,,,GTEX-ZLV1-1526-SM-DO91J,
,,,,GTEX-1GTWX-3126-SM-9WG7V,,,,,GTEX-ZLWG-0826-SM-59888,
,,,,GTEX-1GZ2Q-0011-R10b-SM-CE6RN,,,,,GTEX-ZLWG-1126-SM-4WWFQ,
,,,,GTEX-1GZ2Q-0011-R1a-SM-CJI2Y,,,,,GTEX-ZLWG-1326-SM-DNZYZ,
,,,,GTEX-1GZ2Q-0011-R2b-SM-9OSWO,,,,,GTEX-ZLWG-2026-SM-DO11F,
,,,,GTEX-1GZ2Q-0011-R3a-SM-A96RP,,,,,GTEX-ZLWG-2526-SM-57WDS,
,,,,GTEX-1GZ2Q-0011-R5a-SM-A96RQ,,,,,GTEX-ZP4G-0826-SM-4WWF3,
,,,,GTEX-1GZ2Q-0011-R6a-SM-9OSWM,,,,,GTEX-ZP4G-1426-SM-4WWCL,
,,,,GTEX-1GZ2Q-0011-R7b-SM-9OSWN,,,,,GTEX-ZP4G-1926-SM-57WDZ,
,,,,GTEX-1GZ2Q-0011-R8a-SM-CE6RO,,,,,GTEX-ZP4G-2026-SM-57WEH,
,,,,GTEX-1GZ2Q-0011-R9a-SM-9WG7A,,,,,GTEX-ZPCL-1126-SM-4WWFE,
,,,,GTEX-1GZ2Q-3026-SM-9JGG3,,,,,GTEX-ZPCL-1426-SM-57WEC,
,,,,GTEX-1GZ2Q-3126-SM-9JGGM,,,,,GTEX-ZPIC-0526-SM-DO91W,
,,,,GTEX-1GZ2Q-3226-SM-9WG6L,,,,,GTEX-ZPIC-1726-SM-DHXIU,
,,,,GTEX-1GZ4H-1226-SM-9KNUA,,,,,GTEX-ZPU1-1126-SM-4YCF3,
,,,,GTEX-1GZ4I-0011-R10a-SM-9OSX3,,,,,GTEX-ZPU1-1426-SM-4WWFU,
,,,,GTEX-1GZ4I-0011-R11b-SM-9OSWR,,,,,GTEX-ZPU1-2326-SM-57WEP,
,,,,GTEX-1GZ4I-0011-R3b-SM-9OSWP,,,,,GTEX-ZQG8-1126-SM-51MRL,
,,,,GTEX-1GZ4I-0011-R4a-SM-9QEI9,,,,,GTEX-ZQG8-1626-SM-DHXIT,
,,,,GTEX-1GZ4I-0011-R5a-SM-9OSWQ,,,,,GTEX-ZQG8-2126-SM-4YCF1,
,,,,GTEX-1GZ4I-0011-R6b-SM-9WG77,,,,,GTEX-ZQUD-0426-SM-57WFR,
,,,,GTEX-1GZ4I-0011-R7b-SM-ARU71,,,,,GTEX-ZQUD-0626-SM-51MR2,
,,,,GTEX-1GZ4I-0011-R8b-SM-9WG76,,,,,GTEX-ZQUD-1426-SM-57WER,
,,,,GTEX-1GZ4I-0011-R9b-SM-B2LY8,,,,,GTEX-ZT9W-1126-SM-57WDR,
,,,,GTEX-1GZ4I-0326-SM-7PBZN,,,,,GTEX-ZT9W-1326-SM-51MTB,
,,,,GTEX-1GZ4I-2726-SM-9JGG9,,,,,GTEX-ZT9W-2126-SM-51MSF,
,,,,GTEX-1GZ4I-2926-SM-9JGGO,,,,,GTEX-ZT9X-0526-SM-5GCOP,
,,,,GTEX-1GZ4I-3026-SM-9KNTX,,,,,GTEX-ZT9X-1526-SM-5DUXD,
,,,,GTEX-1GZ4I-3126-SM-9WPPQ,,,,,GTEX-ZTPG-0326-SM-5O9AX,
,,,,GTEX-1GZHY-0011-R11a-SM-C1YRQ,,,,,GTEX-ZTPG-1626-SM-5DUX2,
,,,,GTEX-1GZHY-0011-R1a-SM-CE6RR,,,,,GTEX-ZTPG-2226-SM-57WF9,
,,,,GTEX-1GZHY-0011-R6a-SM-9OSWL,,,,,GTEX-ZTSS-0626-SM-59867,
,,,,GTEX-1GZHY-0011-R8b-SM-9OSWK,,,,,GTEX-ZTSS-1426-SM-5985P,
,,,,GTEX-1GZHY-0011-R9a-SM-9WG5R,,,,,GTEX-ZTSS-1926-SM-57WEW,
,,,,GTEX-1GZHY-0226-SM-9WG6A,,,,,GTEX-ZTSS-2026-SM-5987K,
,,,,GTEX-1GZHY-2426-SM-9JGGK,,,,,GTEX-ZTTD-1026-SM-51MRD,
,,,,GTEX-1GZHY-3026-SM-7MXVA,,,,,GTEX-ZTTD-2726-SM-57WFA,
,,,,GTEX-1GZHY-3126-SM-9QEHH,,,,,GTEX-ZTTD-2826-SM-4YCFA,
,,,,GTEX-1GZHY-3226-SM-9KNUB,,,,,GTEX-ZTX8-0226-SM-5E44D,
,,,,GTEX-1H11D-0426-SM-ADEIO,,,,,GTEX-ZTX8-1326-SM-4YCEL,
,,,,GTEX-1H11D-1626-SM-9JGHM,,,,,GTEX-ZTX8-1426-SM-5DUVO,
,,,,GTEX-1H1CY-0011-R10a-SM-CE6SD,,,,,GTEX-ZU9S-0226-SM-5E441,
,,,,GTEX-1H1CY-0011-R11a-SM-C1YQR,,,,,GTEX-ZU9S-1826-SM-5NQ9E,
,,,,GTEX-1H1CY-0011-R1a-SM-CKZOZ,,,,,GTEX-ZU9S-1926-SM-5NQBP,
,,,,GTEX-1H1CY-0011-R4b-SM-CJI3G,,,,,GTEX-ZUA1-0126-SM-5GU76,
,,,,GTEX-1H1CY-0011-R5a-SM-CM2SN,,,,,GTEX-ZUA1-1226-SM-5NQ6O,
,,,,GTEX-1H1CY-0011-R6b-SM-CE6RP,,,,,GTEX-ZUA1-2626-SM-5NQ92,
,,,,GTEX-1H1CY-0011-R7a-SM-CJI32,,,,,GTEX-ZUA1-2826-SM-59HLE,
,,,,GTEX-1H1CY-0011-R8b-SM-CJI31,,,,,GTEX-ZV68-0126-SM-59HKS,
,,,,GTEX-1H1CY-1926-SM-9WG7X,,,,,GTEX-ZV68-0926-SM-59HK7,
,,,,GTEX-1H1CY-2526-SM-9WG6C,,,,,GTEX-ZV6S-2326-SM-4YCEY,
,,,,GTEX-1H1CY-3026-SM-9OSW7,,,,,GTEX-ZV7C-1826-SM-5NQ83,
,,,,GTEX-1H1DE-1626-SM-9KNU5,,,,,GTEX-ZVE1-0726-SM-51MRN,
,,,,GTEX-1H1DE-1826-SM-9MQK8,,,,,GTEX-ZVE2-0226-SM-59HJB,
,,,,GTEX-1H1DF-0011-R9b-SM-CM2RN,,,,,GTEX-ZVE2-1326-SM-5NQ94,
,,,,GTEX-1H1DF-0326-SM-B2LW6,,,,,GTEX-ZVE2-2826-SM-5GU51,
,,,,GTEX-1H1DG-0011-R10b-SM-CE6S7,,,,,GTEX-ZVP2-0326-SM-57WBP,
,,,,GTEX-1H1DG-0011-R11a-SM-C1YQK,,,,,GTEX-ZVP2-1326-SM-57WCE,
,,,,GTEX-1H1DG-0011-R1b-SM-CKZP1,,,,,GTEX-ZVT2-0126-SM-5GIDQ,
,,,,GTEX-1H1DG-0011-R2a-SM-ADEIQ,,,,,GTEX-ZVT2-0626-SM-5GICR,
,,,,GTEX-1H1DG-0011-R4a-SM-CE6RQ,,,,,GTEX-ZVT2-1326-SM-5E45H,
,,,,GTEX-1H1DG-0011-R5b-SM-CJI33,,,,,GTEX-ZVT2-2526-SM-51MT1,
,,,,GTEX-1H1DG-0011-R6a-SM-A9SK8,,,,,GTEX-ZVT3-0126-SM-5GU6I,
,,,,GTEX-1H1DG-0011-R7b-SM-A96RR,,,,,GTEX-ZVT3-2726-SM-5GU5X,
,,,,GTEX-1H1DG-0011-R8a-SM-CL54Z,,,,,GTEX-ZVT4-0126-SM-DTXFN,
,,,,GTEX-1H1DG-0011-R9b-SM-ACKVB,,,,,GTEX-ZVT4-2426-SM-5GIEI,
,,,,GTEX-1H1DG-0426-SM-9WG6D,,,,,GTEX-ZVTK-0226-SM-51MRG,
,,,,GTEX-1H1DG-2726-SM-9JGI1,,,,,GTEX-ZVTK-0326-SM-51MRR,
,,,,GTEX-1H1DG-2826-SM-9JGHB,,,,,GTEX-ZVTK-0426-SM-51MRS,
,,,,GTEX-1H1DG-2926-SM-9WYU3,,,,,GTEX-ZVZO-0126-SM-5A5L9,
,,,,GTEX-1H1E6-0626-SM-9OSWF,,,,,GTEX-ZVZP-1226-SM-5GID7,
,,,,GTEX-1H1E6-2226-SM-9MQJX,,,,,GTEX-ZVZP-2426-SM-59HKJ,
,,,,GTEX-1H1ZS-0011-R10b-SM-A9SK9,,,,,GTEX-ZWKS-0126-SM-5SIAA,
,,,,GTEX-1H1ZS-0011-R11a-SM-C1YQM,,,,,GTEX-ZWKS-0626-SM-5GIDV,
,,,,GTEX-1H1ZS-0011-R1b-SM-A9G1E,,,,,GTEX-ZXES-0626-SM-5E45P,
,,,,GTEX-1H1ZS-0011-R2b-SM-CL54Q,,,,,GTEX-ZXES-0826-SM-5E43C,
,,,,GTEX-1H1ZS-0011-R3b-SM-CE6RS,,,,,GTEX-ZXES-1126-SM-5GZXN,
,,,,GTEX-1H1ZS-0011-R4b-SM-CKZO7,,,,,GTEX-ZXES-1826-SM-5E43S,
,,,,GTEX-1H1ZS-0011-R5b-SM-CL53L,,,,,GTEX-ZXG5-0126-SM-5GIEU,
,,,,GTEX-1H1ZS-0011-R6b-SM-A9G1F,,,,,GTEX-ZXG5-2126-SM-59HKD,
,,,,GTEX-1H1ZS-0011-R7a-SM-CL54P,,,,,GTEX-ZY6K-0626-SM-59HJL,
,,,,GTEX-1H1ZS-0011-R8b-SM-A9SKA,,,,,GTEX-ZY6K-1426-SM-5GZX2,
,,,,GTEX-1H1ZS-0011-R9a-SM-CM2SO,,,,,GTEX-ZY6K-1626-SM-5GZWV,
,,,,GTEX-1H1ZS-0226-SM-9YFLG,,,,,GTEX-ZY6K-1826-SM-5GZXK,
,,,,GTEX-1H1ZS-2826-SM-9OSXS,,,,,GTEX-ZYFC-0226-SM-5NQ75,
,,,,GTEX-1H1ZS-2926-SM-9WPP2,,,,,GTEX-ZYFC-0426-SM-5GICQ,
,,,,GTEX-1H1ZS-3026-SM-9KNUJ,,,,,GTEX-ZYFC-1626-SM-5N9EU,
,,,,GTEX-1H23P-0011-R10a-SM-A96RS,,,,,GTEX-ZYFD-0126-SM-5GIDL,
,,,,GTEX-1H23P-0011-R1a-SM-ACKVC,,,,,GTEX-ZYFD-0626-SM-5E44E,
,,,,GTEX-1H23P-0011-R2a-SM-CKZP3,,,,,GTEX-ZYFG-1126-SM-5GICY,
,,,,GTEX-1H23P-0011-R3b-SM-CL54S,,,,,GTEX-ZYFG-1526-SM-5GZYM,
,,,,GTEX-1H23P-0011-R4b-SM-CL54R,,,,,GTEX-ZYFG-2326-SM-5E44B,
,,,,GTEX-1H23P-0011-R5a-SM-CKZOI,,,,,GTEX-ZYT6-0226-SM-5NQ6T,
,,,,GTEX-1H23P-0011-R6b-SM-A9G1H,,,,,GTEX-ZYT6-1126-SM-5GZYR,
,,,,GTEX-1H23P-0011-R7b-SM-CKZP2,,,,,GTEX-ZYT6-1226-SM-5E44Q,
,,,,GTEX-1H23P-0011-R8b-SM-A9G1G,,,,,GTEX-ZYT6-2326-SM-5GZY3,
,,,,GTEX-1H23P-0011-R9a-SM-CM2T1,,,,,GTEX-ZYVF-0326-SM-5GIES,
,,,,GTEX-1H23P-2926-SM-9WYU8,,,,,GTEX-ZYVF-0926-SM-5E44J,
,,,,GTEX-1H23P-3026-SM-9JGH7,,,,,GTEX-ZYVF-2226-SM-5GIDD,
,,,,GTEX-1H2FU-0011-R3b-SM-CKZP4,,,,,GTEX-ZYW4-0126-SM-5E44A,
,,,,GTEX-1H2FU-0011-R4a-SM-CL551,,,,,GTEX-ZYW4-0626-SM-59HJR,
,,,,GTEX-1H2FU-0011-R5b-SM-CL552,,,,,GTEX-ZYW4-1326-SM-5E45N,
,,,,GTEX-1H2FU-0011-R9b-SM-CE6S4,,,,,GTEX-ZYY3-0126-SM-5GZY5,
,,,,GTEX-1H2FU-0326-SM-9WYSV,,,,,GTEX-ZYY3-1526-SM-5SIA9,
,,,,GTEX-1H2FU-3126-SM-9WYUJ,,,,,GTEX-ZYY3-2626-SM-5N9DH,
,,,,GTEX-1H3NZ-0011-R11b-SM-CE6SF,,,,,GTEX-ZYY3-2926-SM-5GIEB,
,,,,GTEX-1H3NZ-0011-R1a-SM-CKZP5,,,,,GTEX-ZZ64-0226-SM-5E44X,
,,,,GTEX-1H3NZ-0011-R4a-SM-CL54T,,,,,GTEX-ZZ64-0926-SM-5E44L,
,,,,GTEX-1H3NZ-0011-R5a-SM-CM2SP,,,,,GTEX-ZZ64-1026-SM-5GZXG,
,,,,GTEX-1H3NZ-0011-R6b-SM-A9G1N,,,,,GTEX-ZZ64-1726-SM-5GZYB,
,,,,GTEX-1H3NZ-0011-R7a-SM-A9SKD,,,,,GTEX-ZZPT-0226-SM-5E43X,
,,,,GTEX-1H3NZ-0011-R8a-SM-CKZP6,,,,,GTEX-ZZPT-1426-SM-5N9C5,
,,,,GTEX-1H3NZ-0011-R9a-SM-ADEH7,,,,,GTEX-ZZPU-0826-SM-5GZX5,
,,,,GTEX-1H3NZ-0526-SM-9YFM6,,,,,GTEX-ZZPU-2226-SM-5EGIV,
,,,,GTEX-1H3NZ-2926-SM-9WPQ8,,,,,,
,,,,GTEX-1H3NZ-3026-SM-9JGHW,,,,,,
,,,,GTEX-1H3NZ-3126-SM-9WPOK,,,,,,
,,,,GTEX-1H3O1-0011-R10a-SM-CJI3O,,,,,,
,,,,GTEX-1H3O1-0011-R11a-SM-A96RV,,,,,,
,,,,GTEX-1H3O1-0011-R1b-SM-CL554,,,,,,
,,,,GTEX-1H3O1-0011-R2b-SM-CKZOT,,,,,,
,,,,GTEX-1H3O1-0011-R3a-SM-ACKVD,,,,,,
,,,,GTEX-1H3O1-0011-R4b-SM-A9SKE,,,,,,
,,,,GTEX-1H3O1-0011-R5b-SM-ADEH8,,,,,,
,,,,GTEX-1H3O1-0011-R6b-SM-CL54U,,,,,,
,,,,GTEX-1H3O1-0011-R7a-SM-CE6SJ,,,,,,
,,,,GTEX-1H3O1-0011-R8a-SM-CL555,,,,,,
,,,,GTEX-1H3O1-0011-R9b-SM-CM2SQ,,,,,,
,,,,GTEX-1H3O1-0826-SM-9YFMA,,,,,,
,,,,GTEX-1H3O1-1626-SM-9JGH8,,,,,,
,,,,GTEX-1H3O1-1726-SM-9WYSR,,,,,,
,,,,GTEX-1H3O1-1826-SM-A96TO,,,,,,
,,,,GTEX-1H3VE-0011-R10b-SM-A9SKC,,,,,,
,,,,GTEX-1H3VE-0011-R11b-SM-C1YRP,,,,,,
,,,,GTEX-1H3VE-0011-R1a-SM-A9G1K,,,,,,
,,,,GTEX-1H3VE-0011-R2a-SM-CE6SA,,,,,,
,,,,GTEX-1H3VE-0011-R3a-SM-CE6SK,,,,,,
,,,,GTEX-1H3VE-0011-R5a-SM-CKZOU,,,,,,
,,,,GTEX-1H3VE-0011-R6b-SM-A9G1M,,,,,,
,,,,GTEX-1H3VE-0011-R7b-SM-CE6S9,,,,,,
,,,,GTEX-1H3VE-0011-R8b-SM-A9G1L,,,,,,
,,,,GTEX-1H3VE-0626-SM-9WYSJ,,,,,,
,,,,GTEX-1H3VE-2626-SM-9WG7Y,,,,,,
,,,,GTEX-1H3VE-2726-SM-9WPP3,,,,,,
,,,,GTEX-1H3VE-2826-SM-9WPOL,,,,,,
,,,,GTEX-1H3VY-0526-SM-9MQKE,,,,,,
,,,,GTEX-1H4P4-0011-R10b-SM-CE6SG,,,,,,
,,,,GTEX-1H4P4-0011-R11b-SM-CE6S8,,,,,,
,,,,GTEX-1H4P4-0011-R1b-SM-CL54V,,,,,,
,,,,GTEX-1H4P4-0011-R6a-SM-ARZLR,,,,,,
,,,,GTEX-1H4P4-0011-R7b-SM-ARU77,,,,,,
,,,,GTEX-1H4P4-1026-SM-9YFKP,,,,,,
,,,,GTEX-1H4P4-1926-SM-9WPOO,,,,,,
,,,,GTEX-1H4P4-2626-SM-9WPON,,,,,,
,,,,GTEX-1H4P4-2726-SM-9JGGB,,,,,,
,,,,GTEX-1HB9E-0011-R10a-SM-CJI3H,,,,,,
,,,,GTEX-1HB9E-0011-R11b-SM-ARU79,,,,,,
,,,,GTEX-1HB9E-0011-R2b-SM-A96RW,,,,,,
,,,,GTEX-1HB9E-0011-R3a-SM-ARL7D,,,,,,
,,,,GTEX-1HB9E-0011-R4b-SM-ARZLS,,,,,,
,,,,GTEX-1HB9E-0011-R5b-SM-ARU78,,,,,,
,,,,GTEX-1HB9E-0011-R6b-SM-A9G1P,,,,,,
,,,,GTEX-1HB9E-0011-R7b-SM-A9G1Q,,,,,,
,,,,GTEX-1HB9E-0011-R8b-SM-A9G1O,,,,,,
,,,,GTEX-1HB9E-1926-SM-D4P34,,,,,,
,,,,GTEX-1HB9E-2926-SM-D4P3S,,,,,,
,,,,GTEX-1HB9E-3026-SM-EV79F,,,,,,
,,,,GTEX-1HB9E-3126-SM-AHZ4M,,,,,,
,,,,GTEX-1HBPH-0011-R10a-SM-CE6SI,,,,,,
,,,,GTEX-1HBPH-0011-R3a-SM-A96RY,,,,,,
,,,,GTEX-1HBPH-0011-R4a-SM-A96RX,,,,,,
,,,,GTEX-1HBPH-0011-R5b-SM-A9G1R,,,,,,
,,,,GTEX-1HBPH-0011-R6a-SM-CKZOV,,,,,,
,,,,GTEX-1HBPH-0011-R8b-SM-CL556,,,,,,
,,,,GTEX-1HBPH-0011-R9a-SM-CMKH3,,,,,,
,,,,GTEX-1HBPH-0626-SM-9YFMK,,,,,,
,,,,GTEX-1HBPH-2526-SM-ACKXK,,,,,,
,,,,GTEX-1HBPH-3026-SM-9WPNY,,,,,,
,,,,GTEX-1HBPH-3126-SM-9WYUV,,,,,,
