,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11
ENSG00000268903,1824.81720332145,1983.1018560567377,5930.96401546016,2377.3114086963014,1493.3791742547614,11399.44461491255,445.3186155319843,2757.010215457249,24.414883144241788,4751.998614127278,1577.3049474471482
ENSG00000269981,2355.592471692743,2750.4258662177554,8388.47267415924,3252.677200383369,1247.3432950946737,12106.821117522084,799.9168551476893,3512.5399497435005,296.4982858276113,5811.340036306203,2319.489627208771
ENSG00000225972,4110.853717069021,5757.036757408562,3662.1357918603626,3721.2441689881457,11044.633065046468,1773.2743626800993,4914.952480151316,6398.4663484612665,9136.153045685214,4181.683254684911,5527.091181452675
ENSG00000229344,4675.166736758447,4696.25865118754,3287.253917836585,3305.3628048145006,11720.97302916472,1768.976154767485,6021.9523677347825,8012.866802658,8478.386057175756,3949.428377647446,3785.1873491666615
ENSG00000178821,762.6183594484125,200.53527432608905,551.0876651767895,7947.40901813236,2196.1264355284507,12.768277655264274,203.86205921332532,464.8949221985058,7131.024213037199,2419.2280368288443,185.5220920973393
ENSG00000242349,1551.3331257996213,1256.4669223103044,6130.401208498268,1439.4478277471235,1883.7031381496581,1393.8640297574752,731.14832336287,2287.865811752093,1308.3231354204465,950.6598857415983,1320.6773742819082
ENSG00000175206,664.2768776069107,2535.282601705711,2346.02981371051,705.8165514640805,2919.451216027839,1036.1709361926635,1239.4406166952742,4330.0271601029135,12652.42297368911,1630.6211710047564,3362.365288168587
ENSG00000120937,8.073060016677111,61.01384204839582,14.423414969650036,15.807079839907862,1148.5419285581654,7.456128748963573,8.459706047733448,45.87818658887759,9252.427141437258,10.030964679393769,100.48521389015308
ENSG00000162438,1.270098256825677,1.3379609034916093,1.3867055901093581,6643.07169863866,1.1230499071568267,181.10975923729376,1.2430117789503914,1.2160638303809734,1.1313099159350575,1.2295237430113526,1.3350378947407193
ENSG00000142615,1.4386637792878274,1.5393650298011723,1.5506827179562446,10159.820692907359,3.659133725264753,1.4519984618831931,1.5447547302469196,1.9759973320797173,1.3575008231721468,1.6468852057491792,1.6193867395470163
ENSG00000215704,1.1736608817133667,1.2056511124847413,1.2284617549743528,4828.695182316445,1.096731878065332,1.1805661979484705,1.1754591984000877,1.2024011028529988,1.1055919643124354,1.1247455849555266,1.2452601445234515
ENSG00000158825,2937.0244333290143,4426.677643103813,2659.680721489979,283.9634292929574,1780.455626181193,11825.17846462872,8452.430007910976,2998.393074303602,1696.583667000647,8819.834376680043,3224.4480874344526
ENSG00000162551,3078.68441386758,7182.090954917474,5395.825088437917,1987.6247068320156,7415.332998106576,13154.38654570987,3979.643630868523,3776.8855844375767,1293.2996599138323,1667.164981296279,4751.462458561966
ENSG00000219073,2.4112106185448527,1.8280176268834356,1.9626179829821224,13610.494064213362,1.3385809870719445,1.8836477619435072,1.8871364239067505,1.8918254601266704,1.5186942127727643,3.026481727790703,2.1711378636772207
ENSG00000142789,41.044793330407366,30.638794076419536,33.095269342394346,23446.608765836467,8.023357364386163,43.888473200841084,38.8717677218758,51.16758034468612,41.0643844427396,153.58938917816718,62.277156914010696
ENSG00000020633,3052.3395820483734,1528.8550036845165,1541.2278788695075,62.12976586189286,2.006582807790028,9966.477608369823,3043.104744941304,180.50102657777688,2.2115371319528645,5451.638385414525,3211.7609436087646
ENSG00000158022,3.448892615610705,8.223550480112472,5.294482104701436,3.077321583754421,1.2396466563309525,1.6084507675657076,6.206614419119893,9.885789532698414,16782.784908446552,1219.349849870305,17.46524550708698
ENSG00000169442,6159.850703299383,6289.855556310101,4279.5951294256565,310.8679106327955,913.353526632947,14151.155646076351,504.80761030221925,1538.9655041142044,261.05694579254134,2962.655220135399,4303.309779510579
