Cluster 1,Cluster 2,Cluster 3,Cluster 4,Cluster 5,Cluster 6,Cluster 7,Cluster 8,Cluster 9,Cluster 10,Cluster 11
GTEX-1117F-0226-SM-5GZZ7,GTEX-11UD1-0326-SM-5EQKX,GTEX-ZZPU-2726-SM-5NQ8O,GTEX-1F48J-0426-SM-7SB8S,GTEX-178AV-0526-SM-6LPJH,GTEX-WHSE-0011-R7A-SM-3P5YZ,GTEX-13CF2-0011-R2a-SM-5L3DC,GTEX-QESD-0226-SM-447BH,GTEX-1H1ZS-1726-SM-9WYUC,GTEX-14C39-2126-SM-664OH,GTEX-12BJ1-0726-SM-5EGGF
GTEX-1QCLZ-1526-SM-EXUSS,GTEX-139T8-0526-SM-5KLZL,GTEX-13FXS-1326-SM-62LFR,GTEX-T5JC-1226-SM-4DM7C,GTEX-18A7B-2726-SM-7LG56,GTEX-145LU-0011-R9b-SM-5SI66,GTEX-S33H-1326-SM-4AD6A,GTEX-11P7K-1526-SM-5EGI7,GTEX-1399U-0826-SM-5KM1P,GTEX-QMRM-0126-SM-CJI1R,GTEX-1H3VY-0001-SM-EYYVY
GTEX-1CAMQ-2226-SM-7MGWS,GTEX-1212Z-0626-SM-5FQTB,GTEX-1IL2V-0726-SM-ARZMB,GTEX-13NYB-0626-SM-5MR47,GTEX-1C64O-0126-SM-7SB8P,GTEX-1IDJH-0011-R10a-SM-ARZLK,GTEX-1CAV2-0011-R5b-SM-9QEH4,GTEX-U4B1-1126-SM-4DXV3,GTEX-WYJK-2126-SM-4ONDG,GTEX-1M5QR-1026-SM-DHXK9,GTEX-Y5V5-0001-SM-4V6FZ
GTEX-YF7O-2626-SM-5IFHK,GTEX-1CAMS-0126-SM-79396,GTEX-UJHI-1626-SM-3DB9A,GTEX-T6MN-0426-SM-32PMF,GTEX-12KS4-0326-SM-5EQ41,GTEX-1IDJH-0011-R11b-SM-C1YRT,GTEX-1CAV2-0011-R9b-SM-9WG5M,GTEX-1399T-0826-SM-5IFES,GTEX-139TS-2226-SM-5J2N1,GTEX-12WSI-0008-SM-664MD,GTEX-1GMR2-0001-SM-EYYWA
GTEX-15EO6-3126-SM-6LPIQ,GTEX-YFC4-0426-SM-4TT3J,GTEX-13G51-0005-SM-5N9EP,GTEX-T6MN-0326-SM-32PMK,GTEX-145LT-0526-SM-5LUB2,GTEX-1IDJH-0011-R1b-SM-ARU6U,GTEX-15RJ7-1826-SM-7KUMJ,GTEX-13OW6-2626-SM-5IFF2,GTEX-1JMOU-0126-SM-E9U53,GTEX-QLQW-1626-SM-CMKFE,GTEX-ZUA1-0002-SM-4YCF7
GTEX-1HSKV-1726-SM-C1YRO,GTEX-YFC4-0526-SM-5ZZVI,GTEX-17JCI-0005-SM-7P8OL,GTEX-T6MN-0226-SM-32PMD,GTEX-Y9LG-0626-SM-4WWDH,GTEX-1IDJH-0011-R3a-SM-CJI42,GTEX-1ICG6-0226-SM-AHZ2P,GTEX-1EN7A-2026-SM-7MGY4,GTEX-18D9U-1726-SM-7LTA5,GTEX-132QS-0126-SM-5IFH9,GTEX-1PDJ9-0226-SM-DPRYX
GTEX-1CAMQ-2626-SM-7IGNI,GTEX-13OW6-0626-SM-5L3IB,GTEX-1IOXB-0006-SM-CMKFO,GTEX-13NYB-0726-SM-5MR4J,GTEX-1PIGE-1826-SM-E8VOU,GTEX-1IDJH-0011-R5a-SM-CE6SR,GTEX-12WSA-0011-R4a-SM-57WB7,GTEX-X3Y1-0726-SM-3P5YU,GTEX-WYVS-0826-SM-4RTXB,GTEX-1GN1V-3026-SM-9JGH9,GTEX-15DZA-0126-SM-6PAMV
GTEX-WYBS-1126-SM-3NMAM,GTEX-15EOM-5007-SM-793DG,GTEX-13G51-0426-SM-5K7Z5,GTEX-1IKOE-0526-SM-CE6T3,GTEX-QEG4-0726-SM-CNNRF,GTEX-1IDJH-0011-R6a-SM-A9SLZ,GTEX-1CAV2-2726-SM-7IGNN,GTEX-XPVG-0326-SM-4B653,GTEX-WYVS-1126-SM-4SOJX,GTEX-OXRK-0526-SM-3NB2F,GTEX-WH7G-0002-SM-4LVN9
GTEX-1QCLY-1426-SM-E76P8,GTEX-YFC4-1026-SM-5RQJM,GTEX-13G51-0526-SM-5IJCQ,GTEX-1IKOE-0726-SM-CE6T4,GTEX-18A7A-2326-SM-7KFRH,GTEX-1IDJH-0011-R7a-SM-A9SM1,GTEX-1CB4F-0126-SM-9JGGZ,GTEX-11P7K-1626-SM-5GU63,GTEX-1JMLX-2126-SM-CL54B,GTEX-1NV8Z-2226-SM-EXOJ2,GTEX-Y5V5-1126-SM-EVYAR
GTEX-1QCLY-1626-SM-DTXDW,GTEX-1A3MV-2026-SM-718BU,GTEX-1IOXB-0226-SM-CMKHY,GTEX-1IKOE-0826-SM-ARZME,GTEX-Y9LG-1126-SM-4VBQ7,GTEX-X585-3026-SM-46MWF,GTEX-13X6I-2926-SM-5Q5C3,GTEX-12WSD-2326-SM-59HKQ,GTEX-1JMLX-1426-SM-CNNPO,GTEX-1AX9J-0626-SM-72D7L,GTEX-1HC8U-0001-SM-EYYW3
GTEX-1CAMR-0526-SM-7P8RS,GTEX-1QCLZ-0326-SM-DTXG2,GTEX-UJHI-0006-SM-3DB8H,GTEX-13NYB-1826-SM-5J1N3,GTEX-1PIIG-0226-SM-EWRN6,GTEX-1IDJH-0011-R9a-SM-ADEIN,GTEX-YF7O-0126-SM-5IFIR,GTEX-1HCU7-1726-SM-B2LX9,GTEX-1JMLX-1226-SM-CY8HW,GTEX-13OVL-1826-SM-5KLZR,GTEX-QLQW-0126-SM-447BK
GTEX-1CAMR-0626-SM-7DHMI,GTEX-1HSMP-0326-SM-A9SMC,GTEX-17HII-1926-SM-79OLB,GTEX-1IKOE-0926-SM-ARU7X,GTEX-12C56-1726-SM-5EQ61,GTEX-1B8KE-1426-SM-7EWEL,GTEX-12BJ1-1326-SM-5BC5P,GTEX-Y8E4-2426-SM-4WWDN,GTEX-18QFQ-1126-SM-72D6R,GTEX-QLQW-0226-SM-447BJ,GTEX-XGQ4-0126-SM-4AT4H
GTEX-WYBS-0926-SM-3NM94,GTEX-WYJK-1726-SM-3NM9U,GTEX-U8XE-1926-SM-3DB98,GTEX-13NYB-2426-SM-5IFF4,GTEX-12C56-1526-SM-5FQUQ,GTEX-145LU-0011-R6a-SM-5S2V6,GTEX-1CB4G-0011-R8b-SM-9WG7H,GTEX-Y8E4-2326-SM-EAZAZ,GTEX-18QFQ-1526-SM-72D57,GTEX-1RAZQ-0226-SM-EV7BK,GTEX-13N11-0126-SM-5KM2Z
GTEX-1QCLY-1826-SM-DTX89,GTEX-1CAMS-1126-SM-7MXUQ,GTEX-13G51-2626-SM-5LZYW,GTEX-17F9Y-0008-SM-EAZBC,GTEX-QEG4-0226-SM-2S1PY,GTEX-145LU-0011-R3a-SM-5P9K2,GTEX-1QP6S-3126-SM-DPRZY,GTEX-ZF29-1126-SM-4WKGO,GTEX-18QFQ-1726-SM-731C9,GTEX-QLQ7-1926-SM-2S1R6,GTEX-146FR-1926-SM-5NQA6
GTEX-15EO6-2326-SM-6LPKK,GTEX-1HSMO-0526-SM-ACKXB,GTEX-1IOXB-1926-SM-ARL8E,GTEX-1IKOE-1326-SM-CE6T6,GTEX-145LT-1126-SM-5LUA1,GTEX-145LU-0011-R11b-SM-5P9JX,GTEX-YFC4-0011-R11a-SM-4SOK6,GTEX-ZF29-1526-SM-4WKF7,GTEX-139T6-0326-SM-5J2LY,GTEX-1C6VS-0008-SM-EXOI4,GTEX-XGQ4-0004-SM-4AT5S
GTEX-1A32A-2726-SM-73KVU,GTEX-1QCLZ-0926-SM-E6CQZ,GTEX-17HII-1126-SM-7IGOP,GTEX-T6MN-0008-SM-4DM7H,GTEX-12C56-1226-SM-5FQSU,GTEX-145LU-0011-R10a-SM-5PNWJ,GTEX-YFC4-0011-R1a-SM-4V6EH,GTEX-ZF29-1626-SM-4WKFJ,GTEX-139T6-0226-SM-5IFGZ,GTEX-1GN1W-2126-SM-9JGI7,GTEX-11EMC-0002-SM-5Q5DO
GTEX-YFC4-0726-SM-62LF6,GTEX-1CAMS-1326-SM-79OJR,GTEX-U8XE-0826-SM-4E3J1,GTEX-13NYB-2926-SM-5K7VH,GTEX-1HSMO-0626-SM-ACKXC,GTEX-X585-0011-R8A-SM-46MUX,GTEX-1269C-3126-SM-5EGI6,GTEX-15RIF-0626-SM-6LLI3,GTEX-1A32A-0726-SM-731D4,GTEX-U4B1-1926-SM-3DB9E,GTEX-1EU9M-0001-SM-EVR3A
GTEX-1CAMR-1626-SM-79OLC,GTEX-1QCLZ-1126-SM-EWRNB,GTEX-17HII-0926-SM-79ON7,GTEX-T5JW-2126-SM-EZ6LE,GTEX-1C64O-1326-SM-7MGWR,GTEX-X585-0011-R6A-SM-46MVJ,GTEX-1QP9N-0826-SM-DTX9O,GTEX-ZF29-1826-SM-4WKG8,GTEX-WZTO-2126-SM-4PQYW,GTEX-1PPH8-0826-SM-DTX9T,GTEX-1GMR3-0004-SM-EVR3D
GTEX-1LSVX-1026-SM-EWRO9,GTEX-12126-0526-SM-5PNW4,GTEX-17HII-0826-SM-7DUFH,GTEX-T5JW-2026-SM-4DM63,GTEX-13CF3-1626-SM-5IFG9,GTEX-X585-0011-R5A-SM-46MVI,GTEX-15G19-3026-SM-6LPJP,GTEX-145MF-0826-SM-5QGQA,GTEX-1A32A-2026-SM-718AY,GTEX-1GN1W-2526-SM-9JGHX,GTEX-11VI4-0001-SM-5S2OI
GTEX-QLQW-1526-SM-2S1QV,GTEX-QLQW-1326-SM-2S1QS,GTEX-U8XE-0526-SM-3DB8R,GTEX-T5JW-1526-SM-4DM5E,GTEX-1HSMO-0126-SM-CL547,GTEX-X585-0011-R4B-SM-46MVH,GTEX-13X6K-0011-R8b-SM-5PNZ4,GTEX-U4B1-1026-SM-4DXT1,GTEX-1A32A-2626-SM-73KX9,GTEX-1339X-0826-SM-5J2O6,GTEX-1HBPN-0002-SM-EYYW2
GTEX-1HSGN-2326-SM-A9G1D,GTEX-15EO6-2826-SM-6PANB,GTEX-U8XE-0426-SM-3DB91,GTEX-13NYC-0626-SM-5K7U8,GTEX-SN8G-0126-SM-32PLI,GTEX-132QS-1226-SM-5P9GD,GTEX-YFC4-0826-SM-5CVM1,GTEX-X3Y1-1726-SM-4PQZL,GTEX-139D8-2326-SM-5IFGE,GTEX-13OW5-0011-R9b-SM-5O9CL,GTEX-11VI4-0126-SM-5GU6Z
GTEX-1LSVX-0626-SM-E9U59,GTEX-1HSMO-1226-SM-CL548,GTEX-1IY9M-0005-SM-CNNOU,GTEX-T5JW-1226-SM-3GACY,GTEX-1C64O-1826-SM-7DHM4,GTEX-X5EB-2026-SM-4E3KA,GTEX-1CAV2-0011-R1a-SM-ARZML,GTEX-1R9JW-2026-SM-EAZ4O,GTEX-X15G-1026-SM-4PQZF,GTEX-1GN1U-2526-SM-7MKH4,GTEX-1C4CL-0626-SM-731DM
GTEX-1HSGN-1826-SM-CL54H,GTEX-1HSMO-1126-SM-CGQF2,GTEX-17HII-0526-SM-7DHLP,GTEX-13NYC-0826-SM-5N9FP,GTEX-1J8QM-1926-SM-AHZ3Z,GTEX-QMR6-0011-R5A-SM-32PKT,GTEX-1QP29-0426-SM-EVR3Y,GTEX-QEL4-1926-SM-D3L8D,GTEX-1JKYN-2226-SM-ARZNE,GTEX-1JN1M-2626-SM-CY8I3,GTEX-13OVK-0426-SM-7KFT8
GTEX-145LS-2326-SM-5TDCY,GTEX-1LVA9-0326-SM-DLHBU,GTEX-U8XE-0005-SM-3DB8I,GTEX-13NYC-2426-SM-5MR3K,GTEX-QDVN-2126-SM-33HBS,GTEX-1N2DW-0011-R11b-SM-EXOIL,GTEX-15SHU-3026-SM-6LPIB,GTEX-13O3O-1826-SM-5IFGW,GTEX-1A3MV-0226-SM-731FS,GTEX-1HBPI-2026-SM-CE6RZ,GTEX-12WSL-0002-SM-664MF
GTEX-1J8Q3-1326-SM-CMKI1,GTEX-WYJK-1126-SM-3NM9Z,GTEX-U8T8-2326-SM-3DB96,GTEX-1IKOE-2326-SM-A8N99,GTEX-QDVN-2026-SM-3GAEP,GTEX-1B8L1-0011-R2a-SM-9OSVL,GTEX-12WSC-2926-SM-5BC5Z,GTEX-13OW6-2526-SM-5IJEC,GTEX-X15G-1726-SM-4PQZN,GTEX-1C6VQ-2326-SM-7IGN1,GTEX-Y5V6-0003-SM-4V6FX
GTEX-145LS-2526-SM-5TDC9,GTEX-WYJK-1026-SM-3NM8W,GTEX-U8T8-2226-SM-3DB95,GTEX-T5JW-0326-SM-4DM6J,GTEX-145LT-1726-SM-5QGP3,GTEX-1B8L1-0011-R1a-SM-7P8SS,GTEX-1C6WA-2926-SM-79OLF,GTEX-QEL4-1326-SM-447AD,GTEX-1A3MV-1026-SM-72D5U,GTEX-13JVG-1326-SM-5N9F8,GTEX-1R9PM-0126-SM-DPRY6
GTEX-YFC4-2926-SM-5IFJ8,GTEX-1212Z-0726-SM-5EGI5,GTEX-17HII-0326-SM-7LG4X,GTEX-1IKOE-2426-SM-ARU7W,GTEX-1J8QM-2126-SM-CYPSJ,GTEX-1B8L1-0011-R11b-SM-793DJ,GTEX-S4Q7-0226-SM-4AD5O,GTEX-QEL4-1226-SM-447A4,GTEX-1A3MV-1126-SM-718BS,GTEX-11EM3-2226-SM-5H11Y,GTEX-U3ZN-0126-SM-4DXUM
GTEX-1HSKV-2026-SM-CMKGX,GTEX-T5JC-0626-SM-3NMA6,GTEX-UJMC-0005-SM-3GACU,GTEX-T5JW-0008-SM-4DM5X,GTEX-YB5E-0926-SM-4WWDQ,GTEX-1B8L1-0011-R10b-SM-7P8Q4,GTEX-1C6WA-3326-SM-7MKGN,GTEX-12WSD-1426-SM-5GCN9,GTEX-1399U-1626-SM-5P9J3,GTEX-11TTK-0226-SM-5N9EC,GTEX-WHPG-0004-SM-3NMDO
GTEX-YF7O-2226-SM-5CVN8,GTEX-13OW6-0926-SM-5L3GM,GTEX-UJMC-0326-SM-3GAE2,GTEX-17F9E-1226-SM-7EWDG,GTEX-15EOM-5013-SM-7MKF9,GTEX-QEG4-0126-SM-48TZE,GTEX-1QEPI-2926-SM-EXOIV,GTEX-12WSD-1626-SM-5GCNR,GTEX-1399U-1226-SM-5K7XT,GTEX-15DZA-2226-SM-7KUMY,GTEX-XBEW-0002-SM-4AT5O
GTEX-YF7O-1926-SM-4W1YQ,GTEX-1HSMQ-0226-SM-C1YQL,GTEX-UTHO-1026-SM-3GAF7,GTEX-T5JC-1926-SM-4DM6Q,GTEX-1HSKV-2426-SM-A8N8K,GTEX-1N2DW-0011-R6a-SM-EZ6MW,GTEX-1CAMQ-0011-R8a-SM-ARU85,GTEX-1JJEA-1526-SM-CNNPK,GTEX-18D9B-2126-SM-7LTAQ,GTEX-XMK1-0008-SM-4GICF,GTEX-U3ZN-0002-SM-3NMDF
GTEX-QMRM-1426-SM-CM2U2,GTEX-1J8QM-0426-SM-AHZ3X,GTEX-1IL2V-0226-SM-CMKI2,GTEX-T5JC-1826-SM-4DM6E,GTEX-QDVN-1026-SM-48TZA,GTEX-1N2DW-0011-R5a-SM-EYYX3,GTEX-Y9LG-1726-SM-4VBQE,GTEX-S32W-1926-SM-4AD63,GTEX-1JMPY-0926-SM-ARL92,GTEX-UJMC-0008-SM-4IHKK,GTEX-ZV6S-0003-SM-4YCCT
GTEX-1HSMO-2326-SM-CGQF3,GTEX-1QAET-2026-SM-E9J3S,GTEX-17KNJ-1026-SM-79ONK,GTEX-T6MN-0626-SM-32PM9,GTEX-12KS4-0926-SM-5BC5S,GTEX-1N2DW-0011-R4b-SM-EZ6MD,GTEX-1IDFM-2926-SM-CNNPH,GTEX-1R9JW-0826-SM-DPRZJ,GTEX-18D9B-1926-SM-7KFSV,GTEX-12WSK-0326-SM-5GCOJ,GTEX-1HCU6-0002-SM-EYYW4
GTEX-1HSMO-1726-SM-A9SKO,GTEX-YF7O-0426-SM-5P9FS,GTEX-17KNJ-0926-SM-7IGP2,GTEX-T6MN-0726-SM-32PML,GTEX-18A7A-2826-SM-7LT8J,GTEX-15UF6-3026-SM-7KUKL,GTEX-YB5E-0226-SM-5IFHI,GTEX-X3Y1-2726-SM-4PQZH,GTEX-1JMQJ-1126-SM-CY8HO,GTEX-13W46-0626-SM-5LU3N,GTEX-1C475-1126-SM-7MGY7
GTEX-1C6WA-2326-SM-7P8OW,GTEX-YF7O-0526-SM-5P9IO,GTEX-13FTY-0005-SM-5NQ78,GTEX-13NYB-0426-SM-5IJDD,GTEX-SJXC-1426-SM-EYYVB,GTEX-145LU-2626-SM-5LU9Z,GTEX-12WSD-3226-SM-5HL9G,GTEX-1A3MV-1226-SM-718BW,GTEX-1JMQK-1926-SM-CJI3B,GTEX-15EO6-0926-SM-6M48N,GTEX-16XZY-0126-SM-7IGQ9
GTEX-1QAET-0826-SM-E76QR,GTEX-15ER7-0226-SM-7KUEU,GTEX-1IL2U-0006-SM-CMKFP,GTEX-17GQL-2226-SM-718BB,GTEX-12WSA-0426-SM-5EQ5X,GTEX-132Q8-0011-R10b-SM-5DUWZ,GTEX-1ICLZ-2926-SM-C1YSB,GTEX-U4B1-0726-SM-4DXUA,GTEX-1JMQK-1826-SM-CY8I1,GTEX-UJHI-1326-SM-4IHJO,GTEX-U4B1-0526-SM-4DXTK
GTEX-1A3MV-0826-SM-72D6J,GTEX-16Z82-0126-SM-7DHLF,GTEX-UTHO-0006-SM-3NMCC,GTEX-17HG3-0226-SM-7EWEA,GTEX-13CF2-2526-SM-5LZYX,GTEX-132Q8-0011-R11b-SM-5DUW9,GTEX-1QMI2-3026-SM-E9U5W,GTEX-13S7M-1826-SM-5RQK6,GTEX-1JMQK-1326-SM-CNPOR,GTEX-11TUW-1026-SM-5GU7D,GTEX-1RAZQ-0126-SM-EV7B1
GTEX-1HSMO-0926-SM-A96S7,GTEX-1A3MW-1326-SM-7189P,GTEX-13FTY-0126-SM-5J2NZ,GTEX-17HG3-0126-SM-7IGNH,GTEX-1J8Q3-1626-SM-CMKGC,GTEX-132Q8-0011-R1a-SM-5EGLK,GTEX-1CAMR-0126-SM-79391,GTEX-1PIEJ-2026-SM-E6CPA,GTEX-13CF3-0126-SM-5IFFM,GTEX-XMD2-0008-SM-4WWE7,GTEX-14PJ4-0526-SM-6871G
GTEX-WYJK-0826-SM-3NM8Y,GTEX-12584-1026-SM-59HK3,GTEX-UPK5-1826-SM-3GAEB,GTEX-TKQ1-1326-SM-4DXU7,GTEX-Y8E4-1726-SM-5LU9G,GTEX-132Q8-0011-R2b-SM-5EQ5Z,GTEX-YB5E-1926-SM-5IFIG,GTEX-11P7K-0526-SM-5BC5I,GTEX-WWYW-0926-SM-3NB2Z,GTEX-1AX9K-2626-SM-793CO,GTEX-QV44-0126-SM-CJI1X
GTEX-12584-0326-SM-59HK2,GTEX-12584-0926-SM-5FQTN,GTEX-17KNJ-0005-SM-7PBYB,GTEX-TKQ1-1226-SM-4GICJ,GTEX-SJXC-0126-SM-2XCFF,GTEX-132Q8-0011-R5a-SM-5IJDM,GTEX-13VXU-3026-SM-5LU3K,GTEX-ZF29-2026-SM-DNZYW,GTEX-1JMQK-0011-R2a-SM-EYYXQ,GTEX-1I1GR-1426-SM-CY8H8,GTEX-12WSN-0126-SM-5DUX5
GTEX-139T6-0726-SM-5PNVK,GTEX-1QCLY-0426-SM-E8VOH,GTEX-13FTY-0626-SM-5L3F8,GTEX-13N1W-0826-SM-5MR5J,GTEX-1HSMQ-1226-SM-CGQFX,GTEX-132Q8-0011-R6a-SM-5K7YN,GTEX-13VXU-3126-SM-5SIA4,GTEX-1JK1U-1026-SM-AHZ44,GTEX-1JMQJ-2626-SM-CY8HQ,GTEX-15EOM-0008-SM-E6CPI,GTEX-12WSN-0001-SM-664MG
GTEX-1HSMO-0326-SM-CGQF1,GTEX-12584-0526-SM-5FQTS,GTEX-1IL2U-0326-SM-CE6T9,GTEX-TKQ1-0626-SM-4DXTS,GTEX-Y8E4-2026-SM-5IFJB,GTEX-132Q8-0011-R7b-SM-5N9F1,GTEX-12WSD-0011-R6b-SM-5P9JU,GTEX-14PKV-0926-SM-6AJB4,GTEX-18A7A-1826-SM-7KFTU,GTEX-QV31-0126-SM-447BP,GTEX-13X6H-0726-SM-5Q5BX
GTEX-1QAET-1926-SM-DPRZG,GTEX-1A3MW-0526-SM-731BY,GTEX-13FTZ-0005-SM-5NQ9N,GTEX-1IKJJ-0426-SM-CM2TT,GTEX-145LS-0126-SM-5QGP1,GTEX-132Q8-3026-SM-5PNVG,GTEX-12WSD-0011-R2a-SM-5LZWB,GTEX-ZF2S-1926-SM-4WWAN,GTEX-WXYG-0926-SM-3NB2O,GTEX-13W3W-1826-SM-5IJDE,GTEX-1GF9X-0001-SM-EAZCN
GTEX-139T6-0826-SM-5J1O2,GTEX-QMRM-0526-SM-2I5GA,GTEX-UPK5-0006-SM-3GAD8,GTEX-TKQ1-0126-SM-33HB3,GTEX-1LH75-2426-SM-E9TJE,GTEX-X585-0011-R3B-SM-46MVG,GTEX-1CAMS-0226-SM-79397,GTEX-QDVN-1326-SM-48TZ3,GTEX-WXYG-1026-SM-4ONCD,GTEX-14PHW-1326-SM-6EU1S,GTEX-ZTSS-0004-SM-4YCCS
GTEX-YF7O-1826-SM-5IFIU,GTEX-1HSMQ-1326-SM-ADEHS,GTEX-1IL2U-1126-SM-COH3Q,GTEX-TKQ1-0008-SM-4DXSO,GTEX-QEG5-1426-SM-447AS,GTEX-X585-0011-R2B-SM-46MVF,GTEX-12WSC-3126-SM-5GCNB,GTEX-11ONC-0526-SM-5BC57,GTEX-WXYG-1126-SM-4ONCH,GTEX-15ER7-0008-SM-E6CPG,GTEX-1HCU7-1426-SM-CNNQK
GTEX-15EOM-5019-SM-793DK,GTEX-YF7O-2526-SM-5IFJX,GTEX-13FTZ-0526-SM-5IJCW,GTEX-1IKJJ-0526-SM-CMKG8,GTEX-145LS-0626-SM-7EPG7,GTEX-X585-0011-R1B-SM-46MVE,GTEX-1I1HK-0011-R8b-SM-E8VN9,GTEX-1HCU8-1326-SM-C1YQQ,GTEX-18A7A-2226-SM-7LT8K,GTEX-ZVT2-2626-SM-51MTD,GTEX-Y5LM-0003-SM-4V6G1
GTEX-15EOM-5016-SM-7P8SR,GTEX-145LS-0526-SM-5LU8Y,GTEX-UPJH-0826-SM-4WKFD,GTEX-T8EM-1626-SM-3DB7K,GTEX-12WSA-1426-SM-5EGJU,GTEX-145LS-0011-R2a-SM-5PNZI,GTEX-12696-3126-SM-5FQUX,GTEX-QDVN-1226-SM-48TZ5,GTEX-139YR-1626-SM-5IJGK,GTEX-12WSG-0926-SM-5EGIH,GTEX-O5YT-0926-SM-48TDG
GTEX-16YQH-2326-SM-7EWDS,GTEX-139T6-2026-SM-5IFFL,GTEX-17JCI-1626-SM-7EPGZ,GTEX-1IKJJ-1026-SM-A96SQ,GTEX-1C64N-0126-SM-793D7,GTEX-145LS-0011-R8b-SM-5PNXA,GTEX-1CB4H-0011-R6b-SM-CKZNK,GTEX-ZF2S-3026-SM-4WWCH,GTEX-WYJK-0626-SM-4ONCZ,GTEX-11EMC-0726-SM-5EGJO,GTEX-WFJO-0002-SM-3P61X
GTEX-1J8Q2-2726-SM-A9G2X,GTEX-1LVAM-0326-SM-DIPFL,GTEX-UPJH-0626-SM-4IHJN,GTEX-17HG3-0008-SM-EAZBD,GTEX-1PIGE-0126-SM-EVYBJ,GTEX-145LS-0011-R7a-SM-5PNWM,GTEX-1CB4H-0011-R7b-SM-CJI27,GTEX-13O21-2426-SM-5MR4A,GTEX-WY7C-0326-SM-4OND5,GTEX-15FZZ-1326-SM-6PANN,GTEX-1RAZA-1026-SM-E6CQ9
GTEX-15EOM-2326-SM-7KUMV,GTEX-145LS-1326-SM-5Q5EP,GTEX-13FXS-0006-SM-5O99X,GTEX-T8EM-0426-SM-4DM7E,GTEX-145LS-1826-SM-5LUAZ,GTEX-145LS-0011-R6b-SM-5PNWL,GTEX-12584-0011-R6a-SM-5NQ7C,GTEX-QDVN-0926-SM-2I5GL,GTEX-18A7B-2026-SM-72D71,GTEX-13OW6-1826-SM-5N9F9,GTEX-Y5LM-0326-SM-4VBRN
GTEX-139T6-1426-SM-5P9J7,GTEX-1CAMR-1726-SM-793CU,GTEX-17JCI-1526-SM-7IGOQ,GTEX-17F9Y-0526-SM-7EWDC,GTEX-1HSMP-0126-SM-E6CJS,GTEX-QLQW-1026-SM-447A9,GTEX-RU72-0011-R8A-SM-2TF61,GTEX-QDVN-0826-SM-48TZ2,GTEX-WY7C-0826-SM-4ONCG,GTEX-WVLH-0008-SM-4MVPD,GTEX-146FQ-0626-SM-5LU9U
GTEX-YF7O-1026-SM-5P9IP,GTEX-1212Z-2626-SM-5YY8P,GTEX-1IL2U-2726-SM-C1YSG,GTEX-17GQL-1626-SM-7LG69,GTEX-12WSA-0226-SM-5BC5V,GTEX-145LS-0011-R5a-SM-5SI65,GTEX-1212Z-2926-SM-59HKV,GTEX-1C475-1426-SM-793CH,GTEX-WY7C-1326-SM-4ONCX,GTEX-12WSD-2126-SM-5LZWK,GTEX-1HCU7-0001-SM-EZ6LZ
GTEX-1CAMQ-1226-SM-7SB7E,GTEX-1HSMQ-0426-SM-ADEIM,GTEX-UPJH-0006-SM-3GACW,GTEX-13N2G-0526-SM-5MR5L,GTEX-WOFL-0126-SM-3MJG2,GTEX-1AX9K-1826-SM-731CY,GTEX-1CB4I-2226-SM-7P8SL,GTEX-1PFEY-1726-SM-DPRZ4,GTEX-139YR-0426-SM-5IFFV,GTEX-13FTW-1526-SM-5LZXC,GTEX-ZTTD-0001-SM-4YCD5
GTEX-139T6-1526-SM-5P9G6,GTEX-1J8QM-2226-SM-CYPSK,GTEX-UJMC-2026-SM-3GADR,GTEX-13N2G-0726-SM-5MR38,GTEX-18A7B-0126-SM-7LG64,GTEX-145LS-0011-R4b-SM-5S2UT,GTEX-1445S-3226-SM-5TDE1,GTEX-14PKU-1626-SM-6871C,GTEX-18D9A-0326-SM-7LT8L,GTEX-QDVN-1626-SM-48TZC,GTEX-17HHE-0326-SM-793BH
GTEX-YF7O-1626-SM-5IFII,GTEX-1211K-2126-SM-59HJZ,GTEX-UJMC-1926-SM-3GADS,GTEX-T6MO-1926-SM-32QOJ,GTEX-1C64N-2626-SM-7PC2N,GTEX-145LS-0011-R3a-SM-5S2VJ,GTEX-1I1GU-0226-SM-AHZ2J,GTEX-1EWIQ-0726-SM-7MKFW,GTEX-139UW-2326-SM-5KM1Y,GTEX-P4PP-0008-SM-48TDV,GTEX-WFON-0001-SM-3P61W
GTEX-WYBS-2426-SM-4ONDI,GTEX-145LT-1626-SM-5O992,GTEX-1IL2V-0006-SM-CMKFN,GTEX-T6MO-1526-SM-4DM57,GTEX-Y8LW-0726-SM-5IFI1,GTEX-145LS-0011-R1b-SM-5PNUP,GTEX-1I1GT-2026-SM-CKZPK,GTEX-15RIF-1326-SM-6LPKO,GTEX-1JMPZ-2626-SM-ARU8Z,GTEX-ZC5H-1726-SM-5HL7X,GTEX-QMRM-0226-SM-CL55S
GTEX-145LS-2726-SM-5Q5D8,GTEX-144GO-1326-SM-5Q5EL,GTEX-UJMC-0726-SM-3GADX,GTEX-13N2G-2226-SM-5IJCU,GTEX-1HSMP-0926-SM-A9SKX,GTEX-X585-0011-R10A-SM-46MUY,GTEX-1212Z-0011-R1b-SM-5BC72,GTEX-1C475-1026-SM-7MKFJ,GTEX-1JMPZ-2426-SM-C1YQP,GTEX-WVLH-3026-SM-3MJG9,GTEX-11EQ9-0426-SM-5A5JY
