,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50
ENSG00000131584,487.94776519915865,1122.163248094651,543.6016882267533,1101.4533670206708,471.6638928914436,1623.7807977589257,488.4627340189109,705.4092108862342,428.47015199499907,516.8424596738325,542.4888793777454,1024.7642437110994,1571.7837311706564,3854.358000964294,489.9662214794413,554.5179325218137,1193.099846605648,515.8658826131369,463.26808270293265,1793.2346495757643,1231.9855765437042,7006.367652402888,1034.395032182062,532.4651735768555,687.1155961974275,547.6716053934051,861.5139694408095,1240.3361208831093,650.6093635481159,1408.9935276293136,1846.3638887683683,853.2200390087892,543.6066381305468,1187.03052966978,601.8263509164649,4938.2402213739,469.1944249486219,532.2883193562645,573.6092010328629,712.0707743837909,621.6128086630586,1910.9567911306863,1308.9588194610676,353.77582216179377,1313.374171414171,875.8140763876505,494.38387548850926,805.7018940949445,671.035999962217,522.0630546724459
ENSG00000179403,803.555111102048,780.0713135235465,371.30003556941466,2010.0252495846248,61.5695796954482,207.03612213526554,470.1186565598384,764.6625372172307,261.25155361992097,168.44308134055478,379.18594466342824,385.5889968317465,163.59311270902543,373.4429870954637,289.841164400724,364.1742572538576,422.1983384418598,133.2290552965896,310.6318953801178,405.106090075113,2443.438039415147,9934.481200063872,204.046265044966,499.97095380821474,93.02106073683575,102.82025531959663,28.431428604763532,333.0000633049495,184.18313013918606,668.7514208873179,174.6543769866659,759.6277022058451,626.3992680094857,79.24050393641258,256.23186984385035,370.2975214850589,155.89459530359912,129.0263676726782,372.6101874994958,321.3500949459292,371.8355534449645,269.59060633874356,572.1773470517281,94.84353976746831,550.7647126930498,858.2793925606485,213.62729812164355,293.3993104091236,326.24183888836063,74.5949127192942
ENSG00000215915,74.93416953171243,102.35415434592355,18.376792741100214,363.2468732132563,3.9410167672584566,15.372409629859384,34.143932358265,99.76720247137054,25.145895725285836,12.968774398835668,29.27638901706851,41.1777531328208,13.579478685228358,53.25196906599289,17.5127719608855,59.040096409217085,22.430778468706805,20.59649058560848,45.86774398668735,44.597853085675254,391.6613770742524,292.9744683220774,10.651649613255644,28.4874427415986,17.268971556274547,6.799179948656665,9.113899218821247,42.78175338767979,10.810666516968983,103.81995998811809,20.386806058251263,31.51487435855397,62.73664719784436,6.0656596309915045,38.476587504383936,53.61161253583238,19.933318503684944,5.889187348556569,22.37982434936244,12.1268493820065,29.66620664865579,19.533874227870328,132.14558165444043,4.282218205121781,26.550471913772604,48.30723093680868,14.44911519926946,46.46920473203096,13.501036743674215,5.194203937928514
ENSG00000205090,66.02293827530141,117.0691733679794,39.81740496107839,98.64955598549324,26.61124330019245,26.0810962089433,48.070277261731114,44.218345355873936,54.62219611986991,75.57128069432571,46.25154654181662,64.29066481859559,95.86064663506913,505.4881473583253,40.31747110734421,57.39216488205298,33.98900452429387,31.81298937597223,44.88701699696594,268.17539435499873,156.0826178932747,1538.7595047000134,18.528444010636854,54.77877310903208,23.745090504412463,71.93115400387968,22.603923892307552,99.28006094836012,55.71520816434449,160.57656412215053,30.340106278737164,186.67940061616363,71.73645350127738,65.41519911293662,44.607024977510314,842.6498933898675,59.57820606092287,54.72069837432704,64.63865439950817,61.704172155091996,64.54847560923153,23.03163732747915,185.89377809018268,34.22669461906789,115.90441230133946,111.65747118423607,40.423529189759776,62.85032165086204,38.75311021778626,39.74072371075452
ENSG00000228594,37.42873315134134,230.24254458165703,26.672497301499472,212.61923314405232,7.147706158880726,226.7899802520926,25.690722851221445,84.5022349652811,33.47850297493769,151.5029957602127,41.229650946983945,92.62620723379216,142.7853713047826,199.72991215444162,21.05962031394221,67.425269633131,202.13343648916205,104.14086909741859,84.25439706522963,277.21612170469126,266.0950244951319,49.27152746544169,198.56885899217224,37.21660982081116,100.09657399374154,106.33482995361253,107.14169126369627,220.66559819904836,29.162503852900084,200.89413322312666,212.48096044110815,21.159326125581263,83.78914063199261,15.146085016562607,141.22176851394573,731.7904836529042,90.10566617775685,28.414717319021726,28.104575491102572,22.079640280681726,37.48563084691704,259.42833654402915,445.60072963600794,23.724662554676037,42.07070388340824,49.483198759122025,17.931455324108498,118.72437833725718,29.164720329599874,19.677148794783353
ENSG00000189409,14.399488812078692,7.991354651912971,24.63558358900513,13.151655192559055,1.9867996671063368,5.557971993898563,14.428026012767486,14.763141303911652,9.377381148331533,3.741000509241248,10.554881632794052,8.549149004872499,3.2446246045204568,5.74861433830587,14.25849710565306,8.41972373086349,7.548468797692828,4.255564700919057,5.732201138443301,3.5895036115454526,10.647076098941973,99.61074100435954,5.306712897219855,7.942924732250324,7.510009435827915,3.1931083620249305,30.094836728093508,4.381508683864152,16.181921358369422,6.12095241615272,8.77428173158367,246.29231445388226,10.011660921927968,2.401157656717349,4.265205282878895,4.682495403728763,4.718371975393226,11.32439989929875,47.88965670001467,12.821584262788488,33.22166965642334,6.183495515744169,6.3310261570198225,8.061074130738032,67.94160868442182,34.031299152072165,16.398879628882298,7.469276507282356,10.696866099500268,6.045558606514361
ENSG00000169885,14.941046297732058,22.04504585192204,10.288498387962662,50.06062302764548,1632.5602770303863,36.866841365116294,22.8716198092309,27.363641792720948,25.360716315514885,13.64301497492979,25.21918868194362,23.339849426584358,8.169284077842022,29.865481822602703,17.914865288972866,20.811943350691983,18.19261180734439,11.980085755542449,12.170828088870232,33.380632921521716,28.6431457713418,42.74426535536379,18.161103152054984,10.128303813837503,21.708794891295195,16.027673002543988,13.166318399534681,14.37187037691896,18.284996505877846,20.526578624771552,30.777664012147145,13.319668563970312,24.519050311511236,228.67616066280473,13.75058133610062,38.16597591246728,8.019834805707902,108.05414100080769,10.616061692877633,35.03428803609707,14.154828847740388,45.250363426998376,26.06950626497096,65.31994150711463,18.363722955866766,25.53713158302586,22.050640786248152,24.889623283383802,22.595620507039524,100.96938391324545
ENSG00000178821,14.32856093638683,14.827747562322045,6.896421050158789,34.23420039741183,6943.035707439876,45.6819322517955,29.569314933471894,23.82900610469269,28.22976976508506,6.268455607985593,22.946927085788868,88.94505372158558,9.623160078882991,40.182393797146865,33.03852037830414,14.029963353918136,26.93220098975998,13.078206038058061,8.057348847234627,63.56544749986334,20.657516954198588,45.52637426178259,24.227378621640472,27.935852977751978,22.396301505713303,19.375167180912978,5.695260842407162,12.206696250737451,42.198036157976,16.877762418812544,44.72408523319002,4.972207268189403,25.83162700277537,1331.3351553757007,13.194583093044416,72.00803010677217,7.693704056713025,766.84660325756,4.862356345079792,65.53668390062938,5.884348411918366,67.69502504114486,13.585955109028253,421.93019172103686,71.3865193034317,14.837532227949179,50.88318527305632,20.096762288321248,46.209295178535896,911.513866344915
ENSG00000067606,32.85391653911495,291.25381929869735,13.872222816461917,318.5474675377595,5.4560570617224196,96.51813074802759,24.389085995212998,72.73619188655968,21.350237253849457,21.06472788173356,29.23042618679708,303.0768001844024,291.4570332819321,320.1524888932614,12.137864901562489,62.66947750487816,163.34617592594662,84.87077141367561,121.73670919188525,620.6656686947312,404.86075657251445,21.646344580702838,73.81686752314236,96.54452406245332,61.552157579200575,21.682283695362827,148.6143178025546,313.73353061846365,71.89962789920348,292.43593593961765,109.90473088542669,10.08790591014373,76.92042770568706,10.474008500247626,83.59074364210619,1245.8932076404965,54.548146443479745,19.68378724530498,16.592299524700376,11.988383427578238,12.969531583680816,134.36694747853517,713.8052851306019,23.5017577290121,107.9021723235792,16.782661093522517,22.864092063523866,94.53782375747139,14.494158900479297,18.86431310844527
ENSG00000182873,52.158470432357774,301.10455985032036,49.30567271852069,241.25168513172807,22.539791687124033,84.08355606014076,35.28458855395663,112.48987190182834,43.403504687397486,20.01788758573058,47.99263495969031,189.68667156198956,140.18303745943214,235.4101560397754,23.49931615705097,62.23568840808011,59.26678082393328,66.09914046827232,91.43618507135025,192.66321797592474,376.85183836111764,443.134180623668,58.96102127094127,131.75582760378788,64.13715741985857,24.13209795655699,262.8144345698662,272.0565028970417,32.43710889724973,198.15811759706665,102.4230238186124,120.91370572452718,97.04660425753411,32.91099116389963,114.6760299388462,450.17352745047936,53.917867231092075,23.179483941589407,35.897626003059344,26.519349815216113,58.56166951181492,74.07902958317659,295.7771313230837,18.151128223056844,64.53937097823022,75.05780812055377,39.56306998740621,83.32429043465665,21.822510967057543,19.392398990459693
ENSG00000116151,47.57129995531132,140.77449313614324,14.66013310485744,185.98075548436714,16.48045595666304,16.879809096657855,27.375504534774873,45.340782475640246,22.73496942101625,29.438471416479725,37.7737362913145,61.511741015924244,33.25626130076809,84.32543588518317,12.987948129629592,57.25950079563218,24.17050324592536,29.034109583261202,43.24809313382188,51.53918396398682,267.0295396771875,105.51187175484614,10.64861143741665,26.10987349525958,29.9765256674748,25.371983745593848,9.247710022189754,84.27537243230047,11.764835772277998,108.92492645872017,24.03557323754306,35.64297318856295,66.44409365257978,28.045281926145925,38.47477195380869,125.07376559043107,29.95049705888858,10.884099831153193,22.72522652261899,13.424425247424098,38.622051197024966,18.057278770409283,231.15285297525668,8.704243461927591,16.276984789363333,38.99170268689345,13.78037763985682,55.25646946734908,14.228857783633988,10.122909072404143
ENSG00000272420,16.809909338566527,51.5414934311167,12.013242316117092,56.291368728588,7.249727989318325,26.401501042667412,14.844437796809384,28.28343292080305,14.366753292937586,16.094678475905486,22.660798701986856,56.5245610521434,97.58502027664974,253.51656014233728,11.168224111261184,36.14309459913468,20.193593716795956,26.840575306110576,37.520770852069816,155.6364787940667,118.6225287508104,173.30738070602212,19.13263302493539,35.755937940810625,20.749072165225314,17.059029965980198,13.538224624536364,78.90511482298288,14.380789889731412,97.96919608346104,38.44959815201179,20.881880134116336,29.172080065244245,18.122824627712767,37.07782773993628,458.7631960915739,28.157054271874117,13.862221123732366,11.56875355109015,13.246818849682576,16.690856901290726,35.881039471725664,124.89322702642914,9.219371904742662,22.13164309333131,22.784444622632456,12.40642040298419,37.400235453150856,16.72851235764172,9.812740996468712
ENSG00000149527,17.758434743247598,188.67760579686535,32.45005511439342,71.56625201597927,8.84297444254968,1953.8980811447436,18.314590036203924,81.44813525255319,31.698678542892424,18.187643359331833,38.361282854794936,89.04272314585707,599.9049739383478,373.41568682706384,21.29358913791457,56.04191268386731,372.03032398217925,200.44958664040354,105.47854024473818,520.2841838022971,168.73450437635478,20.693437433778165,889.1643917280652,77.63022341858554,143.63264398060048,22.8909914129148,384.7746121398727,364.4425892074918,13.26582531398276,168.16405027400782,1219.568904600369,11.18798324435972,38.42693435287004,19.685334676232742,191.37673731925258,1393.3535172899374,88.65490456995487,9.066518463004073,21.735213286718892,22.21080612567544,21.168163344691337,1868.529978760983,347.6070960102203,8.54240942426993,11.437361054833174,25.529896041831723,20.29758456798371,69.62695378614094,21.138836689874275,10.034907924079594
ENSG00000238164,86.19967842771145,51.51652346235403,35.345335988365875,168.32616744664006,8.49260333900803,11.148968192962755,76.43133226037408,120.06946033536127,26.86154039544015,6.660320425593609,22.389911177080677,742.2759167350231,8.305083579832916,11.837273093208195,30.72296423892779,59.06167155737629,18.33180430294384,19.504656351819985,53.675485068247475,12.302184591988516,120.58989348095858,79.53921631000333,6.430030433800106,317.61775380172605,515.1436634479372,6.318709900532111,147.16155835189954,20.375154666845496,16.505657164518816,43.128055172570875,10.719592306837614,14.698841719983958,51.33884491497209,11.627650470632945,15.880911399396776,10.308914495661705,15.93860675847446,15.005082878815871,28.933077102403068,39.52096646474293,20.01643090092866,15.301434986772652,44.03866255064642,14.696167950954996,27.296726598537315,35.26538946379283,13.918408596834183,37.330799342497016,42.989457990587155,17.196398921932555
ENSG00000228037,41.945984095919535,14.780369988511607,30.669442067602272,31.0142873229465,13.163895494774646,11.274548203306216,41.59941669005545,42.30478299664057,19.541719934098232,5.5040185499140275,17.45608633454663,289.9704696983262,5.367521638651127,8.89520266473843,21.70001669007593,20.310469321571524,8.669410871630562,12.146108694770922,17.51311462283441,11.4388302922493,35.33231238291652,103.10525637824206,5.211011684113219,111.4060395416881,387.25856052837867,6.367023284605709,50.95333469798556,7.0866996259311525,10.706166828853275,10.134903379848588,14.55382114452732,15.411649875160705,26.844799962656182,12.267507963030493,9.241705346568612,9.794420416697573,9.757573776505279,11.952800156095273,13.929327344991574,34.27620978174141,15.88069992666176,14.55398118565883,12.721329241481971,11.697434645792478,19.807048014528192,20.169830686768407,12.504481472446727,13.040396466927776,29.26748633493865,9.18762999718695
ENSG00000162591,421.2034866067622,345.2657745556412,712.1971805149544,732.914787177066,97.55432835861183,1154.563460913273,372.8552999400792,527.9785260047543,405.9592832998418,142.02439050565886,547.7300549927922,125.04019927340605,55.64591879689468,59.76563296385836,486.22897587719615,310.18165118348884,265.6122729301617,158.43466124658121,142.94701384066855,49.328517270740385,310.3993203955037,2781.646220968303,315.8411856200722,122.7730033713244,90.94974451117955,143.74527760403177,401.93115212057296,129.44116726791808,156.96284558612322,135.68045871541264,1113.8020534491632,7045.548688689214,380.16357514680345,119.04210527072271,269.8918011148934,82.16033315006493,174.54709441555568,100.2444549831791,1128.2345783982578,615.7619094252989,743.2360908103783,1174.3156932866855,257.3713146666672,79.18723488491885,278.25245235074715,1281.998722921934,466.8372139102444,261.39514320739266,402.0990254423999,79.17615080675817
ENSG00000078900,4.268206584836043,9.278899048291818,2.9866665770343515,9.300833656415728,9.016428710880714,134.63577266680431,5.558860198896355,10.903879598068228,4.77659500633896,3.593057567764139,4.352581579180454,7.647217508031208,37.27773526095292,22.62826611926178,2.2353530159448325,6.661247926163116,66.41930718914986,18.083571120691747,8.857793266105029,34.966140295819336,13.265839094011223,2.9401405960041576,122.6673152883609,9.266864655131297,395.55586997357125,5.454516607171712,4.7038842046313825,19.978477437230968,4.084079595614815,14.288570644788985,116.41299019862294,2.762016011504794,4.600977606688098,10.397648668497675,16.848610999714403,63.564265673883106,8.991408136040318,3.9453873111427997,2.7984984885524096,4.25643993204761,3.095429592897382,175.84648293611224,16.775107065733714,4.844992160791622,4.5393673709806714,3.6197223841284956,3.908670260646562,9.06315570161744,4.067876366209065,4.721602016733939
ENSG00000235169,68.90157202027521,94.61103252849455,93.70231094214847,360.93979422032197,8.858196201125036,16.50727153097601,44.15545760155665,78.56596567384406,48.058938120316526,23.144050007778418,38.63241767644272,42.45518891515506,9.180385443498093,34.45573948188079,34.25636675042714,56.88314674257043,15.244680041886305,21.611612068124487,40.63867091559314,22.746472674793655,358.5780536979258,238.8455006242189,7.246171769862017,23.735717945122996,75.95371439644093,17.871084567427257,2010.7499763977955,43.31141748829729,144.9100602006944,72.62225578275924,20.973259335529235,115.81472302681894,128.43243899884442,10.107738595528698,35.36234562285757,29.584903151580615,17.543026237310045,31.949817985699998,89.1192890521076,39.88546299598469,57.06997919100124,20.78814289467304,155.83016917774543,60.163829528499534,1092.4226977651524,74.79204400846454,57.54097498276459,63.1672542821413,33.03726454079626,26.480322356615137
ENSG00000069424,132.3240165173473,143.67866314202277,233.93217458648923,95.53382337279145,108.7612444859264,109.57108677743464,228.93425435362488,158.68973804605938,94.86795950042077,69.8400074997226,51.48805717675137,118.49275298070577,312.8344638658551,757.7377375338974,145.55734130092694,107.1776985553444,31.99379268959649,53.56552346343754,77.37932167409215,731.1753147803678,159.74510129530776,391.6475700553258,32.636488742477084,89.5867671074261,2611.0664090731625,79.16425770253369,3017.393411184312,151.71856900628606,113.93850950748192,268.9478938091705,109.32685763769396,138.29662274279568,117.90676050605636,208.46738957767127,56.640120855122916,2463.3630047876427,82.95852405522793,138.39569751995865,139.52392155262024,178.98995469696018,94.49918317948948,84.27528803321158,224.67830531711746,129.77721152832675,177.1284531963727,110.28668590534595,79.9179063620633,112.1383800974731,283.29374816438263,148.1457240182776
ENSG00000097021,182.84371150681903,208.00997938545595,117.72198754171886,107.76967729977476,49.36951733154445,318.5512597173088,106.26564173607458,145.3748471558914,144.05125537650056,810.0073687235839,154.8392381046586,569.7079821351093,528.0733991548262,797.6764929895277,89.68030353738507,211.36806313729448,441.84467697674563,163.27235178061306,175.6236293239454,909.4962207151192,207.3158213116384,2420.940038644971,294.24834722154554,427.7352595968568,1015.5749529649398,766.6009596694519,154.97112813071598,232.5710549127063,151.11515807631676,224.57658287589743,238.99537673927586,850.6724086530776,177.09291618520186,107.59851913526948,150.2538638421054,2407.957768928043,260.9492617023852,96.84477577788297,154.86839295507528,184.5613135012594,337.6940653496471,287.3779557057227,267.76113799906676,54.387376745130915,196.5694462403384,136.08406629587188,99.94634542892433,133.3225026130863,149.6788015020411,87.52486194257229
ENSG00000215788,206.79965918942537,382.93662009716763,151.51148733181412,262.7066137010726,44.73036376946163,1209.404113184562,184.78113474134094,226.00801233315917,184.11428417857016,67.51602750672515,242.79361534148492,906.1704618465803,1272.6450606232004,1286.2175871173938,202.16193841441776,216.08773317148209,509.76838123014664,294.04478124420604,248.07747474678644,1200.9221502539028,467.1215496049201,492.96120545616566,813.0627139218108,372.6188957887284,247.02869131671568,91.84427432395859,971.6134844771067,578.2364507362753,166.58174692332761,491.09119925945924,1496.51704385245,194.13209298332603,221.61133480362054,120.86473300404074,249.71076869408628,2108.6462239878506,237.51699648041048,159.9285199384798,246.83437128779659,308.3543383868028,125.24127108014574,1230.3941377453373,847.3044501400134,109.43480414946723,252.635427399654,282.4106779366612,163.59145386986904,347.3832485892835,237.50716496349546,67.36940893565648
ENSG00000171680,171.21758842420695,256.4255897110769,98.6924231553348,297.1229888773138,47.74939756097385,1889.9398919015255,237.66330524503874,126.72544010446056,208.87250051876688,83.20393456773904,278.0786851989189,312.2212433201326,606.0510269222883,695.8227431997772,193.65238434355524,261.94908530322266,321.45031771836426,302.88003118999507,179.92123596450978,599.7090373315382,448.4228790098183,821.4153254008894,711.9395129447387,189.0590750739195,43.38964497158852,107.54542158151517,29.46749534092379,430.88283449092063,241.1645203024219,348.03666952159114,1407.6719481593364,256.6037078555083,176.39186784943524,111.60763610692347,267.5445591678688,1540.8287859927877,201.09202454597659,143.9439481746887,147.47566864688318,388.4763703419681,173.52464347587923,2539.6459995893647,450.527268312664,111.05406445099051,251.33424040862056,271.6478634948441,188.68075577416246,302.81725364850683,289.86809141910794,85.03150323000678
