,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29
ENSG00000131584,3932.494169205964,909.0161393153659,375.1160161363961,3494.278652888596,1033.690539234797,941.6959779497199,1638.9832461122028,1019.5120248677787,1980.311047782444,947.7506110621556,687.0224543012466,1686.6126546204405,1130.0197161342976,14584.921990494635,247.4958613567528,800.3946179699625,2059.3375994678217,557.1862913093336,171.87306715348694,1774.521831645929,797.1631847939975,6619.219722073986,727.347016867934,300.91887124630375,444.17955321949967,864.5707316556914,84.97693145193526,6726.17976070749,1541.0286020397812
ENSG00000179403,1564.3382706216012,392.03616793502283,9.794852908090654,5301.53290707944,100.4827457477364,458.08387297523933,1541.829206372029,959.6565100691552,751.4293009253533,192.954979053395,166.6993334794353,877.1499351982997,347.70651921112744,397.7051253460803,7.08723126421949,365.30364755016944,540.021340562713,166.22783267068928,6.662877984634751,928.6643307550569,810.3307035160161,10421.499428072639,379.8452253735837,90.685990038217,20.354764574692624,96.11217892408844,5.635612924553964,702.2224128743836,707.0057858264657
ENSG00000215915,169.39410134936648,19.733225397978515,4.897690564190651,891.064281845173,7.712463635980692,31.47160648280079,134.8476549683494,48.29093951206237,42.09582384153786,8.428299973973832,10.268205976948124,72.12840554695896,20.641605212875124,67.9200974270416,4.314126052474074,25.569820716233234,30.811766647688803,28.226788652228212,3.4945775092673523,69.63951961422762,40.3766187177866,316.10532587280716,24.873659321848088,9.893182695174445,4.8324013469750495,4.4445876716507975,2.344126627011611,66.58017725032381,34.483792326385306
ENSG00000205090,856.5738261616327,72.21937151851424,7.663623265035775,355.52895766810616,60.52292158147918,55.85239523485821,149.82993341613883,58.14906229844234,180.944076819994,156.20767460417306,49.664054233655456,111.43083112488456,36.13869871479199,1768.871758430912,7.166815266992694,72.98056703485967,41.7890897085433,25.88845423640844,6.1479311770889975,181.33861194309804,114.3934971932147,1580.418493735087,31.556397681672006,14.92979263154767,24.49586235534186,58.32057236957027,3.691229892749642,68.26045646266704,200.88330934265065
ENSG00000228594,1324.2545088052511,29.53186503469604,43.26043169452244,1018.4883702314511,13.916716529289015,62.06686617753843,145.15702360048994,40.25806392809,87.79714966055244,312.2926888691624,18.26048330918133,151.77786607780402,98.66585441011317,687.1990484102175,32.297500242617645,37.31725023233552,385.98989994718045,86.69411225058337,21.499203736368802,118.98867359640988,28.08359445693274,57.41707401829854,123.19682864676217,23.80418459014433,67.65992519074048,22.749325928283348,10.614324707134617,972.1775343752411,52.811348376841565
ENSG00000189409,7.990822362185394,12.932027700815034,12.682126621519158,40.02861503795603,2.5109239544599444,11.062173648580819,22.56053543279613,28.513631942303828,89.02592417711261,5.4913256232991206,4.495592580142351,15.041530544924747,12.316638389143769,12.716852720965809,8.974484348922282,24.12685110565309,7.517293965122719,6.5932083954925575,8.37220339808362,13.99941849927525,227.61789007144975,200.29432673665576,10.935668227941056,10.539715308605313,8.38877331439088,5.327858861940432,4.834453579603902,17.336278855298875,80.88252539375108
ENSG00000169885,43.21013681564102,52.067418181857654,8.710310282826676,110.01844966053177,1160.2763720157245,51.364138142079995,43.47768161649984,38.453898980647296,6.644298704616051,29.790185904707627,85.23160968762105,46.96946006935748,30.59394691335812,90.72894648852349,3.4473958402257954,39.374607118621384,26.871728892427473,17.349265833825267,4.664805514702924,48.01437059879212,18.352939390324373,26.31284611052497,18.846067796210278,7.862982724978471,6.829244395684605,684.378837263799,3.035783921842297,122.48824787290924,42.18392247875605
ENSG00000178821,73.17812868133174,132.06157062021438,6.5118135898152385,44.94762021898349,4045.146129560767,54.978673006865115,49.7163811128927,51.13992889583121,7.08962896108952,18.59392664436666,352.02868416943323,130.40093748544612,56.11550310378568,146.89736359352435,3.425038164171286,32.427542342290934,38.57615852293004,16.127192812636515,3.4352560891248984,52.24171408148703,10.778194726030383,13.737070117612674,26.212600052068122,6.657880608433243,4.905489628075449,5321.784457293843,3.4323626186436025,169.05338015688955,33.160502958174206
ENSG00000067606,1666.9033101895934,14.163590954582665,36.57366922624293,1327.236348667753,11.1824598647025,26.709104301346425,128.95776694788702,12.53831557214078,200.65813561623648,13.034615113795475,11.316869259766522,392.6231670136423,65.54261020385395,2038.8208580657667,41.34132504450653,12.755870233728702,258.2348336901357,28.18829959188089,35.424570506706864,95.16063968408429,8.901815832028385,23.65605331762175,54.280210048518875,16.649138031151715,81.39182152080342,13.887952175749367,13.025362952960407,453.2023280475595,40.19382315624666
ENSG00000182873,279.1736135036594,63.48385005992014,78.74039346132665,1059.1570934872884,43.49849190525742,42.398371996478105,147.60400533590814,43.744568515873894,107.44612010756376,26.041235997552096,34.222693039397306,319.2822526949997,68.22267523915514,1359.053620143199,63.877679693895956,33.338366854177394,102.41297936983786,28.54762293379139,52.0699490889708,120.50470867960641,83.54188438410874,500.3844969592179,68.78355696668334,28.278613731974634,133.72173079444067,20.03160818551191,18.685401297714662,378.96124024655234,106.45998823728087
ENSG00000116151,84.35039353663319,23.286803017900898,4.585531660053896,732.0186881811206,29.936844259697583,20.82144616089469,126.42100575501748,18.127861725630996,28.3700307116489,58.693004941465816,26.330887527204283,91.71868936730637,21.94038064469579,395.6201278648459,3.886920213186306,26.956647034562895,35.35157084607312,38.38743368852206,3.1018178275860335,44.80598586791274,40.20376789198593,131.9382224455482,18.632543193260343,10.248488489294003,8.574274591702588,13.15391043208521,2.4884429150503027,79.12207849625683,48.1826553166199
ENSG00000272420,249.22478129322792,16.509390267922633,6.068692559550238,221.25922506004576,17.77825917291603,20.181981970329286,51.41945135010881,19.94927360968452,33.0119522219519,22.256555184465608,16.17495878571717,92.06912106633794,29.35450790107313,1234.7987909396668,4.521707613235587,25.76894172750639,28.537228704693156,20.707034156264115,4.460580531284498,56.90285929498041,22.582170147703625,145.30290407808434,24.070048217916128,11.31491404064776,8.543394731118386,11.013875971459688,2.5111610898236942,123.42027882993312,41.83461614861465
ENSG00000149527,990.4642445017247,36.967597463067285,162.47143201531955,407.1114432751825,11.733810660675989,143.0093704224018,47.22115279188457,17.0064702122663,13.776522727317298,15.366880471145015,12.503956456527439,191.0385858026775,275.5133124163342,3199.971594214629,88.48002798758488,28.965051821532626,1146.104034691894,50.50654056179869,101.74878798763206,101.53476436192925,17.427675044560537,18.08781908567513,270.61674527067726,105.95027316339038,69.36919269401668,7.488898680430057,29.622226800331728,6822.595630320158,27.369438661770616
ENSG00000238164,19.659698333287306,27.133135694454854,48.493227987519965,340.4666332268817,16.363019762165035,25.444074257681503,152.36557775586553,74.76721272715605,46.334400674020024,6.5649334167130355,21.173784629238472,1071.644768501192,21.434701080514976,21.746533605241464,50.9614208670081,59.46232882329448,16.806473331856587,446.8350871758877,30.556406602557065,52.32330042757865,30.942801691534186,75.51008099155436,19.132776916301545,117.91955251548951,82.53718977492564,13.413625124067703,22.443171402973675,39.068582492944465,47.31094032051373
ENSG00000228037,14.31069475648743,21.253442900701405,22.845065748450608,57.036262963526454,17.786568769886323,27.824739936254858,62.79282894750346,64.5890924501418,31.471785198441527,6.926598618610176,18.841218086747535,414.8028470250424,12.175095852484475,28.565270422706778,17.434843871263034,41.16851242859339,7.6249796453901615,390.61497130896447,10.641773582778328,46.68805002967932,30.645943400413888,85.96364641631689,11.774195918607102,79.26482032001499,43.32811631793031,12.062278984313991,7.42430346495681,40.212769462475535,21.90513058461859
ENSG00000162591,104.30381648498131,518.175859979028,178.7051902728191,1950.6869211745286,137.64870738060128,796.5529600350109,1145.013666412015,1500.8695392476598,432.485595024154,258.74994178576037,176.31366302218868,258.0907437448301,375.6076593161831,122.77781233122754,124.008117289911,772.6285896700731,482.23022832307646,111.69054697028189,106.02387882346646,565.3285747447379,6297.3678281467755,6132.769354491887,222.49149438077956,166.46431750085262,156.70528381710113,87.56288339230326,44.144188674064694,4194.183775823009,1495.231942070668
ENSG00000078900,34.8859691938641,4.3163082269123345,2.804962275340095,16.372171945185364,12.995548914849767,11.53910402423369,3.149432215338624,3.175101720059109,3.8627347645311616,4.1909526048136,5.940257280156251,27.014488888745877,28.47880986576406,187.32015087446186,1.9708963731022162,5.193176487667527,179.04438441625007,420.91859447126853,2.023705301716124,7.661174187893249,3.7065726694610883,2.4156731632504664,33.30833273929397,80.44914310315698,7.220348149010441,5.394697879493116,1.7621607792474359,558.0918114896668,3.838224822894723
ENSG00000235169,87.96377024247381,24.63583878717711,496.10707029493744,927.2511490122233,21.11786357532097,33.17084004126238,114.16659897184367,47.038824312594535,1284.4186969049638,39.4869314467656,18.539506437849834,71.29268854326979,38.1040229274025,37.85679031675326,443.28773091193074,37.91307777941881,17.383227338708462,45.941397178181255,442.71320604194847,61.21792712221337,205.79720289475654,257.5593903026917,28.43973232142573,44.196640514452575,139.25884616910125,26.503596437642052,615.3072235103609,69.63142706516467,180.22787908670674
ENSG00000069424,3685.500917639114,127.85563589812537,542.0414348034215,206.7602060402521,222.9680145027309,103.10919879826317,529.5278832220938,212.39911426589583,290.56843867893565,98.91218368990154,92.06935328812354,313.90478567173403,85.49840116078312,2467.6236405032564,659.5711554266721,223.05245729735444,37.41897800510116,1432.5150312219505,905.1680182222094,369.3660976622042,243.4059997901924,378.87213003744256,46.60302296626177,815.9209029064466,1734.5166511915047,276.5609114428469,283.2215352175363,310.82927817548153,203.20191336590037
ENSG00000097021,3951.016562124097,168.958810716633,59.93435890830157,292.569591899816,96.92129803899228,228.97174615979387,290.26282969784603,241.86116927415557,336.4481027442446,2015.3122342310255,119.59608730067679,997.9801278957614,267.6209720102522,2919.819491983727,37.62410987479601,372.12088308752806,663.35356642433,1219.8551319443172,40.09693196507964,402.2944979286111,481.2695851286139,2847.6304209481596,276.5929803677448,233.71626438505564,74.9317432590126,59.17683950297337,26.02247676088419,1028.0363860162095,541.9213781704427
ENSG00000215788,974.6401628517472,241.55988014525343,305.0841784447446,879.582665644507,92.09415393542893,439.1336432682364,671.8002250616452,279.616898591596,426.1317860123891,84.76199866442856,103.55684033899898,1327.0883721642133,608.8048797110425,7969.725105157422,266.7563255784522,326.7154970654283,1114.394397404102,82.49341383458311,280.10222325485665,883.8277055577383,354.2317774122269,457.0714713826947,469.10842317410555,130.67909961467845,274.1677002908819,115.43129075135192,95.87310035996771,5086.33285552577,426.8803639807492
ENSG00000171680,622.8099161699428,225.14851873248412,8.695896578383902,901.9574899773759,94.18869559395765,538.9005471749749,873.6272500305569,292.8767924345971,483.3661714305923,131.27728313698668,95.84319379124453,477.83994018329196,523.0691344299368,4623.189115133747,7.593799657801333,399.5278619232425,820.8629291114096,71.47183781368679,9.273283102996714,810.7861965388406,462.513367634141,699.3772687424803,298.2576676449148,51.41610706457328,14.035092596793854,117.29478821457549,6.464813793836395,7525.587971952563,552.236596187975
ENSG00000049246,830.7160787359543,273.1837005340681,10.193414631888842,1506.4490003361796,420.7070899991279,297.7509035462088,689.1847086736865,355.42143363044045,369.0242902630864,109.83125383099699,223.4405768357865,241.29405398639508,209.2727626414934,1870.8868376837736,8.214570106256481,348.19991077933287,307.140386198771,104.12599024299638,7.040982584482317,458.2215251701165,493.23373343222204,4268.260535988374,153.5512228833814,44.087079238987194,17.131449830012112,306.0380681060555,5.528645591541295,1210.1496442525304,447.77196656340226
ENSG00000142583,444.22713484939806,68.99809457286258,61.45117117714187,20.703316376306706,424.2697719098208,27.590974826384215,104.81051630400431,203.11770118931048,28.013741970105333,40.04760894407743,147.82289236512506,166.23086322705888,22.7942399988565,63.19950172494803,35.484636127493275,149.92689722756143,70.44517064413677,770.765406029713,33.439661852691195,70.07079658914768,45.248391740924404,86.67692449362056,30.845332831658073,318.9848133474089,46.435408371662945,680.3679498574162,22.8515057364945,53.750388692814184,62.0165652563323
ENSG00000180758,24.586221216391877,149.3344654771893,13.047140856925857,513.4300312087391,728.1833644412503,208.31268842678168,126.68888521590704,99.48169908547086,286.8024776848809,125.36994370530643,270.53098503507374,202.0597175815933,206.29209587382402,22.920687649636285,8.541879470992928,64.0118802382673,1308.2804758809284,302.026107580908,6.797474554524468,142.69596160516815,187.4809586520656,314.4228487153229,183.74997673888979,89.78817463368631,18.173192814537547,850.9140476715072,4.362631004982365,1926.1729391917668,131.7797774056199
ENSG00000171608,209.22579942393352,99.31212342374491,1170.9931341858248,594.1846944354737,45.34105893335747,107.17665458489304,265.5802529031205,328.99672240017446,137.49050190149057,285.837527012442,39.64027881786121,294.1722101827536,63.92061178223804,329.1370623565305,1335.7473422142607,336.84396046841687,138.07948446232234,2563.0330138623813,1162.199205228253,220.2088063556591,478.54782504202353,879.6172632000696,116.73191149289563,1073.955635005813,3592.357267092171,24.984293701859922,404.3190179894096,157.1363142247706,144.53143694314554
ENSG00000178585,1269.9184268107776,665.6559092505319,135.0578560376488,2683.517455951035,298.59193716087816,1195.7803828900853,1071.4347413546031,411.3697602410281,1256.2096862954113,380.7024712193818,221.20542835489863,592.0738069642573,1314.7590195985904,1960.3007849997398,72.109902137199,524.4717205961109,2918.807698544938,239.70663729259098,71.52022386472206,904.4420129032702,488.3935332193722,867.7021896537124,583.9586658185585,177.85464001430236,112.98007663667897,442.1792370029028,32.15131125427031,22773.448556305797,496.74977684073474
ENSG00000162444,516.6100482399389,592.7810027262694,486.1271308232962,2606.4912469851765,282.01843617799415,1377.3598311292467,27332.40604390945,7318.977586200477,1849.8451497472383,169.98839101858272,378.9962341294779,211.94080149820613,397.95639840417977,196.81031446512836,426.37779644789555,1505.51213425732,773.6456696677036,204.92552178845062,215.1794095513217,2366.01145773586,1264.2159351666355,1413.063563905519,307.09307594178483,325.50658427932774,910.7963395907102,239.04564335819381,69.94478179302183,1174.6452395913477,506.62853364678097
ENSG00000142657,2282.6419316320566,936.3241097563525,8362.488123335446,7667.158596429699,1169.9109809743645,1332.001812360546,8981.94234848035,4347.352641355932,1446.0589629867363,5619.515308059308,921.9339311034784,2610.1039360619397,985.3341739273386,1840.5248300816513,8305.25509112789,3025.19475872407,22688.02825344928,2043.091597559989,10682.796883481073,2389.859726656266,2039.1625512159421,1273.2770864310132,3646.1577834602454,4224.725889890103,27389.889975301638,566.5294036113174,2578.016510648966,2589.1669248983994,983.6089872208618
ENSG00000241563,1177.5495986567748,15.420820259283564,13.459724120932904,229.16900634956477,19.853917587310445,16.98064869058984,92.5502343696338,18.041909965367424,24.009328182379903,42.09370348768306,13.96818892446757,84.98881014041193,23.793337165164743,389.3320243094727,8.757283712055544,22.482362675462948,23.76389842390753,33.039280042375125,6.5012085474442305,66.11835560929896,17.367978863096326,86.9946073873387,18.4629120174715,10.337852194335326,8.081322703728516,4.919903851010999,4.9161627506143635,39.92578546281124,32.21636061302391
ENSG00000130940,26.77286488769855,260.228088646198,37.31286241226383,451.6664012690126,771.9851502290533,259.4203119675681,84.4066308399341,88.07410935340047,506.33680271692015,14.53049145005985,306.6783384262649,501.9205627061067,253.82519238879175,30.231895578846018,18.08049241041667,101.79513009305515,409.6991321408985,85.09574804167676,14.295788340156848,113.85132023053364,137.605698168763,2865.62207140744,161.20540716718412,34.568727505949525,21.394261614620547,786.2700375508514,11.407776289837145,3967.575711470069,229.86388092111156
ENSG00000116661,15391.807169994143,173.08208001513515,70.54435253418356,1169.5532342323568,193.80445538403032,197.8733975011484,305.68889159484155,62.60693598996676,487.7782396448002,59.1132022487117,164.36822003311585,234.06156704367643,246.3917946969498,4819.11727255773,42.17670590401573,58.50404054187222,288.5776628352696,71.9514865786792,28.417808643723966,374.8213136350927,274.44612192610936,622.2548401843696,191.9236439625568,59.70594943299584,72.11789940238263,35.37685177694057,15.07641059915511,1487.1202036294692,594.5486949730326
ENSG00000132879,4295.669117031818,355.8511119407408,213.71272557896228,4678.746063413311,248.8025097360219,425.7728685909121,880.256668889439,343.3894520299291,977.2964255882672,592.2889820906013,169.36892768539923,732.0428195749378,441.61643325659537,8523.758746217502,147.62341003901545,395.58941420144976,435.41657578818615,559.5094613836164,141.3407247715508,641.5402016310614,822.6482437698846,2104.9734101830622,256.51866073622546,269.5730197830577,298.21950695512464,131.72448344391043,73.32540146413905,2143.9672713334376,1096.464436668447
ENSG00000177674,477.3096175560256,658.2902317424256,2246.9341653547353,3052.4918171015815,1017.7790875511744,527.0155797832313,1372.480219356457,1203.855866440774,761.6216643772988,1803.0664122327644,969.5955130062664,570.9036021251962,420.1485205383178,231.94345652859965,2961.5349147393144,1085.7690528781147,747.042772315594,263.3786639324539,2753.8151376675946,1040.2934821172437,1560.983433911183,2401.1828007046784,668.4454186840121,518.2367680759689,7659.42539907664,480.57552972227575,580.5419303221915,1294.4620508173343,655.6744665898636
ENSG00000242349,86.66671877280831,24.82645543611268,38.42743343472046,332.4362687449623,21.565982522711664,24.266406411661112,110.29675341033808,51.84763324655293,1250.4879893213256,21.344010348562758,24.625480290967463,152.5303840507286,47.35185891067111,151.63514150433426,25.355055257672742,30.748775846209586,21.702917992794323,44.13281619243286,19.83630659646617,87.62751489287383,92.07535247337665,92.19179654214308,31.853450944610373,36.007828396577146,48.385928032341226,13.16298373190877,11.65959597248162,104.92440345311148,143.87460370381717
ENSG00000175206,3639.9036949786923,210.7012473774948,297.8524870785005,522.0427478680192,252.71978051416986,199.02325755695546,271.19762745318275,350.4475498434363,1795300.899453845,417.8133942705297,561.5007314840099,502.8583899776337,2112.9874630062336,179.57451803932605,294.77630774773866,291.5547778707275,280.4821418084936,290.5334470841959,452.63192003096486,980.099220487146,1131.40252760073,346.59734896814,729.8769844227987,332.6555146215403,422.48981675781636,2666.153434556359,369.717845062631,2556.473000279286,7627.331905267311
ENSG00000120937,559.1001546788983,43.41812286327986,50.53958875042611,97.37095595506557,51.77596631469169,46.95269297456447,41.78819568249234,113.05261790110397,238110.15950244654,50.75534669595265,110.53858198465979,77.6046293862295,436.7804759927563,35.70836731835457,42.70193230403205,59.94738484218084,42.930037572985846,57.25369765445655,88.53091681235928,168.70027400952227,178.8971479690455,60.340585107066154,147.12158878077645,41.94792677670157,59.31979602860827,1052.2321595967237,37.527289209568046,337.9242731084134,1394.1511955466933
ENSG00000028137,404.36708186662497,453.38119562136814,9176.286089040434,961.0488017713931,491.66764884891876,765.2800344716553,4644.984940576659,3826.936033796014,937.1396606573114,706.7992340694292,458.187585540581,679.127574142941,233.04651086618517,404.68453400311085,7306.798403551099,2160.490022822069,148.72615121342804,2370.1185519621367,9333.704029009852,1559.4275637419657,2224.5067117590197,1689.2032142736418,296.2270981474632,2968.3702609879156,15678.874743664277,378.4227419470118,4783.766432175637,556.2092882002651,521.0054403482538
ENSG00000162493,490.07982255084676,401.6561913048375,6.934339938433445,443.8926023848794,778.1044606481374,473.11005296293223,851.7944205634166,1521.9950124579073,341.91962321165613,436.6275721216888,425.2975720696046,392.0877107290371,301.9203428263373,214.16084016905197,4.448804798229621,897.3636651065146,261.42422222462176,68.45665570849532,4.57858413185726,727.5634882512957,518.224751343901,1410.9788991968535,262.7859791019741,59.292551895649424,8.565728345923182,467.29035734792194,2.5491593308340708,850.8170261040007,472.8810949467733
ENSG00000189337,991.9194070979272,77.7060509217662,34.96959666774428,818.2067163373375,22.132407931307885,208.10576910186523,469.58620787345825,135.47956455103446,137.63368123447472,255.67405054914354,29.87020965056328,116.10565856325482,181.79115830931718,1406.0168639104718,17.049769950389816,200.3812109888091,845.9020737580975,40.860215901004686,21.471372112532656,252.347595938437,262.52337418172624,456.4611541369404,156.38054882413903,40.94551465374491,54.07378962692355,13.951615669502964,8.074208823662426,1125.92185460023,202.6577378923926
ENSG00000175147,60.74770586128952,8.668884314053544,1.4933210330122841,17.859363849678225,4.537181831191864,15.353908840225344,10.302539977119894,9.716265060922431,7.438144173058459,4.394239197024297,3.2908278605384558,87.38126704856005,22.432189097063876,697.6620161756687,1.4299415322950957,11.00740573083244,87.81790316795484,5.665948342222425,1.364634578577122,28.768372845725555,12.112807511981622,137.76547637938688,26.766390964838184,4.193026450781144,2.0121614051516583,3.3523041920748335,1.3728415343957845,52.27782929510222,24.167574015729873
ENSG00000142634,2219.1633448995385,792.5273597947051,4596.780048963002,5784.7574201252655,213.45704649102584,1122.4511874757777,2814.9086951723293,1813.350854051765,834.8367529424947,2904.247851538767,235.69175093255234,5243.914842431392,596.7530849223887,3367.473647122606,6526.067815005203,1968.5144744908307,1905.4716710369767,2381.0374624005426,7997.820234890794,1662.0148650212127,1895.8147538809826,6524.509995954626,1323.9557601966324,2258.382376723348,16591.900891140234,141.05345526583469,1242.139124201795,2429.734902211948,919.7479563625888
ENSG00000162438,6.426362954735754,6.029292231900546,14.533282626144397,29.65587884334959,7.282765772923822,545.3554633262422,11.440221668971713,12.681960547364136,11.724041066343325,9.36396807915601,6.668538880030774,10.137877853633404,28.68891454615307,13.602853082220541,12.08570776159033,9.893850320527205,4.839194491960555,16.807057788451196,14.13820683598135,12.150013870407355,34.14395771744118,55.54602781643957,14.002410200030837,13.83704339560127,24.52381894242447,6.093454989367399,4.53355405614547,54.696315385161135,5.275445040865177
ENSG00000142615,12.168935496773784,12.90954553027348,8.858011472469089,46.03638704431284,16.25852931157468,539.4999976528431,14.615582866566788,31.6419690387663,27.989756241471035,18.98306143785146,12.270146225551475,15.284049516939625,39.69581420550859,31.4247314531657,10.178284383099498,18.207794445257164,11.80989494144184,29.26316867455514,12.013402047209869,23.550380507697824,63.14345545041564,68.24159752052162,15.537684803959008,17.48919018427679,36.062159953944246,10.63940750080345,4.294421788676963,45.288154433649126,13.272338292088287
ENSG00000215704,5.288989104850575,5.26875530712441,3.6722200419186404,19.850077258495354,4.767954741416375,173.59023182390953,5.496696888413299,8.700594975302005,8.52336889087181,4.836010445307039,4.326128153341895,5.203043948347785,18.332481093226512,9.934048566615688,3.1554788080530116,5.760576684434921,5.162865723918756,7.491029731457594,3.4189359676765307,7.437417299124943,14.03718929644207,20.954969865694288,7.221807053639826,5.049258506394602,5.297022654221387,2.8788250866975553,1.718410193238962,24.16986826227604,5.489949215342483
ENSG00000272510,19.610665070019387,9.715790594049317,4.142848116458545,65.6037279452187,57.488611136723875,6.856503639978025,27.4997784878995,11.209444156058249,3.1082246498034274,7.290852806133749,13.469533977556624,73.72036928746432,6.3234958365806575,9.909323646923365,2.3901551955974463,9.172128779302897,8.90686030832015,8.355953510449568,2.4799378391820284,10.201263419690093,8.429236390139113,16.545035958233395,6.821868251716646,4.145849837792176,4.043392999723365,48.27119408199902,1.6538334488209163,10.450266292153033,10.464068771475146
