i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38
607,GTEX-11DXX-0526-SM-5PNVR,0.020761337044561037,0.00045700866117339355,0.00012557599630577107,0.0024916801584287216,0.0002812766731322731,0.000329983469281368,0.006113180977339706,0.0028993521345578683,0.01172008506891146,0.001656361791667824,0.0013976265774295385,0.004422369608014015,0.0002760727222104867,0.0006858976952139417,0.005232133097586518,0.001828842188679879,0.0002471479584487126,0.0003670148482936482,5.8226368547449884e-05,0.0004972991215591985,0.002744820281962591,0.006024598490162868,1.5064678700678247e-05,0.0025464518470582967,0.03043514676421835,0.0017080949502489625,2.8375576208560692e-05,0.0003443625926769545,0.5828558047972742,0.001087641104547116,2.384117018900929e-05,0.0018974952431827505,0.038470773716013804,0.2089877810850795,0.00031255220809457717,0.0020802113216727104,8.944933522414275e-05,0.05849906267614212
608,GTEX-1211K-0626-SM-5FQUZ,0.019491718468419725,0.0004333886383457792,1.8269947941486433e-05,0.0021989133229371642,0.00016869572870653273,0.0004768180310320974,0.010066386202673057,0.0018951731029542367,0.0009795595953220235,0.0009264148114847354,0.000880757547995781,0.01574879867448527,0.0002980156311665855,0.0006897239518986445,0.0012808300139981752,0.0013579136694251263,0.00025060413940795374,0.0003518059211432232,6.997770505588238e-05,0.0004183548069312253,0.0026771387927153594,0.002220681266481568,2.145378413420836e-05,0.0017013638862444964,0.40952938329114535,0.002274166164143741,1.0531236188431358e-05,0.0004086101758736582,0.0687695536047511,0.0009110080987672932,6.296669660025282e-05,0.0060426641793510615,0.3588780424732246,0.03009009633781635,0.0002724541477327079,0.011245086961795586,0.00017266899351488845,0.04671000999819451
609,GTEX-13JVG-1126-SM-5KM2M,0.00660036572819092,0.00010419230390618477,0.00034617467760412503,0.0005481385271037652,4.933797028199571e-05,8.53344124139737e-05,0.0018045270223026365,0.0005428153116050356,0.00022004327616032294,0.0002937580726125938,0.00026666384906464383,0.0023414121736346325,4.826957644993875e-05,0.00010507210839866307,0.00036499217505287125,0.00030965915602448044,6.790059855131997e-05,8.679151898007941e-05,1.7635115265753674e-05,8.268997227879473e-05,0.000733527011924753,0.0005097885682178573,6.937632468806824e-06,0.0005357795200452948,0.010190864972926598,0.00039444658121248023,0.00040680825491321205,8.235047315554504e-05,0.7053302373715713,0.00023846637064537507,8.310538683594415e-06,0.0006568866366612779,0.012043164813603624,0.2340012963353592,7.892104582172659e-05,0.0009198293382428538,2.119991179942858e-05,0.019555411076864163
610,GTEX-117YW-0326-SM-5N9CY,0.016570501493666095,0.002751530680204351,0.0006920292106753809,0.009451338935718806,0.0016371900382932568,0.0021138414439501145,0.015927156725666403,0.01310375552257692,0.00799709214955662,0.009450415236474267,0.009860952816957647,0.008609498458820504,0.0014035234261669664,0.0021802065409613396,0.014222396815963935,0.007872640779912291,0.0014177370820001884,0.0019589249419058805,0.00023159394973552074,0.0023918743759917534,0.01650777451543323,0.005070166380498979,5.4382422697183884e-05,0.01152485404905802,0.5305854404932322,0.007153309109463692,0.0003039992622248457,0.002413580772774001,0.016281538801882357,0.005389508649344385,8.984520743303079e-05,0.005776563472936447,0.21133798207961693,0.01676644480410804,0.0020417327224690504,0.006981206627108892,0.00039469919989513325,0.031482770804625304
611,GTEX-1HBPM-1026-SM-ARL9D,0.01506434794626715,0.00012892576511894287,0.0027136963579233115,0.0011498987305510933,8.711340415818514e-05,0.00012754608020122332,0.002587203681956036,0.0026268329119603345,0.0005782833409973989,0.0006844615101323142,0.0005003675407921547,0.00240299011681143,3.707655828341912e-05,9.018320017398874e-05,0.0011687195126887917,0.0006818641448699714,0.00023756344935188146,0.00012494897624379454,4.262198630178986e-05,6.334659082492068e-05,0.001740193182077592,0.003487411238850261,9.899801041354719e-06,0.0015883665605461125,0.013392472042438607,0.0010422020361401682,0.0025317113017811607,0.00010671887654718812,0.7268336168183591,0.0002130809037765395,8.419823495357708e-06,0.003076234759175831,0.01883809953419912,0.13825031769348603,9.920079494717739e-05,0.0012330528187100758,2.8049029168437026e-05,0.05642296097965158
612,GTEX-147F4-1126-SM-5TDDE,0.007194618284754936,0.00024305516019022675,0.010009966011531715,0.0010135663123183433,0.0001288096966704596,0.00017418088268604783,0.002231806744344711,0.0025403599906519505,0.000497381176501545,0.0010094650161690197,0.0007751661003246825,0.0015448162024847857,9.440352422247196e-05,0.00018247195010396699,0.0009091315648338886,0.000775900115783779,0.00015181067516769234,0.0002029061795556676,3.724114769213191e-05,0.0001544007469119226,0.0018567754716322345,0.0022907271586389446,1.0747083681080422e-05,0.0011114735326942043,0.03479367473611481,0.0009556230126950972,0.02648984247920383,0.0001756442276292093,0.6760448357809855,0.0004047120988246469,1.472414103064311e-05,0.0018219148816566752,0.02006971328462712,0.16981464745686117,0.00021061864162260347,0.0008813663488801489,4.508621805467303e-05,0.033136415962267456
613,GTEX-ZVT2-0926-SM-5GICE,0.026417570994426452,0.0006082441289265138,0.00011140214282545714,0.0037410398969114655,0.007193723814458177,0.0004965445970627016,0.013900730938137497,0.006890713714626784,0.021601997517844786,0.002713816696600637,0.002409430126631973,0.006769025197571915,0.00026904984496109837,0.0007592638944521475,0.012121109487417594,0.002602461991875013,0.0004322628049767754,0.0005110353455657843,0.00041384369699131764,0.0005011372114228526,0.004247961357054864,0.009125235022657711,2.4191067515726624e-05,0.005064276980859811,0.04574502326573696,0.0032144752788092414,1.297055746870591e-05,0.00044070291768138787,0.4951085508699094,0.0013068335003876314,3.543680841403644e-05,0.005467775649909951,0.053329588284493225,0.19467589583117048,0.00046319267952212793,0.002999815114227383,0.00013097040266389165,0.0681427003678306
614,GTEX-WQUQ-1326-SM-3MJFF,0.02410516234378699,0.0011642876697726345,0.001117749907998205,0.0045191381549169315,0.0008851203360651635,0.0006245443276205573,0.008173922717469324,0.011692826931395934,0.0049340379294855975,0.005547897885015612,0.004001184466735643,0.005895428153569468,0.00036228647557846145,0.000757153525602795,0.006248095289751989,0.0040033688265331885,0.0006093739430048789,0.0010261508410192547,0.00022196078048851043,0.0006801958551247742,0.006177742856294201,0.004703619299119976,2.1441178060247347e-05,0.005775384286391524,0.028263886192638286,0.003934019907206604,0.0004267927870773436,0.0006745021565961375,0.5493686502687629,0.0016344832463392272,3.154819772011367e-05,0.0054540547477491454,0.03046548988928013,0.22271092435611875,0.001046771634261232,0.002618956198096068,0.0001448546721453021,0.04997699176520692
615,GTEX-1LVAN-1726-SM-CNNR1,0.009754300500723094,0.0002655897748530489,5.054013095081568e-05,0.001278600014909435,0.0001342235594194414,0.0001355143191096442,0.007818115504723748,0.0005978926629668042,0.0004705921324499488,0.00037443044812668125,0.00047813008425740336,0.020612784466076485,0.0002444593142674854,0.0005700053341258074,0.000700095690798316,0.00043713374182139145,0.00012660449836445086,0.0001991420167714808,6.593903978192402e-05,0.0003691110976042539,0.0012334901915350561,0.0007817839249105969,1.61499611818947e-05,0.0009276540461939086,0.5486748873631674,0.00041537522443439983,4.46395051183708e-05,0.00022273035960801012,0.010102766712875386,0.0006815859012909938,1.932529260084412e-05,0.0003569637955228976,0.355623463424762,0.005123257814453981,0.00017126047044484496,0.013224572130928711,5.440382756485696e-05,0.017642485721304342
616,GTEX-Y3IK-1026-SM-51MR7,0.00999597206849805,0.00022407941365924493,5.4952880301879126e-05,0.018543405255505754,0.00019280308037507077,0.00017039821746375825,0.006941125723954272,0.0003593940768263353,0.00021748384179540232,0.0002241972647206109,0.0004789125375800036,0.007558154919534876,0.0001908432911853512,0.0003079929065891997,0.0004493973591850301,0.00026650152854710093,8.012654369025934e-05,0.00015651771909616082,8.052586277348576e-05,0.00032419475931701544,0.0008788920279507337,0.0003763862849388532,1.1718859814496933e-05,0.0007382233619318595,0.09735392108092165,0.00020778429074531758,3.015332250022017e-05,0.0001717590395524779,0.5195408159797438,0.0004922813646596202,1.362234689714596e-05,0.00013992995612394202,0.08095140765630529,0.2168867099066281,8.159764124859287e-05,0.004050527612612697,4.4404917703056874e-05,0.03121288509912345
617,GTEX-14PJ6-0726-SM-69LOL,0.007980137483868388,0.00013981981056996408,1.8335390585067517e-05,0.0007456325053597748,0.0001160581218923411,6.659081739049391e-05,0.006175096132831032,0.0001699905165516288,0.00013673402129532188,0.00012853074155075517,0.0001920005062747529,0.02264967010233194,0.00014920261993381855,0.0003713866968865314,0.0002762389521849734,0.0001549937374273578,5.593172939614215e-05,0.00010785621993503215,7.976228894695287e-05,0.00021458741023801958,0.0005250062647150429,0.0002606616789131497,1.0677240950105667e-05,0.0005125733905236103,0.5323014412917185,0.0001217933497055183,1.2864217736779484e-05,0.00012223590256638705,0.0133891675099875,0.00037698233481722694,1.543791602801964e-05,5.783451895945187e-05,0.37665343058886536,0.0054262284600564885,8.243036803582527e-05,0.013135010834366485,3.3187661667341895e-05,0.017034480664936857
618,GTEX-17F9E-0726-SM-793A1,0.033985981852720795,0.0009316413892118599,0.00011722473294732696,0.00472630320527648,0.0016656901401483947,0.0006101336824306067,0.010170936102097926,0.007074978840483146,0.002849190180106761,0.0029303479351638494,0.0029820213195553163,0.008860169894209492,0.0004160450884827961,0.0009599900737820112,0.004864114240504681,0.0026442201326453627,0.0005272547538750927,0.0007849179385233378,0.0008890289206402462,0.0007117957510973447,0.0061652294187436885,0.004595104009961472,2.7236115796198742e-05,0.004962210409948173,0.03983146345063303,0.002608598699636848,1.4996689110231172e-05,0.0007011338071010141,0.48512177086597646,0.0017548134329652863,4.2922952780261216e-05,0.002474287644844176,0.057907531763388496,0.23438106409216053,0.0006881013713784772,0.003975200301295476,0.00016421417396462752,0.06588213462641264
619,GTEX-WFG8-0726-SM-3GILP,0.023846824548667767,0.0004043873927493365,0.00021485154688981084,0.003264911316486161,0.0007855547229991551,0.0005667178042133593,0.004193433814648635,0.010073271901857164,0.005294420348310566,0.003436191291480763,0.002185554545999963,0.0008384743028748331,0.0001274826637575217,0.0002602208768703459,0.006928719984270878,0.003460826903802959,0.00041238607772033895,0.00037330728916450335,0.000150536751968203,0.0002470030695449892,0.0042320229036449655,0.009191240452673055,1.4063314959244174e-05,0.00496616943900726,0.005675196745227281,0.0052756194646591675,1.4927670840186279e-05,0.0002985497623357529,0.6440063461248795,0.000675733629925233,2.1520995472574835e-05,0.010812761022417763,0.009833783899676011,0.17435566676064473,0.00036439167745643843,0.0005009238764074477,9.196093291789695e-05,0.06260404417257827
