,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38
ENSG00000131584,255.6636412856568,1588.441677807027,873.3822841710346,947.1925498282343,667.5674050204858,907.6583411749119,254.71996033274593,1267.4419458657012,1080.3119729865068,1487.2898817452042,1219.3374360484709,594.7529549905644,2691.651780481617,5082.019375145204,1220.3906213231014,973.4297774388515,711.9350713811692,1338.3865848707633,1249.6268577754643,3068.2647553428596,1453.7894327457652,6849.3507569100075,1771.9686690410801,499.65268227119947,599.7812245887388,1085.7007859589212,453.9006787610614,1163.6448486187962,743.220662786001,2061.487237579273,3667.841428785908,679.0940190978203,479.6067822959558,1335.4591985119816,2181.6350709957587,1241.4580701883376,1759.1962334197133,311.460804264964
ENSG00000179403,159.5629192427412,1031.6165027408733,62.69826087047982,339.2212618017985,194.38368556190255,267.0614848537215,92.10579571004054,1427.731747561544,742.5963937689862,1282.417593146177,1305.2933840828664,62.18679197258597,368.06611568676084,304.9281336104488,740.8750960698083,463.1293669764095,442.8980414944223,1286.022149739876,650.8518480180463,572.7463609901267,1401.4159205042138,9574.610624657174,418.9539866397157,452.3458848147954,163.75174089613822,493.3456432326634,32.62093144404983,292.39338699815437,453.3184971140008,580.382408303652,374.20902346032295,486.1419062415314,144.39323308263243,158.15837864815168,3191.1593747211823,81.10295338327907,210.31311447881973,170.8480894112336
ENSG00000215915,9.279036313639454,114.53129383652538,10.618473039786428,29.040688640682813,28.714000304945664,21.686820406557146,6.3656792686148895,92.95970683568272,38.070741126972145,140.93380524379427,153.69441259796997,4.329467736326465,35.61943793377036,36.918973834882436,42.38093303151474,71.43306447447166,31.890379139943725,227.27184554715808,62.052944828115685,87.32608080829449,104.59483894928391,265.43527964168754,19.953825983566265,22.05496175126508,7.127508915170687,38.025486086580315,6.2330989496524305,32.894074128233726,23.87748380536912,58.82187846643387,35.43214336656043,25.242985472296592,6.056773862659133,14.610528309784812,670.9016511146099,6.26157632056185,22.165813489241277,8.371293161272765
ENSG00000205090,29.607267019952,134.49670049961787,29.484229509729037,82.9402976880117,25.201251555718937,49.59305809710304,19.591568011363666,118.77678164866845,92.39885449781796,131.54318627603857,110.66023371606823,37.42054238941609,243.50789109787732,767.5656069243046,100.14020594357761,114.90679582138398,52.12423914495414,139.74863312635503,94.66710046448219,503.91721861837846,226.66250174936434,1557.2301237746242,30.264911272273714,69.89105173747946,62.8830207961202,102.44995060997135,17.73850101757267,73.56151293745317,56.68790575127565,308.12868737845656,37.49316543372224,141.15186707547974,41.74724662202093,140.89993917798225,251.08174591800497,69.11992629827213,76.40257965901733,32.61293805343882
ENSG00000228594,11.552718319759814,247.96772355695305,97.91683614400917,46.651709125656595,73.4856416889643,124.56658494765104,11.619591503814519,47.41467312087858,40.62865278748098,202.33167782986936,157.7244933917211,12.964965369580703,501.77468248592464,317.39601042829537,45.33515691530783,155.5232958322826,86.78213985975934,319.2277481128797,99.66557787447897,474.77999473732007,68.58703368474903,52.69261930280015,335.8522172676756,25.31465863251956,48.941260586015524,119.11573123144568,56.954966512638585,212.0763890409966,29.603810526707008,186.6840383422219,428.92734931294353,116.27438682029798,31.407486797640296,55.38691416694294,804.9363326859527,17.547382658796842,311.18672791615876,12.903543979649275
ENSG00000189409,10.528402084406649,8.665570624013075,28.623399208376778,8.835671553823076,7.061738493934005,5.234230314050319,5.637323951077706,117.44189153906437,29.21320938508831,18.793046933401143,20.734190022680735,2.960384257433226,3.8997020737492787,6.112662601071361,29.892470335847115,10.099295278209226,8.03856268683279,13.581727431252784,12.871845901004347,4.317654776708828,27.423039417078805,219.1997899191151,8.539856069542527,14.676363379040389,16.747340034313257,14.66069180834238,17.664219013453184,4.692566537162643,56.58906810047828,6.803587136792184,13.355177006946267,86.0976511193298,12.190657065747969,12.498652369355568,18.11377002340722,2.629573914184144,6.548201913370532,19.502881486659863
ENSG00000169885,19.562275405643373,24.27873497902391,11.93969553357013,43.07460033777134,33.02827775131906,18.451433185743053,30.82809789508407,31.471331392596028,48.37573975887888,29.654887254385613,57.21689334522429,1088.304394074291,14.582159259634329,45.83851336864778,35.70677939630656,35.61972990532279,17.393830830210934,41.61557745577989,25.023912066982252,33.47907701970194,25.106671537636903,41.08232413351196,25.74194294139161,28.804726506637405,11.039908155655807,16.998963007420656,9.124109627542232,15.047144283874271,9.89814510187681,31.3926575431058,82.74414832678593,19.298602443186223,32.67990808711595,8.943943770259274,63.98414553887327,976.1204966599217,25.705808862975697,15.780506428850002
ENSG00000178821,57.074368221635744,24.863635409912657,4.68245462558439,97.91211825868075,48.505965233170535,16.15704518306944,99.61834995430506,23.386828980752014,60.99326953511381,15.374928832976488,32.817105892170524,5173.447315341298,18.644408398717026,90.32010058830713,57.341892219920695,24.210433743203346,33.85006571152046,39.29708418527169,75.9876306736776,48.69688359278282,38.364917269046096,30.03550108325375,31.859978600916698,61.78433439654861,51.71565713898199,19.377104116998296,5.204218640574065,15.119913161743197,19.40606509359013,46.86909473045606,111.50489382148304,9.435556792563213,195.4812263766161,16.379640777242646,25.10435772289017,4850.322281498176,41.347563905815115,40.923500578035174
ENSG00000067606,11.59753434679707,502.8442114077557,103.04202544293915,52.00965353758374,43.89466057786072,82.87794849148676,11.867851604059684,27.442239017323978,15.45045384684433,127.49031784806986,178.17124565281975,11.015793112431854,856.9046694704589,419.31862821885244,24.726340033731233,91.17305540479575,127.32197355120701,592.6403817651226,277.7460824853746,1224.1269052676585,63.79556986026971,23.77253372810036,167.25169606082505,28.794635868384194,47.70040371224624,44.55517025289787,83.89612099599498,227.33340854830556,81.93508467355656,233.4193452703922,176.88889471817157,13.301590665678827,36.26350565536313,123.26918682715363,841.1348701845977,9.599370911769018,205.21271114344128,12.159381486359093
ENSG00000182873,15.019679003273287,428.7265347993057,210.53853631900014,48.53564881589149,50.9388978427999,58.12766867474695,12.891297475776963,114.73787119605936,50.692096999890296,110.96911554968953,186.79121758969066,17.6737213063049,295.77279200563066,226.24114919114191,49.057405884288414,81.17418630495906,65.18482011058587,353.09009067348234,226.1986845041855,471.8162270133272,131.8245386383209,489.9814318385068,90.04344259364969,55.33875963295505,31.7282753090265,66.52925069813419,120.34369714197497,174.81547686212508,48.369966028817196,139.83393960439065,154.64221777459468,63.997232272507475,24.96447930485351,57.57819949334139,802.8923307366558,43.29676238679891,141.07645972657457,19.049303366072387
ENSG00000116151,9.800032461354435,155.5081091844628,10.892404755726364,20.54100912563693,37.06027357722566,20.977495984983417,9.178977837793832,38.29488475920762,33.795264010849344,108.45447437510065,180.60648438147888,20.095470384807594,81.06630286215828,73.01942222178486,32.41201367727741,82.57115786883875,31.06405987271355,248.8603234419094,56.80442723944558,132.32549192630262,63.19589132868156,119.4550129680517,20.894003931379658,20.301789167701198,9.981096652235259,53.049837308069236,7.288661721208307,45.877230284667796,14.807833731636764,64.57027703237475,35.53502461772246,40.282692972429366,9.82093659712808,17.67399479504763,507.54769401576885,28.611795495768437,39.24795210897662,7.6335156029629365
ENSG00000272420,6.687096291110116,80.8396988246547,14.406447541239285,35.896766442829986,24.58390539977092,27.40962445427888,6.674962919783766,35.56747087172852,21.78240980645256,51.48432333864031,67.73913429202659,9.715081686867316,211.97658211966024,366.60507239297937,24.06751898757635,62.70643978475013,28.41749159976759,90.05805728514648,76.698576485979,312.3252120782188,86.77964031638783,153.48737765407978,26.14564701043421,25.57698998266228,15.50163536888357,29.430466283485462,8.947234802827028,62.24484304030355,11.577502762831806,134.96563106271284,51.60321840071386,16.711973776293142,11.170008232866286,41.34271000070671,183.06525699939218,15.911054800834657,76.03055544388425,10.225767500633923
ENSG00000149527,9.122591476469035,319.19415497736,287.0218722567247,47.96340039879976,112.11276724781014,413.96527830849965,12.582411238557981,29.681345476998345,35.88842038029906,61.39241105458423,125.57687821937547,13.29124553109621,1089.0579421158673,697.8909979743657,33.99810686921343,85.70712802985604,107.90120941712809,185.8468730973295,137.65375870486574,972.643858478322,65.11888759538779,23.918145313122228,1089.7341624032229,52.243471485987065,12.523649503438255,36.32689533875672,186.10550158067778,471.9333969814114,13.735176582554876,214.03203232201778,3566.620263302384,11.886102504711376,10.803739458931915,69.60218227675641,367.7852232323621,16.56382231279277,1460.0926532366518,12.196903251061846
ENSG00000238164,12.449862575346883,181.83018437501315,121.00460596762689,18.501484072399464,420.9295308077876,14.479782441087979,47.39663840365727,63.99699514604339,96.89800841686262,59.46334109642504,74.86664325350142,8.260155251683807,20.935574239649778,7.373899332807387,85.60315478271343,60.254034880322386,61.44499607997073,384.566398131288,899.4939848530929,21.108951927845514,29.289528901343,84.12492425589451,11.383853026808996,58.60720054772605,26.62327414284679,44.32267449154548,109.32279954560705,23.15230278087842,27.166053669979128,19.284049588942143,19.038655832454598,13.22199921770217,11.690652289623639,7.551468643136846,123.76088084764675,11.167879939895718,17.78461421319309,13.939069625662329
ENSG00000228037,10.82744695473195,48.095242518026765,63.38346944320036,13.773581906705813,335.6394791838805,11.282988948779652,36.06212993076357,39.93511136174988,72.94172210696321,29.40848045433886,31.73402056895268,8.9467904204102,9.420154379495322,7.476846699046769,54.44124215407719,23.21157608622194,22.496251901240317,87.98598996141831,357.0224299356684,16.482007318989346,29.618050450729466,97.681215590827,7.7591569406604055,36.07443593602603,16.66639057374614,38.832285341749575,32.91109341952559,10.02566860360692,16.454139482366273,9.397096519909875,24.81145760646133,12.255684157920895,10.27074076530971,6.323828048798664,28.578030913578445,11.856085912235983,15.705827813267467,11.906325448112396
ENSG00000162591,164.20250387111972,299.9074178795124,468.1432172150397,321.1567936859433,165.0928262673528,476.7864651923461,83.45101068897829,3870.0643040414298,1653.7418309637535,711.2319631382045,936.3043759209606,105.13384976349553,80.03077359563522,52.487996769797554,1034.6106527022152,339.45388516454307,144.62194291051702,334.94631732268346,189.45292218981925,75.33754953405659,601.2992032433676,6176.129688667003,489.1958692470815,376.6949954976035,63.88824227376564,590.9800247945764,244.0730407374217,189.54251164788982,314.944968688394,135.88269709737523,2703.6279998235677,1991.0812496539218,104.31161660870107,103.62054257402355,1162.4169149561972,164.98236700702762,593.0387198001775,232.19319762427205
ENSG00000078900,3.553779092982291,11.792756754146842,5.328642779946481,7.771820997484653,383.59493230570956,23.43306575957212,16.95700147528837,4.494046012140824,5.586290394774391,8.03993028573942,9.846705868271851,8.325587998651704,57.18636548893051,35.42246977835987,3.4212761110214283,10.314400706233776,13.00249922062222,14.34785869687755,20.360938932275133,56.71387155585817,7.373304878435515,3.2332281469449837,169.12180933132518,12.934155939993177,3.7351839281640813,11.459967606263005,4.899690311515762,27.899832067250962,4.575698567088008,17.456377900353466,329.12791665860345,2.9618278739269317,3.66630523859882,6.430687723437792,24.13975445944668,9.504698796134948,107.46897384909158,3.227991790905383
ENSG00000235169,43.71855249153244,86.15146442064679,901.3517094879824,34.98058214155642,60.36843160926526,21.890366441301133,19.576838826965087,130.39653101550644,76.4164801730753,151.32972078822334,188.02622227088105,18.009483656012744,22.520020921532847,28.342523164936384,72.55693052378058,62.30977763479182,22.75879867403306,270.3256745469353,46.85652721089039,42.385637061477375,162.9498135833383,289.6757953353525,14.324295277274585,42.096966133143496,113.43060213877861,51.52076899372366,1207.3610349947305,29.782559625782348,955.2547713332318,42.26502443637987,38.31279027706299,69.10149788251154,98.19850286835933,111.42285123153123,662.6711853559035,10.002022610388755,20.571629827451915,76.21650325151107
ENSG00000069424,65.36317120565106,170.05098192590762,2088.740881719901,147.63937052792696,1655.5277576640135,115.64373669943026,220.67364568673307,185.0695859945935,352.34653815378283,233.61021153429675,94.09122939255786,124.60948592575586,1021.5458001178812,1750.2463180658406,405.9983717666691,227.53447517501775,44.91694904140171,129.7965772702669,275.30693255616836,962.7841496830035,303.87879970026285,366.90468465618335,46.41192433358322,218.28268852688683,291.3602230401287,178.33300875721733,1856.8034942390755,184.3939025292549,81.7733536294726,747.5973139285722,145.41433887028305,110.17672117280517,107.83925456754999,250.9808655687192,165.4112945374682,184.36848064061726,193.82676146352958,40.141698449906
ENSG00000097021,97.0795113197963,287.71777687170663,146.17299670797817,164.54995448376303,914.2323270999065,283.5971972240275,73.20092604609559,346.5169368157036,302.58783097445286,317.7569443652104,203.9961906701663,50.663739481126925,1351.7411084415492,1624.4144317342998,201.18320719456955,602.748665107732,310.52082231039503,298.83388683172376,888.7373331078711,1237.3068152409992,455.8070239690065,2566.1536752284464,558.1627792809852,202.5924141073305,129.31045069251485,565.1028728396283,116.77650760157238,289.41350271357135,132.14593959379496,545.0560080066805,389.91232882479613,1474.4727885175225,119.77015506933385,267.529327593004,273.9521265801241,88.64622033942945,539.9613784941818,77.01866060225251
ENSG00000215788,75.49628659359364,840.8071649424649,651.8144417938036,305.68778017582054,164.51657915219172,453.5197209035085,55.24193785412243,272.447505210529,601.0218164430158,329.53427987144335,506.623323501897,78.3321405920808,1778.6794245971864,1564.1592505241802,442.35662747180277,361.3704626702009,313.81487084336237,587.3952380920374,1043.3962837789477,2191.5434916483014,571.6240164370262,581.0893838632899,1090.346326901732,225.66578335643192,243.02395912226032,220.1548289194491,539.7965992562422,593.2996116129832,138.5926923193743,667.676081994718,2777.6042675660938,116.13305201834923,140.44826848108852,366.8391424615558,587.219324169569,91.89836057671651,1311.0555464768663,106.71916648076152
ENSG00000171680,62.05206260273172,408.82135919846417,30.40090998196366,298.5471971080519,79.60624822021119,572.9996660378903,57.970598397038096,248.47766207032967,809.9255755176414,302.55033868110877,442.21052840371743,80.156708545053,1100.6815526963662,965.6021975895832,421.3528499898524,396.4277166213339,162.17905993073222,464.4312620253063,375.3804484661169,1036.8519582769115,617.1099702238988,872.3446069014788,880.1860775104066,231.23837446260046,190.50337467074516,201.72940547481934,30.069368583928814,561.0664945211371,210.58366995243728,525.3911992050676,4332.858452936195,142.6031111153142,148.89123972571966,289.969256087098,638.8952769482651,120.3991802684278,1420.064838874346,103.91386734239055
ENSG00000049246,91.46660280220327,329.3867727905576,43.09706027562423,217.35864946222438,90.04566764224796,219.5846972570527,81.07228199205537,577.5499965176421,381.5947313066008,460.1197220685652,454.6643872763822,297.8909679818987,392.8121103603624,532.6588009089265,454.455001933398,376.45085843246414,110.99267488645647,450.072952185712,175.20208310025663,604.9286247015071,671.5072533733775,4160.981783860394,292.34955140393106,195.13134793102992,119.66537560987351,198.1049897460668,28.34070817596563,273.92958478158874,180.52196074499932,391.3163416432224,522.7073758889695,223.22761133467594,129.79044242159105,203.51587333472722,985.0616930099523,451.575650705552,440.9165248910682,67.99857366614253
ENSG00000142583,57.883691685226,22.477035160550503,104.14424515939044,42.2481716312528,764.9800372444648,19.1746679918547,200.15474718527724,88.5546568879758,184.77702328150087,54.62839975058739,33.871209883160084,612.1111544642844,52.2835828582468,174.42792671488763,103.33333942260327,61.433982705599,35.46933244953162,15.126818383916564,114.52915187401773,97.85902539314927,35.32696959712272,95.54993473551916,59.127116067377806,108.4133917237467,35.60456211858348,80.67637199480781,106.48416149637714,15.659427512855626,34.448992689916395,73.17160853833346,33.00053652743341,55.598025761691076,41.988588992199595,13.434469544651641,14.370827483347213,511.3056516198708,29.499667695916546,28.86252351979798
ENSG00000180758,65.72282427959779,93.07893670402888,28.29383792268978,83.6135808044518,291.87762233272815,168.4774773552015,66.59498837510161,100.12517777176447,157.92202391512959,114.80413888746699,136.03306120127408,645.263641716144,32.271665331538564,19.12069225842311,97.88609384135444,61.66767008853022,100.54283481904031,178.77422749392827,140.1638392707158,28.574489028496444,147.82596450389138,342.7007973278977,1150.9344758341815,81.73010311544911,108.9951302508023,95.31774692007252,18.59505486269738,108.32754681707941,139.92680267926207,36.713615028654885,1180.7339197497636,82.55828985663582,239.23768392908838,81.27954968980552,450.67383057797906,962.7783485022304,309.1922182035485,56.71268363495449
ENSG00000171608,63.1903081213452,100.66967930345112,4811.181308030359,79.86138572803895,2619.2315841319264,56.46248992703937,211.35232368018973,456.1042340583605,362.6117261839979,308.8332299681656,162.9161363563868,15.7257125123947,85.85564225704488,116.85210649384254,310.89984743953534,271.05786071089375,102.89976685251293,233.43179275588363,236.16185160537287,159.46401649143448,202.96112164680636,924.7429221018209,120.09356559905343,205.41119054487902,107.24670041016098,315.0024254644552,2539.2098289086443,47.9769360522196,77.7664562573733,66.35279196259013,97.57405123485634,271.53260245480305,23.76171276542054,27.43992418100535,395.5081370560208,13.46644663938995,76.16726358290607,61.37796424886912
ENSG00000178585,99.67865822999799,917.6104689050837,286.74329499435254,381.7700533969494,254.38226513575074,1399.8422927095294,126.71789923714175,419.8807721153143,967.0968117071616,523.6959624678026,765.1076176458474,262.23388540113234,1084.950832605439,513.6674030795399,505.4803559715384,624.9494720584507,262.20878349509195,748.6881176613792,427.2844379074255,562.4393401818577,508.23065427201993,985.6436799213848,2886.4313439017806,257.05863527114246,279.1828114826472,275.3734726138836,157.64579564032488,946.9020542220619,393.7078293195922,476.32871502154006,14487.351311660506,263.2231392939627,603.7841077599168,599.5176639107075,2172.460314948084,449.2516894756208,2807.349957544114,138.61863881957433
ENSG00000162444,376.35662588487844,307.4019225485731,1776.6260933433325,468.85182656132275,305.203995816731,344.96709553938473,293.64133298773044,1683.786260633186,21876.72513512993,1166.0497433711917,2421.772894364757,148.29583355362496,130.51305249831626,228.89197300492341,10427.52203749701,650.1811751236258,211.1880362113683,606.1483466845605,164.4507422175829,190.39142412243322,472.72971796555146,1880.9945198361345,694.8834460405888,797.4742134388925,964.0300135268311,424.353661939587,489.1894130997696,257.28557167637103,507.16354034757626,322.43535471918267,763.5928496411342,791.5924860868757,485.2396064719455,149.70732701871788,2051.13253007689,139.66817610302462,301.8337900738557,1149.8837809675729
ENSG00000142657,490.944412891457,1728.013808552892,35218.5670146213,612.904436216066,3055.353894510258,744.9510515007853,562.2586683954032,1773.761599037654,8594.690383998504,2342.05061446312,2682.4443522690535,753.3941436880928,828.4623857754767,810.6430401548718,3695.892930213248,2928.19297857897,3776.9221492622655,2970.500846863236,2417.385397404522,1230.1530010795395,1206.4592268635852,1233.5052459239353,18418.67495368407,2086.283383289317,1008.2209073813259,2343.064670491428,21361.306046728347,790.7590368317371,827.5227585931079,1012.3812166277663,1602.8302737387753,3794.847810808062,384.6526647595749,358.4666301767992,5367.070250342131,863.1824936533145,1010.4038567627939,421.25438319651846
ENSG00000241563,7.494576820025256,83.90021027912755,24.605217304161595,35.09856167942514,33.191848332331425,23.53662076576964,6.793841996459379,25.033100663567097,32.631363444000094,72.52476088682859,53.151355560550904,9.12941943356152,350.9494845546037,344.37604274050096,34.403248949811776,65.44593375029451,22.59550418526519,87.832221641284,66.86566051425567,282.3122353643399,50.74639970724462,69.35531550597821,21.099288953280706,21.745246622601737,8.442926770022368,21.86697428452757,14.993708971927234,54.44962486691561,8.99236983618442,205.45819485150403,16.641541338187594,21.699347511714755,10.082356014776822,33.715028364976725,154.6731621353582,13.548071071246953,42.84169768946911,5.745051339256261
ENSG00000130940,72.43360593501149,163.28360961162116,67.5816899402597,143.73920108609113,70.46341854152999,235.87643291783212,64.1644988873335,173.3009571664773,118.22257844128359,71.31822476447445,106.81648926585456,776.0785343049396,46.28560520637686,20.816618677119177,89.84834549576966,97.89362969639376,94.75440757649338,343.465731813708,346.6065552191299,25.602665101826773,197.94808572378878,2858.3323050268805,442.87580034083766,80.15186569359737,97.13763801206642,54.5148701454165,43.92633645312345,146.95149376049298,275.6628568647442,58.223769471207845,2291.4950143143046,50.24436629284929,267.4393440610232,137.697359940332,304.57448324724703,843.384632055929,738.5650989100998,89.35262215111612
ENSG00000116661,93.73785981801373,814.0879627915505,156.87333698048965,415.57619655679264,119.68098286171796,467.34508942820355,58.01435192601677,216.7054249573298,109.67052203232241,370.99527256027875,366.72422669843,84.18834887323781,3651.919558850477,5402.461862786777,158.9100807614844,214.08584193623457,142.7058286232703,410.52090779666287,147.18452379368486,4058.5956625857607,605.3827463006169,462.26620915084277,317.0454115880572,226.55705706783868,68.99315441639861,123.75560146737591,73.57826979405571,648.839780970073,219.52844272506212,1326.2559879673304,491.9230627465302,104.8277282299457,56.01695154627661,624.8152661256987,751.6354842697724,163.16320765238993,759.9854416174479,51.39111084771045
ENSG00000132879,125.76921602586842,1507.377855874502,479.2801859545994,344.2916253944254,615.2198131838164,514.8603399947709,93.99720983871083,773.963814937178,401.51211307924166,836.0605658416089,892.5959440005537,149.19942913958752,2166.1302993628783,3055.0380756735804,340.2020970747375,916.8874842803405,264.46164422332043,1365.7358489187914,480.7376422547448,2076.658616043131,1268.798958591201,2050.8211862953463,346.3786127810947,315.09264419206784,223.42405713868982,377.44730513224494,365.45656933795846,871.2487614160748,446.17745155714715,1783.2510136091632,949.13079831335,568.6208779097383,167.08498895159488,661.3519469115481,3427.65296698284,212.4721135219709,854.7405595041531,104.73032013342831
