,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12
ENSG00000267693,6.182277601681109,5.706345500309924,5.81028675189421,6.538742872122211,5.8810440728002815,9.118386012554371,2.1252335586251143,5.372776606457462,6.489388948335799,7.146428470648694,11.30092886723651,6.517833993180043
ENSG00000270704,90.5864349062751,97.67096073575429,64.43727423493178,123.49271377152388,62.80159220554008,227.84258817213242,7.904026206032721,93.4580520886877,54.1541818223322,92.42467036260112,130.51070494729544,94.8939077719879
ENSG00000260912,753.3515358815569,461.8842021029455,439.0491363490561,1088.3173033387702,669.6703778581701,469.75655721430866,53.920849097480364,530.1645459729623,677.1216372007046,451.14938878675025,1235.559346734368,928.0631133954012
ENSG00000138750,1672.3170527159618,2473.622244271958,1705.3448815194567,1770.3145077029092,2655.674954183075,1073.4317655275909,216.57164569934298,1194.2622067851362,2063.828141378751,1816.9927761515603,2319.178613995631,1287.6289724932974
ENSG00000147654,1215.6684803228768,926.6234985190333,858.7357201135878,884.3863571504592,1065.753867829477,1368.3965671922913,122.7465948159809,557.1449074315728,817.951381638738,1044.2823197268208,1865.2420875217892,1239.8144720677274
ENSG00000222421,36.90970757117503,35.21370772525654,34.23966624723781,62.26024851998773,39.480219585935515,37.08072741800751,5.649550031364203,23.719235005539677,27.08706384925529,66.61338272583447,75.09525326665144,32.68967154773269
ENSG00000278716,20.043778958251274,18.398081890354096,23.16452180804514,19.650172763800725,19.531983282605026,104.1964506555521,1.8200848959389744,12.279363796113191,22.232133491053137,14.254505772363993,59.66501043250998,21.50277705314496
ENSG00000172057,3671.167578254247,2835.136497003446,2815.1063964701743,3796.2503585639015,3323.4465139359463,2193.854746310652,1389.239192488421,2197.596110211894,2628.5921890051477,2045.091342925172,4958.879621817065,3768.3090019937745
ENSG00000163207,948.1543830164219,479.18500364801,1955.7328618766264,767.0936551120063,2916.5491140791905,89.74073357136237,79.48333380089738,592.7926132175656,19977.27069125462,279.6347327994082,670.5251460429698,2046.7623406474638
ENSG00000132475,26642.687053765734,31575.999621279138,32357.56105926905,34975.99898330785,29386.983535747233,12813.66333389837,39214.18389327962,29853.078407391098,70425.16545095276,28678.240085465382,34434.33088512307,40406.64512045763
ENSG00000215546,1.2449451029952936,1.227346249835921,1.2449448638340885,1.2457792326376356,1.2440022821648564,1.316560017356659,1.1774763642724353,1.224387368328982,1.2081877399026517,1.329004617781154,1.281432592865855,1.2367444060153847
ENSG00000143001,97.61516399395654,179.4240859465891,152.20161888909243,105.5732377446977,259.3005720034355,21.72006064292073,4.481957022136021,89.21752056701243,208.56861286698577,343.00877082797444,69.48860542638083,141.33001500888633
ENSG00000231660,2.424210522182479,2.669328655094786,2.5307318674724755,1.8944692350342416,2.299718288241816,3.0261133831870755,1.1396517860600224,14.3599854455909,2.630105069139465,1.9046329078139137,1.9059038765128673,3.621635815234353
ENSG00000258741,99.20155576127347,71.59194936583026,84.45075555005502,64.23701409722904,71.03501458221176,48.5599099167631,40.50086419840675,99.67030504455548,84.75262032496309,63.26442949647206,266.0387612453468,87.81711153739008
ENSG00000186231,53.2056523203852,48.40937779950829,43.70119811577683,26.964921383302784,17.509309428065027,167.65719038178398,8.051859734670412,749.0870928598134,31.394186696050696,21.762656110086787,66.25263968196309,94.7742084013625
ENSG00000224965,51.434122050616615,28.78671007976,43.173851382054664,45.181142879436514,56.25233207650622,17.65006582049863,6.53566660710732,53.38755764809711,49.78977550008658,18.37792308357535,180.66817192844803,90.7948163425181
ENSG00000151240,971.4064532321515,1897.6779545457282,1088.457465534103,1349.734808258305,549.4366791928644,2357.2453921722986,36.03634870410815,754.004231539124,506.36881140601696,4526.598688142955,792.0288100285366,539.18578905403
ENSG00000271519,1.0889733261358292,1.0858195302878506,1.0895100061715535,1.0859239844521538,1.0865242484107909,1.0831574661829684,1.0405084292698858,1.1043121341134547,1.0868718874669094,1.0874922991431655,1.1071878596327906,1.099467525057643
ENSG00000226490,7.0301942990816215,4.461504783237232,9.652986215058528,3.6312431661208935,4.010350932549903,7.817528390841878,1.477435702596541,59.87871531013694,32.53576550567177,3.4228019644688965,4.979319084401183,12.896394352842687
ENSG00000273901,46.060395311191755,35.221641727965206,44.431426497578165,36.52556725468406,34.02242292952065,32.345992456770034,1.9965675191536045,66.29640587664348,32.19745129465292,31.86991138286244,65.60231464287372,49.26761450402477
ENSG00000111412,782.6741459568813,511.0639339450667,1006.005343453879,600.1223037682788,962.95275610206,179.38435909967805,127.73972325052499,1018.7789591332107,1010.4515838306628,310.3157780149258,2798.122412250732,1515.971965181754
ENSG00000225205,135.6670260919884,115.2874018532153,169.79456063635024,115.12633288484366,421.5220496844232,91.44832090654191,94.76936138914186,119.129547846799,211.44460429766795,84.88913970809737,223.27489538837534,191.48373867656412
ENSG00000175779,2.12318708471876,1.7684337944057091,2.246252252080605,1.7168510359019402,6.698408138856777,1.4271000342785263,5.659140771940062,2.7199693868413384,3.6971060382559804,1.362846501431167,2.3482257188343127,4.104126472318528
ENSG00000073861,59.73127493817983,17.20548086796942,75.01894788930898,21.92833450513313,451.15874049091326,13.061844760652404,2254.333908443072,183.52571279247405,78.95534038203466,15.047623085733159,94.56356601231327,230.9464950059795
ENSG00000251359,73.96400099486841,51.667028084777755,68.47697450448135,82.78376065459707,41.74398380544956,29.12585212605359,3.3077787146089306,22.60926323088133,69.06101931903149,61.834265619992706,89.98382255657802,55.88966982368487
ENSG00000073150,412.8293173420591,255.2658650273578,469.442184336448,208.36003347683555,174.70066953685267,161.96292773180454,979.6987748435527,3036.962774097736,338.13445580647556,80.73828382760011,1003.4791807709834,871.7541624689503
ENSG00000284391,35.09881782905526,58.939612044050406,19.826642541968,41.063219973972686,12.492933944797466,287.45077799626637,2.5760319510271485,21.485395527220508,18.596937078070233,74.34425962547371,24.637550251249127,17.05463755837665
ENSG00000224326,1.051744207411865,1.0392277106786785,1.0728301373587814,1.0454046631512075,1.1147738185493297,1.0402874166366856,1.0016715985805718,1.030907974637211,1.2088216435091375,1.0232819096798254,1.0362476949483228,1.0628685613063562
ENSG00000279014,1.7683642722915476,1.7038117195843867,1.9438412591422396,1.440936032833413,1.4617109735003713,3.0914630746652665,1.471282241884079,7.949230415177192,1.5171061704271938,1.2220531302748288,2.16551274600954,2.2071526398900723
ENSG00000248184,5.237590390579455,3.7421479401096405,5.516113400033994,2.549510820333426,1.7558097648985718,13.097019187886104,1.3863325314190948,93.1455916692961,3.6070640784365584,2.854329110004426,3.6362889492740518,6.6077687518017445
ENSG00000260075,23.6990293344074,20.11208972514206,21.352437531678422,24.035226501805592,26.480928073518506,56.772415481159946,12.210278913350285,30.06872046361069,20.054143731155687,16.71965680108654,27.870209956882768,21.737073514787312
ENSG00000067445,1001.2129963181021,703.1566923900673,1058.3728528417605,847.6589676841463,475.85097225055165,1304.5621287145527,30.91775308817922,1336.0537171855956,433.02228809544295,1133.395877978657,1864.2390639671826,838.6738947113479
ENSG00000236352,14.983243702869087,7.519586921119883,14.954470371782914,3.8671607344905836,77.54121315353646,24.02646633294534,14.461294121453566,95.80733450356107,9.09880879190515,2.7626082284350635,12.53450128644953,70.50263843367766
ENSG00000128513,710.3033985106428,664.8564903853021,649.8532150465496,790.042024983724,726.4624275151001,473.62183679065834,142.64030025796427,462.2486166757911,473.63272945847314,742.9420152189018,997.8107862953954,775.5259464640429
ENSG00000205946,0.9997700649318499,0.9993154826356717,1.001457804056904,0.9999499787575822,0.9991914000324177,1.0027238626684642,0.9986148844732191,1.0180958908025977,1.0020755424188752,1.0016349941032288,0.9975232991749204,1.0023153086098555
ENSG00000100422,2329.0164800235816,2678.1391894658295,2384.195116702109,1952.6904854993809,2311.1806493914482,3646.1481271079683,2235.6204096318006,2374.694874772165,2675.2419131237243,2593.176031441596,2949.394523126947,2721.554448547936
ENSG00000184588,828.8101261089106,409.65940675541907,662.794128709998,563.6170157517669,457.0039423197054,2128.1709504222426,744.2102528527263,1220.9428596922196,547.122145464783,509.9419419133741,809.4282584845085,950.5250924801667
ENSG00000100302,681.9870929518191,1973.3343826384091,741.8740600451753,447.35146471195316,290.2344259344326,1960.525373403834,39.302296549903396,5342.8098223323905,308.8977795926754,4343.805850887795,398.77694853195703,463.23210237669406
ENSG00000227922,2.1206727945168673,1.8275875405746032,2.403639806845332,2.0709966507337665,3.2144167484498007,2.172679057735279,1.295013417795572,2.6945228859566894,8.851560375844377,1.4760001250532018,2.1685101202516543,2.345924044098172
ENSG00000154485,25.963078640974942,27.04851416239701,28.256429806861462,23.723940688981184,21.19814162332914,21.528799593774153,3.8856771147457017,16.50826904806745,15.486817241782811,26.17604615178334,46.74016326055789,21.675542054536244
ENSG00000277969,275.7675515614531,243.7732965056417,294.3419900688692,342.5405300735058,397.64422471315584,528.691315754706,108.17701229712519,146.66104824302542,287.250698622959,322.1920883114886,377.5303904024324,323.3179478690564
ENSG00000160161,74.44421600262896,59.915468298224575,59.370635678413294,100.54304771726632,53.96576209820848,32.02195662890176,8.32436813199649,46.16697303509026,54.047286364079774,44.16322030757415,212.99876720293656,67.05448550938007
ENSG00000276523,280.5866666495704,256.14670317438583,301.88478092430205,234.069867049996,275.7526613283365,157.34014482601967,330.6745999086489,330.4833548383,519.1092930022306,298.52190928660787,411.74007936923476,386.932357845605
ENSG00000177144,2.108216625196905,1.997320072883275,1.9596814221167378,1.9792428784546487,2.239499437874482,3.5631900711608466,1.3892951101639073,1.8338494577834414,1.8001813235297077,1.9563762546032695,2.2610775149960984,2.0329176946319785
ENSG00000212933,16.497263109437423,2.3828024153977814,6.133679023367379,2.094923589455835,2.146246314362052,1.648453406800773,1.8432516411503654,2.5718366186013673,14.133970296402348,1.4074045552919439,2.9775126976801047,6.816125624403276
ENSG00000279041,752.4545202346451,1787.729236566345,852.3986835757386,1059.1725564146027,512.173546611908,218.69069607471093,21.104330204219796,169.85335818028133,467.33123202888936,3943.667885580124,1039.5478186713922,316.97929281291914
ENSG00000259620,1.110690236759764,1.158147225476682,1.0927824633237502,1.120871275660766,1.1011393518904582,2.0627713986185294,1.0051437496020834,1.2870343000714468,1.0554166186522205,1.2678446472170246,1.065164458975252,1.0868398375040595
ENSG00000201695,1.3039527061623946,1.1228830700992878,1.2411512408944356,1.2541668147599332,1.2931858998409123,1.2280060058600932,1.0047862672701535,1.3241956700862838,1.3069711874798848,1.0538458186927073,1.1583828618376715,1.2615674523573452
ENSG00000276696,37.208664792968975,38.76809195524652,35.1206293788121,34.67717583103229,28.57746378158483,15.226469818718456,1.9851335786257385,17.405792138912513,38.23411757732335,33.06985414164894,47.10533437314227,33.040454744398886
ENSG00000253669,44.17738454302275,36.26520442028535,58.421523741472484,41.58737305681827,72.62672156438636,57.3216561045031,10.135664844123696,29.87681457169815,45.56494066318369,36.6007991220419,68.62074069081703,54.49626021455223
ENSG00000265939,32.57401635298492,39.82378519217207,36.88906439456914,35.759633008182384,69.04406318736574,7.618830852774624,2.456036535404439,26.729782531892504,57.04690460300014,27.171715433573386,76.51219695107915,50.78895818470373
ENSG00000164323,1244.3860337983222,1207.2833968522687,1213.4418512273635,1603.3381025422198,1266.1442986474572,396.7159591342342,87.79605862968214,668.0049733183762,1341.9669363073335,1998.1498494886243,1017.5075205666329,1000.6973725155029
ENSG00000244514,2.054963299524657,2.0914388772143417,2.0635942480791005,2.073055282472349,6.881212411526124,1.7851715425428565,1.1238643452586934,2.2631828192539145,2.209588763162433,2.0327024880398175,2.7385831664459146,2.730976901598198
ENSG00000228930,6.025967984045263,4.361888038552057,4.634748321472222,4.21543526218872,4.601614087447506,29.64522871761833,1.405097659087557,5.651069907588578,4.20221881003281,5.4579124156556205,6.146622619482477,3.701636795471221
ENSG00000244061,16.17106735734176,19.139351540222,18.16544111191324,21.54267006822277,15.375174084824653,11.809401063090519,2.170050318977175,17.07279433058533,17.122594215595544,18.77527591195761,29.355545166952705,15.565645973943397
ENSG00000233575,1.9932636343256571,1.5360332364534712,1.8194238233217226,2.220468379576557,1.88557335316584,1.2528630793769038,1.0473896645757281,1.342214241586514,1.6020968025863627,1.263832083864904,2.1130436909154544,1.735899284574077
ENSG00000204991,317.3485982019112,261.73354292712963,340.8699172175043,123.46790873141221,855.7449246069124,65.11000820923114,22.68639476042663,769.5492346360929,328.9634590317798,95.84051455995161,593.644681825725,819.3951283005235
ENSG00000031003,1532.7024723489958,1760.2086449478138,1355.3964438952967,1777.757079724448,1166.9850945797625,779.1696111901557,446.41645193573396,1260.5611839419648,741.5907888880067,2891.584050967695,1258.5107276182991,1410.8814159691206
ENSG00000160117,111.65183141966502,104.1298163120734,102.23617410987399,60.6666723679283,218.68747995011395,60.56099634437781,168.74735375822237,201.6879223478868,70.51799960617976,77.15679053986443,97.36584920918543,177.40606266841843
ENSG00000248452,1.510693999202433,1.3858815929282207,1.491790738864495,1.5009224285175042,1.6569259729925312,1.2301390977455342,1.3282985909966134,1.328320895183623,1.5328983007484334,1.3535547319656007,1.6562536161020975,1.602799506230009
ENSG00000164736,1502.8611590636056,1124.8993664842687,1295.8806893896262,3351.274145601753,1319.8292342223153,1116.5831731628912,41.72379819496153,442.85049425643774,1096.5019442277896,1538.908438784624,2132.3526978597015,698.9904901041762
ENSG00000213214,165.4009400208425,89.68823537534647,233.45638571201522,142.4798417542178,439.1130815091852,10.538075711960502,8.968378881292198,82.06521105692313,708.9523301859932,50.42008921877835,424.7967960448654,461.1967396171307
ENSG00000272990,430.771927983494,554.0841222303516,570.9849253948062,546.8123616771728,325.8454459555532,486.69615844822494,67.60984518196304,808.0721417413861,369.74128298194546,905.0261584454292,738.6244930657576,627.7704556283105
ENSG00000227051,786.5859985411406,2487.8795439074775,1462.3429062961195,649.8758036677303,261.6873903090632,491.3515894332223,38.25921371090979,3944.813666389113,553.473926571097,2442.4433199279165,412.98245466849613,843.2950411358204
ENSG00000168303,400.0754256429865,386.6219788987466,445.057069234374,424.6667205228945,446.79017078437477,260.18298620492186,152.90906766385922,353.7065734257035,473.4040749939039,362.4443596174639,745.8841318846622,398.3903424972856
ENSG00000266378,8.415897939093917,3.862984251361837,8.374438202121514,4.298396795673986,10.246980910660348,3.3640790990692504,54.037849017591626,13.302172252990141,8.258135402746817,3.01417395983141,6.7576184726126165,11.079468157671489
ENSG00000275437,66.45472899292577,82.0970103893801,81.58103280167428,55.521734959434674,161.94593413606881,39.317286336682706,52.09769636667221,65.02284637266091,67.12496227581681,50.03171641564836,137.17940236549182,106.90903126969529
ENSG00000232287,23.49597772766537,31.03080603182781,21.646160720608947,17.532985026576892,8.963729329848391,43.072625724274474,1.769333989123028,69.62934699535884,17.355834761168463,31.062721788871468,21.036112933594165,18.267147834958635
ENSG00000230932,1.1844129650141177,1.2579396313214108,1.2807764484986528,1.1391795035478771,1.097639085627044,1.1541539312302238,1.0166629057827767,1.937409542028324,1.1355134275857655,1.2035864284038198,1.1633962417884045,1.2291174349293146
ENSG00000245552,49.79909211680878,48.73026654012494,61.83136076813812,46.86479915090253,47.95429319442224,29.85711057451359,20.6719232313365,63.06344579467859,44.693252356283004,67.38412787442735,121.289392458489,58.71283246229024
ENSG00000159625,5.33089899774109,5.392677740243394,6.199310329806404,3.123911215062763,3.3306330357287766,10.168855819745566,77.40668371145108,96.84566197788149,5.095014589985844,4.010781481278056,9.268363856664354,10.818834223374699
ENSG00000273888,61.57878129409734,60.89824272026458,66.17797250240886,53.706410479146115,51.90185793086662,19.121597130946007,2.9613650522689126,41.306970430514234,43.115092350915134,77.87230492974993,58.73328617778806,62.544607136088324
ENSG00000254112,7.363286518516953,5.7051806256115905,7.7900332395062115,9.080724802810643,8.408139012521753,7.756052340785354,7.815656031608925,4.958856568157105,10.393865743192066,6.694699505841829,10.89848700413368,7.477603854166982
ENSG00000267620,1.576733391492457,1.5251502359200118,1.5807345296892805,1.4755993431674004,1.7318521019406787,1.4617598512331051,1.16436512040042,1.535545180601218,1.676415022829575,1.6834749000712024,1.4911661548440704,1.8291289687994423
ENSG00000218475,1.6247335168288852,1.6271045367217825,2.006931618120049,1.2660884859632022,1.2828646599984177,1.7921821181855946,1.1513572522234399,5.849451785744775,1.361292825646664,1.2382245455652978,1.6210840708720602,2.1870322832115514
ENSG00000253379,2.2784067115063316,2.057529035854906,2.1694518871281576,1.8910152858966822,1.574352968405736,4.158851478198063,1.1444641658662205,11.78024080622804,1.9095226200572926,1.7162029600058168,2.995898855317895,2.4024027559276244
ENSG00000204338,183.1255062402102,238.98648167287678,194.48221754474446,252.75830473822467,115.84249570549397,116.15705136667552,19.06569150151243,105.13975332445403,133.6600821266861,340.9803881536878,374.0281026176002,133.74600534534977
ENSG00000262135,1.2401475248412275,1.1626441581598754,1.2280902913741407,1.2753359560209725,1.351673021699214,1.1056740973666401,1.0581054758959316,1.1104551744269886,1.1596565649796722,1.1515940658596673,1.2669890250386706,1.2295426448791655
ENSG00000277013,125.19804650100977,66.49379942533847,167.8074650500395,94.35857818427212,215.98917755510635,27.432455860338415,4.974679901015768,154.27718380606703,746.7785207312376,50.15410713577107,159.81665336819935,364.8883578495519
ENSG00000252778,1.8288485193023583,1.8967863910170588,1.7685233281987096,1.654930938206253,1.6774278678792238,1.439604755029085,1.0110155277607744,2.5299052032913885,1.9162144817551607,1.9534117141412404,2.452698802336642,1.9056502006623706
ENSG00000147251,1972.5800776315546,1197.248965420724,1395.9615151835949,2163.864874431573,1124.8552198530017,140.27083503369533,1426.1348332063208,493.6954925948805,701.4332499635242,3086.694617787639,1496.3637923400233,857.831574813923
ENSG00000225146,6.843247667040204,7.322821245552995,8.27941997591338,5.337315303036577,5.742443324057389,3.83459639870589,1.355414027522158,11.660990135759889,5.0634964567462335,5.710103619387999,9.952330312749952,8.798943169809696
ENSG00000276502,1.005476892374101,1.0093655013325342,1.0128681295543869,1.0053970398348442,1.0043742586825948,1.0576782398651152,0.9999847863054666,1.0312114348639727,1.0053070064648741,1.0011675045453188,1.0050231495604798,1.0101664431043664
ENSG00000264037,1.4816382763943967,1.4751538848195713,1.342994914936283,1.3799740277499137,1.2844948810631742,1.0428370795183486,1.5258552671362886,1.2353398769892796,1.2516622313619588,1.431414427225384,1.6810418681377866,1.337173779571403
ENSG00000272070,76.90549231472929,112.8592060680789,55.89449897027523,42.7096072565299,40.52015945853378,253.81977446687512,4.1117717082893055,70.709239820074,36.941057154079395,160.8752057898806,70.82080004173667,39.68191954912658
ENSG00000255257,1.5745493895410547,1.4373288862463682,1.5455630813985286,1.524516726246251,1.4550022181635993,1.8655683209805867,11.072511730512204,2.2199737735248903,1.8223470344527026,1.3141732923923568,1.7115057945582781,1.7901840458083105
ENSG00000226397,2.379260791813571,1.734818579776764,2.2548999604829807,1.63542445717008,22.647658308962896,1.363680479238499,1.4335247811008247,4.49607993428295,3.2747167588065786,1.2499738234708822,2.0984169300607514,9.897117244048575
ENSG00000166133,444.1624842308006,565.1440780651666,551.538439417539,481.07772579737184,693.8561037311467,815.0129473183156,109.11904627111926,398.0204121237444,561.8818184796826,552.3110720866625,463.9143224985106,571.4983563713574
ENSG00000269786,1.0679902413104894,1.0959951643121693,1.0840835630319932,1.0582634213446698,1.0509631397900479,1.040850686565249,1.0019468607713402,1.2678096391060938,1.1923784496385685,1.1472214625354185,1.0375196426279165,1.1084767322677045
ENSG00000240355,1.1932157998981663,1.0970351187629164,1.1427590683397733,1.2134012510343166,1.1230619979568206,1.2891589514723445,0.99844093303182,1.1130053930609176,1.130488609232644,1.0365369999472789,1.4142908536963192,1.192029799955518
ENSG00000124006,4319.098516770945,2675.061198649021,3708.891872911618,3684.967976722409,2422.5318466141384,6764.350356560415,48.57143089335268,1852.878913870626,2699.8976953393094,4687.022095373737,10519.996252833596,4149.444729743862
ENSG00000259677,27.98172880271055,20.294204681574666,25.85515011983993,18.846129173460035,43.761449692198944,8.938275370541744,25.82922812750842,12.75256600581801,43.195716017760766,17.60361769490948,43.73868719816501,24.755329395108774
ENSG00000275488,5.069315261618385,5.33293824046757,5.019279377181149,4.866191562577909,4.917882600178299,4.09873438458083,2.897333033800704,3.8390671257942817,5.880573533122141,7.625391593391518,5.93947592847684,6.099036755723969
ENSG00000207077,1.0913711079631658,1.185699621780498,1.1047989474565751,1.0754043306599368,1.1091658521228016,1.1623794483083105,1.0014074147625054,1.2053008733198871,1.0636354679115583,1.380787883770321,1.045548203632707,1.079550713805202
ENSG00000169413,951.4654716258317,714.2089877816156,748.2669890049237,1061.1482860668634,1881.7474558705346,302.4288166923943,7810.800823795387,1010.2365299203423,1153.691971130215,1347.7320105142292,1337.8355615297912,1324.705439410449
ENSG00000279010,35.17527822004534,79.25730671294295,45.674801292166435,39.44264867295871,26.30644119322652,18.024013246523964,4.390914514672125,73.90061461524509,39.9407237669862,100.00843678911939,34.169279140046676,47.9180483685952
ENSG00000139797,5.636000820452791,6.061065493433464,5.721532307045347,5.96848916469893,5.902512450574464,2.7566297158770854,1.5049607935267504,4.524414847075643,7.1257834050338635,8.504687177067016,10.136170856325858,5.8949190760654036
ENSG00000250962,1.3716202908657693,1.5662495300722759,1.3997012219673841,1.394991207038101,1.31091227302983,1.2510846714514117,1.0110511967275717,1.554382756105884,1.2953378784026734,1.988465670055432,1.3517703762725337,1.3215322388994601
ENSG00000185926,1.0721758457227915,1.0878708845551697,1.073027631597006,1.0804199914548223,1.0703290799229757,1.3074779241322323,1.1151739321842433,1.0734707861348673,1.0671200739549374,1.097382190429124,1.0525081627070139,1.0592978289693102
ENSG00000157216,3340.139472588465,5105.363652805445,2553.755995657788,3185.743384664135,1903.356693519558,2309.9628681135596,868.7442683791686,4354.705065979873,2412.7660034951946,6821.947298050599,3094.7605576647948,2450.677827584704
ENSG00000227282,1.144417844830944,1.1617926652376176,1.1410692165505147,1.1166100002617725,1.134266825307876,1.310781032986467,1.227700093013336,1.2525977957425072,1.107109922808766,1.2055694220790854,1.1973822524809574,1.1510129528652613
ENSG00000242094,3.748256028210986,4.621637406213099,4.316316208425644,4.195611861609507,4.686438347217428,2.7383029972769592,3.6745040704020675,3.9592028326932556,4.426630419687695,5.460112749677038,6.054413326635492,4.4611469892413265
ENSG00000232136,6.003706960894451,6.180227134829502,5.271798298246496,5.475176801045717,4.309295441150492,3.2806125908947137,1.6881559890106088,4.685344530344837,5.0668419878918405,7.003476003120612,7.65097118635459,6.3560920438851465
ENSG00000237214,170.98521156537402,153.44670994614577,229.37601444747835,208.15312527087946,309.16925824486617,179.772903134305,132.01896854177352,130.44098384746252,189.38259678545555,197.18529271434454,212.53231249842335,178.92197589387223
ENSG00000250494,1.0387775894041875,1.0420042071634867,1.03740355311055,1.0480767099618473,1.0254537170727485,1.054529219833451,1.0008167162824178,1.0472807008224885,1.0211332825578798,1.0602021829676391,1.0309028901579813,1.0164383662309413
ENSG00000266028,760.2738635903688,720.6540101044749,1152.741124197979,566.8566149065657,621.7768272129847,362.19142592474157,393.22554612688316,1697.2825157816499,1143.2968025761245,500.6223971920505,1173.927496693414,1374.8793812356498
ENSG00000254670,11.12856858201199,7.285496057352634,22.791031466422172,7.4377139065874704,17.65968145431526,2.5262822387045603,1.4636212779984605,25.695351074740117,97.48745301833868,4.4669221498244935,8.603818545868231,18.273855155488214
ENSG00000169914,474.9705717351749,700.6315882494131,534.1369308799945,516.825555773301,621.5342913863108,488.6235861455046,62.1209501547391,696.0047631686033,605.8622382444776,987.7584623462119,533.6361671648764,705.3373242231216
ENSG00000130733,3408.5543720438864,2622.6518261334804,3492.38494276131,2650.9185794289983,3434.6909071865934,1389.9276498278837,654.3238766436681,1634.3161538834843,3272.854581910822,2640.7829474856962,3481.1754458214455,2368.98767273567
ENSG00000186190,1.5398662256962687,1.3668163988556796,1.4811654342395786,1.4609806816232114,1.461390990751412,1.243401786895146,2.021839051159675,1.6866415208041714,1.496316841376073,1.2694433988884786,2.042066023034986,1.505809358084024
ENSG00000241577,2.6965294411886354,1.9558869776821248,3.076216733872563,1.8466470411436646,5.581514011003427,1.4306919948204662,2.91685141267369,3.6194477861646863,5.965075376888247,1.5954677216700877,2.083488492771637,4.512599587875348
