i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4
60,GTEX-17EVQ-2826-SM-7IGQK,0.0008765088923693313,0.32900105995342616,0.5946011790226995,0.07552125213150508
61,GTEX-1EN7A-0011-R5a-SM-9QEH6,0.004515982121354464,0.4235517752600041,0.4784176628390584,0.09351457977958305
62,GTEX-13N2G-0011-R2a-SM-5MR4Q,7.594213748103102e-05,0.4516208520554683,0.4559361101536498,0.09236709565340086
63,GTEX-1JJ6O-0011-R11b-SM-EXUS2,0.00011642909239003893,0.42997326392894786,0.4269238057325685,0.1429865012460936
64,GTEX-15CHQ-0011-R1a-SM-COH27,0.00042272557322070814,0.3908977352581948,0.5000822614357434,0.10859727773284109
65,GTEX-1H3NZ-0011-R6b-SM-A9G1N,0.00013380284873486186,0.3787067131302746,0.515314553372063,0.10584493064892764
66,GTEX-1F52S-0011-R7b-SM-9QEH8,0.0007010772402894818,0.3967614175363585,0.5011111610597135,0.10142634416363862
67,GTEX-1H4P4-0011-R1b-SM-CL54V,0.0004353689799084583,0.2660292951830773,0.6899841958643255,0.043551139972688835
68,GTEX-14ABY-0011-R9a-SM-5PNZK,5.347826120132248e-05,0.34272761066464025,0.5859176486931844,0.07130126238097406
69,GTEX-Q2AG-0011-R11A-SM-2HMKZ,9.578380688530837e-05,0.4253997903417894,0.41671954993393495,0.15778487591739054
70,GTEX-14BIN-0011-R11a-SM-5SI79,9.347725567221522e-05,0.4015257802384812,0.4276939322648861,0.17068681024096055
71,GTEX-WZTO-0011-R4A-SM-3NMC7,0.00010215327229712573,0.3366888379862152,0.6031691196937216,0.060039889047766005
72,GTEX-17MF6-0011-R5a-SM-731BA,0.00013906773606379148,0.4393375907510714,0.4603178829043635,0.10020545860850129
73,GTEX-147GR-0011-R2b-SM-5S2RQ,0.00036585867228408067,0.3777490498982013,0.554992169249554,0.06689292217996079
