i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10
213,GTEX-ZY6K-0526-SM-5GZY9,0.03878922141762124,0.0731562318783911,0.04242742678235401,0.03180141158808928,0.030227707407791616,0.016639697008239585,4.115807281595841e-05,0.037370621848086184,0.02666315284742461,0.7028833711491865
214,GTEX-P4QS-0626-SM-3NMD1,0.10790140594781274,0.08161361608521178,0.1451584459637601,0.11714663392167002,0.10019922352153961,0.02888797348347618,0.0005720716726255459,0.08278599955656882,0.3036452552356293,0.03208937461170599
215,GTEX-1O97I-1826-SM-EXUS9,0.0826126122730396,0.12942461355987983,0.09450269132116308,0.06123446606872797,0.05385766921190038,0.027522578064659752,0.014016947622718151,0.08575386257759003,0.062154960076599444,0.3889195992237218
216,GTEX-1RNTQ-1126-SM-E9TK9,0.04149983036072643,0.07799841685012521,0.04457851192171678,0.044358662407356926,0.04490945301846459,0.01925384175673011,3.974113139210408e-05,0.028604334601032278,0.033570118393365704,0.6651870895590898
217,GTEX-1IKK5-1326-SM-AHZ2X,0.1025367165191946,0.07948863530710448,0.19854540903719808,0.1147197083886168,0.07327569594083937,0.024759450508502794,0.00047907553760980463,0.07574247002808054,0.31126741724267964,0.019185421490173826
218,GTEX-11P7K-1226-SM-5HL4X,0.03260625426482148,0.06293105443679992,0.03489831594844733,0.04135880923062796,0.044081476545034096,0.021297685688550578,3.722737207133863e-05,0.024472565869841128,0.021850249731291037,0.7164663609125151
219,GTEX-14PK6-1126-SM-5YY93,0.04779833076424456,0.07690248253319958,0.044421087113943034,0.06783056571647852,0.06122123900453978,0.09410019396715444,8.165317800157103e-05,0.025814306023432723,0.030868270986114443,0.5509618707128913
220,GTEX-1IDJF-1326-SM-A9G2R,0.0465529874569807,0.07888176954030232,0.048282707222800814,0.04831658813401948,0.046623433858135686,0.035712810409378674,0.0004208413096230388,0.03357758549603155,0.03252593445858857,0.6291053421141392
221,GTEX-14BIN-2626-SM-5YY8U,0.07288126790890585,0.11609728324902857,0.0817446345099159,0.05770490662491071,0.054832429131372803,0.026959593694302737,0.006545819855175549,0.07079287871710627,0.05428466888504491,0.45815651742423685
222,GTEX-NFK9-1226-SM-3LK79,0.04109347688928184,0.07420637161873551,0.04406194848517511,0.04788109587835824,0.05026618887872612,0.024105196854972703,0.0002723621044038426,0.028768642909733674,0.028383701396603615,0.6609610149840094
223,GTEX-1AMEY-0326-SM-72D5T,0.03178704902058119,0.06487550336689131,0.03443380257768601,0.037318032338810654,0.03431021114618715,0.03148747052680777,3.491106703910255e-05,0.02539124368946863,0.020235662802074998,0.7201261134644531
224,GTEX-1L5NE-1426-SM-DHXKV,0.08792329615118856,0.054900689397882875,0.21185853995934917,0.12183557809215036,0.06261445009426093,0.022986573621549905,0.000978663411952513,0.07080330387754448,0.358541663768514,0.007557241625607175
225,GTEX-17F9E-1026-SM-7DUF1,0.04449601976786189,0.08369674886673356,0.04803970014984363,0.04709571988219533,0.04706862484142292,0.026350786931234008,4.4969770647155224e-05,0.03059142363497998,0.03101903453095451,0.6415969716241269
226,GTEX-1AX8Z-1826-SM-73KW6,0.07785638098216807,0.11655707839940971,0.08452948104738749,0.07483415647688718,0.078291829559706,0.01986724935304603,5.3841215175415715e-05,0.05322087129723007,0.06124869483024571,0.4335404168387443
227,GTEX-11ZTS-2726-SM-5EQLU,0.06767521403936246,0.1107196615428836,0.07211863581603058,0.051848241074543056,0.05051097068845984,0.02270044785342744,0.022692775066965355,0.05957679526268136,0.04968652634639421,0.49247073230925215
228,GTEX-ZA64-0526-SM-5HL9I,0.0338263829565848,0.06154348560026606,0.03727144370120713,0.03300021675699447,0.0322963872951057,0.018104332029617476,8.684583239887689e-05,0.02679658055044535,0.02499822276180227,0.7320761025155779
229,GTEX-1JMLX-2126-SM-CL54B,0.03536175595449858,0.06871262734114175,0.04017971141767178,0.029998495219879462,0.02712694349074775,0.021313096447965505,0.012788556988094467,0.034482403348873286,0.02450606394759529,0.7055303458435321
230,GTEX-OXRL-0726-SM-3NM9A,0.030154240499893823,0.06031278589659538,0.035373390285548256,0.02561870271793617,0.022563699715959316,0.024109090822163125,0.00023398581483159784,0.03006498795551667,0.021702481010412156,0.7498666352811434
231,GTEX-1I1GR-1426-SM-CY8H8,0.05797828507741803,0.09096166935535294,0.06686856669051844,0.0375499960336695,0.03318634898218667,0.06545865974373284,0.014352548189638752,0.07212766077830637,0.04165382182395026,0.5198624433252262
232,GTEX-1NHNU-1726-SM-E76R1,0.06043032569413963,0.10513045312991286,0.06209212070079985,0.06273859883596457,0.06159899067440385,0.05752642957457377,4.2181487224215076e-05,0.047538479226734286,0.04305249272480787,0.499849927951439
233,GTEX-1GN73-1926-SM-9JGGS,0.10732348944107424,0.107099278582529,0.17940853527429593,0.12065533274576351,0.08213120983792194,0.03490779980549467,0.0006382613860555989,0.07965495517876628,0.1993294052976466,0.0888517324504523
234,GTEX-YEC4-1026-SM-9WG7N,0.06640776266534104,0.05006141841168832,0.18494602184266762,0.13338598928657125,0.062252497744822465,0.02267803937863906,7.473789939949309e-05,0.05770754925995568,0.38748821242278597,0.034997771088129015
235,GTEX-18QFQ-1026-SM-7LG6B,0.08880845962836677,0.06366889765906743,0.1998765056508635,0.14614415649365337,0.08400084266397928,0.024433214332131675,5.8909705765088625e-05,0.06310197431907559,0.3144843129232526,0.015422726623844788
236,GTEX-1C6VQ-2026-SM-79OOH,0.07626097268505921,0.1035267552841283,0.06697720268271203,0.08924769703142851,0.09856783130431261,0.027581894065272828,0.04358087044310952,0.04607031519687935,0.0590044980852954,0.3891819632218022
237,GTEX-NPJ8-2026-SM-3TW91,0.1185456013176858,0.1178222377556806,0.09921101061896408,0.17045842320190588,0.2168414827560827,0.018507623371530682,0.009177694459785111,0.057795285625896,0.08280630087503041,0.10883434001743876
238,GTEX-1C475-0926-SM-7MKFI,0.07460104182341859,0.055287425055852164,0.15207665122422329,0.11698200267343728,0.07692579046633213,0.021310829115312107,0.000943635957489185,0.054246016920549596,0.4114915538939888,0.036135052869396944
239,GTEX-1211K-1026-SM-5EQ4B,0.056536246952856584,0.07644697681166766,0.046484560070481365,0.10850644814265474,0.15014600774732653,0.01261196916566232,4.035003673498527e-05,0.02265296279740076,0.03629280088289956,0.49028167739231543
240,GTEX-14PJN-0526-SM-68724,0.08542451647111524,0.06567653429070615,0.19687889796139174,0.12658441669084927,0.07392299561395622,0.020888324498172166,6.162054758339197e-05,0.06508910578693348,0.3402115219690084,0.02526206617028406
241,GTEX-XQ8I-1526-SM-4BOOH,0.09424019357950156,0.08094504637574189,0.20426024041830543,0.12025442539005872,0.07771507616976005,0.02562011026019795,0.00024809274616519717,0.07250357017643105,0.2711930320355348,0.053020212848303265
242,GTEX-1EKGG-1726-SM-7MXUP,0.0873016365868498,0.07057094572921,0.20209452567285804,0.10398972144604385,0.06652176113185841,0.028236587027669013,0.0055730506751531725,0.07119001746248729,0.32222509974422775,0.04229665452364265
243,GTEX-1MCYP-1026-SM-DPRYB,0.08869006092882296,0.0684658230756352,0.1923605867428443,0.12748194860762702,0.07296424792509029,0.027019016350077533,6.31791941074421e-05,0.06632436086895609,0.3277347698414568,0.028896006465382318
244,GTEX-14C5O-1726-SM-5RQI9,0.06419528235582646,0.08812017821501322,0.06091556657730818,0.08572837690205447,0.10783294687690508,0.022899591552266372,0.020743071337711624,0.03265351787311369,0.04791966444590248,0.4689918038638984
245,GTEX-1L5NE-1326-SM-CY8II,0.05534529158448526,0.08455472978871377,0.04975058270414743,0.06935286425249525,0.06904783028154593,0.04046483188382958,0.0030495183892084044,0.03378750347203124,0.03384210717065213,0.560804740472891
246,GTEX-1J1R8-1026-SM-CJI37,0.03991815609241799,0.07216403949183113,0.0430315412962405,0.0453213045181345,0.0470160721993903,0.022155143853837413,4.81896114795162e-05,0.028511028602050546,0.02776839819711121,0.6740661261375068
