i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33
308,GTEX-1HBPH-0326-SM-CM2S8,0.018542657381616173,0.029282303939837932,0.02031527064076408,0.021240572588340965,0.01464068413732538,0.022138930588639177,6.940546565838113e-05,0.018436617247767767,0.016819087264905382,0.0408931229682757,0.02063945284071598,0.009048681260250028,0.00010097349606329096,0.00013657830657475857,0.022713897851940765,0.03467504372458622,0.023350833476464973,0.23257315198140732,0.02019995538819237,0.025685382458984975,0.19083611754987997,0.022030194013489116,0.005420658091023403,0.021345338596343497,0.01092773140645952,0.01713556851540226,0.01132389881093191,0.06200386889169811,0.021022574864528992,0.00488282579690028,0.013754719128760447,0.01051510564199708,0.017298795684273907
309,GTEX-11TUW-0926-SM-5EQMW,0.03340200646602837,0.0401154764002436,0.03313379248683278,0.012371291369980967,0.030421605064985962,0.002498595433269968,5.130361360742375e-05,0.011350288031885944,0.03056424728012148,0.052201916477371046,0.03519446250814019,0.016115588523646657,7.355346162216701e-05,0.00011791324955462375,0.03096142155071021,0.04164497418178212,0.02279871476535767,0.21515104325946757,0.025467036984299283,0.03536812805332755,0.0318442405896328,0.027080295648684662,0.012048867368117064,0.03216560648158228,0.016963514467904773,0.02582362750921652,0.012849950483352772,0.05962434181171015,0.033220302721369666,0.015020603350366889,0.027368368738559638,0.01586377423168414,0.02112314743558309
310,GTEX-YJ8O-0126-SM-5QGRG,0.022065938336660602,0.03379731597503535,0.02666987188569664,0.012691562688546466,0.01829892602398031,0.015977338059566984,3.4303571064545214e-05,0.022447313817165134,0.02223467478222436,0.04598924889752189,0.02470901325951018,0.013050612305117252,4.380785359439876e-05,5.5974840847626156e-05,0.02499263143041765,0.035028606433811324,0.023354879018081115,0.24357907904326864,0.023157133799403908,0.029833495028009464,0.10273145953862627,0.02689606936600846,0.004513165822554775,0.025030151528947577,0.01504626770919379,0.025041986724140135,0.01385051757108386,0.0674236788403058,0.025616832006948843,0.006718449802615483,0.01820517743618281,0.013510910391187124,0.017403606212681322
311,GTEX-1IDJU-2326-SM-ARL89,0.01953919466701759,0.030805017804037663,0.022871751437609018,0.015619081934012784,0.01627712788479271,0.006121267402806144,5.9635852921042246e-05,0.006414897920147657,0.01789177162427461,0.05029704656586277,0.023480275434578424,0.0093864612646197,8.41513736525644e-05,0.00011075723741701847,0.03200456616598738,0.045815298652555486,0.027893801658757763,0.15604592851818408,0.03271493170590443,0.03061435120143753,0.14784849259703955,0.04013911648351587,0.004038372006665533,0.028886920406741172,0.010968825736081992,0.019537034260421218,0.03512936591279953,0.07481400625643446,0.02586893751497625,0.005157828162357715,0.017040016070881195,0.028752459295513,0.017771308989996085
312,GTEX-OXRO-1926-SM-2S1O3,0.016493619020634127,0.026499663599551023,0.017136425293809713,0.011964730391271381,0.013236429060092817,0.004465985371691751,4.662120351639279e-05,0.010458444151001176,0.016909962683665555,0.0458119518573631,0.017732391679985585,0.008805469290660119,6.285124622941399e-05,8.503376544430642e-05,0.023309240069840184,0.045121143020160945,0.02410533173325668,0.2981306730989016,0.023036658820328914,0.027862827390938965,0.13219685663293732,0.03317670936615081,0.00639328474039061,0.022384679253731152,0.008720707598790973,0.017621268631442564,0.020107532186331177,0.05840056045337292,0.020170163284405473,0.003971945626055681,0.01220235391427831,0.0182916216316044,0.015086863932164764
313,GTEX-TMMY-0626-SM-33HBD,0.014585185562559251,0.02403983001346012,0.016520080052056556,0.04103285569986667,0.01109624007484066,0.01125171690849055,0.0008715673276432654,0.006210153138784529,0.012425537794893308,0.03326039427513929,0.016232178754226025,0.007181063602926956,0.0010838220540906216,0.0011763106824281319,0.025616385421585747,0.032766648068077914,0.028880342404685767,0.07565539534770416,0.024543188219719684,0.022145074470806606,0.36089798258341343,0.026261879498062527,0.004003166563233662,0.02078118909936244,0.008069820801023704,0.013362995857427966,0.0261080128052014,0.061221970839675253,0.018429890441532957,0.003453153767376845,0.012019597357443646,0.01894853547711528,0.019867835035144943
314,GTEX-ZTPG-0726-SM-5DUXP,0.03379288359539873,0.03659063330912408,0.03287232346930094,0.037763032250801645,0.032386267327626346,0.00699948729406179,0.00038766780655372633,0.010444821621677342,0.028960467627177272,0.04348100223564018,0.0304763386927243,0.01783840379204179,0.0005425434636691214,0.000718046951385412,0.03675952473995304,0.040092819175136726,0.04880487962716509,0.07864213862409115,0.03425547188930646,0.03661135576316364,0.05178500488037683,0.03705141037420224,0.011935105944537745,0.03414896053797659,0.0190787822455177,0.02608689707305925,0.032646349133151085,0.05126812472532957,0.033798241876754384,0.015972235835459685,0.02994219739726374,0.03218235491335009,0.03568422580702235
315,GTEX-14PJN-2226-SM-6872I,0.0115510789221178,0.019962875248673483,0.013906743149249477,0.011152051085349526,0.01011599962241276,0.003949042919284973,2.4245787219324262e-05,0.0029978047147875926,0.011439860699791464,0.03888072719311612,0.014212074287858093,0.005940400563872491,2.5619155502054077e-05,2.8259051290393843e-05,0.02199864091302825,0.03338315958062704,0.019466503146360514,0.18062015405056073,0.02547154256219603,0.01997435496905192,0.31086082079994737,0.03591064891310061,0.0017757875932452865,0.019513465181375495,0.0071391834514523845,0.012911153733929927,0.03581957000025802,0.06248445504857299,0.017158286938066772,0.0032215292569901287,0.010203825483305987,0.02620200313787318,0.011698132839531814
316,GTEX-14PN4-0426-SM-6AJ9N,0.020955235154385844,0.030137265691614203,0.020440101529681023,0.02067610540042614,0.01681220420124598,0.006964940026864567,2.7520427639344357e-05,0.008524627622270659,0.017677474408060116,0.041536428703372645,0.02091437166250684,0.010247644442233765,2.9453250520037783e-05,3.31273155816049e-05,0.02649567206661036,0.03425683500068519,0.025463492571916192,0.1823812004286013,0.02418008951840803,0.02651043492245975,0.20965767084035172,0.030421789245135528,0.003498899833255186,0.023687451790124187,0.011733591654246974,0.018196836703090764,0.020422266070748214,0.06232352868142045,0.02423798085729375,0.004356958804127701,0.016199268637358,0.017819898720217928,0.023179633817546112
317,GTEX-ZZPU-0226-SM-5N9BV,0.02648150751027031,0.028158725155165536,0.029103793617986363,0.024228823680406762,0.03045302968120615,0.00615935574622968,7.853471157690806e-05,0.01028885735872043,0.027223901705473126,0.04026298538558401,0.03126505455750863,0.015157318458474017,0.0001303712101619062,0.00031916110069383835,0.03461709591542244,0.048613465599674804,0.03743436074244126,0.028407014307986846,0.045761254685992174,0.03532168698000858,0.02416882376771069,0.056244451134698004,0.03940332921865758,0.03740691767500399,0.02298320867373572,0.02457740325401713,0.06482412307901905,0.04362101756203961,0.030446655472177668,0.04737716771568697,0.02543471191014437,0.061498947588588905,0.022546944837536536
318,GTEX-1I19N-1926-SM-CM2TF,0.015262154991387914,0.0256889103238567,0.01847564734523516,0.009911618646212816,0.012920382607421795,0.006563475178995097,0.0005037471233837226,0.011614330157841099,0.016469495325661346,0.04350856285745639,0.01803489544710165,0.008761454864476995,0.0006698993187718548,0.0007724903918875406,0.02148056297010485,0.03440997470754499,0.01764659034311702,0.29662111882707964,0.020799383459489888,0.024561821622239514,0.17528473890794644,0.026524562891280187,0.00705418517181183,0.02081613012540144,0.00870912085284575,0.018529482498101078,0.015184987664539101,0.06140796598993813,0.019423972208968517,0.0039452673752386185,0.01271382633724896,0.013410704892489165,0.012318538574924695
319,GTEX-1122O-0426-SM-5H12G,0.017160639830547015,0.025942902911848757,0.019193879763950962,0.016365132177404797,0.014645521292190126,0.01141228079936968,3.098565757509172e-05,0.009204184111204685,0.01490487409035298,0.041646920918169975,0.01896566093926482,0.007859633529729133,3.567525642380272e-05,4.3982102348342454e-05,0.025712555144428988,0.035701192501841866,0.024800679077349248,0.15469597148216738,0.02646739423891339,0.023402490179362308,0.24271806413293517,0.032837397025992095,0.0035439461283662097,0.022773549671776753,0.009936513389570795,0.015670620817870122,0.02918161555915275,0.07343540199645343,0.020830349276361643,0.005930556823930106,0.014054918682176893,0.023550429717040935,0.017344080773929734
320,GTEX-1EU9M-0426-SM-7SB8N,0.018979170071080236,0.031028919188883546,0.021789331612590612,0.010212851471099623,0.014888599570651669,0.011757466333587544,6.709302946583896e-05,0.00974917291300593,0.017715224588124866,0.04323448840486091,0.021507369729276502,0.00932924384650533,9.418791173473884e-05,0.00012412423299994289,0.023286922945285345,0.03299568114693276,0.017816501113067276,0.25729848897910157,0.019667313595484,0.02567690368573303,0.19797781073601564,0.01995892849825606,0.004843529820860269,0.021977448006326127,0.009655029356209245,0.01765269567636307,0.009851692334001995,0.06245903854646159,0.022436154383597088,0.004860994453650448,0.015242581195171951,0.00973259080841482,0.016132451815200316
321,GTEX-14C39-2626-SM-5S2QD,0.01724222458280633,0.025933579911993073,0.017928436395508562,0.013471095164023719,0.014656844952220593,0.007680850695616327,7.251758155676859e-05,0.0051768467059426304,0.01603576475820929,0.046294885570934294,0.018809479434277417,0.008315312874872133,0.00010446558038341942,0.00012725489977672604,0.024507498982282244,0.04135610451166162,0.02310386107214702,0.27972215370142095,0.024883322560130722,0.026146582979509305,0.14236310456374945,0.033692257776587284,0.003186278154611973,0.023586104615757362,0.00939179745784277,0.016330737625016054,0.0242098993704915,0.06057668978143408,0.021536646391986707,0.0038363945473857564,0.013662641114296017,0.020302628139931094,0.015755737545636826
322,GTEX-1EKGG-0826-SM-79OLL,0.01775518275984095,0.029184294342920816,0.019698755755088164,0.006958421957076638,0.013792401833482184,0.006692617142327269,3.2632934750602004e-05,0.009813971394809096,0.01528473186867523,0.043501366326411946,0.01941217520699883,0.008424078111462384,4.0787063716229064e-05,5.053054615062006e-05,0.02040784613804017,0.03071925973186078,0.01490200079591553,0.36375912171624597,0.01596016359515003,0.022673935959695326,0.15146369663979337,0.016935169059998395,0.003217811857862636,0.019122619675117088,0.008628756566072477,0.015930214791822335,0.006589349981725175,0.06161473077494888,0.02013792253192671,0.004531465719245806,0.013397311214542077,0.006774502734353994,0.01259217327197232
323,GTEX-1M4P7-0426-SM-DKPQG,0.014950595101881516,0.025046371268265706,0.01719039760972084,0.009189158704483617,0.012594099373478064,0.006059164418142266,0.005684053640374979,0.007275492563906204,0.014326974264358455,0.04133226082587082,0.01689733261286225,0.0076926620255018474,0.006192800052880164,0.005812933270880823,0.019492080373825497,0.029512289585337033,0.01484519169990767,0.3510710096486204,0.016368093460018353,0.021550438465269085,0.1663852082853445,0.019759748559401286,0.007713908813157251,0.018342832058879738,0.008216729191967484,0.015750107132294862,0.009204023019815358,0.056537945103506314,0.018243137668388816,0.003795981400806713,0.01206060255262492,0.008625462253798646,0.012280914994428455
324,GTEX-13O3O-1126-SM-5KM4Q,0.022196014930211443,0.03414371039373536,0.024967821500017424,0.013347926519426493,0.018433146998083183,0.006196329921909416,0.003183660401598792,0.011779611636992298,0.020243389538439314,0.046969618098434085,0.023735156074272883,0.01124179450068399,0.003726089023298452,0.003905441780582501,0.026433624628517616,0.036205280310765996,0.022060746315506526,0.24554141079984176,0.023291633852348496,0.02852320586061867,0.11684218380544634,0.025607969380005154,0.011673783252275027,0.024647601321653594,0.01330020518616046,0.021340015087835163,0.014190127581556699,0.06572195566512364,0.024387147042773682,0.006683524461905883,0.017592639037058752,0.013573989010162634,0.018313246082758326
325,GTEX-146FH-1326-SM-5NQBI,0.030387130161997546,0.038831469883502216,0.03410955113839902,0.01728852479591959,0.027201180684527117,0.0075865377171875775,0.0002173028926527352,0.01295388938085916,0.027778787727563408,0.04752790732197072,0.029607633999874105,0.015600091244293594,0.0003293502527153247,0.00044286415494614376,0.03358365638230464,0.042427747174524535,0.03270057384969843,0.11778634695885201,0.030297889960029627,0.03538261615936786,0.08181671209151475,0.03351252541860204,0.010519892610681526,0.031025661105097687,0.01714319723455531,0.02803025076579559,0.023449013742746275,0.07365887939435052,0.033135431616993026,0.01123713012325284,0.025777223510011753,0.022706735485169223,0.025946295060044096
326,GTEX-PWCY-0426-SM-48TCW,0.014194934426585369,0.02228009897304378,0.01713933565275784,0.01547215844660461,0.012402608431212134,0.009220725625527325,2.576267941934036e-05,0.006114709715493751,0.012570112641026634,0.03590675000070548,0.015478422925228356,0.006558763665719949,2.7531192013693355e-05,3.06307160882422e-05,0.02217297039707813,0.032172077947508884,0.02194282845907449,0.1385874368328681,0.022023001987423636,0.021051638542602655,0.3396378117782814,0.026542946946254548,0.002346190687196612,0.019359450521946063,0.007992380131906705,0.014576404565603846,0.02251845022903823,0.07488509924636913,0.01852872747286223,0.004552289926979862,0.011939127715752994,0.01789919002887475,0.013849431490951213
327,GTEX-16XZZ-1426-SM-7KUE3,0.022906627314157026,0.029592367887971906,0.024424537578851685,0.02624593615969307,0.02110615928823454,0.006946396367055141,0.021467942507170712,0.008829691124923208,0.02015528863633308,0.046053428024191136,0.02341691817712009,0.011149940465178993,0.02208692674838357,0.020452986138051864,0.02722796380912347,0.03858583404508841,0.02711989767027152,0.20039306792623784,0.024769996063099573,0.028443479851951302,0.0701897409393296,0.03090066267396954,0.01711103458263858,0.02610903670389294,0.01445160643200752,0.02093175270809456,0.019239902091986262,0.05994039481809662,0.024754680167978934,0.006855988808935958,0.018673972058721663,0.018703460108992702,0.020762382122266967
328,GTEX-14ASI-1126-SM-5QGPN,0.019331913919169958,0.03021597130907426,0.021719066378969747,0.007474999667618312,0.015617111102564578,0.0031615843876291426,0.05771505200561259,0.01621687413165373,0.018564556950837485,0.04117120512421382,0.023451783081905177,0.009700897158291899,0.05505765568986557,0.04793471283571995,0.021649762761274078,0.03564540280870095,0.016429386595484062,0.2350454327254144,0.01903448330628965,0.02696618340139306,0.05060894084331937,0.02364361415391313,0.017474096769315783,0.024925464515586145,0.010498227296214049,0.01935505053446596,0.009720583775364963,0.0541627562614752,0.023813933495330473,0.005627781787402091,0.014959245282995989,0.010770997830015762,0.012335272112918606
329,GTEX-13RTJ-2626-SM-7DHKR,0.021973331181647824,0.02887474438547598,0.023587549348217576,0.0210992858270934,0.02031850547656633,0.008570299362028915,0.03220623517331796,0.01207276964241429,0.02006819199312277,0.03979124192630669,0.022161726389896517,0.011623782139268665,0.0314671468968005,0.028196403082867617,0.027566084559643583,0.0368507935587785,0.030491567680602714,0.1197746501581113,0.02819316231491912,0.029531564123653695,0.11258341615872514,0.03461770627215617,0.015862618305657057,0.026774277200253733,0.013709023366552347,0.021167762622298383,0.027949601954165782,0.05651065221750783,0.025185715808601426,0.0060063853431593815,0.0185754647936968,0.025016064363167532,0.02162227637332446
330,GTEX-1CB4F-0726-SM-793AO,0.012145054761936896,0.023084123587625023,0.014095120009044615,0.007276497045135459,0.009961312807822899,0.00991591974612656,2.5581957906243524e-05,0.00622900612673859,0.011391729962599954,0.033729698736948095,0.012796590974430689,0.006381227682658214,2.8815504387549056e-05,3.326155199019103e-05,0.015944371579808377,0.022347412218769645,0.012504268621312476,0.3421645769618771,0.012237734613861887,0.016953290586706065,0.2798462228789326,0.01316072696469459,0.001961152784544968,0.013407807334471361,0.006671945177088373,0.012351523141253755,0.00586767155669862,0.053628162200785374,0.014409777812939924,0.003067362928467745,0.009633639059655124,0.005024422124565664,0.011723990998215462
331,GTEX-QXCU-0226-SM-2TC5W,0.01262965065720256,0.02128546292205905,0.01494281386258514,0.008508835164450114,0.010828922230596828,0.0096605096721542,0.0007681208442289521,0.006690439723075254,0.012812658891279935,0.03216951022116702,0.013211680551071475,0.00738238636714792,0.0010178939989333748,0.0011351463878594625,0.01518862715409899,0.020932121557610685,0.01217846199035209,0.3018114503173738,0.012780678384753847,0.017067351585556473,0.3081294624807322,0.013651151541076042,0.006139558862609283,0.013729892071468748,0.008098365260868714,0.014188704610089968,0.00653542615735533,0.049165705049832864,0.015104018801435505,0.0037853753498385866,0.010356458335957438,0.005871943525842643,0.012241215469335511
332,GTEX-1HBPN-1026-SM-9YFLZ,0.02588643752052588,0.0347336073498296,0.029171465397207313,0.015580308816379201,0.023347038133211522,0.003760376897032634,0.0001498742004188738,0.010218154795514512,0.02321011392529724,0.05055036371041655,0.028369151515496894,0.012480900341835147,0.00022652732762142044,0.0003424184962012946,0.03406200260244459,0.04544080290355037,0.02919184973058968,0.12608992920654447,0.034894762837287506,0.033631067317236016,0.09718705693397121,0.0396420714807759,0.01060653677272265,0.032156976382541676,0.016039377226023766,0.022849246096184165,0.03320911317742141,0.07237176189993855,0.030370308095984705,0.011451368532035024,0.022550330998213245,0.02978163984699383,0.020447059532553106
333,GTEX-OHPL-3026-SM-3MJGS,0.024366732654411007,0.03283376322936329,0.02741132493848576,0.0270803468877739,0.020674823160765136,0.008054323282738777,3.9644320621280334e-05,0.012249677475524787,0.02144822240262576,0.04573064892604902,0.02491206037953886,0.013131558898366577,5.045791013261765e-05,6.852325989021713e-05,0.02917512264694303,0.035586927438151145,0.028165384734108595,0.17671444235754122,0.025437689897117383,0.02955654315619338,0.13974809028196936,0.026710098189662638,0.005509819123420126,0.02575751273868491,0.014548834964954802,0.022361523093629442,0.017645076795748112,0.07054771310872325,0.0267752747695038,0.007921968796707219,0.020707698565607155,0.01700352410532906,0.022074647509718468
334,GTEX-1IKOE-0826-SM-ARZME,0.026943463510526,0.03201754866623117,0.028731531315672954,0.02342817902237357,0.022906847497881754,0.024578215766305176,7.174934006962371e-05,0.014127549276250824,0.024505398137155996,0.0436731692932605,0.030463378869557706,0.014871161498201836,0.00010382237093532777,0.00014742360877605717,0.036690713837725895,0.049553171135405645,0.04054896067885103,0.04912271949767389,0.042219058336776125,0.03633417543648744,0.06577350911743685,0.05370745943674825,0.0075277019039638165,0.037140022062755094,0.015278813439123568,0.024017924837439066,0.05979029136016045,0.05422168848953689,0.03207458881379812,0.009750882125646416,0.024008255369867466,0.05243478090707424,0.0232358450403312
335,GTEX-1C4CL-0126-SM-7IGN5,0.012226583933259186,0.021146162249247074,0.013774516756771379,0.008481715902575354,0.010451939938709826,0.0047940960796119475,2.376335635347099e-05,0.008076764279798154,0.011572531247161625,0.03948814939143222,0.0131116684768258,0.006051256220003269,2.5714448644755866e-05,2.8876094535782535e-05,0.018365086831147417,0.034953039422149564,0.01650694275097622,0.3588890426864778,0.016624905879023384,0.021058965737998765,0.19761541710731803,0.02326548919443764,0.0021662451191918272,0.016762807415003075,0.006627232874622331,0.012889036708859275,0.01336097558623843,0.05930188813756794,0.016754786689182694,0.0036020843606172064,0.009891500492406724,0.010886422704112058,0.011224391927739798
336,GTEX-X4XY-1526-SM-4QASE,0.03255937937555695,0.04100769481305635,0.03618826911413794,0.011745098342125426,0.02701551168123708,0.005399031366859684,0.011821909567777802,0.015966675247919594,0.02980921259835721,0.045582166537838927,0.034791230749599826,0.01741833750096489,0.012827670027151267,0.014138493203738991,0.03077899144837745,0.04123698375310203,0.024738372614449815,0.13383613677343636,0.02657468291776769,0.036307544243735196,0.04967965449464287,0.02615143031719999,0.03405698292011126,0.03294853004367801,0.018343793844874376,0.028912055291785827,0.013335795984347755,0.05741285506617588,0.03407156792853848,0.011147275123106025,0.02681029222016663,0.015888313463480578,0.02149806142470201
337,GTEX-147F4-1326-SM-5LU9V,0.022958306641963536,0.031855922973145205,0.024517952248007045,0.014793583496416778,0.020223703204926786,0.014016871571185176,0.019410866163125436,0.023009134865244217,0.020957596254288446,0.043821311685022346,0.02478293359579293,0.0116910964807861,0.01931463016495567,0.01752293094805402,0.026170637286926802,0.037696654792763136,0.027266788364712094,0.17251357730739802,0.0257498002784262,0.02978918715274856,0.08934387000831882,0.03378206078538957,0.014064592054825435,0.027517074564309827,0.013569843289276984,0.022423804330474292,0.020116825867263557,0.063141087484143,0.025641579505983458,0.006131106991635185,0.017814599333862795,0.019287376574889235,0.019102693733739306
338,GTEX-1LB8K-1126-SM-DIPEP,0.018169526228865637,0.02933604369996939,0.020553626589724285,0.007074543989196695,0.01408935266276064,0.0039749616159987485,0.0003322681480413331,0.011077804592017508,0.016259671206494075,0.04412653163220552,0.020102738711774343,0.008896337344407439,0.0004588412138586206,0.0005387009651546565,0.020254344532011,0.03288647673167443,0.01465511173275294,0.3991373288581581,0.015598676014715183,0.02420221231937008,0.10458049032040881,0.01741150498534332,0.0056483057802037065,0.02014516452700475,0.009223782694385608,0.017100352214289714,0.006250744261225075,0.059265151695598615,0.021547942214848372,0.004291475005530528,0.013759704821249684,0.0067268931347069,0.012323389556054257
339,GTEX-OIZG-0426-SM-3LK5W,0.023831724194330297,0.03484960406416953,0.02780687640379852,0.010488528551718052,0.018257717481183912,0.011833190483909952,7.48533179332136e-05,0.02130236307452202,0.02274140870932831,0.043930451341633765,0.02412512834056861,0.013579066316506785,0.00011112031967692947,0.00014841997802333005,0.02507999110410101,0.03660221030703246,0.02200997700147449,0.2159967252147077,0.02206380646637203,0.029825362370813627,0.1484935605648837,0.022169847407073714,0.006742641395661586,0.02502857704481451,0.012342456270251712,0.02279105892331391,0.011912421260196983,0.06482747886337759,0.02619493033526782,0.007048587908794148,0.018876690398291523,0.011612456043273437,0.01730076854299476
340,GTEX-ZAB5-2026-SM-5L3EQ,0.01058955710660361,0.019452824429742444,0.012289028082316116,0.00839858894672974,0.008778873912569908,0.005960568475018283,5.870675943671774e-05,0.004922478750555286,0.010145216192073628,0.03899060251855132,0.01221410801966803,0.005067245245040232,8.309085688605416e-05,0.00010481316299129867,0.01761564772188654,0.03369331162831522,0.015543296526145146,0.3627487568953792,0.01678889476018368,0.018872991767763338,0.21801463656959622,0.0233838011831416,0.002411026062264526,0.015591418640737658,0.005920968267942773,0.011345280698989617,0.014424756360672412,0.059210173358226474,0.014472978644257381,0.002930850701849494,0.008297117249941194,0.011162632758359351,0.010515757746165534
341,GTEX-1QW4Y-1926-SM-E8VO3,0.0208462587486725,0.03050104314305533,0.026135550695244418,0.03631108476736842,0.016990716456022133,0.02797556145905374,6.373469246339444e-05,0.01793556774207538,0.021630404522862932,0.03511499225911782,0.020306556715909134,0.016213153543967063,9.101839699771858e-05,0.00012769339622530995,0.024352167546001766,0.02905450911415725,0.0375121850462468,0.12358046827435591,0.023106771546084034,0.02894639042496416,0.2175490665198468,0.02289849623855993,0.006064480971531826,0.022025310688085616,0.013814245143696061,0.02523466772476136,0.015816991232181454,0.05419826603432335,0.02333529828048967,0.006444499328841802,0.017854723086813733,0.014539056176843795,0.02342907008317944
342,GTEX-14JG6-2026-SM-6EU2E,0.011686349508170457,0.01991435564151933,0.013830542615804358,0.03771666823649837,0.009863763577816789,0.00631722824240457,2.1733781260053694e-05,0.0028629829363429203,0.010903730540605418,0.04491398423018149,0.014267829166476563,0.0054009157561989915,2.3388439682518378e-05,2.6605009143051195e-05,0.02693694169135167,0.04396299328705733,0.030523852662782132,0.17881471413040165,0.03122382444502715,0.022311613918412306,0.20809295675815048,0.04232848120116008,0.0017315374469195864,0.02125882654161866,0.007812725729272775,0.012402516927688997,0.04762072763240877,0.07068893121423826,0.01702905886649235,0.0028773314861962017,0.00975320244767909,0.03139291255337731,0.01548677337766032
343,GTEX-QDT8-1026-SM-43V6X,0.020007271069294025,0.031270792305494406,0.02327112367600428,0.02320480538727722,0.017173660729803097,0.0061491153080362616,5.7049904739446686e-05,0.011063521060968848,0.018514887646463182,0.05119684443499354,0.02226832121390699,0.010297550405918742,8.033669422737278e-05,9.989569747863697e-05,0.030510768362521545,0.04230735639212455,0.027827347519458114,0.20149771820245863,0.029284262694131553,0.030031812222139964,0.11725629235989782,0.03413728759674496,0.003939585970458272,0.026658471997739866,0.011580698130697665,0.020453895658805184,0.02671931394804451,0.07566855333743973,0.025196143681555837,0.005654865536805362,0.016912318606306622,0.021149074502983072,0.018559057745080737
344,GTEX-17HHY-0526-SM-793BZ,0.011120228160847838,0.019798683116956803,0.013203319256020349,0.0060054469854106335,0.009135584645000515,0.005540265024548541,2.4093636019376273e-05,0.00783124888819646,0.010791891957540956,0.03232538286935176,0.01230894472039218,0.00595385245392973,2.5542053630112416e-05,2.8089104040769132e-05,0.014070450051695847,0.022725808249330185,0.010843112564104277,0.3536408823834103,0.011775224684353033,0.01652299953091741,0.29289473865981586,0.013257736568983238,0.0023748849655242745,0.012727477014717024,0.005953267578799579,0.012131654779895655,0.0056683449782378124,0.050461829444593896,0.01413007853810556,0.0031331511572925855,0.008921140530561079,0.005208206431962172,0.009466439015814133
345,GTEX-O5YV-0626-SM-3LK64,0.02519579901497767,0.035087229976581126,0.029040483657812827,0.018061355859131458,0.021846273558137733,0.004083282554094717,0.00036656586978653296,0.00803493809294944,0.02162606469654268,0.05429502172069828,0.025745007134099926,0.011158662661077628,0.000517058183979806,0.0006847486924397655,0.034239481291312934,0.05252655967038704,0.0337476386171864,0.1405467606889689,0.03164141963020667,0.03458512160562571,0.06809352714355449,0.040641554957012896,0.010281094011171337,0.030603418988909045,0.01285757416536631,0.02420441501200096,0.0304829857314634,0.09279231065540615,0.028859057043620715,0.008512928776308942,0.02005466911568128,0.026942984486972184,0.02264400673653509
346,GTEX-13VXU-0526-SM-5K7V1,0.017126044455843856,0.027253880139844235,0.01915013651623035,0.010088132324713627,0.01412470812039175,0.011497751854150515,0.0007230754787053879,0.01208060659498684,0.01661091151247527,0.0434475053880915,0.01803517155820847,0.00911107146199942,0.0009784123687072185,0.0011145174882669373,0.019293110972207334,0.03163601064007896,0.016561323707305807,0.4166736784585313,0.015656774167504488,0.02365322133632039,0.08139075062878826,0.019562552823855085,0.008666149395042025,0.018779764502720068,0.00967932542378737,0.01811327283221434,0.00759435273784664,0.05303227915210556,0.01871429370144295,0.0044655507627529714,0.012933917017441713,0.007712028826567882,0.014539717650871494
347,GTEX-1JJEA-0726-SM-CYPSN,0.0257407359400993,0.037770158512051434,0.030844904079217705,0.016848938291268555,0.02156191327733587,0.005382924849180261,0.003043763979061598,0.011676334521333652,0.02672273909104399,0.04681194685791007,0.029885790200107554,0.01462469404210585,0.003514721255040642,0.0038247971705183672,0.02864817065521621,0.0409937344126719,0.025767473339401648,0.15118426131243803,0.026828799460641196,0.036387277489112926,0.11531170885616204,0.02900241351598216,0.012926315389641431,0.030315566714718144,0.018517341706008713,0.027863925603150905,0.014711061665992231,0.06677160883481692,0.03004409574318881,0.0075287571749439374,0.021930920821917627,0.016872712249415084,0.02013949298830534
348,GTEX-YB5E-2426-SM-5IFIV,0.01971654317641086,0.02764951389656769,0.023515388721332527,0.0166807797094684,0.01866857601494801,0.0052218557426130605,0.0003849001548865692,0.005269155473667897,0.01952523721927224,0.04854854879222739,0.023747159939509297,0.01048663205475953,0.000535189059105121,0.0007084188812279088,0.031585033919361585,0.0513615160387694,0.03152736394353971,0.12050275667551325,0.03864213512121128,0.03284900076685727,0.11520603948002663,0.05305305653373371,0.008251082135975446,0.03207040616926607,0.011613038689225624,0.02137514285798561,0.05127117827819546,0.06622927510678268,0.027206770254886294,0.007070464875000727,0.01822319735153948,0.0445335375662389,0.01677110539989449
349,GTEX-147F4-0126-SM-5QGPV,0.014677887377663354,0.024720237081075673,0.016503753529067647,0.010487147550052128,0.011582300007305032,0.006326293773828887,0.005349417369214744,0.006112040204797267,0.014051430439279807,0.03442897275936455,0.015270895573211797,0.007914788784481217,0.005816054057112101,0.00562681804852192,0.017736058991823248,0.025211729428869442,0.014756691387690724,0.26282540065201293,0.014776415200541456,0.019942505130179776,0.28500489196318185,0.016404671259803903,0.00787568531847134,0.01607257205152025,0.008468934833531817,0.015505025482919736,0.007994623266792318,0.054215061033354,0.016870706510465704,0.0036544364974131064,0.011662478664980186,0.0073772148906274485,0.014776860880844614
