i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33
20,GTEX-P44G-0011-R7A-SM-2I3F9,0.013394896325242364,0.012604874959300169,0.009791011669041725,0.0035386528249884614,0.004254842077471769,0.013389486980744766,0.000160326987327679,0.803451578868249,0.007321170450469144,0.006385116298306973,0.00976264062799471,0.008886041618075869,0.00018915738475452435,0.00020879264081578275,0.008401844363598868,0.006770922927651215,0.005874099023834569,0.007462939893303449,0.00650859031269426,0.006611452479734593,0.0010570016784902964,0.003124236996369435,0.006928804435215527,0.007027273611937251,0.005145191394234876,0.0045684440046900344,0.002989311532819773,0.004093990751064438,0.007431879644591876,0.003188219948786161,0.0073894549794242355,0.0023759711197213814,0.009711781189054712
21,GTEX-14C39-0011-R3b-SM-5YYA3,0.01986396148026232,0.019177527676824485,0.014841190503407483,0.00661480060382867,0.006288845473056021,0.02108687458904359,9.295698226347739e-05,0.7094478136326229,0.01130171328496801,0.009105426648007607,0.014718860616935208,0.014232592650596508,0.00010982120873112135,0.00012466740918959962,0.012903437773905652,0.009208620012173456,0.009019932107934106,0.007366703844039156,0.009749784754714344,0.009705733647020988,0.0012451295147413,0.004366569649180842,0.004265820762378939,0.010784059998362306,0.007593623918816292,0.007440813770844135,0.004552372131897132,0.005657830590665997,0.011895634528813393,0.005501141244419675,0.01191518153257688,0.00363625673942525,0.016184300718353216
22,GTEX-1GF9V-0011-R10b-SM-CKZNP,0.013120822001953927,0.010730277558608793,0.00841147592846832,0.002938841414983472,0.0036267463267239224,0.024480765252520742,4.316915223594885e-05,0.8257368494166333,0.006753463357653224,0.004378863059509165,0.008022678620963652,0.008817366282533497,4.951497716565e-05,5.400170255926631e-05,0.0066507786602135206,0.00438794079034446,0.004481337149419566,0.0029330898316960127,0.004672545922342397,0.004952727174478056,0.0005250116554579348,0.0020436327717433026,0.0054476306394714395,0.005571240223888444,0.004490120352895834,0.004171945791046212,0.0021970502536518047,0.002570470693639071,0.006687963309427076,0.002724226776965181,0.006986881264934237,0.001637233498559783,0.00970333818731262
23,GTEX-NPJ7-0011-R9a-SM-2TC5R,0.01723208477220117,0.01831422088250992,0.020142150515374695,0.007719401311945212,0.011257671810055929,0.04010157822694289,0.001432325598626142,0.651990934285078,0.011686886627056203,0.00894001469472868,0.01440523611589162,0.016887796498440164,0.0016863937118467946,0.0022379685021683875,0.011816192685102802,0.008925995768046346,0.013388911359868217,0.005840706325037855,0.01095515190942133,0.010718592649356028,0.0018593466573328138,0.0053553490480813554,0.019826292635258612,0.01065510298603447,0.010053986008165363,0.007722153695318461,0.005118546251166776,0.00705196980085541,0.011259964735413172,0.005973231894055722,0.011568668782503773,0.004105522493845667,0.013769650762269854
24,GTEX-1313W-0011-R7b-SM-5DUWL,0.011458415028467346,0.010677260863927618,0.00816328016438352,0.002678312698738913,0.003563010203166303,0.012752285440780843,9.157388833321406e-05,0.8395060291687826,0.005752765868112906,0.005095782465723326,0.0077536056109248335,0.007026826531589645,0.00010510883349729168,0.0001145226447796096,0.006839217117610168,0.004919878721195522,0.004636633497369659,0.006483033820234321,0.004898780286060444,0.005051147223148956,0.0008146328463916311,0.0022284218021435915,0.0067421235191305676,0.005432289438151925,0.004127087271681845,0.0034007746040462775,0.0021719459467699565,0.0031312666670290064,0.005910915219815623,0.002363544404815596,0.00603449493641868,0.0015436892573989253,0.008531344009379263
25,GTEX-13QJC-0011-R8b-SM-5S2U6,0.024940845319803485,0.025628817461660576,0.02243130400641269,0.008416210951918449,0.010543754297877399,0.015671739817235734,0.0009476242159539975,0.5959206411582364,0.01621076914516335,0.013748529498106468,0.02147679353823004,0.018976662911008534,0.0011401881168342945,0.001339764357352438,0.017331603661486162,0.013908304585556397,0.012917657176726684,0.012270448006630227,0.014555454594054672,0.014428277726067053,0.0021035092395475176,0.007292023806660991,0.010379664925562276,0.015656590420977,0.011282785872657118,0.010383771132047548,0.006651527035903738,0.009256184193464682,0.017073736120318803,0.0067948198664308105,0.016496434878937358,0.005707328344651816,0.018116233616525174
26,GTEX-Z93S-0011-R7b-SM-4RGNK,0.013751458226075843,0.012950680931915386,0.010065111761222831,0.0033815191804088536,0.004231665936118374,0.01428858467523727,0.002895576858866893,0.797874643711661,0.007074073649214315,0.005887058311236575,0.008770824515795278,0.008925320486244191,0.003038207457947656,0.0027908603267314974,0.007782967024083154,0.005814588003662444,0.004999876055930708,0.007763423720745692,0.005294777176026313,0.005900171046862428,0.001101256570525705,0.002430155653659775,0.011578916944090157,0.006295719936540073,0.005257209963792432,0.004501491854228078,0.0022754662112259003,0.0036193160254190428,0.007152403892892937,0.0024979209080652647,0.007408259368499294,0.0016267540978643453,0.010773739517210298
27,GTEX-1HSMO-0011-R2a-SM-CL553,0.017272565397752647,0.018907778295307476,0.01893124813945375,0.006211411080128195,0.008405356426873133,0.037294739188610926,0.0010223320144320104,0.6792168405748635,0.01163220755404765,0.008899344666824049,0.01536464203280641,0.016562262657575492,0.0012127947840065369,0.0014369884235567122,0.011363137170972712,0.00842169810337462,0.011485125683114819,0.00637028325327712,0.010116121617185204,0.0103883951811218,0.001443567834042106,0.004932509422969976,0.009954978585110822,0.010826070437426177,0.009464159651266913,0.007396952521046128,0.004297446660860445,0.00659195474439584,0.011560910810662085,0.004600634476735921,0.011240657094431178,0.0034758654218182057,0.013699020093949351
28,GTEX-1B996-0011-R10b-SM-CJI3T,0.02083182437804959,0.019398284926327575,0.016084260316838354,0.00664830945028356,0.00821402028799175,0.022266277291841163,5.304899330516152e-05,0.6918454363675575,0.014938347365446825,0.008499543512938816,0.014571254606972119,0.01763870185654103,5.998358218865013e-05,7.123514887942035e-05,0.011854003712881428,0.008466990025823882,0.00896106244944654,0.006620971356604639,0.008371167896123388,0.010829340165060899,0.001054572370000497,0.004418772357201954,0.008708409260065764,0.010184279432037124,0.008763787940519074,0.010559690813625108,0.0038712053779417456,0.00537721630084371,0.011623132125553003,0.004986727164032552,0.013228825968206445,0.003641103366542786,0.017358213832328138
29,GTEX-1B933-0011-R2b-SM-7IGNM,0.020931503687784507,0.021059884252493926,0.017901012955628594,0.005495401842058588,0.007702249275356306,0.051654546347974235,7.659214199596627e-05,0.6574336600013758,0.01223722924366966,0.010030469798274107,0.015833073901559674,0.016634553416004432,9.71907966192101e-05,0.00012106414396540999,0.013574589494260074,0.009276471482157067,0.010688745761972991,0.0074644995693777345,0.011279254917591498,0.010106232317746912,0.001470117086040649,0.0047263291425765075,0.004357061357987363,0.011503083851461168,0.009155969205251462,0.0072096414170130544,0.005274983837865886,0.006432283688160256,0.012408593877176547,0.004791364136775431,0.012422887309440998,0.003853011490632303,0.016796448251751875
30,GTEX-1GZHY-3026-SM-7MXVA,0.03410503011285681,0.034909481361136516,0.026171624973759727,0.006475837432217053,0.009764959672776682,0.012217960031843465,7.705292040503656e-05,0.5483474261936347,0.02207920568054723,0.014896323943505136,0.027047870663105874,0.027202329996070265,0.00010100737783912231,0.0001339078367089241,0.019913772254274313,0.01614889435603646,0.011564638163791356,0.008808848148746872,0.01496783332485587,0.015692130281272993,0.0014978466129343944,0.006416932827850147,0.0060748467091119715,0.019287259560671396,0.013309207596051309,0.011661341833593544,0.006358154712349951,0.008034013578235369,0.0218547025999406,0.006454034383448455,0.022010886352811013,0.005364826430433489,0.021049812077183934
31,GTEX-131YS-3126-SM-5KLYT,0.013411214717797423,0.011609868728674403,0.008531179286468162,0.002992915457088854,0.0035180755705191647,0.015329131736246499,4.422574216995978e-05,0.8301594199581923,0.006515084881912384,0.004931814758899608,0.008656501063809316,0.00818124446103325,4.741691780889115e-05,5.065117255243467e-05,0.0072611978707540535,0.005098097885056039,0.0044553539852548625,0.004003720328409213,0.004991708996656404,0.005198519916623975,0.000718069926426882,0.0021545373877280335,0.004356099429997253,0.005876962856828409,0.004330040127738303,0.003889656005360413,0.002252741379291655,0.0029496892708341113,0.006735151405015692,0.0029893796639476385,0.0069679840305583276,0.0016540573656452782,0.010138287714700827
32,GTEX-WL46-2826-SM-3LK81,0.03674737985599953,0.03628991282693413,0.026036519259906896,0.006758375882612978,0.009818580373436896,0.010786131319073158,3.5085830185351955e-05,0.5454160249858895,0.022215208445089084,0.015040371916637534,0.027243853858565592,0.027280879936890344,4.350568561804362e-05,5.6842207196984175e-05,0.020465599480715444,0.016483398407321267,0.011375143807594131,0.00862884465532118,0.014783102946000925,0.015359818402826611,0.0016088437097014484,0.0060206340458324285,0.005444340067138147,0.0192938228920479,0.013190471494961635,0.011050140870756958,0.006218489650323559,0.007786303493686115,0.021835171241391543,0.006318565170265458,0.022215663141486215,0.005057537943698942,0.023095436194894
33,GTEX-13G51-0011-R1a-SM-5LZYR,0.017201969481908913,0.018179388442155112,0.015421331559860599,0.004422251166871618,0.006232008499422267,0.03812089364662949,3.877937997638005e-05,0.7173381654275472,0.010142351116696596,0.008481866648913684,0.013601119275180385,0.013015788550531445,4.263419914649538e-05,4.983792368337162e-05,0.011398237772354517,0.00839007431906313,0.009121747164999024,0.006151664396883054,0.009261574963840754,0.008940037781138525,0.0015141752227795882,0.004063295509004256,0.004710519788578357,0.009732758794581327,0.007264377894170826,0.006115658650479553,0.004142542794453835,0.006095649155142438,0.010418046191113708,0.004182838272594995,0.010226861135166037,0.0030516628897217786,0.012929891985410637
34,GTEX-1HR9M-0011-R5a-SM-ARU72,0.02158048843420351,0.023525082009353507,0.019679798891314458,0.008498427607973275,0.008783166449490678,0.030967138036107487,0.0010613401501235447,0.5997381956533209,0.013876909573378261,0.014690723708403814,0.020026112901601747,0.016484611648636953,0.001249024132183368,0.001377566805453746,0.017000335697916626,0.013597942657368077,0.013490348971941141,0.02128401424062821,0.014262609891188,0.013695670874450332,0.002331737321786036,0.007188139048639801,0.008356970697318932,0.014608754440938723,0.009699453547828566,0.0089361530800375,0.006420213258470165,0.00985847472417536,0.01485385565365219,0.007055674499191983,0.014196981389890543,0.005362920634058566,0.016261163368974124
35,GTEX-11GSP-0011-R5a-SM-57WBE,0.017232877324111256,0.016890437294426637,0.012101204438271278,0.004534951145090826,0.005303822689417264,0.013813649680821853,0.00010009033619730028,0.7531561758748441,0.009077942189620023,0.008512622356263816,0.013687423861247933,0.010412793477521564,0.00012264124789500196,0.0001469768237747315,0.011415779419891074,0.00903884719221394,0.007408920932506602,0.007346961508768102,0.008855013137599975,0.008537929105448592,0.0013333563169206925,0.004139796997332159,0.007191830927390605,0.009826264269574614,0.006026639116843342,0.005391701276462877,0.003888754490897734,0.005290515145044782,0.00991727014193003,0.004235421973359009,0.00953753135799379,0.0032062420773405712,0.01231761587297802
36,GTEX-16YQH-0011-R10b-SM-7LT8U,0.01734971361123614,0.01627668795033584,0.012461399908614418,0.0044371387096428724,0.00528207219994224,0.01811941515098893,5.5212473326229285e-05,0.7650065333926385,0.009547990531897905,0.007151252617976319,0.011583950772668501,0.011976729418720496,6.120631622469183e-05,6.861563133180235e-05,0.009859681777566642,0.00731178999103369,0.006495744875467559,0.005525702302257382,0.007018123313636239,0.007658007911572317,0.0009941556261390072,0.003090441889992417,0.00537769499435719,0.008181115794571116,0.006296591110379986,0.006010155440649011,0.0030525731310242325,0.00426923840038126,0.009291564985919716,0.0037181755498143726,0.009901078025420451,0.0024089459043730816,0.014161300289899493
37,GTEX-13IVO-0011-R10a-SM-5LZY3,0.019150085687115907,0.01833308301254733,0.01451070524363381,0.005249918299043041,0.006283153820922104,0.02020306239748822,0.00041909956417431277,0.7217695869209333,0.010587785596068183,0.008878159812486255,0.014142881336428282,0.013171952236017803,0.0004963305342055117,0.0005439593728713301,0.011762139608708304,0.008620602369606977,0.008542557323784613,0.008367420799507926,0.008549063132794573,0.009187708739177725,0.0014257245321276887,0.004034804544447326,0.0079978165339409,0.009808351978496542,0.00766489237733093,0.0068257047805650685,0.0037501898860556496,0.005698517171920713,0.010825025571315438,0.0043678455160392204,0.010873391782626555,0.0030985982609636467,0.014859881256654878
38,GTEX-13VXU-3026-SM-5LU3K,0.037077996352730444,0.03625365770610376,0.026720408453653272,0.006958329051770238,0.010409188449373795,0.010231309585495365,3.683141975757938e-05,0.5339579546449789,0.023056634535577117,0.01533224775951891,0.028407607131627308,0.028147915965104645,4.317492757265827e-05,5.46925440734011e-05,0.020990263680697188,0.016493932737799165,0.01168835732083971,0.008697370867425685,0.015315467274479232,0.016112589702597522,0.0016893018318675011,0.006300907391206336,0.005397382594442781,0.019870392769479203,0.013860243259246058,0.01170228433498017,0.006328283831530207,0.008149683963541805,0.022872046855080527,0.006723521852648556,0.023091335594219897,0.005388844794824422,0.022639840815756686
39,GTEX-1HGF4-0011-R5b-SM-CM2ST,0.018618983736324403,0.017729000738028942,0.012854228250746134,0.0065543310273852365,0.0061962011344928805,0.01887067559722788,8.855521483201952e-05,0.7315740103198786,0.009572936761476194,0.009055570059295897,0.013629602137894636,0.01107466961879317,0.00010597596082588454,0.0001210679769277305,0.01228505289560694,0.009018150765993011,0.00857248751948165,0.00847600443018334,0.009014359725342196,0.009008786456204338,0.001359364124978822,0.004273537280862946,0.006089520323494001,0.009926214037174686,0.0066710682985451795,0.005747213356380164,0.004181901121716824,0.005740762470468359,0.010419628229373699,0.004144351723174829,0.010492131508705442,0.003189335301467962,0.015344321896715946
