i_doc,doc,Topic 1,Topic 2
0,GTEX-PLZ4-1226-SM-2I5FE,0.14064965760389617,0.8593503423961039
1,GTEX-1EMGI-2726-SM-7P8S4,0.5128964834174967,0.4871035165825032
2,GTEX-1C2JI-0008-SM-EXOHZ,0.33121631198954654,0.6687836880104534
3,GTEX-1S5ZU-2526-SM-E6CIF,0.020727776324038938,0.9792722236759611
4,GTEX-11EMC-3226-SM-5EGKW,0.9598853714049895,0.040114628595010464
5,GTEX-11ZUS-2926-SM-5FQSL,0.9604484220886191,0.03955157791138078
6,GTEX-18465-0226-SM-7LG5M,0.14911273063537497,0.8508872693646251
7,GTEX-1I1GU-0926-SM-ACKVS,0.01795861958325954,0.9820413804167404
8,GTEX-1JMLX-2326-SM-CXZJP,0.011866067263317565,0.9881339327366824
9,GTEX-1B996-1726-SM-7IGMW,0.3796531052841611,0.6203468947158388
10,GTEX-ZZPT-1326-SM-5E43H,0.03176243720062843,0.9682375627993716
11,GTEX-1GN73-1626-SM-9WYTS,0.05343965688353203,0.946560343116468
12,GTEX-1IDJH-2926-SM-C1YQ5,0.7749474570327446,0.22505254296725538
13,GTEX-P44G-0011-R11A-SM-2I3FD,0.9294033449513609,0.07059665504863911
14,GTEX-17KNJ-2326-SM-7DHLQ,0.040061656299575796,0.9599383437004243
15,GTEX-131XW-0011-R10a-SM-5DUVA,0.974092370805302,0.025907629194698033
16,GTEX-1192X-2526-SM-59868,0.138382789399153,0.8616172106008471
17,GTEX-1AX9K-1526-SM-73KVP,0.5278277157733806,0.47217228422661944
18,GTEX-1B97I-0826-SM-731DN,0.13377003459133618,0.8662299654086638
19,GTEX-1R7EV-1526-SM-E8VOD,0.12916039540228083,0.8708396045977193
20,GTEX-11NUK-0011-R5a-SM-DO93N,0.9699087739156431,0.03009122608435692
21,GTEX-POYW-0826-SM-2XCEM,0.24133608320246192,0.7586639167975381
22,GTEX-111CU-0826-SM-5EGIJ,0.24205145202735867,0.7579485479726413
23,GTEX-14PJM-0011-R8b-SM-69LPD,0.9658752260867207,0.034124773913279345
24,GTEX-WOFM-1626-SM-3MJFX,0.37012518498071617,0.6298748150192838
25,GTEX-1EU9M-2926-SM-793DF,0.9374741716521833,0.0625258283478168
26,GTEX-1RB15-1126-SM-E8VMX,0.04702528282708243,0.9529747171729176
27,GTEX-1PPGY-2826-SM-DTX9H,0.11163306184619826,0.8883669381538016
28,GTEX-ZDTT-0326-SM-4WKF9,0.6551883058799156,0.3448116941200844
29,GTEX-1JKYN-0126-SM-AHZ4C,0.48806024154803357,0.5119397584519664
30,GTEX-WFON-1926-SM-3LK7L,0.01879960301359588,0.981200396986404
31,GTEX-1KANA-1226-SM-DHXKE,0.01947030963011827,0.9805296903698818
32,GTEX-1QP2A-0126-SM-E9J43,0.038567750921029015,0.961432249078971
33,GTEX-UTHO-1826-SM-3GAFE,0.042793204316160044,0.9572067956838399
34,GTEX-T8EM-1026-SM-3DB7M,0.01207818641156064,0.9879218135884394
35,GTEX-SNMC-0008-SM-4DM5A,0.38866017504207956,0.6113398249579204
36,GTEX-18A6Q-2826-SM-7LTAO,0.9494244293898527,0.05057557061014735
37,GTEX-1EX96-0011-R6a-SM-9OSVV,0.9634709336082146,0.03652906639178546
38,GTEX-S7SE-0011-R11A-SM-2XCDD,0.7505292279274501,0.24947077207254978
39,GTEX-T8EM-0526-SM-4DM64,0.013500452450332842,0.9864995475496672
40,GTEX-1JKYN-1526-SM-CGQGA,0.019507396268252992,0.9804926037317471
41,GTEX-17HHE-2326-SM-793C5,0.304822810356595,0.695177189643405
42,GTEX-14BMU-0726-SM-73KXS,0.6111497506488284,0.38885024935117174
43,GTEX-18D9B-0926-SM-7LG4U,0.021080835277089382,0.9789191647229105
44,GTEX-1CB4E-0126-SM-7DHMX,0.019988136570569005,0.980011863429431
45,GTEX-1JJEA-0011-R6a-SM-EXUS1,0.9847503636008105,0.015249636399189484
46,GTEX-WY7C-1926-SM-4ONCI,0.3187429136282395,0.6812570863717606
47,GTEX-13JVG-0226-SM-5J1MW,0.055739840386796254,0.9442601596132038
48,GTEX-11PRG-1526-SM-5HL6Z,0.12384657403364487,0.8761534259663551
