,Topic 1,Topic 2
ENSG00000229344.1,1955.5787378529799,1946.4725211355342
ENSG00000198744.5,2168.017960736048,2277.25279272739
ENSG00000187730.8,1094.8811467691544,61.36824678067028
ENSG00000169717.6,164.26472879712355,1.0560397820187983
ENSG00000162592.9,101.31742649393563,1.0157300737085333
ENSG00000235054.3,43.35914890173782,1.0046214767149282
ENSG00000228750.6,47.924044025631964,1.043746434450159
ENSG00000232208.2,1.0689952544332584,31.369967771837008
ENSG00000235263.1,112.28791777977206,10.824071130670863
ENSG00000171819.4,498.94305615978317,1304.0697001787296
ENSG00000235643.1,44.66701227394507,1.0135031294191827
ENSG00000177553.6,39.10488035238172,1.0048779653255169
ENSG00000120937.8,596.9331383619801,115.26516988611071
ENSG00000188984.11,3.491963118683131,54.963824270654186
ENSG00000228338.1,64.27810245276592,1.0064350437638105
ENSG00000162438.11,208.33197058230456,116.9840937129712
ENSG00000142615.7,328.6755776609451,213.75784459535453
ENSG00000215704.9,214.08959030044844,36.31087890909774
ENSG00000142623.9,13.50364730391422,611.2447194343279
ENSG00000159339.13,18.41360793105408,558.4735413005789
ENSG00000230035.2,38.19134828026013,1.003178402728781
ENSG00000162482.4,614.418029129872,1143.6561498516771
ENSG00000188784.4,1.040169799815297,19.735774451519347
ENSG00000117215.14,1.246295604910738,62.356448365478684
ENSG00000158825.5,551.5677250001849,2580.6356499451995
ENSG00000233069.1,85.99754763031393,1.0119160266910123
ENSG00000162551.13,1118.3746889817094,2349.1391663283885
ENSG00000219073.7,348.1673333264548,370.4593954288624
ENSG00000273610.1,84.79682445270451,4.909694745412145
ENSG00000201919.1,59.86517518997402,3.5813119645619436
ENSG00000142789.19,508.4805793326046,852.0140742983195
ENSG00000278124.1,103.6802452235506,4.63339772590141
ENSG00000201273.1,83.07392768166878,4.664128658455633
ENSG00000227868.5,135.46498009254668,1.0598640242786423
ENSG00000229106.1,1.2108445419341034,41.20071502831815
ENSG00000158022.6,802.688270010195,234.84072415948737
ENSG00000131914.10,62.93368285182941,1.0056002301826712
ENSG00000224311.1,38.4306647204956,1.003222531267256
ENSG00000142748.12,389.4183880015625,2022.3597514143626
ENSG00000000938.12,725.7728410996375,2492.452555705249
ENSG00000121905.9,1319.0719817227048,16.71153265913848
