subtissue,tissue,l0,l1,l2,l3
Muscle - Skeletal,Muscle,759,23,6,0
Muscle - Skeletal,Muscle,760,23,6,0
Muscle - Skeletal,Muscle,761,23,6,0
Muscle - Skeletal,Muscle,762,23,6,0
Muscle - Skeletal,Muscle,763,23,6,0
Muscle - Skeletal,Muscle,764,23,6,0
Muscle - Skeletal,Muscle,765,23,6,0
Muscle - Skeletal,Muscle,766,23,6,0
Muscle - Skeletal,Muscle,767,23,6,0
Muscle - Skeletal,Muscle,768,23,6,0
Muscle - Skeletal,Muscle,769,23,6,0
Muscle - Skeletal,Muscle,770,23,6,0
Muscle - Skeletal,Muscle,771,23,6,0
Muscle - Skeletal,Muscle,772,23,6,0
Muscle - Skeletal,Muscle,773,24,6,0
Muscle - Skeletal,Muscle,774,24,6,0
Muscle - Skeletal,Muscle,775,24,6,0
Muscle - Skeletal,Muscle,776,24,6,0
Muscle - Skeletal,Muscle,777,24,6,0
Muscle - Skeletal,Muscle,778,24,6,0
Muscle - Skeletal,Muscle,779,24,6,0
Muscle - Skeletal,Muscle,780,24,6,0
Muscle - Skeletal,Muscle,781,24,6,0
Muscle - Skeletal,Muscle,782,24,6,0
Muscle - Skeletal,Muscle,783,24,6,0
Muscle - Skeletal,Muscle,784,24,6,0
Muscle - Skeletal,Muscle,785,24,6,0
Muscle - Skeletal,Muscle,786,24,6,0
Muscle - Skeletal,Muscle,787,24,6,0
Muscle - Skeletal,Muscle,788,24,6,0
Muscle - Skeletal,Muscle,789,24,6,0
Muscle - Skeletal,Muscle,790,24,6,0
Muscle - Skeletal,Muscle,791,24,6,0
Muscle - Skeletal,Muscle,792,24,6,0
Muscle - Skeletal,Muscle,793,24,6,0
Muscle - Skeletal,Muscle,794,24,6,0
Muscle - Skeletal,Muscle,795,24,6,0
Muscle - Skeletal,Muscle,796,24,6,0
Muscle - Skeletal,Muscle,797,24,6,0
Muscle - Skeletal,Muscle,798,24,6,0
Whole Blood,Blood,799,25,7,0
Whole Blood,Blood,800,25,7,0
Whole Blood,Blood,801,25,7,0
Whole Blood,Blood,802,25,7,0
Whole Blood,Blood,803,25,7,0
Whole Blood,Blood,804,25,7,0
Whole Blood,Blood,805,25,7,0
Whole Blood,Blood,806,25,7,0
Whole Blood,Blood,807,25,7,0
Whole Blood,Blood,808,25,7,0
Whole Blood,Blood,809,25,7,0
Whole Blood,Blood,810,25,7,0
Whole Blood,Blood,811,25,7,0
Whole Blood,Blood,812,25,7,0
Whole Blood,Blood,813,25,7,0
Whole Blood,Blood,814,25,7,0
Whole Blood,Blood,815,25,7,0
Whole Blood,Blood,816,25,7,0
Whole Blood,Blood,817,25,7,0
Whole Blood,Blood,818,25,7,0
Whole Blood,Blood,819,25,7,0
Whole Blood,Blood,820,25,7,0
Whole Blood,Blood,821,25,7,0
Whole Blood,Blood,822,25,7,0
Whole Blood,Blood,823,25,7,0
Whole Blood,Blood,824,25,7,0
Whole Blood,Blood,825,25,7,0
Whole Blood,Blood,826,25,7,0
Whole Blood,Blood,827,25,7,0
Whole Blood,Blood,828,25,7,0
Whole Blood,Blood,829,25,7,0
Whole Blood,Blood,830,26,7,0
Whole Blood,Blood,831,26,7,0
Whole Blood,Blood,832,26,7,0
Whole Blood,Blood,833,26,7,0
Whole Blood,Blood,834,26,7,0
Whole Blood,Blood,835,26,7,0
Whole Blood,Blood,836,26,7,0
Whole Blood,Blood,837,26,7,0
Whole Blood,Blood,838,26,7,0
Whole Blood,Blood,839,26,7,0
Whole Blood,Blood,840,26,7,0
Whole Blood,Blood,841,26,7,0
Whole Blood,Blood,842,26,7,0
Whole Blood,Blood,843,26,7,0
Whole Blood,Blood,844,26,7,0
Whole Blood,Blood,845,26,7,0
Whole Blood,Blood,846,26,7,0
Whole Blood,Blood,847,26,7,0
Whole Blood,Blood,848,26,7,0
Whole Blood,Blood,849,27,7,0
Whole Blood,Blood,850,27,7,0
Whole Blood,Blood,851,27,7,0
Whole Blood,Blood,852,27,7,0
Whole Blood,Blood,853,27,7,0
Whole Blood,Blood,854,27,7,0
Whole Blood,Blood,855,27,7,0
Whole Blood,Blood,856,27,7,0
Whole Blood,Blood,857,27,7,0
Whole Blood,Blood,858,27,7,0
Whole Blood,Blood,859,27,7,0
Whole Blood,Blood,860,27,7,0
Whole Blood,Blood,861,27,7,0
Whole Blood,Blood,862,27,7,0
Whole Blood,Blood,863,27,7,0
Whole Blood,Blood,864,27,7,0
Whole Blood,Blood,865,27,7,0
Whole Blood,Blood,866,27,7,0
Whole Blood,Blood,867,27,7,0
Whole Blood,Blood,868,27,7,0
Whole Blood,Blood,869,27,7,0
Whole Blood,Blood,870,27,7,0
Whole Blood,Blood,871,27,7,0
Whole Blood,Blood,872,27,7,0
Whole Blood,Blood,873,27,7,0
Whole Blood,Blood,874,27,7,0
Whole Blood,Blood,875,27,7,0
Whole Blood,Blood,876,27,7,0
Whole Blood,Blood,877,27,7,0
Whole Blood,Blood,878,27,7,0
Whole Blood,Blood,879,27,7,0
Whole Blood,Blood,880,27,7,0
Thyroid,Thyroid,881,28,8,0
Thyroid,Thyroid,882,28,8,0
Thyroid,Thyroid,883,28,8,0
Thyroid,Thyroid,884,28,8,0
Thyroid,Thyroid,885,28,8,0
Thyroid,Thyroid,886,28,8,0
Thyroid,Thyroid,887,28,8,0
Thyroid,Thyroid,888,28,8,0
Thyroid,Thyroid,889,28,8,0
Thyroid,Thyroid,890,28,8,0
Thyroid,Thyroid,891,28,8,0
Thyroid,Thyroid,892,28,8,0
Thyroid,Thyroid,893,28,8,0
Thyroid,Thyroid,894,28,8,0
Thyroid,Thyroid,895,28,8,0
Thyroid,Thyroid,896,28,8,0
Thyroid,Thyroid,897,28,8,0
Thyroid,Thyroid,898,28,8,0
Thyroid,Thyroid,899,28,8,0
Thyroid,Thyroid,900,28,8,0
Thyroid,Thyroid,901,28,8,0
Thyroid,Thyroid,902,28,8,0
Thyroid,Thyroid,903,28,8,0
Thyroid,Thyroid,904,28,8,0
Thyroid,Thyroid,905,28,8,0
Thyroid,Thyroid,906,28,8,0
Thyroid,Thyroid,907,28,8,0
Thyroid,Thyroid,908,28,8,0
Thyroid,Thyroid,909,28,8,0
Thyroid,Thyroid,910,28,8,0
Thyroid,Thyroid,911,28,8,0
Thyroid,Thyroid,912,28,8,0
Thyroid,Thyroid,913,28,8,0
Thyroid,Thyroid,914,28,8,0
Thyroid,Thyroid,915,28,8,0
Thyroid,Thyroid,916,28,8,0
Thyroid,Thyroid,917,28,8,0
Thyroid,Thyroid,918,28,8,0
Thyroid,Thyroid,919,28,8,0
Thyroid,Thyroid,920,28,8,0
Thyroid,Thyroid,921,28,8,0
Thyroid,Thyroid,922,28,8,0
Thyroid,Thyroid,923,28,8,0
Thyroid,Thyroid,924,28,8,0
Thyroid,Thyroid,925,28,8,0
Thyroid,Thyroid,926,28,8,0
Thyroid,Thyroid,927,28,8,0
Thyroid,Thyroid,928,28,8,0
Thyroid,Thyroid,929,28,8,0
Thyroid,Thyroid,930,28,8,0
Thyroid,Thyroid,931,28,8,0
Thyroid,Thyroid,932,28,8,0
Thyroid,Thyroid,933,28,8,0
Thyroid,Thyroid,934,28,8,0
Thyroid,Thyroid,935,28,8,0
Thyroid,Thyroid,936,29,8,0
Thyroid,Thyroid,937,29,8,0
Thyroid,Thyroid,938,29,8,0
Thyroid,Thyroid,939,29,8,0
Thyroid,Thyroid,940,29,8,0
Thyroid,Thyroid,941,29,8,0
Thyroid,Thyroid,942,29,8,0
Thyroid,Thyroid,943,29,8,0
Thyroid,Thyroid,944,29,8,0
Thyroid,Thyroid,945,29,8,0
Thyroid,Thyroid,946,29,8,0
Thyroid,Thyroid,947,29,8,0
Thyroid,Thyroid,948,29,8,0
Thyroid,Thyroid,949,29,8,0
Thyroid,Thyroid,950,29,8,0
Thyroid,Thyroid,951,29,8,0
Thyroid,Thyroid,952,29,8,0
Thyroid,Thyroid,953,29,8,0
Thyroid,Thyroid,954,29,8,0
Thyroid,Thyroid,955,29,8,0
Thyroid,Thyroid,956,29,8,0
Thyroid,Thyroid,957,29,8,0
Thyroid,Thyroid,958,29,8,0
Thyroid,Thyroid,959,29,8,0
Thyroid,Thyroid,960,29,8,0
Thyroid,Thyroid,961,29,8,0
Thyroid,Thyroid,962,29,8,0
Thyroid,Thyroid,963,29,8,0
Thyroid,Thyroid,964,29,8,0
Thyroid,Thyroid,965,29,8,0
Thyroid,Thyroid,966,29,8,0
Thyroid,Thyroid,967,29,8,0
Thyroid,Thyroid,968,29,8,0
Thyroid,Thyroid,969,29,8,0
Thyroid,Thyroid,970,29,8,0
Thyroid,Thyroid,971,29,8,0
Thyroid,Thyroid,972,29,8,0
Thyroid,Thyroid,973,29,8,0
Thyroid,Thyroid,974,29,8,0
Thyroid,Thyroid,975,29,8,0
Thyroid,Thyroid,976,29,8,0
Thyroid,Thyroid,977,29,8,0
Thyroid,Thyroid,978,29,8,0
