i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29
10,GTEX-1122O-2426-SM-5GIDN,9.94467100648734e-05,5.124237757357067e-05,3.228097780509496e-05,0.00016802553926789204,3.2684169617080636e-05,3.389891871511169e-05,3.41180207650493e-05,3.366544839091084e-05,0.003922160293814576,0.00032729024307122053,3.238785061341658e-05,9.766626881134667e-05,4.594151043842556e-05,6.601314646618774e-05,8.621852191896514e-05,0.04696108150059972,3.1857462071603877e-05,5.525957883769327e-05,0.9413696298163241,3.4461458580813284e-05,0.0020851472020485535,0.0011267080539028812,0.0025026408547072455,3.192312202031603e-05,3.6343573164449605e-05,6.8542629998654e-05,0.000274248304617175,0.00032710786656094115,3.200857923215312e-05
11,GTEX-1128S-0005-SM-5P9HI,3.6661472458064553e-05,1.0982514562993393e-05,0.07570819020960474,4.090351609432517e-06,0.0784947204223336,0.0743948225646321,0.07285708799292849,0.07418578684608138,0.0003453227099123571,4.084198936347792e-06,0.07674843318855311,0.058602538619377455,0.031156865994268645,8.616349726757774e-06,0.03100212353748688,3.829114899708272e-06,0.07601402815072669,0.0500799809077244,3.9636153700323305e-06,0.06996552022278818,0.00018466675612759418,4.407110992116626e-06,7.61448192118664e-05,0.07701487473780376,0.07804937516762911,2.4672222668883163e-05,6.606712839544948e-06,8.968925711549288e-05,0.07492191423163035
12,GTEX-113IC-0006-SM-5NQ9C,5.6567931995321226e-05,4.9917639888540175e-05,0.05629072229931606,6.357851130167229e-06,0.057429390369531895,0.07312622291648996,0.07129451753536678,0.06664259381303946,0.0005902374288054273,4.948785402331461e-06,0.05508636007254408,0.17076688444614926,0.009837393541261627,1.4674865550512017e-05,0.037432733885141144,5.18609941575844e-06,0.05088540794865832,0.0632892540275539,1.0112921217419226e-05,0.07077071715397197,0.0004087860354823526,0.0012934396467296995,0.00013856784754594283,0.05342360393439133,0.10577194613003969,2.7400964024551567e-05,5.5551105942569554e-05,0.00010391105220172055,0.055186591751212224
13,GTEX-117YX-1226-SM-5H11S,0.0035391339096468902,0.0005465450516371649,5.121284179881898e-05,0.0017043291602070595,5.1544310539384666e-05,5.240333356166245e-05,5.257944382309951e-05,5.223191168487701e-05,0.0006696379610272042,8.47150680106441e-05,5.128185029983064e-05,0.00010439922912560979,7.295501802920151e-05,0.9857484516398387,9.9043396846415e-05,0.00010522957968589341,5.0881668237546484e-05,6.983624424360131e-05,0.00016033212613412656,5.2999206841544454e-05,0.00011862138493609441,0.0001230184359197239,0.00299617241373105,5.0943936902317125e-05,5.408990098362644e-05,0.0011526712407908513,0.0016613129431149436,0.000472409578544284,5.101721385740109e-05
14,GTEX-117YX-2326-SM-5H12W,0.0037291984667607394,0.00037637401672622296,2.020428898445211e-05,0.9758320893380116,2.0563443542308194e-05,2.2495344416893044e-05,2.205617638803288e-05,2.1360641323334484e-05,0.0010543672404151698,2.231082436932696e-05,2.030021261409954e-05,0.00045794855250036,4.713228558520653e-05,0.0009508715657509148,0.000629770318817405,3.937809474640276e-05,1.9793854515811265e-05,0.00011321770468183728,0.00011316008069847925,2.2329745216985145e-05,0.0022554246308991296,8.255186017974796e-05,0.004480424811758838,1.9918342623514278e-05,3.1676489717902284e-05,0.0005910859560745911,0.007206487763183167,0.0017774740525618455,2.0033896935760347e-05
15,GTEX-11DXX-2726-SM-5PNXO,3.9035727028124127e-05,6.663747613729958e-05,2.4506341915871157e-05,0.002505540097210828,2.469724241341569e-05,2.5198230015735823e-05,2.5281632453711846e-05,2.510899512891889e-05,0.0033841766532598976,0.0005567170553245466,2.4546913178632844e-05,3.733679117977737e-05,2.739503222972447e-05,3.482016284921434e-05,2.9926388596074513e-05,0.34097438732882335,2.4306823141826904e-05,3.164759718896775e-05,0.6439689380867539,2.5427708410301763e-05,0.004849381860360754,0.002372167394807785,0.000587969117393708,2.4332869794104698e-05,2.59466872635712e-05,9.399569334946071e-05,3.374370457721214e-05,0.00013245093748812033,2.4379451725123583e-05
16,GTEX-11DXY-0006-SM-5NQ8N,4.400124724346494e-06,4.600857233255917e-06,0.10198624165889551,2.5978096996342562e-06,0.09411730546420118,0.08053955442672375,0.07107151122447965,0.07752092129159302,7.858904843300658e-05,2.585189556492814e-06,0.1001635384287741,0.004722664727555241,2.7571761206393444e-05,3.1704351754185914e-06,0.002582033680829207,2.480826220012454e-06,0.10856742523415121,0.005905822881151717,2.5214127328154697e-06,0.06649330451876946,3.4482216506234185e-05,2.8998133144992154e-06,1.382636447689982e-05,0.10918665428105578,0.06878839131208497,3.433173527596548e-06,2.91727606333992e-06,6.372608163265578e-06,0.10816218195270183
17,GTEX-11DXY-0826-SM-5EGGR,0.002512266479495015,0.0005873275981741952,0.006368073171048478,0.0008532591173107531,0.0060019146679208485,0.005280999593926722,0.004778438781809607,0.005402733732499735,0.09907351097127866,0.011950125471049547,0.006236514641281845,0.0008466046793262621,0.0004177887845575379,0.0005530563943553278,0.0007231696665422802,0.6517684576001036,0.006758419896779665,0.0009888194188816524,0.001585673140964694,0.004558541661913006,0.0014219536372008165,0.1320440688880223,0.026656959437676247,0.006773927270593929,0.005384265024801749,0.0007326657350691417,0.0021289068312808977,0.0009825530394994774,0.006629004666635975
18,GTEX-11DXZ-2426-SM-5N9DT,2.442688320123972e-05,4.703180940409197e-05,3.059340570177855e-05,2.1631810495954944e-05,3.1172139164478585e-05,3.118956627230174e-05,3.04469049503075e-05,3.0903878279077326e-05,0.0021582743346299244,2.0889522206017177e-05,3.05274810212586e-05,2.644723055692917e-05,2.3293339389815577e-05,2.2630990972679524e-05,3.09778922241461e-05,0.004380567647346581,3.0235777083067698e-05,2.578301596843064e-05,0.8587158234458958,2.995957295969606e-05,6.458447382512451e-05,0.13396304237183124,3.2438346522181165e-05,3.063685768482649e-05,4.210865145374451e-05,3.0647026903368916e-05,2.2804471118633133e-05,4.064547686888128e-05,3.0285676068492346e-05
19,GTEX-11DYG-0011-R5a-SM-DO928,5.646936364206864e-05,0.06321032563928052,5.841997912425354e-05,3.74703542275369e-05,6.23941600307821e-05,6.325307594799339e-05,5.829071803355977e-05,6.244938666041412e-05,0.000355882254176048,2.3018407099738826e-05,5.919831499588843e-05,3.4630256592969696e-05,2.98809469309189e-05,0.0002551481272295276,3.5520857274687584e-05,2.372083767285256e-05,5.8408096363156746e-05,3.5515903845460466e-05,3.16945791633136e-05,5.6944401862447604e-05,0.00018651623974699094,0.11967297923413997,0.00025301236380385607,5.840356299200908e-05,8.74632527532049e-05,0.8146719407477199,2.734077906793781e-05,0.00037614824297990283,5.755991664203526e-05
20,GTEX-11DYG-1326-SM-5N9DO,0.1967042020522714,0.0002909430265533591,8.082437974719603e-05,0.02586404635085757,9.523881374280382e-05,0.00033490514954447075,0.00021090850470837982,0.0001759195418917137,0.0021419584441426933,1.0850900545378619e-05,7.704820299484767e-05,0.0010755698297659016,0.005579623847850993,0.001102038963531244,0.0029919182466625885,1.0480903066151032e-05,5.360153053251724e-05,0.0011806219548962694,1.5456203408930367e-05,0.00013665098922083932,0.0017676905999460502,0.011140759613405923,0.0020314136832655302,5.894201739872539e-05,0.0008752036239287064,0.0002799035924973706,0.7445375041872867,0.0011185473728736659,5.722747346219847e-05
