,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
ENSG00000158731.2,1.8805697503996886e-05,0.0,0.0,0.0,0.0
ENSG00000132693.12,0.00667926964082606,0.0,0.0,0.0,0.0
ENSG00000243284.1,0.0,0.0,0.0,0.0,0.0005693545278911123
ENSG00000143318.12,0.0,0.0,0.0,0.0,0.00416338730777803
ENSG00000234425.1,7.170517753322554e-06,0.0,0.0,0.0,0.0
ENSG00000179914.4,0.0,0.0,0.030509418083421485,0.0,0.0
ENSG00000158874.11,0.005287715671924189,0.0,0.0,0.0,0.0
ENSG00000158887.15,0.0,0.0,0.0,0.0,0.021198580375436468
ENSG00000143226.13,0.0,0.0026783086230313066,0.0,0.0,0.0
ENSG00000173110.7,0.0,0.002516196291885867,0.0,0.0,0.0
ENSG00000224515.1,0.0,0.0,0.0,9.447009832447834e-06,0.0
ENSG00000162747.9,0.003639781870144088,0.0,0.0,0.0,0.0
ENSG00000227243.3,0.0,0.0,0.0,0.00010864061307315008,0.0
ENSG00000224702.1,0.0,0.0,0.0,6.235026489415571e-05,0.0
ENSG00000237463.5,1.0417544660487485e-05,0.0,0.0,0.0,0.0
ENSG00000215834.9,0.0,0.0,0.0,0.0,9.427960388990104e-06
ENSG00000227907.1,0.0,0.0,0.0,0.00045629057490723037,0.0
ENSG00000143167.11,0.00020402152400019645,0.0,0.0,0.0,0.0
ENSG00000188404.8,0.0,0.00658833478512272,0.0,0.0,0.0
ENSG00000230704.1,3.1117341193663913e-06,0.0,0.0,0.0,0.0
ENSG00000233985.1,1.0214605478789675e-05,0.0,0.0,0.0,0.0
ENSG00000117501.14,0.0,0.0,0.0,6.990787276011397e-05,0.0
ENSG00000232113.2,5.0667149030552765e-05,0.0,0.0,0.0,0.0
ENSG00000117601.13,0.001134565318478546,0.0,0.0,0.0,0.0
ENSG00000116218.12,0.0,0.0,0.0,0.002067950452322831,0.0
ENSG00000261831.2,6.899932177725477e-06,0.0,0.0,0.0,0.0
ENSG00000121446.18,1.4611621082242186e-05,0.0,0.0,0.0,0.0
ENSG00000227181.1,1.4408681900544377e-05,0.0,0.0,0.0,0.0
ENSG00000157060.15,0.00021159792011691463,0.0,0.0,0.0,0.0
ENSG00000116701.14,0.0,0.003706918834763458,0.0,0.0,0.0
ENSG00000228309.6,5.736414202658043e-05,0.0,0.0,0.0,0.0
ENSG00000234871.1,8.320506449610134e-06,0.0,0.0,0.0,0.0
ENSG00000116785.13,7.779335298415978e-05,0.0,0.0,0.0,0.0
ENSG00000244414.6,0.0,0.0,0.0,0.004099057566299115,0.0
ENSG00000134365.12,2.6720325590211403e-05,0.0,0.0,0.0,0.0
ENSG00000080910.11,0.00026138566602677685,0.0,0.0,0.0,0.0
ENSG00000134389.9,4.424074161012217e-05,0.0,0.0,0.0,0.0
ENSG00000143278.3,2.7870314286498986e-05,0.0,0.0,0.0,0.0
ENSG00000151418.11,0.0,0.0,0.0,0.0004515670699910064,0.0
ENSG00000081248.10,0.0,0.0,0.0036840982543087076,0.0,0.0
ENSG00000118194.18,0.0,0.0,0.0,0.0,0.009933487625047753
ENSG00000159173.18,0.0,0.0,0.0,0.0,0.003154312707344419
ENSG00000143847.15,0.0011562121645263123,0.0,0.0,0.0,0.0
ENSG00000122180.4,0.0,0.0,0.0023961614662170454,0.0,0.0
ENSG00000143839.14,0.00010985774369241347,0.0,0.0,0.0,0.0
ENSG00000228153.1,5.817589875337166e-06,0.0,0.0,0.0,0.0
ENSG00000225063.1,1.0011666297091868e-05,0.0,0.0,0.0,0.0
ENSG00000162873.14,0.0007127900525166015,0.0,0.0,0.0,0.0
ENSG00000162877.12,0.0,0.0,0.001877480173224941,0.0,0.0
ENSG00000196188.10,0.0,0.0,0.0,0.011017102866600664,0.0
ENSG00000198049.6,3.4634953676425923e-05,0.0,0.0,0.0,0.0
ENSG00000226780.1,5.141125936344473e-06,0.0,0.0,0.0,0.0
ENSG00000142224.15,0.0,0.0,0.0,0.00012658993175480098,0.0
ENSG00000162891.10,0.0,0.0,0.0003097477017304961,0.0,0.0
ENSG00000162894.11,0.0007861863898973087,0.0,0.0,0.0,0.0
ENSG00000162896.5,0.004106406695261249,0.0,0.0,0.0,0.0
ENSG00000162897.14,0.0,0.0,0.0,0.00019082959861544625,0.0
ENSG00000123843.12,0.0003387054942536418,0.0,0.0,0.0,0.0
ENSG00000123838.10,0.000752092607372077,0.0,0.0,0.0,0.0
ENSG00000283044.1,1.0349898266588214e-05,0.0,0.0,0.0,0.0
ENSG00000117322.17,0.00013245163925476944,0.0,0.0,0.0,0.0
ENSG00000232812.1,5.885236269236436e-06,0.0,0.0,0.0,0.0
ENSG00000236950.1,3.585258876661277e-06,0.0,0.0,0.0,0.0
ENSG00000232537.1,1.3799864355450954e-05,0.0,0.0,0.0,0.0
ENSG00000224540.1,9.267555964199906e-06,0.0,0.0,0.0,0.0
ENSG00000227940.1,5.885236269236436e-06,0.0,0.0,0.0,0.0
ENSG00000231057.3,0.0,0.0,0.0,0.00011997702487208748,0.0
ENSG00000224535.1,8.049920874013056e-06,0.0,0.0,0.0,0.0
ENSG00000162771.7,0.00011344300256907475,0.0,0.0,0.0,0.0
ENSG00000282265.1,0.0,0.0,0.0,2.4562225564364367e-05,0.0
ENSG00000233620.5,5.073479542445203e-06,0.0,0.0,0.0,0.0
ENSG00000236292.1,6.764639389926938e-06,0.0,0.0,0.0,0.0
ENSG00000234070.1,4.39701560345251e-06,0.0,0.0,0.0,0.0
ENSG00000231529.1,7.170517753322554e-06,0.0,0.0,0.0,0.0
ENSG00000226601.1,0.0,0.0,0.0,0.0,9.710799200659806e-06
ENSG00000188460.4,0.0,0.0,0.0,0.0,6.882411083962776e-06
ENSG00000225334.1,1.183811893237214e-05,0.0,0.0,0.0,0.0
ENSG00000143768.12,0.0,0.0,0.004010648307784018,0.0,0.0
ENSG00000185888.5,0.0,0.0,0.0,0.00018516139271597753,0.0
ENSG00000227043.1,3.030558446687268e-05,0.0,0.0,0.0,0.0
ENSG00000274121.1,0.0,0.0,0.0,0.0,6.599572272293072e-06
ENSG00000225919.1,3.585258876661277e-06,0.0,0.0,0.0,0.0
ENSG00000236244.1,7.779335298415978e-06,0.0,0.0,0.0,0.0
ENSG00000217327.3,2.367623786474428e-05,0.0,0.0,0.0,0.0
ENSG00000230015.3,4.850246442577615e-05,0.0,0.0,0.0,0.0
ENSG00000162843.17,6.967578571624746e-06,0.0,0.0,0.0,0.0
ENSG00000279774.1,0.0,0.0,0.0,0.00014926275535267577,0.0
ENSG00000242042.1,1.1635179750674333e-05,0.0,0.0,0.0,0.0
ENSG00000236817.5,6.291114632632052e-06,0.0,0.0,0.0,0.0
ENSG00000221888.3,5.547004299740089e-06,0.0,0.0,0.0,0.0
ENSG00000259823.5,0.00017175419411024495,0.0,0.0,0.0,0.0
ENSG00000235779.7,5.682297087538628e-06,0.0,0.0,0.0,0.0
ENSG00000223985.1,0.0,0.0,0.0,0.0002163365251630554,0.0
ENSG00000284452.1,1.41380963249473e-05,0.0,0.0,0.0,0.0
ENSG00000227713.1,5.073479542445203e-06,0.0,0.0,0.0,0.0
ENSG00000231173.1,7.779335298415978e-06,0.0,0.0,0.0,0.0
ENSG00000115705.20,0.0036320701812395714,0.0,0.0,0.0,0.0
ENSG00000283766.1,0.0005899442011955282,0.0,0.0,0.0,0.0
ENSG00000237401.6,3.226732988995149e-05,0.0,0.0,0.0,0.0
ENSG00000231532.5,1.4476328294443647e-05,0.0,0.0,0.0,0.0
ENSG00000230090.5,6.291114632632052e-06,0.0,0.0,0.0,0.0
ENSG00000226488.1,5.41171151194155e-06,0.0,0.0,0.0,0.0
ENSG00000236172.6,6.832285783826207e-06,0.0,0.0,0.0,0.0
ENSG00000226506.5,6.696992996027668e-06,0.0,0.0,0.0,0.0
ENSG00000234818.1,6.223468238732783e-06,0.0,0.0,0.0,0.0
ENSG00000251718.1,0.0,0.0,0.0,7.085257374335875e-05,0.0
ENSG00000202248.1,2.7735021498700446e-06,0.0,0.0,0.0,0.0
ENSG00000203643.3,8.79403120690502e-06,0.0,0.0,0.0,0.0
ENSG00000229370.1,0.0,0.0,8.912551795075596e-05,0.0,0.0
ENSG00000227718.1,0.0,0.0,0.0,0.0,7.25952949952238e-06
ENSG00000237992.1,4.261722815653971e-06,0.0,0.0,0.0,0.0
ENSG00000261012.2,4.4037802428424365e-05,0.0,0.0,0.0,0.0
ENSG00000084674.14,0.0,0.0,0.0,0.0056039662326080545,0.0
ENSG00000218819.4,0.0,0.0,0.0,7.085257374335875e-05,0.0
ENSG00000231204.5,8.117567267912325e-06,0.0,0.0,0.0,0.0
ENSG00000235537.1,9.673434327595521e-06,0.0,0.0,0.0,0.0
ENSG00000228538.5,1.2649875659163375e-05,0.0,0.0,0.0,0.0
ENSG00000233587.1,1.0079312690991138e-05,0.0,0.0,0.0,0.0
ENSG00000115138.10,0.07707819530785671,0.0,0.0,0.0,0.0
ENSG00000186143.10,0.000374422790232456,0.0,0.0,0.0,0.0
ENSG00000138100.13,0.0,0.0,0.017685571016965992,0.0,0.0
ENSG00000214711.9,0.0,0.0,0.0,0.0,0.001003134985388547
ENSG00000239649.3,3.037323086077195e-05,0.0,0.0,0.0,0.0
ENSG00000228262.8,0.0,0.0,0.0,0.00011241941700612922,0.0
ENSG00000235009.1,1.1567533356775064e-05,0.0,0.0,0.0,0.0
ENSG00000225284.1,7.035224965524015e-06,0.0,0.0,0.0,0.0
ENSG00000152154.10,0.0021316731645537766,0.0,0.0,0.0,0.0
ENSG00000214691.7,0.0,0.0,0.0,0.00010297240717368138,0.0
ENSG00000138075.11,3.937020124937478e-05,0.0,0.0,0.0,0.0
ENSG00000143921.6,4.058783633956163e-05,0.0,0.0,0.0,0.0
ENSG00000274520.1,5.885236269236436e-06,0.0,0.0,0.0,0.0
ENSG00000277809.1,2.3676237864744283e-06,0.0,0.0,0.0,0.0
ENSG00000276048.1,5.47935790584082e-06,0.0,0.0,0.0,0.0
ENSG00000187600.12,4.681130457829441e-05,0.0,0.0,0.0,0.0
ENSG00000119888.10,0.0022747452876507313,0.0,0.0,0.0,0.0
ENSG00000283058.1,2.3405652289147206e-05,0.0,0.0,0.0,0.0
ENSG00000226702.1,0.0,3.501850471171646e-05,0.0,0.0,0.0
ENSG00000233891.7,4.802893966848126e-06,0.0,0.0,0.0,0.0
ENSG00000238012.1,2.9764413315678527e-06,0.0,0.0,0.0,0.0
ENSG00000237638.1,0.0,0.0,0.0,6.518436784389005e-05,0.0
ENSG00000232688.1,5.005833148545934e-06,0.0,0.0,0.0,0.0
ENSG00000224173.1,4.802893966848126e-06,0.0,0.0,0.0,0.0
ENSG00000115956.9,0.0,0.00229796097052245,0.0,0.0,0.0
ENSG00000228329.1,2.7735021498700445e-05,0.0,0.0,0.0,0.0
ENSG00000163217.1,0.0,0.0,0.007543525396389394,0.0,0.0
ENSG00000183607.9,0.0012348172742372631,0.0,0.0,0.0,0.0
ENSG00000169605.5,0.018574414483255284,0.0,0.0,0.0,0.0
ENSG00000244617.2,0.0,0.0,0.0,0.0,0.004719919809540115
ENSG00000144035.3,0.0,0.0,0.0,0.002524241027230061,0.0
ENSG00000201876.1,0.0,0.0,2.629933316579684e-05,0.0,0.0
ENSG00000279070.2,5.682297087538628e-06,0.0,0.0,0.0,0.0
ENSG00000233605.2,1.4814560263939994e-05,0.0,0.0,0.0,0.0
ENSG00000143954.12,0.0,0.0,0.0,0.0247105436187338,0.0
ENSG00000172023.7,0.0,0.05233333432941525,0.0,0.0,0.0
ENSG00000204787.8,0.0,0.0,0.0,0.023769621439421993,0.0
ENSG00000172016.15,0.008276806879151206,0.0,0.0,0.0,0.0
ENSG00000235519.1,1.3529278779853876e-05,0.0,0.0,0.0,0.0
ENSG00000182814.7,0.00011899000686881484,0.0,0.0,0.0,0.0
ENSG00000168878.16,0.012895837947381117,0.0,0.0,0.0,0.0
ENSG00000115523.16,0.0,0.0017964959830506701,0.0,0.0,0.0
ENSG00000115593.14,0.0,0.0,0.00931434716288638,0.0,0.0
ENSG00000163586.9,0.0,0.0,0.0,0.023475819433632868,0.0
ENSG00000172073.3,0.0002149125934179788,0.0,0.0,0.0,0.0
ENSG00000211598.2,0.0,0.007140693332775528,0.0,0.0,0.0
ENSG00000243466.1,0.0,0.006693016768540944,0.0,0.0,0.0
ENSG00000239855.1,0.0008108773236705421,0.0,0.0,0.0,0.0
ENSG00000241755.1,0.001131588877146978,0.0,0.0,0.0,0.0
ENSG00000241351.3,0.0,0.006678355687901639,0.0,0.0,0.0
ENSG00000243290.3,0.0,0.0010783831797624046,0.0,0.0,0.0
ENSG00000244437.1,0.0,0.004124619558964812,0.0,0.0,0.0
ENSG00000240864.3,0.0014943088412348606,0.0,0.0,0.0,0.0
ENSG00000240382.3,0.0010562307943431922,0.0,0.0,0.0,0.0
ENSG00000211611.2,0.0003520318338517978,0.0,0.0,0.0,0.0
ENSG00000241294.1,0.0012030234691046066,0.0,0.0,0.0,0.0
ENSG00000253202.1,1.623513453582465e-05,0.0,0.0,0.0,0.0
ENSG00000244575.3,0.001210938097190821,0.0,0.0,0.0,0.0
ENSG00000244116.3,0.0,0.0018383314233462675,0.0,0.0,0.0
ENSG00000253998.3,0.00020720090451346212,0.0,0.0,0.0,0.0
ENSG00000243238.1,0.0,0.002268825574602302,0.0,0.0,0.0
ENSG00000242371.1,0.0,0.0022318460336267294,0.0,0.0,0.0
ENSG00000283132.1,7.238164147221824e-06,0.0,0.0,0.0,0.0
ENSG00000253501.1,1.8940990291795426e-06,0.0,0.0,0.0,0.0
ENSG00000211625.2,0.00034087017885841837,0.0,0.0,0.0,0.0
ENSG00000270999.1,0.0,7.844145055424488e-06,0.0,0.0,0.0
ENSG00000224585.1,1.1702826144573603e-05,0.0,0.0,0.0,0.0
ENSG00000279791.1,7.846981692315248e-06,0.0,0.0,0.0,0.0
ENSG00000185674.9,0.0,0.0,0.0,0.0,6.854127202795805e-05
ENSG00000234169.1,5.073479542445203e-06,0.0,0.0,0.0,0.0
ENSG00000115590.13,0.0029294270878078604,0.0,0.0,0.0,0.0
ENSG00000115602.16,0.0009877049973232323,0.0,0.0,0.0,0.0
ENSG00000115607.9,0.0007763100163880154,0.0,0.0,0.0,0.0
ENSG00000277527.1,3.788198058359085e-06,0.0,0.0,0.0,0.0
ENSG00000225765.1,9.944019903192599e-06,0.0,0.0,0.0,0.0
ENSG00000231626.1,3.855844452258355e-06,0.0,0.0,0.0,0.0
ENSG00000234162.1,4.938186754646664e-06,0.0,0.0,0.0,0.0
ENSG00000240935.6,1.407044993104803e-05,0.0,0.0,0.0,0.0
ENSG00000229457.1,7.508749722818901e-06,0.0,0.0,0.0,0.0
ENSG00000230651.7,2.7599728710901908e-05,0.0,0.0,0.0,0.0
ENSG00000196862.9,6.696992996027668e-06,0.0,0.0,0.0,0.0
ENSG00000196228.3,0.0,0.0,0.0,3.5898637363301765e-05,0.0
ENSG00000235881.2,5.682297087538628e-06,0.0,0.0,0.0,0.0
ENSG00000225744.1,7.373456935020363e-06,0.0,0.0,0.0,0.0
ENSG00000280228.1,3.585258876661277e-06,0.0,0.0,0.0,0.0
