i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68,Topic 69,Topic 70,Topic 71,Topic 72,Topic 73,Topic 74,Topic 75,Topic 76,Topic 77,Topic 78,Topic 79,Topic 80,Topic 81,Topic 82,Topic 83,Topic 84,Topic 85,Topic 86,Topic 87,Topic 88,Topic 89,Topic 90,Topic 91,Topic 92,Topic 93,Topic 94,Topic 95,Topic 96,Topic 97,Topic 98,Topic 99,Topic 100,Topic 101,Topic 102,Topic 103,Topic 104,Topic 105,Topic 106,Topic 107,Topic 108,Topic 109,Topic 110,Topic 111,Topic 112,Topic 113,Topic 114,Topic 115,Topic 116,Topic 117,Topic 118,Topic 119,Topic 120,Topic 121,Topic 122,Topic 123,Topic 124,Topic 125,Topic 126,Topic 127
212,GTEX-145ME-2026-SM-5SIA5,0.006015885698171735,0.0,0.0008929830333223669,4.699910701696668e-05,0.0003289937491187667,4.699910701696668e-05,0.007378859801663768,0.03252338205574094,0.0031489401701367673,0.04211119988720214,0.01231376603844527,0.007425858908680735,0.009587817831461202,0.001456972317525967,0.09545518635145932,0.010010809794613903,0.0003289937491187667,0.0,0.003618931240306434,4.699910701696668e-05,0.00018799642806786672,0.0031019410631198006,0.0,0.0,0.0,0.005968886591154768,4.699910701696668e-05,0.07797151854114771,0.0,0.0011279785684072002,9.399821403393336e-05,0.08572637119894722,0.0006109883912205668,0.0007049866052545002,0.009446820510410302,4.699910701696668e-05,0.0008459839263054002,0.0,0.00014099732105090002,0.0021149598157635006,4.699910701696668e-05,0.003242938384170701,0.00018799642806786672,0.0005169901771866335,0.0,0.0,0.0,0.0,4.699910701696668e-05,0.0,0.006579874982375335,0.1097429148846172,0.03604831508201344,0.0,0.009352822296376368,0.014381726747191804,0.0009869812473563002,0.001456972317525967,4.699910701696668e-05,0.0,0.0,9.399821403393336e-05,0.0009399821403393336,9.399821403393336e-05,4.699910701696668e-05,0.0,0.014945716031395403,9.399821403393336e-05,4.699910701696668e-05,4.699910701696668e-05,0.04192320345913428,4.699910701696668e-05,0.003383935705221601,4.699910701696668e-05,0.0032899374911876675,0.0,0.013206749071767637,0.01800065798749824,0.0016919678526108005,9.399821403393336e-05,0.00037599285613573345,0.006438877661324434,4.699910701696668e-05,9.399821403393336e-05,0.0,0.0,0.0,0.00037599285613573345,0.0008929830333223669,0.0016449687455938338,0.002020961601729567,0.0009399821403393336,0.00018799642806786672,0.0008929830333223669,4.699910701696668e-05,0.004088922310476101,0.0,0.003383935705221601,0.004746909808713635,0.0005169901771866335,0.021854584762889505,0.00018799642806786672,0.10861493631621,0.024392536541805707,0.004934906236781501,0.0022559571368144004,0.03839827043286177,0.0,0.0011279785684072002,0.0019739624947126004,9.399821403393336e-05,0.01710767495417587,0.006156883019222635,0.0,0.004934906236781501,0.001033980354373267,0.00014099732105090002,0.00018799642806786672,9.399821403393336e-05,4.699910701696668e-05,0.001738966959627767,9.399821403393336e-05,0.00037599285613573345,0.0002349955350848334,0.0,0.00018799642806786672,0.03562532311886074
213,GTEX-145MN-2426-SM-5NQA5,0.008478624313350848,3.980574795000398e-05,0.0012737839344001273,0.00027864023565002784,0.00035825173155003585,0.00011941724385001195,0.009593185255950959,0.03749701456890375,0.0037815460552503783,0.04378632274500438,0.015763076188201577,0.008598041557200859,0.011225220921901122,0.0016320356659501633,0.1089483321391609,0.01070774619855107,0.0006368919672000636,0.0,0.005015524241700501,7.961149590000795e-05,0.0001990287397500199,0.0036223230634503624,0.00011941724385001195,3.980574795000398e-05,0.0,0.005294164477350529,0.0,0.04752806305230475,0.0,0.0016320356659501633,0.0001990287397500199,0.09378234217020938,0.0005174747233500517,0.0006368919672000636,0.009274739272350927,0.0003184459836000318,0.0010349494467001034,3.980574795000398e-05,7.961149590000795e-05,0.002706790860600271,0.00011941724385001195,0.0050553299896505055,7.961149590000795e-05,0.0003980574795000398,0.0001592229918000159,0.0,0.0,0.0,0.0,3.980574795000398e-05,0.007483480614600749,0.01210094737680121,0.07137170607435714,0.0,0.010787357694451079,0.010269882971101027,0.0013135896823501315,0.0030252368442003027,0.0001990287397500199,7.961149590000795e-05,0.0,0.0,0.0013932011782501394,7.961149590000795e-05,7.961149590000795e-05,0.011464055409601147,0.027426160337552744,0.00011941724385001195,0.00011941724385001195,0.0001990287397500199,0.038730992755353875,0.00011941724385001195,0.0033038770798503305,3.980574795000398e-05,0.0030650425921503067,0.0,0.11778520818406178,0.027147520101902713,0.0003184459836000318,0.00011941724385001195,0.0006368919672000636,0.008916487540800891,0.0002388344877000239,0.0001592229918000159,0.0,7.961149590000795e-05,3.980574795000398e-05,0.0003980574795000398,0.0009951436987500994,0.002030093145450203,0.004776689754000477,0.0035427115675503544,0.0001990287397500199,0.0010349494467001034,0.0003184459836000318,0.002069898893400207,0.0,0.0069660058912506964,0.0011543666905501153,0.002666985112650267,0.02392325451795239,0.00027864023565002784,0.002746596608550275,0.0059708621925005975,0.005652416208900566,0.005373775973250537,0.05170766658705517,7.961149590000795e-05,0.0013135896823501315,0.0021893161372502187,7.961149590000795e-05,0.017434917602101745,0.004060186290900406,0.0,0.007165034631000717,0.0016320356659501633,0.0003184459836000318,0.0002388344877000239,7.961149590000795e-05,7.961149590000795e-05,0.0029058196003502908,0.00011941724385001195,0.0003980574795000398,7.961149590000795e-05,3.980574795000398e-05,0.0002388344877000239,0.04084069739670408
214,GTEX-145MO-0626-SM-5NQAW,0.012997418321018427,6.676755986824534e-05,0.00943648179471201,2.2255853289415115e-05,0.00011127926644707557,0.0002670702394729814,0.00095700169144485,0.07222024392415205,0.004295379684857117,0.0642081367399626,0.01326448856049141,0.005052078696697232,0.006387429894062139,0.006454197453930384,0.10580432653787947,0.02857651562360901,2.2255853289415115e-05,0.0,0.021365619157838512,0.0001557909730259058,0.0004451170657883023,0.004963055283539571,6.676755986824534e-05,8.902341315766046e-05,0.0,0.000756699011840114,0.0,0.006966082079586931,4.451170657883023e-05,0.0019362592361791152,4.451170657883023e-05,0.06794712009258436,0.0,0.008123386450636517,0.00017804682631532092,0.0006454197453930384,0.000578652185524793,0.0,0.0010905368111813407,0.007144128905902252,0.0002448143861835663,0.010437995192735689,0.006342918187483308,2.2255853289415115e-05,0.0002448143861835663,4.451170657883023e-05,0.0001335351197364907,0.001713700703284964,0.0007789548651295291,8.902341315766046e-05,0.01239651028220422,0.0020252826493367755,0.00020030267960473603,4.451170657883023e-05,0.002314608742099172,0.002603934834861569,0.0001557909730259058,0.0016246772901273034,2.2255853289415115e-05,0.0002448143861835663,0.00035609365263064184,0.0,0.0054304282026172886,0.00011127926644707557,0.005296893082880797,0.0005563963322353779,0.01170657883023235,0.0001335351197364907,0.0002670702394729814,0.0006009080388142082,0.017159262886139056,0.00020030267960473603,0.0026261906881509837,0.0036054482328852487,0.006342918187483308,2.2255853289415115e-05,0.0004228612124988872,0.0793643728300543,0.004273123831567702,0.0002893260927623965,0.0023591204486780024,0.006409685747351553,0.000378349505920057,0.0001335351197364907,0.0,0.0002670702394729814,6.676755986824534e-05,0.0002893260927623965,0.012952906614439598,0.005319148936170213,0.001535653876969643,0.007344431585506989,0.00035609365263064184,0.0024258880085462477,4.451170657883023e-05,0.0019807709427579452,0.00017804682631532092,0.0020920502092050207,0.09002492655568414,0.005897801121695006,0.009725807887474406,0.00035609365263064184,0.007121873052612837,0.0008012107184189441,0.14564230392593253,0.002336864595388587,0.012062672482862993,4.451170657883023e-05,0.0029822843407816256,0.0010237692513130954,4.451170657883023e-05,0.000578652185524793,0.003983797738805306,0.0,0.000378349505920057,0.0012018160776284164,0.00095700169144485,0.011283717617733464,2.2255853289415115e-05,0.0018027241164426243,8.902341315766046e-05,0.0003115819460518116,0.00022255853289415115,0.008078874744057687,0.0001335351197364907,2.2255853289415115e-05,0.015601353155879997
215,GTEX-145MO-2426-SM-5NQ9W,0.0153154599454166,0.0006421576497030021,0.0046877508428319154,6.42157649703002e-05,0.00048161823727725157,0.0007705891796436025,0.0010916680044951036,0.074650826777974,0.005522555787445818,0.06556429603467652,0.018365708781505858,0.006774763204366672,0.005972066142237919,0.008733344035960829,0.11536362176914433,0.0314015090704768,0.0002568630598812008,0.0,0.0066784395569112216,0.0034355434259110613,0.00038529458982180126,0.0045272114304061644,0.00022475517739605074,0.00028897094236635096,3.21078824851501e-05,0.00022475517739605074,0.0005137261197624016,0.00947182533311928,0.0013485310643763045,0.005683095199871568,0.0014448547118317548,0.07853588055867715,0.0,0.015668646652753252,0.0004495103547921015,0.0009632364745545031,0.0016375020067426554,0.0001284315299406004,0.0016696098892278054,0.00889388344838658,0.0016375020067426554,0.013645850056188794,0.00041740247230695135,0.0004495103547921015,0.0004495103547921015,9.632364745545032e-05,0.00022475517739605074,0.0,0.003628190720821962,0.00041740247230695135,0.014641194413228448,0.0005137261197624016,0.00016053941242575052,0.00041740247230695135,0.002472306951356558,0.00305024883608926,0.002183336008990207,0.0038208380157328625,6.42157649703002e-05,0.0007384812971584524,0.000610049767217852,0.0,0.00626103708460427,0.004334564135495264,0.00019264729491090063,9.632364745545032e-05,0.02151228126505057,0.0010916680044951036,0.0006742655321881522,0.0004495103547921015,0.014223791940921496,0.0028576015411783595,0.004655642960346765,0.00041740247230695135,0.006903194734307273,0.00019264729491090063,0.00022475517739605074,0.03978166639910098,0.0019906887140793065,0.0005137261197624016,0.0034676513083962113,0.00895809921335688,0.0007384812971584524,0.0019264729491090063,0.05484026328463638,0.0002568630598812008,0.00028897094236635096,0.0007705891796436025,0.0066142237919409215,0.010820356397495585,0.0035639749558516614,0.00629314496708942,0.0006421576497030021,0.002247551773960507,6.42157649703002e-05,0.003917161663188313,0.00019264729491090063,0.0010595601220099535,0.133472467490769,0.014609086530743297,0.012907368759030343,0.0009953443570396533,0.014288007705891797,0.0006742655321881522,0.007866431208861775,0.005394124257505218,0.014833841708139348,0.0017338256541981057,0.004238240488039814,0.0020870123615347566,0.000610049767217852,0.0017338256541981057,0.0032750040134853107,0.0,3.21078824851501e-05,0.0006742655321881522,0.00019264729491090063,0.0013485310643763045,0.0004495103547921015,6.42157649703002e-05,6.42157649703002e-05,0.0005779418847327019,0.00016053941242575052,0.0009953443570396533,0.0010274522395248033,9.632364745545032e-05,0.015058596885535399
216,GTEX-146FH-1326-SM-5NQBI,0.014175326405542234,0.00018651745270450307,0.00716759925393019,0.00029309885424993337,0.00018651745270450307,0.0005595523581135092,0.0013589128697042367,0.10628830269118039,0.004396482813749001,0.05568878230748734,0.02083666400213163,0.006181721289634959,0.009192645883293365,0.016679989341859845,0.13573141486810553,0.035598188116173726,7.993605115907275e-05,0.00010658140154543032,0.019877431388222754,0.0005861977084998667,0.000826005861977085,0.00660804689581668,0.00010658140154543032,0.0001332267519317879,2.664535038635758e-05,0.0017585931254996002,2.664535038635758e-05,0.010897948308020251,0.00018651745270450307,0.002611244337863043,0.000319744204636291,0.08513189448441247,0.0,0.01620037303490541,0.0001332267519317879,0.0006128430588862243,0.0023181454836131094,2.664535038635758e-05,0.0008526512123634425,0.012203570476951772,0.0001598721023181455,0.01177724487077005,0.00428990141220357,0.00010658140154543032,0.0004529709565680789,7.993605115907275e-05,0.00037303490540900613,0.001278976818545164,0.0009858779642952305,2.664535038635758e-05,0.015800692779110045,0.00165201172395417,5.329070077271516e-05,5.329070077271516e-05,0.0024513722355448972,0.001971755928590461,0.0009059419131361578,0.004396482813749001,7.993605115907275e-05,0.000506261657340794,0.00034638955502264856,0.0,0.0077271516120436985,0.00018651745270450307,0.0009592326139088729,2.664535038635758e-05,0.004796163069544364,0.0011723954169997335,0.0005861977084998667,0.0008526512123634425,0.025286437516653344,0.001705302424726885,0.005275779376498801,0.0025845989874766855,0.007753796962430056,5.329070077271516e-05,0.00010658140154543032,0.027684519051425525,0.005968558486544098,0.0014388489208633094,0.0035971223021582736,0.010738076205702106,0.001199040767386091,0.0,0.000319744204636291,0.0005861977084998667,0.0005329070077271516,0.0014388489208633094,0.042259525712763125,0.012629896083133493,0.001012523314681588,0.007194244604316547,0.001012523314681588,0.004130029309885425,0.00010658140154543032,0.006581401545430322,0.0001332267519317879,0.0021316280309086064,0.047641886490807354,0.0038369304556354917,0.013935518252065014,0.0010391686650679456,0.004636290967226219,0.0014388489208633094,0.04319211297628564,0.0022382094324540367,0.016253663735678124,0.00021316280309086063,0.002478017585931255,0.00428990141220357,0.00042632560618172127,0.0003996802557953637,0.005702104982680522,0.0,0.000319744204636291,0.0007460698108180123,0.00047961630695443646,0.004130029309885425,0.0,0.0009325872635225154,0.0002664535038635758,0.001145750066613376,0.000319744204636291,0.012043698374633626,0.00029309885424993337,2.664535038635758e-05,0.017905675459632293
217,GTEX-146FH-2026-SM-5SI9I,0.008947559520722029,0.00018154468592769334,0.006639348513927071,0.00044089423725296955,0.00020747964106022096,0.0012189428912287982,0.0028269101094455106,0.08286218164842575,0.01384926604076975,0.04927641475180248,0.01916593184293791,0.005524145443228383,0.004979511385445303,0.011255770527516987,0.10329892629285752,0.03384511644794855,0.00044089423725296955,2.593495513252762e-05,0.012345038643083147,2.593495513252762e-05,0.00033715441672285906,0.004045853000674309,0.00010373982053011048,0.0003890243269879143,2.593495513252762e-05,0.0,7.780486539758286e-05,0.012189428912287982,0.00044089423725296955,0.001711707038746823,0.0001296747756626381,0.07720836142953473,0.0,0.009518128533637637,0.0001296747756626381,0.0024119508273250686,0.005757560039421131,0.0008558535193734115,0.0006483738783131906,0.01810259868250428,0.00015560973079516572,0.012993412521396339,0.0047979666995176095,0.00031121946159033144,0.00031121946159033144,0.00020747964106022096,0.0005186991026505524,0.0,0.00020747964106022096,7.780486539758286e-05,0.02201877690751595,0.0002593495513252762,2.593495513252762e-05,0.0,0.0033196742569635354,0.0014782924425540743,0.0003890243269879143,0.008117640956481145,0.0002593495513252762,0.0018932517246745162,2.593495513252762e-05,5.186991026505524e-05,0.015949997406504487,0.0002593495513252762,0.00044089423725296955,2.593495513252762e-05,0.0026453654235178174,0.0029047149748430935,0.00046682919238549717,0.006846828154987292,0.018906582291612635,0.001841381814409461,0.005420405622698273,5.186991026505524e-05,0.012215363867420509,0.00010373982053011048,0.00033715441672285906,0.1657243632968515,0.0038124384044815602,0.00044089423725296955,0.004149592821204419,0.008299185642408839,0.0024897556927226516,0.0,0.0035012189428912286,0.0022304061413973755,0.0002593495513252762,0.0019710565900720994,0.0326780434669848,0.00752113698843301,0.0042533326417345295,0.00881788474505939,0.0005965039680481353,0.0027231702889154003,5.186991026505524e-05,0.015016339021733492,0.00020747964106022096,0.005939104725348825,0.0006483738783131906,0.0011670729809637429,0.013901135951034805,0.0023341459619274857,0.024378857824575963,0.0038124384044815602,0.006898698065252347,0.010373982053011049,0.012370973598215675,0.002256341096529903,0.00018154468592769334,0.0021526012759997925,0.00020747964106022096,0.0035790238082888115,0.0042533326417345295,0.0,0.0,0.0011152030706986877,0.0002852845064578038,0.0042533326417345295,0.0006483738783131906,0.0004149592821204419,0.0,0.000959593339903522,0.0007261787437107734,0.00015560973079516572,0.00010373982053011048,7.780486539758286e-05,0.014782924425540744
218,GTEX-146FQ-1026-SM-5LU8I,0.011014651888961328,0.0003774491301513228,0.0045980166763888415,0.0009950931613080327,0.0005490169165837422,0.0010294067185945166,0.0005833304738702261,0.08252410527399376,0.0026421439110592597,0.0896956387468689,0.026249871324160175,0.01005387228493978,0.005147033592972584,0.008955838451772296,0.158700202449988,0.02089695638746869,0.0004803898020107745,0.012387194180420684,0.0164018803829393,0.0007205847030161617,0.0004803898020107745,0.004014686202518615,0.0006519575884431939,0.00020588134371890335,0.00010294067185945167,3.431355728648389e-05,0.00061764403115671,0.017499914216106784,0.0008921524894485812,0.0023333218954809045,0.00017156778643241945,0.11498473046700751,0.004014686202518615,0.004563703119102357,0.0005490169165837422,0.002504889681913324,0.00123528806231342,0.0035686099577943247,0.0009264660467350651,0.013485228013588169,0.0003774491301513228,0.009333287581923618,0.0013382287341728717,0.0004117626874378067,0.0017843049788971623,0.006965652129156229,0.003499982843221357,0.0,0.00061764403115671,0.0004803898020107745,0.020244998799025495,0.0003774491301513228,0.0,3.431355728648389e-05,0.011838177263836942,0.003122533713070034,0.0010637202758810005,0.004392135332669938,0.000308822015578355,0.0011323473904539683,0.00017156778643241945,0.00010294067185945167,0.007480355488453488,0.0003431355728648389,0.0004803898020107745,0.0,0.004254881103524002,0.0013039151768863878,0.008681329993480424,0.0002745084582918711,0.029338091479943727,0.00555879628041039,0.0015097965206052912,0.00017156778643241945,0.008063685962323715,0.007343101259307552,0.0,0.016710702398517654,0.004392135332669938,0.0016470507497512268,0.0029166523693511305,0.007446041931167004,0.000960779604021549,0.00010294067185945167,0.006073499639707648,0.0002745084582918711,0.0007892118175891295,0.0010294067185945166,0.00679408434272381,0.00802937240503723,0.005421542051264454,0.010534262086950553,0.0032597879422159694,0.0032254743849294857,0.007548982603026456,0.008166626634183166,0.00010294067185945167,0.04460762447242906,0.017053837971382494,0.0008235253748756134,0.01286758398243146,0.00061764403115671,0.0022990083381944208,0.0004460762447242906,0.003053906598497066,0.013416600899015202,0.01437738050303675,0.00017156778643241945,0.000960779604021549,0.0008921524894485812,0.000960779604021549,0.0003774491301513228,0.0036029235150808084,0.0004117626874378067,0.0,0.00013725422914593555,0.0008578389321620973,0.0020588134371890333,0.0,0.0004803898020107745,0.0020588134371890333,0.000960779604021549,0.0008921524894485812,0.00061764403115671,0.00017156778643241945,0.0005147033592972583,0.009642109597501973
219,GTEX-146FR-1726-SM-5Q5DT,0.005397637657285058,0.0,0.0010514878553152711,0.0001401983807087028,0.0001401983807087028,7.00991903543514e-05,0.011881812765062564,0.0347691984157583,0.003680207493603449,0.03887000105148786,0.013178647786618064,0.0075006133679156005,0.01198696155059409,0.0030142651852371107,0.10076758613438015,0.010584977743507062,0.00021029757106305423,0.0,0.0028740668045284076,0.0001401983807087028,0.00017524797588587852,0.005257439276576356,3.50495951771757e-05,0.0,3.50495951771757e-05,0.005642984823525288,0.00010514878553152712,0.03582068627107357,0.0,0.0014019838070870282,0.0002803967614174056,0.08306754056990642,0.0009112894746065683,0.0008762398794293926,0.008131506081104764,0.00042059514212610847,0.0011566366408467983,0.0,0.0001401983807087028,0.0027689180189968804,7.00991903543514e-05,0.004871893729627423,0.00010514878553152712,0.00010514878553152712,0.0001401983807087028,0.0,7.00991903543514e-05,0.0,0.0,7.00991903543514e-05,0.006238827941537275,0.03157968525463531,0.050962111387613473,0.0,0.011846763169885388,0.008832497984648278,0.000595843118011987,0.002383372472047948,3.50495951771757e-05,3.50495951771757e-05,0.0,0.00021029757106305423,0.0014019838070870282,0.00017524797588587852,0.00010514878553152712,0.001647330973327258,0.030387999018611334,0.00021029757106305423,0.00010514878553152712,0.0001401983807087028,0.03617118222284533,0.00024534716624022995,0.0018225789492131365,3.50495951771757e-05,0.0029091163997055835,0.0,0.05653499702078441,0.025481055693806737,0.001191686236023974,0.00010514878553152712,0.0005257439276576356,0.007886158914864534,0.00010514878553152712,0.00021029757106305423,0.0,7.00991903543514e-05,3.50495951771757e-05,0.0010514878553152711,0.0023132732816935966,0.0013669342119098525,0.008131506081104764,0.001647330973327258,0.0003154463565945813,0.0012267358312011496,0.00010514878553152712,0.0017174301636816095,0.0,0.07237741404086782,0.001296835021555501,0.0004906943324804599,0.027513932214082926,0.0003154463565945813,0.06410570957905436,0.006939819845080789,0.004591496968210017,0.0019277277347446637,0.05124250814903088,0.0,0.001647330973327258,0.0008411902842522169,0.0,0.010514878553152711,0.0037503066839578002,0.0,0.0026637692334653537,0.0014370334022642038,0.0003154463565945813,0.00017524797588587852,7.00991903543514e-05,0.00010514878553152712,0.003960604255020855,7.00991903543514e-05,0.0003154463565945813,0.00021029757106305423,0.0,7.00991903543514e-05,0.047036556727769796
220,GTEX-14753-0926-SM-5Q5BI,0.020503781709466543,0.0011824814261172218,0.006537114299100868,4.462194060819705e-05,0.0010486156042926306,0.0011155485152049263,0.0001784877624327882,0.0802971821244506,0.0022310970304098526,0.04015974654737735,0.03513977822895518,0.007451864081568908,0.008411235804645143,0.00847816871555744,0.15115682381026752,0.03199393141607729,0.0015840788915909953,0.00011155485152049262,0.007764217665826287,0.0015617679212868967,0.015818477945605855,0.0036813101001762568,0.00040159746547377347,0.0003792864951696749,0.0006693291091229558,2.2310970304098525e-05,0.00020079873273688673,0.012516454340599273,6.693291091229557e-05,0.0037036210704803553,2.2310970304098525e-05,0.07844537158921042,0.0,0.006403248477276277,0.000423908435777872,0.0005131523169942661,0.0006693291091229558,0.0010263046339885323,0.0009593717230762366,0.010129180518060731,0.006626358180317262,0.013988978380669776,0.009571406260458267,0.0003346645545614779,0.00020079873273688673,0.002588072555275429,0.0008255059012516454,0.0,0.00031235358425737937,0.0005800852279065616,0.02132928761071819,0.00015617679212868969,0.00046853037638606906,0.0,0.003011980991053301,0.002855804198924611,0.00040159746547377347,0.0037036210704803553,0.0036813101001762568,0.0008031949309475469,8.92438812163941e-05,4.462194060819705e-05,0.015349947569219785,0.0003569755248655764,0.0008701278418598425,2.2310970304098525e-05,0.0017179447134155865,0.00013386582182459115,0.0005800852279065616,0.0004462194060819705,0.01044153410231811,0.002387273822538542,0.009325985587113183,0.00015617679212868969,0.008210437071908258,0.0004908413466901676,0.00015617679212868969,0.1620668882889717,0.0015171459806786996,0.0006470181388188572,0.003949041743825439,0.007541107962785301,0.0009816826933803351,0.0004462194060819705,2.2310970304098525e-05,0.0003346645545614779,0.004462194060819705,0.00046853037638606906,0.004372950179603311,0.011289350973873853,0.005622364516632828,0.003101224872269695,0.0017179447134155865,0.004015974654737735,0.00013386582182459115,0.0040829075656500305,0.00031235358425737937,0.0012047923964213204,0.002922737109836907,0.040204368487985545,0.012628009192119765,0.0008031949309475469,0.003101224872269695,0.00040159746547377347,0.017335623926284554,0.004462194060819705,0.007920394457954977,8.92438812163941e-05,0.0009370607527721381,0.0002454206733450838,0.0012940362776377144,0.0003792864951696749,0.0032350906940942863,0.0003346645545614779,0.001740255683719685,0.0002677316436491823,0.00020079873273688673,0.0030789139019655964,0.0017179447134155865,0.002588072555275429,0.0014502130697664041,0.00040159746547377347,0.000423908435777872,0.0002900426139532808,0.0004462194060819705,0.0011378594855090249,0.006447870417884474
221,GTEX-147F3-0226-SM-5NQBV,0.006547421359776059,0.0,0.0014233524695165347,4.744508231721782e-05,0.00014233524695165346,4.744508231721782e-05,0.0068795369359965835,0.035441476490961715,0.0035583811737913366,0.036248042890354416,0.010817478768325664,0.006405086112824406,0.01024813778051905,0.0033686008445224652,0.08962376049722447,0.01067514352137401,0.0002372254115860891,0.0,0.0036532713384257723,4.744508231721782e-05,0.0002846704939033069,0.0067372016890449304,0.0,0.0,0.0,0.004222612326232386,0.0,0.057503439768468,0.0,0.0010912368932960098,0.00014233524695165346,0.0788062817288988,0.00033211557622052476,0.0011861270579304455,0.008018218911609813,9.489016463443564e-05,0.0007116762347582674,0.0,0.00014233524695165346,0.0032262655975708117,4.744508231721782e-05,0.003985386914646297,0.0002372254115860891,0.00037956065853774254,4.744508231721782e-05,0.0,4.744508231721782e-05,0.0,0.0,4.744508231721782e-05,0.006025525454286663,0.08454713668928215,0.04692318641172843,0.0,0.00934668121649191,0.01413863453053091,0.0009489016463443564,0.0016605778811026237,9.489016463443564e-05,0.0,0.0,0.0,0.0009963467286615742,4.744508231721782e-05,4.744508231721782e-05,0.0005693409878066138,0.025999905109835367,0.0002372254115860891,4.744508231721782e-05,0.0,0.036437823219623286,0.00018978032926887127,0.0022299188689092375,9.489016463443564e-05,0.002656924609764198,0.0,0.040660435545855675,0.018645917350666605,0.0002846704939033069,9.489016463443564e-05,0.000521895905489396,0.006357641030507188,4.744508231721782e-05,0.00018978032926887127,0.0,0.0,0.0,0.0004270057408549604,0.0016605778811026237,0.0014707975518337523,0.0035583811737913366,0.0016605778811026237,9.489016463443564e-05,0.0012335721402476634,9.489016463443564e-05,0.002656924609764198,0.0,0.022109408359823505,0.006120415618921099,0.0035109360914741187,0.021207951795796365,0.0002372254115860891,0.07311287185083266,0.020164159984817572,0.004649618067087346,0.0010912368932960098,0.04023342980500071,0.0,0.001565687716468188,0.001850358210371495,4.744508231721782e-05,0.017364900128101723,0.004080277079280732,0.0,0.004507282820135693,0.0016131327987854059,0.0002846704939033069,0.0002846704939033069,0.00014233524695165346,9.489016463443564e-05,0.0035583811737913366,4.744508231721782e-05,0.0002372254115860891,0.0007116762347582674,0.0,9.489016463443564e-05,0.0654742135977606
222,GTEX-147F3-1726-SM-5SIAW,0.007664134563212154,0.0008138903960933261,0.0034590341833966357,3.391209983722192e-05,0.00040694519804666303,0.002611231687466088,0.0005765056972327727,0.07660743353228432,0.00600244167118828,0.12340613130765057,0.024620184481823116,0.010004069451980466,0.004476397178513294,0.01339527943570266,0.13608925664677157,0.024993217580032555,0.0003391209983722192,0.02950352685838307,0.03659115572436245,0.0006443298969072165,0.0006443298969072165,0.005561584373304395,0.004713781877373847,0.00013564839934888768,6.782419967444384e-05,0.0,0.0003052088985349973,0.010580575149213239,0.00013564839934888768,0.0015938686923494302,6.782419967444384e-05,0.10516142159522518,0.005629408572978839,0.004544221378187737,0.0005765056972327727,0.00176342919153554,0.001288659793814433,0.00335729788388497,0.0015260444926749864,0.011428377645143787,0.0003052088985349973,0.011394465545306565,0.006409386869234943,0.00023738469886055346,0.0013225718936516549,0.0056972327726532825,0.003832067281606077,0.0,0.0010851871947911015,0.0004747693977211069,0.015735214324470972,0.0001695604991861096,0.0,3.391209983722192e-05,0.010275366250678241,0.002238198589256647,0.00027129679869777537,0.004679869777536625,0.00010173629951166576,0.0008138903960933261,3.391209983722192e-05,6.782419967444384e-05,0.004985078676071623,0.00040694519804666303,0.00010173629951166576,0.0,0.0013564839934888768,0.0014921323928377645,0.014209169831795985,0.000440857297883885,0.019295984807379273,0.007155453065653825,0.0011190992946283234,6.782419967444384e-05,0.009563212154096582,0.004510309278350515,0.00013564839934888768,0.02139853499728703,0.007901519262072708,0.0001695604991861096,0.002543407487791644,0.006612859468258275,0.0007121540965816603,0.0,0.0005765056972327727,0.00023738469886055346,0.00040694519804666303,0.0012208355941399891,0.00705371676614216,0.008071079761258817,0.006138090070537168,0.017159522517634293,0.003018176885512751,0.004069451980466631,0.0006104177970699946,0.009122354856212697,3.391209983722192e-05,0.006375474769397721,0.0054598480737927295,0.0019669017905588715,0.01553174172544764,0.0006443298969072165,0.008376288659793814,0.002916440586001085,0.0032216494845360823,0.015328269126424309,0.0137683125339121,0.00027129679869777537,0.0005765056972327727,0.0005086814975583288,0.00010173629951166576,0.00010173629951166576,0.004035539880629408,0.00352685838307108,6.782419967444384e-05,0.0003391209983722192,0.003323385784047748,0.001661692892023874,0.00010173629951166576,0.0015938686923494302,0.002102550189907759,0.0005086814975583288,0.0003391209983722192,0.0005765056972327727,3.391209983722192e-05,0.00027129679869777537,0.01797341291372762
