i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39
0,GTEX-PLZ4-1226-SM-2I5FE,0.0278156817466,0.0299149784822,0.0111262726986,0.0880654980582,0.000734753857458,0.00482838249187,0.00136454287814,0.0306497323397,0.00524824183898,0.309121444316,0.166684160806,0.0387320247717,0.00010496483678,0.000944683531017,0.00850215177915,0.000524824183898,0.0132255694342,0.0234071586019,0.0749448934607,0.0501731919807,0.000419859347119,0.017634092579,0.00619292537,0.00010496483678,0.0,0.0436653721003,0.0321192400546,0.0,0.000314894510339,0.000419859347119,0.000209929673559,0.000314894510339,0.000314894510339,0.0,0.00692767922746,0.0,0.00524824183898,0.0,0.0
1,GTEX-1EMGI-2726-SM-7P8S4,0.168927648579,0.0917312661499,0.0164728682171,0.078165374677,0.0135658914729,0.257751937984,0.00968992248062,0.147932816537,0.0216408268734,0.0197028423773,0.0229328165375,0.0119509043928,0.00419896640827,0.0,0.0,0.00129198966408,0.0658914728682,0.0142118863049,0.00581395348837,0.00290697674419,0.000645994832041,0.0,0.0248708010336,0.0,0.0,0.0,0.0016149870801,0.000322997416021,0.00710594315245,0.0016149870801,0.0016149870801,0.0,0.0,0.0,0.000322997416021,0.0,0.00710594315245,0.0,0.0
2,GTEX-1C2JI-0008-SM-EXOHZ,0.0339045513175,0.0265339966833,0.00239543025613,0.026902524415,0.0,0.495301271421,0.0046065966464,0.138197899392,0.0224801916344,0.000552791597568,0.044776119403,0.00976598489036,0.000184263865856,0.0,0.0,0.0,0.00331674958541,0.00331674958541,0.00700202690252,0.00239543025613,0.134881149807,0.0,0.0169522756587,0.0,0.0,0.0,0.0101345126221,0.00184263865856,0.0,0.000184263865856,0.000368527731712,0.00276395798784,0.0,0.0112400958172,0.0,0.0,0.0,0.0,0.0
3,GTEX-1S5ZU-2526-SM-E6CIF,0.00444904780961,0.00291895200207,0.00148301593654,0.00430780819661,2.35399355006e-05,0.00171841529154,0.000164779548504,0.00353099032509,0.355782585156,0.000329559097008,0.00303665167957,0.0530119347473,0.000235399355006,7.06198065017e-05,0.000306019161507,0.0,0.00082389774252,0.000965137355524,0.0116993479438,0.000470798710012,0.000541418516513,0.00750923942468,0.475624396789,0.0437607400956,0.0,0.0,0.0,0.0,0.0190202678845,0.00364869000259,0.000470798710012,2.35399355006e-05,0.0,0.0,0.000612038323015,2.35399355006e-05,0.00331913090558,0.0,0.000117699677503
4,GTEX-11EMC-3226-SM-5EGKW,0.0651750972763,0.183122568093,0.0359922178988,0.0265077821012,0.000243190661479,0.00145914396887,0.0780642023346,0.0306420233463,0.00316147859922,0.00364785992218,0.00826848249027,0.00535019455253,0.188229571984,0.00364785992218,0.0,0.00121595330739,0.256809338521,0.0732003891051,0.00778210116732,0.0,0.0034046692607,0.00170233463035,0.00632295719844,0.0,0.0,0.000243190661479,0.0109435797665,0.0,0.000486381322957,0.0,0.000972762645914,0.0,0.0,0.0,0.00121595330739,0.0,0.00145914396887,0.0,0.000729571984436
5,GTEX-11ZUS-2926-SM-5FQSL,0.023855963991,0.198199549887,0.0229557389347,0.0160540135034,0.000750187546887,0.00105026256564,0.0784696174044,0.0196549137284,0.00240060015004,0.00345086271568,0.00225056264066,0.00345086271568,0.179294823706,0.00105026256564,0.0,0.000600150037509,0.338634658665,0.0724681170293,0.00630157539385,0.000150037509377,0.00300075018755,0.000300075018755,0.00570142535634,0.000150037509377,0.0,0.000300075018755,0.0160540135034,0.0,0.000450112528132,0.0,0.000150037509377,0.0,0.0,0.0,0.00105026256564,0.000150037509377,0.000300075018755,0.0,0.0013503375844
6,GTEX-18465-0226-SM-7LG5M,0.236011904762,0.05,0.00892857142857,0.150297619048,0.00238095238095,0.11755952381,0.000595238095238,0.116964285714,0.0113095238095,0.0116071428571,0.0508928571429,0.0175595238095,0.0077380952381,0.0,0.0,0.000297619047619,0.0380952380952,0.010119047619,0.00208333333333,0.00744047619048,0.0988095238095,0.0,0.0491071428571,0.000297619047619,0.0,0.0,0.000595238095238,0.0,0.000595238095238,0.000297619047619,0.0014880952381,0.000297619047619,0.0,0.0,0.000297619047619,0.0,0.00833333333333,0.0,0.0
7,GTEX-1I1GU-0926-SM-ACKVS,0.00387314715047,0.00465942514342,0.000931885028685,0.00696001630799,0.0,0.00116485628586,0.000174728442878,0.00198025568595,0.308657794345,0.000465942514342,0.0036401758933,0.0414106409622,0.0,2.91214071464e-05,0.00104837065727,0.0,0.000698913771513,0.00139782754303,0.0106293136084,0.000436821107196,0.000174728442878,0.000174728442878,0.555985905239,0.018899793238,0.0,0.0,2.91214071464e-05,0.0,0.027053787239,0.00460118232913,0.000378578292903,0.0,0.0,0.0,0.000116485628586,5.82428142928e-05,0.00419348262908,0.0,0.000174728442878
8,GTEX-1JMLX-2326-SM-CXZJP,0.00819870271141,0.0045525965916,0.00296120220781,0.0985657306313,4.02884654124e-05,0.00145038475484,8.05769308247e-05,0.00255831755368,0.543430965715,0.000987067402603,0.0548124571935,0.107590346884,6.04326981185e-05,0.000322307723299,0.0301357721284,8.05769308247e-05,0.00159139438379,0.00122879819508,0.0475403891866,0.00241730792474,0.000120865396237,0.000825913540953,0.025301156279,0.000564038515773,0.0,0.0,4.02884654124e-05,0.0,0.0445791869788,0.000926634704484,0.003907981145,0.0,0.00993110672414,0.0,0.000120865396237,8.05769308247e-05,0.0048950485476,0.0,0.000100721163531
9,GTEX-1B996-1726-SM-7IGMW,0.0922901633118,0.0877326243828,0.0144322066084,0.0911507785796,0.0125332320547,0.354728446639,0.00151917964299,0.134827193316,0.00569692366122,0.00873528294721,0.046714774022,0.0216483099126,0.00113938473224,0.000379794910748,0.0,0.0,0.0349411317888,0.00759589821496,0.00379794910748,0.00759589821496,0.000759589821496,0.0,0.0296240030384,0.0,0.0,0.0,0.000759589821496,0.0,0.000379794910748,0.0,0.00113938473224,0.0,0.0,0.000759589821496,0.000759589821496,0.0,0.0383592859856,0.0,0.0
10,GTEX-ZZPT-1326-SM-5E43H,0.0262958167775,0.0147774454217,0.0166078842805,0.272780034823,0.000446448502165,0.00616098932988,0.000580383052815,0.0231706772624,0.00352694316711,0.147640519666,0.328586097594,0.00892897004331,4.46448502165e-05,0.000178579400866,0.0399124960936,0.00138399035671,0.00241082191169,0.00790213848833,0.0381713469351,0.00991115674807,0.00013393455065,4.46448502165e-05,0.00258940131256,4.46448502165e-05,8.92897004331e-05,0.00669672753248,0.0131255859637,0.0,0.000892897004331,8.92897004331e-05,0.000580383052815,0.000625027903031,0.0145988660208,0.0,0.000982186704764,0.00013393455065,0.00995580159829,0.0,0.0
11,GTEX-1GN73-1626-SM-9WYTS,0.0365789275209,0.0214948336979,0.00512859189984,0.358473489705,0.000301681876461,0.0238328682404,0.00165925032054,0.032732483596,0.166603816276,0.00633531940569,0.103476883626,0.0760992533374,0.001960932197,7.54204691153e-05,0.00671242175126,7.54204691153e-05,0.00512859189984,0.012444377404,0.0263217437212,0.0199864243156,0.000301681876461,0.00173467078965,0.00558111471453,0.0,0.0,0.0,7.54204691153e-05,0.0,0.00550569424542,0.0238328682404,0.0289614601403,7.54204691153e-05,0.000377102345577,7.54204691153e-05,0.000150840938231,0.00128214797496,0.0265480051286,0.0,7.54204691153e-05
12,GTEX-1IDJH-2926-SM-C1YQ5,0.00947782546495,0.0259895088221,0.394432522651,0.0113555078684,0.0,0.00116237482117,0.0674475441106,0.00536480686695,0.000864329995231,0.000417262756319,0.00295064377682,0.00321888412017,0.280489985694,0.0383285646161,0.000447067238913,0.0108190271817,0.107415355269,0.0247377205532,0.00840486409156,0.0,0.0,0.0,0.00163924654268,0.000506676204101,0.000506676204101,0.002056509299,0.000566285169289,0.000655698617072,0.0,0.0,0.000238435860753,0.0,0.0,0.000149022412971,5.96089651884e-05,5.96089651884e-05,0.000208631378159,0.0,2.98044825942e-05
13,GTEX-P44G-0011-R11A-SM-2I3FD,0.00904028350329,0.430028205685,0.00209734577276,0.0117885296883,7.23222680263e-05,0.00180805670066,0.0393433138063,0.01099298474,0.00260360164895,0.00188037896868,0.00860634989513,0.00462862515368,0.00694293773053,0.0870760107037,0.000216966804079,0.000216966804079,0.30708035004,0.0496130758661,0.00810009401895,0.000144644536053,0.00166341216461,0.0,0.0024589571129,0.00918492803934,0.0,0.0,0.000867867216316,0.0,7.23222680263e-05,7.23222680263e-05,7.23222680263e-05,0.0,0.0,0.0,0.00115715628842,0.0,0.00173573443263,0.0,0.000433933608158
14,GTEX-17KNJ-2326-SM-7DHLQ,0.00372985638459,0.00291693896744,0.00132298324753,0.00398488929978,4.78186715973e-05,0.00153019749111,7.96977859955e-05,0.00270972472385,0.311905255272,0.000366609815579,0.00468622981654,0.0335687074613,0.0,7.96977859955e-05,0.000318791143982,0.0,0.000908554760349,0.000988252546344,0.00946809697627,0.000812917417154,0.000685400959561,0.000159395571991,0.562634490014,0.0334252514465,0.0,0.0,3.18791143982e-05,0.0,0.0144412388224,0.0052441143185,0.000334730701181,0.0,0.0,0.0,0.000191274686389,0.0,0.00336324656901,0.0,6.37582287964e-05
15,GTEX-131XW-0011-R10a-SM-5DUVA,0.174904942966,0.212294043093,0.0101394169835,0.0278833967047,0.0,0.0,0.0589353612167,0.0424588086185,0.00760456273764,0.00823827629911,0.00380228136882,0.00950570342205,0.117237008872,0.00380228136882,0.0,0.00190114068441,0.218631178707,0.0570342205323,0.00697084917617,0.0,0.00443599493029,0.00190114068441,0.00887198986058,0.0,0.0,0.0,0.0133079847909,0.0,0.00063371356147,0.0,0.00570342205323,0.0,0.0,0.0,0.00126742712294,0.0,0.00190114068441,0.0,0.00063371356147
16,GTEX-1192X-2526-SM-59868,0.0393668831169,0.044237012987,0.028713474026,0.344460227273,0.00507305194805,0.105316558442,0.00263798701299,0.0447443181818,0.00294237012987,0.124594155844,0.0945616883117,0.00771103896104,0.00101461038961,0.000304383116883,0.000710227272727,0.000608766233766,0.0402800324675,0.0201907467532,0.00649350649351,0.0124797077922,0.000507305194805,0.000710227272727,0.0113636363636,0.0,0.0,0.00101461038961,0.0213068181818,0.000101461038961,0.000101461038961,0.000608766233766,0.000405844155844,0.0271915584416,0.0,0.0,0.000913149350649,0.0,0.00933441558442,0.0,0.0
17,GTEX-1AX9K-1526-SM-73KVP,0.240942959918,0.0287127440904,0.0021197327852,0.0311536485098,0.0199768756423,0.0141957862282,0.00218396711202,0.259442446043,0.242805755396,0.00134892086331,0.0148381294964,0.0104059609455,0.00244090441932,0.000192702980473,0.00263360739979,0.0,0.00924974306269,0.0089928057554,0.00725847893114,0.000770811921891,0.0323741007194,0.000513874614594,0.00494604316547,0.000128468653649,0.0,0.000706577595067,0.000128468653649,0.0,0.00616649537513,0.0125256937307,0.0089928057554,0.0,0.0,6.42343268243e-05,0.000128468653649,0.00134892086331,0.0320529290853,0.000256937307297,0.0
18,GTEX-1B97I-0826-SM-731DN,0.0145272430205,0.0191091851957,0.00472401790154,0.0344533636428,0.000177594657953,0.00593166157562,0.00152731405839,0.00614477516516,0.502734957732,0.00443986644882,0.0284861831356,0.0437593237195,0.00323222277474,0.000603821837039,0.0135682318676,3.55189315905e-05,0.00522128294381,0.0144206862258,0.0334588335583,0.135185053634,3.55189315905e-05,0.00479505576472,0.00298359025361,0.00120764367408,7.10378631811e-05,0.0,0.000355189315905,0.0,0.02099168857,0.0144917240889,0.0204944235277,0.0,0.000177594657953,0.000390708247496,0.000213113589543,0.00323222277474,0.0578958584926,0.000923492221354,0.0
19,GTEX-1R7EV-1526-SM-E8VOD,0.538949275362,0.106366459627,0.011516563147,0.0375258799172,0.000129399585921,0.00957556935818,0.0243271221532,0.0166925465839,0.0142339544513,0.00388198757764,0.0507246376812,0.00478778467909,0.00103519668737,0.000388198757764,0.0,0.00103519668737,0.0260093167702,0.00168219461698,0.000905797101449,0.00116459627329,0.109601449275,0.0,0.00414078674948,0.0,0.0,0.0,0.000129399585921,0.0,0.000129399585921,0.0,0.00116459627329,0.0,0.0,0.0,0.0,0.0,0.0339026915114,0.0,0.0
20,GTEX-11NUK-0011-R5a-SM-DO93N,0.01492799438,0.275728837373,0.00614682121531,0.0177379697928,0.0,0.00210748155954,0.00842992623815,0.0208991921321,0.00140498770636,0.0031612223393,0.00210748155954,0.0033368458026,0.323498419389,0.00403933965578,0.000175623463295,0.00280997541272,0.169827889006,0.116965226554,0.00474183350896,0.0,0.00193185809624,0.0,0.00298559887601,0.0,0.0,0.00105374077977,0.00790305584826,0.000351246926589,0.0,0.0,0.000175623463295,0.0,0.0,0.0,0.000175623463295,0.000175623463295,0.00140498770636,0.0,0.00579557428872
21,GTEX-POYW-0826-SM-2XCEM,0.0192281834073,0.0207745058491,0.00423557886244,0.0362377302676,0.00107570256824,0.00389942180987,0.00141185962081,0.0311281430684,0.0114293397875,0.424162968939,0.0780556676079,0.0200349603335,0.00026892564206,0.0013446282103,0.00336157052575,0.00026892564206,0.00712652951459,0.00847115772489,0.0297835148581,0.161422616646,0.00107570256824,0.00389942180987,0.0196988032809,0.000470619873605,0.000201694231545,0.047129218771,0.0506924835283,6.7231410515e-05,0.00107570256824,0.00121016538927,0.00013446282103,6.7231410515e-05,0.00013446282103,6.7231410515e-05,0.0080677692618,6.7231410515e-05,0.00221863654699,0.0,0.0
22,GTEX-111CU-0826-SM-5EGIJ,0.0480652962515,0.0707376058041,0.0238814993954,0.178355501814,0.0111850060459,0.234280532044,0.00181378476421,0.0492744860943,0.00332527206771,0.214933494559,0.0453446191052,0.00937122128174,0.00211608222491,0.000906892382104,0.00151148730351,0.0,0.0208585247884,0.00604594921403,0.00755743651753,0.00423216444982,0.00151148730351,0.0,0.0154171704958,0.0,0.0,0.0,0.00665054413543,0.0,0.000302297460701,0.0,0.000604594921403,0.0,0.0,0.000302297460701,0.000604594921403,0.0,0.0408101571947,0.0,0.0
23,GTEX-14PJM-0011-R8b-SM-69LPD,0.0136586504786,0.210833527901,0.0553350455288,0.0117908008405,0.0,0.00268503385477,0.0168106467429,0.00898902638338,0.00210133084287,0.00198459024049,0.00256829325239,0.00373569927621,0.205229978987,0.00431940228812,0.000116740602382,0.0190287181882,0.314966145225,0.0930422600981,0.0063039925286,0.00116740602382,0.00350221807145,0.000116740602382,0.00256829325239,0.000116740602382,0.000466962409526,0.00408592108335,0.0075881391548,0.0,0.000116740602382,0.000116740602382,0.000466962409526,0.0,0.000233481204763,0.0,0.000700443614289,0.000116740602382,0.000466962409526,0.0,0.00466962409526
24,GTEX-WOFM-1626-SM-3MJFX,0.0138391403452,0.0253988928688,0.00358189514816,0.0393601432758,0.000284923477695,0.0967925757082,0.000488440247476,0.740719635298,0.00089547378704,0.00118039726473,0.0083034842071,0.00175024422012,0.000284923477695,0.0,0.0,4.07033539564e-05,0.0120481927711,0.00325626831651,0.00109899055682,0.000488440247476,0.0256024096386,0.0,0.00219798111364,4.07033539564e-05,0.0,0.0,0.00105828720287,0.0,0.000122110061869,0.0,0.000122110061869,0.0,4.07033539564e-05,0.0,4.07033539564e-05,0.0,0.0190898730055,0.0,0.00187235428199
25,GTEX-1EU9M-2926-SM-793DF,0.00278383868783,0.410428109247,0.00361146640584,0.0167782710105,0.000376194417275,0.00165525543601,0.032578436536,0.00707245504477,0.00270859980438,0.00353622752238,0.00504100519148,0.00549243849221,0.00759912722895,0.0887066435934,0.000376194417275,0.00030095553382,0.343916936273,0.0445414190053,0.00857723271387,0.00015047776691,0.00188097208637,0.0,0.00353622752238,0.00511624407494,0.0,0.0,0.000978105484915,0.0,0.00015047776691,0.000225716650365,0.0,0.0,0.0,0.0,0.00120382213528,0.0,0.000376194417275,0.0,0.00030095553382
26,GTEX-1RB15-1126-SM-E8VMX,0.0754346372451,0.0117435640254,0.00384486793714,0.0936977599465,0.000626880641926,0.0123704446673,4.17920427951e-05,0.0161317285189,0.00133734536944,0.585046807088,0.121614844534,0.0114928117686,0.000208960213975,8.35840855901e-05,0.00852557673019,4.17920427951e-05,0.005098629221,0.00764794383149,0.0145854229355,0.00656135071882,0.00183884988298,0.000919424941491,0.00234035439652,4.17920427951e-05,0.0,4.17920427951e-05,0.0108241390839,0.0,0.00200601805416,0.000459712470746,0.00033433634236,0.000208960213975,0.0,0.0,0.000125376128385,0.000626880641926,0.00409562019392,0.0,0.0
27,GTEX-1PPGY-2826-SM-DTX9H,0.0209156785244,0.0314558629776,0.0108695652174,0.305500658762,0.008069828722,0.146409749671,0.00148221343874,0.0513833992095,0.00477602108037,0.13290513834,0.101613965744,0.0214097496706,0.000494071146245,0.000823451910408,0.00247035573123,0.000658761528327,0.0428194993412,0.0148221343874,0.0171277997365,0.0167984189723,0.00148221343874,0.00675230566535,0.00905797101449,0.0,0.0,0.00345849802372,0.0167984189723,0.0,0.0102108036891,0.00247035573123,0.00214097496706,0.012187088274,0.0,0.0,0.000164690382082,0.0,0.00247035573123,0.0,0.0
28,GTEX-ZDTT-0326-SM-4WKF9,0.0113283138772,0.0115700766733,0.000725288388478,0.0185121226774,0.0840643779789,0.012986115908,0.000103612626925,0.821924431857,0.000725288388478,0.00148511431927,0.00811632244249,0.000483525592319,0.000207225253851,0.0,0.0,0.000138150169234,0.00784002210403,0.00379912965393,0.000379912965393,6.9075084617e-05,0.00711473371555,0.00044898805001,0.00169233957312,0.0,0.0,0.0,0.000138150169234,0.000794363473095,0.0,0.0,0.000276300338468,0.0,0.0,3.45375423085e-05,6.9075084617e-05,0.0,0.00497340609242,0.0,0.0
29,GTEX-1JKYN-0126-SM-AHZ4C,0.00462769451245,0.615513226249,0.0030154654565,0.0231086164686,8.95682808861e-05,0.000328417029916,0.151818236102,0.00158237296232,0.000537409685317,0.000985251089747,0.00600107481937,0.00131366811966,0.00173165343047,0.00211978264764,0.000208992655401,5.97121872574e-05,0.0962261897653,0.0792380724906,0.000268704842658,0.0,0.000626977966203,0.0,0.00092553890249,0.0,0.0,0.00674747716009,0.000746402340718,0.0,0.0,0.0,0.000537409685317,0.0,0.0,0.000179136561772,8.95682808861e-05,0.0,0.00137338030692,0.0,0.0
30,GTEX-WFON-1926-SM-3LK7L,0.00613501613876,0.00250284240487,0.00109880886067,0.0026707159808,3.0522468352e-05,0.00105302515814,4.5783702528e-05,0.00157953773722,0.818292115283,0.000167873575936,0.00129720490496,0.00796636423988,0.000206026661376,7.630617088e-06,0.000373900237312,7.630617088e-06,0.00147270909798,0.000503620727808,0.00250284240487,7.630617088e-05,0.00125905181952,3.0522468352e-05,0.0571762138404,0.0807777124936,0.0,0.0,7.630617088e-06,0.0,0.00652417761024,0.000717278006272,0.000144981724672,7.630617088e-06,0.00204500537959,7.630617088e-06,0.000351008386048,0.0,0.0024799505536,0.0,0.000480728876544
31,GTEX-1KANA-1226-SM-DHXKE,0.00122000038125,0.00751062734707,0.00444156388799,0.544367982615,5.71875178711e-05,0.000419375131055,0.000152500047656,0.00268781333994,0.00129625040508,0.0411940753731,0.300139156293,0.00358375111992,0.000209687565527,0.000114375035742,0.00146781295869,3.81250119141e-05,0.00549000171563,0.0188909434034,0.0237709449284,0.0136106292533,9.53125297852e-05,0.0,0.000895937779981,1.9062505957e-05,5.71875178711e-05,0.016393755123,0.00259250081016,1.9062505957e-05,5.71875178711e-05,0.0,0.00127718789912,0.00386968870928,0.0,0.0,0.000838750262109,9.53125297852e-05,0.00295468842334,0.0,0.000171562553613
32,GTEX-1QP2A-0126-SM-E9J43,0.0049946485908,0.00354882926188,0.00103272809208,0.00460033422836,5.63306232045e-05,0.00159603432413,0.000225322492818,0.00289163865783,0.569671592467,0.000356760613628,0.00245977054659,0.0512045364929,5.63306232045e-05,5.63306232045e-05,0.00137071183131,1.87768744015e-05,0.000957620594476,0.000769851850461,0.0232082167602,0.000206545618416,0.00110783558969,0.00103272809208,0.279568882964,0.0205606774696,0.0,0.0,1.87768744015e-05,3.7553748803e-05,0.0120735302402,0.00443134235875,0.00268509303941,0.0,0.0,3.7553748803e-05,0.000187768744015,0.000150214995212,0.0088063540943,0.0,1.87768744015e-05
33,GTEX-UTHO-1826-SM-3GAFE,0.203032855939,0.0429654591407,0.0146026397079,0.242909295142,0.0,0.0221847795563,0.000280819994384,0.0415613591688,0.010951979781,0.00926705981466,0.127773097445,0.00814377983712,0.0,0.000280819994384,0.0,0.000280819994384,0.0384723392306,0.0112327997753,0.00477393990452,0.0174108396518,0.134793597304,0.0,0.0120752597585,0.0,0.0,0.0,0.000561639988767,0.0,0.0,0.00758213984836,0.000561639988767,0.00140409997192,0.0,0.0,0.00140409997192,0.0,0.0454928390901,0.0,0.0
34,GTEX-T8EM-1026-SM-3DB7M,0.00411473552388,0.00361778678911,0.0015107241537,0.0064404556026,3.97558987815e-05,0.00194803904029,1.98779493907e-05,0.00184864929334,0.411572942135,0.000556582582941,0.00224620828115,0.0406305285547,0.000119267696344,3.97558987815e-05,0.000318047190252,1.98779493907e-05,0.00234559802811,0.000914385671974,0.0094420259606,0.000357803089033,0.0240523187628,0.000437314886596,0.417238157712,0.0324010575069,0.0,0.0,3.97558987815e-05,0.0,0.0237541495219,0.0053670463355,0.000616216431113,0.0,0.000139145645735,0.0,0.000516826684159,1.98779493907e-05,0.0068777704892,0.0,0.000437314886596
35,GTEX-SNMC-0008-SM-4DM5A,0.0750134916352,0.149217485159,0.00593631948192,0.0496492174852,0.00188882892607,0.333243389099,0.0107933081489,0.0304910955208,0.0296815974096,0.00404749055586,0.172692930383,0.00944414463033,0.0,0.000269832703724,0.0,0.00269832703724,0.00917431192661,0.0045871559633,0.00215866162979,0.00134916351862,0.00512682137075,0.0,0.0299514301133,0.0,0.0,0.000269832703724,0.00350782514841,0.0,0.000269832703724,0.000809498111171,0.00134916351862,0.0056664867782,0.0,0.0588235294118,0.000809498111171,0.0,0.00107933081489,0.0,0.0
36,GTEX-18A6Q-2826-SM-7LTAO,0.00757077024358,0.408602150538,0.00362080315997,0.0166776387975,0.000329163923634,0.00186526223393,0.0285275400483,0.0099846390169,0.00263331138907,0.00296247531271,0.00636383585692,0.0064735571648,0.00636383585692,0.0734035549704,0.000438885231512,0.000438885231512,0.339477726575,0.0540926047838,0.0099846390169,0.000109721307878,0.00230414746544,0.0,0.00416940969936,0.0064735571648,0.0,0.0,0.00219442615756,0.0,0.000109721307878,0.000329163923634,0.000329163923634,0.0,0.000109721307878,0.0,0.00131665569454,0.0,0.000768049155146,0.0,0.0019749835418
37,GTEX-1EX96-0011-R6a-SM-9OSVV,0.0385949042665,0.280717624001,0.0085933966531,0.020202020202,0.0,0.00150761344791,0.0208050655812,0.010854816825,0.00135685210312,0.00211065882708,0.00286446555103,0.00226142017187,0.259007990351,0.00407055630936,0.0,0.00437207899894,0.172018694407,0.145333936379,0.0051258857229,0.000150761344791,0.000904568068747,0.00271370420624,0.00301522689582,0.0,0.0,0.000452284034374,0.00904568068747,0.0,0.0,0.0,0.000603045379165,0.0,0.0,0.000301522689582,0.000150761344791,0.0,0.000904568068747,0.0,0.00195989748229
38,GTEX-S7SE-0011-R11A-SM-2XCDD,0.0139270302079,0.379625997123,0.00281156008892,0.0381195239963,0.000980776775206,0.00176539819537,0.0394926114816,0.0185693736106,0.00326925591735,0.00496926899438,0.0102654635805,0.00490388387603,0.00464234340264,0.0958545834968,0.000326925591735,0.000196155355041,0.319667843599,0.0366156662744,0.00765005884661,0.000523080946777,0.00255001961554,0.0,0.00549234994115,0.00326925591735,0.0,0.0,0.0011115470119,0.0,0.000130770236694,0.000196155355041,0.000196155355041,6.53851183471e-05,6.53851183471e-05,0.0,0.00150385772198,0.0,0.000784621420165,0.0,0.000457695828429
39,GTEX-T8EM-0526-SM-4DM64,0.00468637346792,0.00229575380412,0.000967631768679,0.0187075475278,1.89731719349e-05,0.000493302470307,3.79463438698e-05,0.00123325617577,0.669316586347,0.000284597579023,0.0424809319622,0.0995332599704,0.000132812203544,0.000322543922893,0.0100557811255,0.0,0.000550221986112,0.000702007361591,0.0336014874967,0.000588168329981,0.000132812203544,7.58926877395e-05,0.0453458809244,0.000341517094828,0.0,0.0,1.89731719349e-05,0.000113839031609,0.0641672674838,0.000132812203544,1.89731719349e-05,0.0,0.00204910256897,0.0,0.000227678063219,1.89731719349e-05,0.000455356126437,0.0,0.00089173908094
40,GTEX-1JKYN-1526-SM-CGQGA,0.0124580286817,0.0100417359651,0.000533467223146,0.0217152540245,0.000156902124455,0.00216524931748,0.000188282549346,0.00160040166944,0.658486835912,0.00031380424891,0.0183889289861,0.118837669062,0.000125521699564,0.000156902124455,0.00709197602536,3.1380424891e-05,0.00200834719302,0.00131797784542,0.0338908588822,0.000596228072928,9.41412746729e-05,6.27608497819e-05,0.0354912605517,0.000596228072928,0.0,0.0,0.0,0.0,0.0655537075972,6.27608497819e-05,0.00505224840744,0.0,0.00116107572097,0.0,0.000407945523582,0.0,0.00116107572097,0.0,0.000251043399128
41,GTEX-17HHE-2326-SM-793C5,0.0601726929304,0.0822989746357,0.00836481381543,0.0698866702644,0.00917431192661,0.166486778198,0.000539665407447,0.441446303292,0.0215866162979,0.00350782514841,0.0210469508904,0.00512682137075,0.000269832703724,0.0,0.0,0.000809498111171,0.0399352401511,0.00404749055586,0.00188882892607,0.000539665407447,0.000269832703724,0.0,0.0132218024825,0.0,0.0,0.0,0.00269832703724,0.0,0.0,0.0,0.00890447922288,0.0,0.0,0.0240151106314,0.0,0.0,0.0137614678899,0.0,0.0
42,GTEX-14BMU-0726-SM-73KXS,0.000388305476138,0.000701011656037,0.00831935891797,0.915242879921,3.43633164724e-05,0.000268033868485,0.000120271607653,0.000278342863426,9.27809544755e-05,0.0302156641742,0.00156353089949,0.00135391466901,5.15449747086e-05,0.000147762260831,0.000611667033209,0.0,0.000749120299098,0.00450846712118,0.0100718880581,0.00299304486475,0.0,3.77996481196e-05,6.87266329448e-05,0.0,0.0,0.00258755773037,0.00506515284803,3.43633164724e-06,0.000116835276006,0.0,0.000185561908951,0.0,3.43633164724e-06,0.0,0.000618539696503,0.00179032878821,0.0118106718716,0.0,0.0
43,GTEX-18D9B-0926-SM-7LG4U,0.0165796868727,0.0100762745885,0.00116419108792,0.0226013649137,4.0144520273e-05,0.0152147731835,0.00040144520273,0.00413488558812,0.352749899639,0.000722601364914,0.00947410678442,0.0499397832196,4.0144520273e-05,0.000120433560819,0.00080289040546,0.0,0.0010437575271,0.00124448012846,0.0177840224809,0.000521878763549,0.000281011641911,0.000481734243276,0.423926134083,0.0286631874749,0.0,0.0,0.0,0.0,0.0243677238057,0.00409474106784,0.00586109995986,0.0,0.0,0.0,0.000240867121638,4.0144520273e-05,0.00738659173023,0.0,0.0
44,GTEX-1CB4E-0126-SM-7DHMX,0.00118931776408,0.00827116445021,0.00360399322449,0.616841460338,7.20798644899e-05,0.000504559051429,0.000126139762857,0.00219843586694,0.000792878509388,0.0385807474682,0.233538760947,0.00290121454572,3.60399322449e-05,0.000108119796735,0.00373013298735,3.60399322449e-05,0.00454103146286,0.016326089307,0.0142177532706,0.017947886258,9.00998306123e-05,0.0,0.000955058204491,0.0,9.00998306123e-05,0.0202724618878,0.00212635600245,7.20798644899e-05,5.40598983674e-05,0.0,0.000162179695102,0.00158575701878,0.0,0.0,0.000450499153062,0.000162179695102,0.00796482502613,0.0,0.000450499153062
