"","MMbrown","MMpink","MMpurple","MMyellow","MMblue","MMblack","MMred","MMturquoise","MMgreen","MMmagenta","MMgrey"
"ENSG00000158825",-0.388519280368209,-0.0768064971089166,-0.0166276843301723,-0.268016499187506,0.412864935913738,0.197580079403296,0.355290338036349,0.62490862532939,-0.160540305343217,-0.0787513736954044,0.15156361019861
"ENSG00000162551",-0.0426984063241792,0.0225504950378303,0.114948871861514,-0.304204039405009,-0.111904408884441,0.247870946815945,0.373627865462756,0.719061792197335,-0.0876050323332085,0.0148843008771855,0.199134194001876
"ENSG00000219073",-0.0934088162167674,0.0675257651653775,-0.0738187384378269,-0.0823382100602993,-0.0355521841829435,0.160971579847785,0.0168876549840548,-0.0897145638216546,0.978487347709947,0.210630184846362,-0.0357944306480167
"ENSG00000142789",-0.1143527252225,0.0201357655969534,-0.0855693104933743,-0.0955739346545583,-0.00989680237012403,0.172059629806105,0.0650476996144792,-0.0743877827646237,0.963900581028176,0.251086730095779,0.00538853759443489
"ENSG00000020633",-0.377097994148021,0.198908876745848,-0.101236070596697,-0.240353229693551,0.32896182860109,0.0671737855389908,0.578179287623659,0.67995966681374,-0.0743928942694317,0.0544450455430429,0.336568748049071
"ENSG00000158022",-0.274302862632442,-0.073096604020116,0.434469712110435,0.883482012472951,-0.112442964042579,-0.118215205209848,-0.212507961515108,-0.229927577821247,-0.104964814224451,-0.104958590595213,-0.327090762950386
"ENSG00000169442",-0.315725004606992,0.0251015360896816,-0.0446777813671002,-0.246307133862653,0.0800710468958519,0.109993771696796,0.709682283392643,0.815263450061448,-0.0589454110507761,0.0905572225292658,0.317097956899907
"ENSG00000000938",-0.257787384028231,0.0305689974012834,0.00320114715305399,-0.228596651195144,-0.079758281852699,0.110039032546624,0.522548385891737,0.911693415416773,-0.104952273806575,0.0133750565075568,0.255384131150251
"ENSG00000020129",0.879013751925815,-0.0166765038378155,-0.0899228165349717,-0.171514592796736,-0.183331253055304,-0.209916266031118,-0.335938695630185,-0.307280264443272,-0.185162075793504,-0.0967122675184497,-0.121961928548581
"ENSG00000119535",-0.199554511357057,-0.0526416222059338,0.086322976841388,-0.162323346943683,-0.179131305400083,0.178193462268495,0.484330171682279,0.920188498757843,-0.0935138899431547,0.0286434182102263,0.174277349571669
"ENSG00000117399",-0.249289716561754,0.461696075934754,-0.121398170052249,-0.183478969219972,0.445917770698271,-0.0315938824463874,0.302403403264268,0.16543626726054,-0.0275510441549361,0.077948078322959,0.24994746842813
"ENSG00000117472",-0.0719400672734221,0.22933767691794,-0.128202449876972,-0.144948568379537,0.170462829434172,0.0553012228691078,0.43402697960462,0.0348666127607504,0.0640769444317952,0.323130386580498,0.448214011477163
"ENSG00000184292",-0.300001931733806,-0.0878830683717393,-0.19294064438538,-0.198085125428477,0.867234156674959,-0.0226485875076915,0.249170978297449,0.0496239608522305,0.122979963601429,0.0896852749088852,0.389492061763394
"ENSG00000243480",0.0139932951938889,-0.0386082974459068,-0.0737417867898459,-0.0763223824585148,-0.0686243349143563,0.122534870137633,-0.0688853320038171,-0.116121983812438,0.927436650187434,0.0446936710446434,-0.0856595684876268
"ENSG00000143119",-0.206633693961313,-0.000272832586676053,-0.023093420409954,-0.284372741534644,-0.0989698866421767,0.0953964896168156,0.637083668338533,0.88262959927628,-0.0726039253392154,0.0745337988533063,0.265433040883959
"ENSG00000064886",-0.165971064411123,0.072356626367411,0.0281194395883379,-0.147747818204409,0.124538075848104,-0.0438954433951463,0.370397873571252,0.392157489781151,-0.106702495030663,-0.025957571964383,0.505062684227075
"ENSG00000203814",-0.0939290424686021,0.0929615352033622,0.0187715513469451,-0.153160788913595,0.18627270836522,0.106313614105203,0.333477511419527,0.432868673915434,-0.0523294603799539,0.0493838555938221,0.254202792100116
"ENSG00000143369",-0.209213048199235,-0.104161336624743,0.030252489583668,-0.181714676579347,0.59316882187375,-0.0993849545782802,0.0966650475812256,-0.167958858481516,-0.143682887314103,-0.0565585055993246,0.506039863472772
"ENSG00000163141",-0.164426427068333,0.0971819134524837,-0.114203664251077,-0.126254098245453,0.924731441509422,-0.0780592005892274,0.115026419100299,0.0046453598916177,-0.060889938884215,-0.0177825577977878,0.191983686961939
"ENSG00000163157",-0.235703307039236,-0.0518185195807863,-0.0998735520054223,0.910648978525875,-0.152061337867371,-0.0917595196189823,-0.084159484156077,-0.117959380113345,-0.0756147931296484,-0.0624374520678754,-0.251248301270264
"ENSG00000196407",0.00060290444929129,-0.00593225716024456,-0.0762930941916276,-0.104947608600879,0.787354636921499,-0.0686871341840639,-0.0847933102191755,-0.0491298372247514,-0.071358788076304,-0.0336966991275668,0.0160597719789591
"ENSG00000143536",-0.148828110233261,-0.0133467593111278,-0.112732890593793,-0.105061544450319,0.756701329228219,-0.0471709621971293,0.132638354483758,-0.0509768322530303,0.00132239510948335,0.0129141593464976,0.0299077609157646
"ENSG00000169509",-0.164471421064254,-0.060071828577049,-0.122801774419592,-0.103882798281665,0.937641704787436,-0.0933324694430975,0.00500637359932743,-0.091527299954765,-0.0466489981044424,-0.0430588704138266,0.0192242751530385
"ENSG00000169474",-0.17180318284519,-0.0498229923239327,-0.126924378499837,-0.115766741734102,0.927902804612131,-0.0731604685831867,0.0696776935679285,-0.077104641226817,-0.0213682569561989,0.00572960304412359,0.0472916675602057
"ENSG00000163209",-0.138763721071273,-0.00694569819827502,-0.0976743457798893,-0.100401177283471,0.576653705821892,-0.00947133225515968,0.19450865182899,-0.0252916815516475,0.0413730725092228,0.0527884458495118,0.0517266636911164
"ENSG00000169469",-0.172157710317205,-0.0575066850859765,-0.125148465376517,-0.108291946099389,0.95246254791025,-0.088074876550069,0.0292867614717278,-0.0863220695964837,-0.0420975476155612,-0.0357768751270427,0.0496918854475452
"ENSG00000241794",-0.139822947165784,-0.0250639058953668,-0.104019170584784,-0.0960811476994348,0.701880277203195,-0.0460407745436993,0.148739010525986,-0.0398296441963131,-0.0109626796028401,0.0036823612060064,0.0406274710404359
"ENSG00000203785",-0.159459146971909,-0.0531951700005443,-0.115653098353236,-0.097597255219726,0.936905008008545,-0.0907802319808852,-0.000768907015204279,-0.0834637103206844,-0.0506722439803429,-0.0478079831807613,0.0368955857344052
"ENSG00000203782",-0.0905537182328857,-0.0413616490496971,-0.0813804519097168,-0.0638511365744268,0.734984950520108,-0.0906551132564099,-0.13000211235399,-0.0812131489293188,-0.0561036734909272,-0.0621553023670983,0.0237826151263315
"ENSG00000163221",-0.262642383196662,-0.0365593198467229,0.084167404413653,-0.135603909524512,0.0109372578824793,0.169817873706977,0.444384032183975,0.838080115436705,-0.0820884002405437,0.0111714845018435,0.0875668061674918
"ENSG00000143546",-0.304444761466186,-0.0143173902715122,0.0357431607435368,-0.145950603725491,0.366503969148094,0.110933348661611,0.443789595289853,0.646652821561858,-0.0746010748930134,0.017459657446517,0.166595256575719
"ENSG00000143556",-0.107431918700952,-0.0484180316374323,-0.107092823402067,-0.0977404679736517,0.83710045000764,-0.0898509168530426,0.00387242135731232,-0.0668893350934531,-0.0537694284948944,-0.0496471093966652,0.056003728940723
"ENSG00000188015",-0.302062442531951,-0.107516495785941,-0.159960090145279,-0.202861596984303,0.558031398415761,-0.130841283285332,0.100501895700903,0.0165429341560045,-0.102616596245579,-0.064226399358966,0.55144015116398
"ENSG00000196754",-0.197453382524203,-0.03276411675342,-0.164378630079437,-0.150759270526044,0.917397978504311,-0.116251196348503,0.103310601263801,-0.0786673232344086,-0.0734554572131083,-0.0424766079934516,0.253569061557047
"ENSG00000160781",0.841753059587362,-0.0384714040910903,-0.177607925415287,-0.242782379333293,0.000707643118063691,-0.114276540920984,-0.28043781132738,-0.109435747684948,-0.174230324550551,-0.099549364104905,-0.261997780502952
"ENSG00000143320",0.032374027496898,-0.0480591534422839,-0.216322486145313,-0.24623795204227,0.771424528329468,-0.20718827619728,0.0237650036263711,-0.113250360987641,-0.131382737058398,-0.0678801555001932,0.319032644577393
"ENSG00000163563",-0.231432079053574,0.129922852459184,0.0115523928623663,-0.190966115237548,-0.141726548574746,0.10994443708758,0.454450490508307,0.920820696842172,-0.0926170295835314,-0.00608309803450453,0.128522661411081
"ENSG00000132693",-0.130174414786684,0.00144242748969432,-0.0654818978615004,-0.0814102594336513,-0.0344772506586256,0.892084994103373,0.10974775632638,0.0247896156667578,0.249329543449346,0.0263305701905544,0.0736473534487821
"ENSG00000143318",0.0482229370736437,0.0760093921458574,0.16446445137223,0.87326561329526,-0.250737616922422,-0.176822700057853,-0.308361308255656,-0.292781077384658,-0.147724820623494,-0.13439148217057,-0.367554679329961
"ENSG00000117091",-0.297890638506603,0.176882250258144,-0.020597831284472,-0.17794209449043,-0.0823158985047993,0.11737895189871,0.66592075004302,0.856578483000778,-0.0411838683846644,0.0814777508839624,0.167023808127318
"ENSG00000158874",-0.128546894958896,0.0289021451747145,-0.0281886631315391,-0.0827726743179189,-0.0574595146894809,0.935723478863179,0.151464528803234,0.16930910894899,0.0178160879686942,-0.00128518857712876,0.0278986261905178
"ENSG00000248485",0.70268674601798,-0.0440000556609931,-0.187709968334446,-0.221737128407953,0.205781564486544,-0.118504342443113,-0.201153716599501,-0.214619955477339,-0.152284983205336,-0.10200535700815,-0.119810974359645
"ENSG00000143226",-0.256276158867157,-0.0175534968857335,0.0310756873628503,-0.23644010619455,-0.156128667205124,0.0694407164197209,0.459894129565614,0.846571234491516,-0.0839452337579617,0.0139847605794906,0.333395313479559
"ENSG00000173110",-0.112002840091847,0.0126783747970911,0.0772323554024202,-0.206700429976719,-0.0480211863162273,0.138086220029394,0.35085914731287,0.715556141397402,-0.0894798398983684,0.0187535532156749,0.188925580707933
"ENSG00000162747",-0.248202223920595,-0.00752171492094745,0.0726547426640642,-0.125687470755761,-0.0484921466902783,0.163673126358912,0.388954606050616,0.89041220906211,-0.0715421575468832,0.00979950267809053,-0.00870480440620051
"ENSG00000188404",-0.167758460233758,0.0349406862556146,0.0449797102014427,-0.181497293556913,-0.185603130691158,0.131668803973914,0.486402054659512,0.91927264545633,-0.0902192480207407,0.00604634551351703,0.082135797647153
"ENSG00000116701",-0.379923419640582,0.00334217771466263,-0.0127261078094173,-0.233642128914896,0.143997696675903,0.0892348845058719,0.511431146367599,0.907998003641193,-0.092815270780658,-0.00261866575377394,0.253046672581431
"ENSG00000090104",-0.0472384336472776,0.0476915108339612,-0.075488984353164,-0.269335378486619,0.110422686228098,-0.0130976020851397,0.388059839109451,0.254249485219481,-0.0528654767969873,0.0277893711569996,0.519215324971135
"ENSG00000081277",-0.216845558143249,-0.0810749338082513,-0.148468525350013,-0.082435637355593,0.922571107736392,-0.109383596466003,0.0653957414689784,-0.0357199786587665,-0.0753319035530915,-0.0665747348039926,0.199582025349197
"ENSG00000159173",-0.225897664430807,-0.0735749000515062,0.161374932883347,0.945310973244812,-0.128890844560351,-0.0632061710700151,-0.154612861537308,-0.193542719408948,-0.0746356881641906,-0.0719583703477971,-0.301363782395571
"ENSG00000143847",0.634232147213622,0.0928689533782374,0.133171262789856,0.244909825129832,-0.116837780705489,-0.210125244723962,-0.392256460704607,-0.346749333682806,-0.178663442217739,-0.161394822184605,-0.327762237026763
"ENSG00000133048",0.127682514256182,-0.155499773646691,-0.156132184454549,-0.182097486647589,0.26081768421484,0.149361251701793,0.132095770305216,0.266410895637094,-0.093305759133092,-0.107709960711986,0.266120744284263
"ENSG00000162896",-0.158741859797775,-0.0210345562163254,-0.121059912079282,-0.117936823623101,0.0927033257946526,0.200572621783052,0.604491801436909,0.11375048530893,0.176435612705698,0.332290214677646,0.277193728149652
"ENSG00000240524",-0.0361090268878549,-0.0107546228439905,-0.00492169007069347,0.174900532890788,-0.030047052010391,-0.016866757141522,-0.0338742462499427,-0.0378138996634135,-0.0112174586144296,-0.0130680430879295,-0.0668629071166521
"ENSG00000115705",-0.181921132220861,-0.0170023303855533,-0.025202134590131,-0.0157247525154599,-0.0635341484035279,-0.0929722046532039,0.134020416314968,0.0352630668332757,-0.0566501722988555,-0.0115665549482572,0.350130213108974
"ENSG00000271787",-0.00479495156976131,-0.00297179313767926,-0.00347444269435334,-0.002513007949341,-0.00249921756476535,0.00248355463256926,0.00431121592918748,0.000384934089085818,0.0013109217663671,-0.000225394644806809,0.0179454004186053
"ENSG00000163032",0.743739042998799,-0.121364925462433,0.0366939534649666,-0.124204136863796,0.21559992068903,-0.09325620399828,-0.278817097207152,-0.265129493492081,-0.130792103560392,-0.130641631528212,-0.316747842103998
"ENSG00000224220",-0.100196822651769,0.190740094801088,-0.0465435623327821,-0.0620518195757123,-0.0561279040228602,-0.0346354678326279,0.351690614302943,0.192450749934206,0.000914946693015666,0.0155057208038623,0.0221635064741804
"ENSG00000138100",-0.127028716921172,0.235722492450888,0.466179359259731,0.835588721023806,-0.243724219958417,-0.106875684982346,-0.248281189039464,-0.248026911503355,-0.0879781155826569,-0.106698973879136,-0.358444480300827
"ENSG00000152154",0.800712970037135,-0.109195650501889,-0.161081486650553,-0.203269625265681,-0.172422859900051,-0.112139719237732,-0.24250405491071,-0.289495554419582,-0.11162969637734,-0.0218149390517522,0.0158660154074175
"ENSG00000119888",0.0510878370252171,0.119262132745165,-0.145542239139244,-0.202697524025244,0.274215742452287,0.0420174086748168,0.389822901843191,0.0243393434110516,0.262941734879142,0.266240152415937,0.312794187051365
"ENSG00000115956",-0.213441278493553,0.0484520001420279,-0.0189174394579056,-0.236458523172504,-0.131108203570781,0.100430612507654,0.561411354646105,0.870181295886644,-0.112600869001569,0.0130990048998378,0.256164203967787
"ENSG00000169605",-0.0690663303644843,-0.0137800746489787,-0.035604292665851,-0.0639946445909602,0.00800048888437225,0.0919127393005466,0.183496788716561,-0.0274597313274295,0.121012671433167,0.898769935042281,0.00297822412657314
"ENSG00000059728",-0.252678099867365,0.0218174844639323,-0.0723625153756193,-0.232247924663809,0.360364037203699,0.0723238193855201,0.482933260001281,0.731594671307827,-0.116204001699634,0.0517751267524192,0.219078023504915
"ENSG00000244617",0.0640038280437456,0.0467618433646462,-0.122291907531997,-0.115974801300809,0.604767875017092,-0.122549028518267,-0.135729211088173,0.0865370300115067,-0.14500015367141,-0.0895726878034404,0.0123100228378428
"ENSG00000172023",-0.101946034478051,0.00849075435506886,-0.0930320433692428,-0.0974105732956463,-0.0221220099259646,0.15171606928716,0.114965647163479,-0.0428986186147152,0.876923970278669,0.115369426107423,0.030422695031437
"ENSG00000115386",-0.121070917472978,0.0229659890511506,-0.103358879223356,-0.120365537877759,-0.0134360130471048,0.185873721482299,0.203965063834286,-0.0351582496154163,0.860751822260082,0.390380036616803,0.0513387813222833
"ENSG00000172016",-0.0810232193624147,0.00251739287324124,-0.0788327991714338,-0.0859357546485551,-0.0489312020926588,0.141253975781274,0.159697461352985,-0.0319244254051945,0.735139078138364,0.250493339484194,0.0123743440272473
"ENSG00000168878",-0.0997645245581713,-0.00124425242563751,-0.00443037160084488,-0.0518252305404933,0.000402791197616021,0.081329341333288,0.296796900652271,0.277326241795796,-0.0183424324406351,0.086773956990506,0.427127785822316
"ENSG00000115523",-0.227912376992291,-0.0404248036275869,0.016019635909073,-0.0585052973454693,-0.117622665049166,0.169574107799303,0.479915720229557,0.789848377556924,-0.118469769414498,-0.00947363723595255,0.176044582948955
"ENSG00000172005",0.37798490359944,-0.134667893806675,-0.0964214314800007,-0.253728449343107,0.31185593291426,-0.156698012826683,0.0543377469410088,0.0249072344407945,-0.167252377081432,0.0580220072900837,-0.0692404327961839
"ENSG00000158050",-0.0248761776448452,0.12766888693943,0.0295710134554215,-0.187869554397922,0.265904133582948,0.024003515855294,0.385314801219844,0.456363157408184,-0.121597902611042,0.0135553017863032,0.291477561056692
"ENSG00000115590",-0.414667774702842,-0.05952462222815,-0.0290876692748525,-0.209633066744642,0.370764928059778,0.103600788920248,0.452992450124727,0.735438200934912,-0.0644804611769124,0.0672878589277026,0.137720075837845
"ENSG00000115607",-0.306568387347538,-0.00140029122323635,0.0386019823536139,-0.165381201190699,-0.0976526224361131,0.179743594359893,0.56453337570178,0.924563441319518,-0.0481775055011854,0.0935512217515058,0.169283388642407
"ENSG00000136689",-0.327472108623673,0.0824979743644013,-0.089393020018711,-0.197031063302508,0.788506138529363,0.174115057362001,0.3187638937151,0.399771674549444,-0.052477782741406,0.0752266816980163,0.137527695214335
"ENSG00000125618",-0.0926122434704273,0.0734101493860059,-0.0624656747830473,-0.125390796632805,0.0822198851824817,-0.0371879759306214,0.125265183540069,0.0133916006667751,-0.0363060230505165,0.0196143174277187,0.385812092220066
"ENSG00000075886",0.0374401878475152,0.781993126286627,0.3797966664147,0.10336750155947,-0.0748730473111971,-0.0185364697627813,-0.124308357876168,-0.102009430544715,-0.00700918862326451,-0.00721848602846187,-0.100761495366221
"ENSG00000121966",-0.222131998016422,0.00119559208839611,-0.0100345113612158,-0.256042342199971,-0.0258103798800723,0.106962227418191,0.645451160526099,0.785261808247633,-0.0776324565736434,0.0996446102387503,0.376071326142425
"ENSG00000168280",0.935701737011875,0.131519514870795,-0.121275793774989,-0.161879164552076,-0.252416956744921,-0.139245434691702,-0.34641554949041,-0.251596770342053,-0.110223736574274,-0.0811744245590108,-0.260887616648157
"ENSG00000183091",-0.198268769703315,-0.0715376834676989,0.0542647836301614,0.955933895238684,-0.107602988281514,-0.0859839538734471,-0.176026021691415,-0.202215384257297,-0.0837116679161209,-0.0842548410461596,-0.286471208933743
"ENSG00000115271",0.027688067482464,0.146541820513016,-0.076858856555146,-0.381794678939195,-0.121912139497303,0.0746411047500809,0.416122742315954,0.807757711287236,-0.00955208418569872,0.0971034690854073,0.198692425434354
"ENSG00000091428",0.794066501943875,-0.0721510799532048,-0.0926701816389095,-0.227873838456507,-0.00608798395633466,-0.0614915108368163,-0.266386040532846,-0.244218808173661,-0.106174554198883,-0.0408500995301229,-0.0814895174509085
"ENSG00000128656",0.795992788659664,-0.0127376389732397,-0.158525276607031,-0.263076248656047,-0.242316663066072,-0.235184393034855,-0.342878993677098,-0.288881850525787,-0.189823393996793,-0.133621628706508,0.0466269906128456
"ENSG00000155657",-0.250328197016871,0.0031679733628822,0.457100889203815,0.916519730550627,-0.210355104516503,-0.097926314560128,-0.185811684426056,-0.213562776715444,-0.091092805807964,-0.0933325640765712,-0.32758282967374
"ENSG00000162998",-0.0492477310610625,-0.052862406257896,-0.0486541702216928,0.00243014961960099,-0.0336649723993778,-0.195119389119421,0.0357995248147318,-0.10143804942345,-0.11033084210719,-0.0174336550558944,0.374681825449856
"ENSG00000163464",-0.24690142194344,0.00391066021073213,0.0731983413720061,-0.112256792933262,-0.119669346375564,0.159118979090272,0.38529711140602,0.905915588801158,-0.0613968858979384,0.0178505998324646,-0.0515146366037503
"ENSG00000018280",-0.248187830208868,-0.0284242737066156,0.0780020561497828,-0.161779227172738,-0.156779362079575,0.131280073401297,0.432140812852194,0.829917306271093,-0.0646558409820407,0.0265673271361929,0.292126646369747
"ENSG00000130294",0.912391990801083,0.0566292689276163,0.0262572656969456,-0.125404687371735,-0.244766032057966,-0.107897560329633,-0.400239555783748,-0.297065910424921,0.0482902932590316,-0.0615941280220503,-0.334267779795886
"ENSG00000187288",-0.239999250728345,-0.0587794428794021,-0.0757645204076655,-0.0553315433987489,0.0397790747346767,-0.038960664756933,0.107128341249368,0.0312231009746456,-0.0225836455480585,-0.0272698830764541,0.417054763170378
"ENSG00000157017",-0.0912224536950184,0.0870046368864493,-0.0390390264584843,-0.119004193489788,-0.0376297230290982,0.0901990032997503,0.331941181233022,0.234769406520791,0.154321550495249,0.844667084248236,0.0893017766903095
"ENSG00000162267",-0.22939619069795,0.111520639198738,-0.103740048932344,-0.0967826194861874,-0.0778224261648819,0.393681953165665,0.137545928431973,0.0952478139134723,-0.0435548387091218,-0.0169893808967901,0.416718856743351
"ENSG00000181458",-0.326476956363699,0.0365470806113723,-0.0800317090802926,-0.223290635663056,0.608621811993167,0.019653088552004,0.00841635279048609,-0.0865878962276655,-0.0107403295877721,-0.0650933689044982,0.494920434517535
"ENSG00000180353",-0.41997259463401,-0.0110610989640766,-0.0108658499174623,-0.243371760341849,-0.0629859963829462,0.0823625720805017,0.601180783893766,0.848859016664929,-0.079734892707845,0.0565839658086355,0.403262077549685
"ENSG00000121552",-0.373070047471386,-0.0781724665162364,-0.124496678548214,-0.231385375992512,0.848933671867604,0.025793213373891,0.297193174992312,0.303222577947203,-0.0712463401045128,0.0193789694577659,0.259921930922199
"ENSG00000091513",0.667423725991923,0.0725377187651332,-0.148972094058458,-0.218553542122219,-0.00796863124636553,0.270250998524829,-0.170720188307914,-0.195670608692921,-0.103861525992704,-0.107653608980835,-0.095536903989616
"ENSG00000174564",-0.220430972682985,0.0992078205672605,-0.161892450350093,-0.147826714926043,0.874678502173763,-0.0885455751426157,-0.0298234056077809,-0.0967402819782761,-0.0754491871614311,-0.0653276565929254,0.241229452093221
"ENSG00000153002",-0.131782308701383,0.0157092429871335,-0.101582625382481,-0.10431324012967,-0.0197019727885822,0.141966559786432,0.0623708154425335,-0.0378716189739665,0.912774787115481,0.131248548052719,0.0530866919491606
"ENSG00000196549",-0.282214085038039,-0.0820292539896709,-0.121966619806566,0.0511178457862171,-0.0948366756630482,0.0565534578484372,0.110744257921663,0.265845916366345,-0.101142682711453,-0.0705682164261715,0.337811370623294
"ENSG00000240045",-0.116425767795728,-0.0786693524275046,-0.05891153059609,0.911346998770193,-0.157234962052024,-0.093271814108589,-0.198521940833187,-0.208808047172,-0.0871601852113579,-0.0900623248308627,-0.328806272481245
"ENSG00000163661",-0.333783982991701,-0.0889117674330381,-0.0211184222736896,-0.168256758200762,-0.0297455162619559,-0.0451014698355403,0.117127859024065,0.142493643601675,-0.00460464863935423,0.00117110422574848,0.624805348248361
"ENSG00000118849",-0.281341890935941,-0.0991345302363245,0.0883199678461188,-0.103821105495089,0.0317589491418202,-0.0470846677950263,0.325270213373031,0.0841907874921853,-0.00109416011287394,0.0112227799758121,0.647618289281561
"ENSG00000013297",0.429041586682134,0.262135886895455,-0.11337295592441,-0.234323031952262,-0.0376542242836513,-0.157802161510396,-0.198929504255198,-0.194499256460407,-0.14338492307225,-0.110949199807105,0.263580135279256
"ENSG00000163347",-0.160007456504912,-0.0272392414640486,-0.164515551727356,-0.17890951747772,0.722619981022746,0.12951652352407,0.0868355855560606,-0.0482887991356324,0.0918662271074422,-0.0549364158771685,0.344900682629237
"ENSG00000163993",-0.316040979232491,0.0287688734014457,-0.056208276582502,-0.203898346282997,0.542080694560118,0.126059355424737,0.469076146450824,0.583852728257592,-0.0356359605053675,0.337090590371452,0.11341818900877
"ENSG00000251624",-0.0392408483831545,-0.0197848095555891,0.000758383525024614,-0.0432942776595269,-0.016686213418588,-0.0224957534297974,0.0448026647074293,-0.00637515338012718,-0.0169959206799264,0.012427872542324,0.182373926734619
"ENSG00000171195",-0.0575866158905171,0.0149291577615071,-0.0608591366889055,-0.00851347457868861,0.259769156605186,0.00205248325774451,0.170596017588412,-0.0268851084230932,0.0137156981299247,0.0160049673551116,0.133858271412865
"ENSG00000132465",-0.315408801582249,0.0256961865584954,-0.0961295592625429,-0.196657130535616,0.124107210338109,0.12439509202592,0.948993655317823,0.492314111008314,0.0598243938170729,0.283516271021563,0.389284413322463
"ENSG00000163631",-0.0961021327223588,0.0498423322593477,-0.0502918772454962,-0.138289813315523,-0.0795707977670208,0.857844739590219,0.151847279150228,0.105684772712751,0.448336781080228,0.125578568910129,0.0436582684750887
"ENSG00000169429",-0.209677661235622,-0.032652500332115,0.0605659765068043,-0.144218611730326,-0.113405756776676,0.163064641410096,0.29805209999272,0.432420620638008,-0.0125265433035761,0.01161956585855,0.469989499508595
"ENSG00000163739",-0.223646617789751,-0.0727941286239473,0.0423223237880731,-0.180094515060464,0.0453964118756965,0.0887838055989693,0.436482387874637,0.379648967652167,0.0787633368733909,0.0655368515725902,0.433347696052288
"ENSG00000081041",-0.307876183756415,-0.126180564169864,0.102300892890068,0.065576454947151,-0.138138336733202,0.304935904548881,0.199908860465855,0.0327063116449137,0.115072250674477,0.0856814557889526,0.547101377148403
"ENSG00000169245",-0.0824606809940563,0.0327552268670669,-0.0335125172152075,-0.0848710038286186,0.0523898102036545,0.0388752470550697,0.369940135552581,0.246166269258839,-0.0276764677451115,0.0469178927525845,0.418744490587063
"ENSG00000145287",-0.279645179791327,0.0624912573257395,-0.0429854838784103,-0.177991290244247,0.0798959449413681,0.13758363084361,0.678776610674664,0.729457301738259,-0.011344598309898,0.206548398954914,0.0524796230398489
"ENSG00000118785",0.500897111991217,-0.0787084018850587,-0.0500775863666731,-0.245118162599418,-0.301787030637615,0.00154301884214915,-0.0645807705024153,-0.0339401855571428,0.097924451132469,-0.0959637291199446,0.115007420590668
"ENSG00000145358",0.11677631254485,-0.0299783823807573,-0.142717459071119,0.705203916140569,-0.223343485771077,-0.195434437185014,-0.262465316862336,-0.292220246199359,-0.162437164148851,-0.163274206797385,-0.135811709762864
"ENSG00000172399",-0.287671531949388,-0.017403989300687,0.612863936829982,0.699630566368807,-0.267054019239141,-0.130922747275654,-0.215023172291645,-0.22489507733075,-0.109826896325719,-0.113319297269929,-0.227612807597663
