i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
69,GTEX-12584-0226-SM-5EQL5,0.4597855227882037,0.2935656836461126,0.1126005361930295,0.10522788203753351,0.01876675603217158,0.0070375335120643435,0.0030160857908847183
70,GTEX-12696-0008-SM-5TDBX,0.46169422882213973,0.2942963212959838,0.1110361120485994,0.10496118798515018,0.017887276409044885,0.007087411407357408,0.0030374620317246033
71,GTEX-12696-2826-SM-5FQTY,0.4585348997926745,0.29336558396682794,0.11402902557014513,0.10711817553559087,0.017622667588113337,0.007256392536281963,0.002073255010366275
72,GTEX-1269C-0005-SM-5N9CJ,0.46362098138747887,0.2825719120135364,0.10406091370558376,0.1218274111675127,0.01692047377326565,0.008883248730964468,0.0021150592216582064
73,GTEX-1269C-0226-SM-5EGKS,0.45911528150134046,0.29390080428954424,0.1126005361930295,0.10522788203753351,0.01876675603217158,0.0070375335120643435,0.003351206434316354
74,GTEX-12BJ1-0008-SM-5TDBZ,0.46057951482479786,0.2944743935309973,0.11084905660377359,0.10545822102425877,0.01853099730458221,0.007075471698113208,0.003032345013477089
75,GTEX-12KS4-0326-SM-5EQ41,0.4594775619557937,0.2940388479571333,0.11252511721366376,0.10482250502344273,0.018754186202277295,0.007032819825853985,0.003348961821835231
76,GTEX-12KS4-1026-SM-5FQTD,0.4589889521258788,0.29394040843655844,0.11315701372614663,0.10512219618346166,0.01841312353531972,0.007030465349849347,0.0033478406427854034
77,GTEX-12WSA-0726-SM-5FQU2,0.45919403995936336,0.2942770064341348,0.11310531662715882,0.10565526583135794,0.017947849644429394,0.007111412123264477,0.0027091093802912294
78,GTEX-12WSC-0011-R9a-SM-5GU4U,0.46042438531492086,0.2930279555405861,0.11283260357022566,0.10542270124621085,0.018187942068036377,0.007073088582014146,0.0030313236780060626
79,GTEX-12WSD-0226-SM-59HKO,0.45901639344262296,0.29441284710605553,0.11241217798594848,0.1050518568082971,0.01873536299765808,0.00702576112412178,0.0033456005352960855
80,GTEX-12WSD-0526-SM-5EQ6F,0.4581604426002766,0.2959889349930844,0.11272475795297372,0.10580912863070539,0.017634854771784232,0.007261410788381743,0.0024204702627939143
81,GTEX-12WSF-1526-SM-6PAN6,0.4592964824120603,0.29413735343383585,0.11256281407035176,0.1051926298157454,0.018760469011725293,0.007035175879396985,0.003015075376884422
82,GTEX-12WSF-1626-SM-7KUG5,0.4594504021447721,0.29423592493297585,0.1126005361930295,0.10455764075067024,0.01876675603217158,0.0070375335120643435,0.003351206434316354
83,GTEX-12WSG-1226-SM-5EQ4C,0.46047297297297296,0.2935810810810811,0.1125,0.10540540540540541,0.018243243243243244,0.007094594594594595,0.002702702702702703
84,GTEX-12WSH-0005-SM-5NQ9P,0.46216407355021216,0.29526166902404527,0.10643564356435643,0.10855728429985856,0.016973125884016973,0.007779349363507779,0.002828854314002829
85,GTEX-12WSJ-1826-SM-5GCNY,0.45857094934585707,0.29453203622945323,0.11304931231130493,0.10466286481046629,0.018785642401878563,0.007044615900704461,0.0033545790003354577
86,GTEX-12WSL-1626-SM-5GCMU,0.45963149078726967,0.29380234505862646,0.11222780569514237,0.1051926298157454,0.018760469011725293,0.007035175879396985,0.0033500837520938024
87,GTEX-12WSL-2526-SM-5GCNJ,0.4591426657736102,0.29437374413931683,0.11252511721366376,0.10482250502344273,0.018754186202277295,0.007032819825853985,0.003348961821835231
88,GTEX-12WSM-0011-R11a-SM-5DUX8,0.46042438531492086,0.2943752105085887,0.11350623105422701,0.10373863253620748,0.017514314584035028,0.007073088582014146,0.003368137420006736
89,GTEX-12WSM-0526-SM-5GCO8,0.45949579831932774,0.29478991596638654,0.11126050420168067,0.10554621848739495,0.018823529411764704,0.007058823529411765,0.0030252100840336134
90,GTEX-12ZZW-2426-SM-5DUWE,0.45935095349615257,0.2934091669454667,0.11274673803947809,0.1050518568082971,0.01906992305118769,0.00702576112412178,0.0033456005352960855
91,GTEX-12ZZX-0011-R10b-SM-5DUWK,0.4599326599326599,0.29259259259259257,0.11346801346801347,0.10538720538720539,0.01818181818181818,0.007070707070707071,0.003367003367003367
92,GTEX-12ZZX-0326-SM-5DUVH,0.460857726344452,0.29339686861810754,0.11198093941456773,0.10517358747447243,0.018379850238257316,0.007147719537100068,0.0030633083730428863
93,GTEX-12ZZZ-0526-SM-5DUX6,0.4596585202544359,0.2936056243722799,0.11248744559758955,0.10512219618346166,0.018747907599598258,0.007030465349849347,0.0033478406427854034
94,GTEX-12ZZZ-2426-SM-5GCNN,0.4597855227882037,0.2935656836461126,0.1126005361930295,0.10489276139410188,0.01876675603217158,0.0070375335120643435,0.003351206434316354
95,GTEX-1313W-0011-R7b-SM-5DUWL,0.460258152173913,0.2921195652173913,0.11413043478260869,0.10529891304347826,0.018002717391304348,0.007133152173913043,0.0030570652173913045
96,GTEX-1313W-0726-SM-5EGK1,0.45917001338688085,0.29417670682730923,0.11278447121820616,0.10508701472556894,0.018406961178045515,0.007028112449799197,0.0033467202141900937
97,GTEX-131XE-0006-SM-5P9F9,0.46157167530224524,0.2849740932642487,0.10319516407599309,0.12392055267702937,0.01468048359240069,0.009067357512953367,0.0025906735751295338
98,GTEX-131XE-0526-SM-5K7YT,0.46089008766014833,0.2936614969656102,0.11193526635198921,0.10552933243425489,0.01820633850303439,0.0070802427511800405,0.0026972353337828725
99,GTEX-131XG-0006-SM-5O9CE,0.46134020618556704,0.296759941089838,0.10346097201767304,0.11045655375552282,0.016936671575846832,0.008100147275405008,0.0029455081001472753
100,GTEX-131XG-0226-SM-5IFG1,0.45911528150134046,0.29423592493297585,0.1126005361930295,0.10522788203753351,0.018431635388739945,0.0070375335120643435,0.003351206434316354
101,GTEX-131XH-0006-SM-5O98V,0.45774647887323944,0.2812206572769953,0.10469483568075118,0.12769953051643193,0.016901408450704224,0.009859154929577466,0.0018779342723004694
102,GTEX-131XH-2226-SM-5DUXJ,0.4597855227882037,0.29390080428954424,0.11226541554959786,0.10489276139410188,0.01876675603217158,0.0070375335120643435,0.003351206434316354
103,GTEX-131YS-2926-SM-5EGKI,0.4593237361901574,0.2936056243722799,0.1128222296618681,0.10512219618346166,0.018747907599598258,0.007030465349849347,0.0033478406427854034
104,GTEX-131YS-3126-SM-5KLYT,0.46047297297297296,0.2925675675675676,0.11385135135135135,0.10472972972972973,0.018243243243243244,0.007094594594594595,0.0030405405405405407
105,GTEX-132AR-0008-SM-62LDH,0.46029609690444145,0.29475100942126514,0.11103633916554509,0.10531628532974428,0.01850605652759085,0.0070659488559892325,0.003028263795423957
106,GTEX-132AR-1126-SM-5P9GA,0.45880776959142666,0.29437374413931683,0.11286001339584728,0.10515740120562625,0.018419290020093772,0.007032819825853985,0.003348961821835231
107,GTEX-132AR-1926-SM-5EGK5,0.46073474890461746,0.29389956184698346,0.1122345803842265,0.10549376474553421,0.017863161442534546,0.007077856420626896,0.002696326255476913
108,GTEX-132NY-0326-SM-5IJBL,0.4594504021447721,0.2945710455764075,0.11226541554959786,0.10455764075067024,0.01876675603217158,0.0070375335120643435,0.003351206434316354
109,GTEX-132NY-1426-SM-5J1MJ,0.4597044996642042,0.29348556077904636,0.11282740094022835,0.10543989254533244,0.018468770987239758,0.007051712558764272,0.0030221625251846875
110,GTEX-132NY-1726-SM-5EGKK,0.4595238095238095,0.2945578231292517,0.11224489795918367,0.10612244897959183,0.017687074829931974,0.007142857142857143,0.0027210884353741495
111,GTEX-1339X-2626-SM-5K7YX,0.4596774193548387,0.2950268817204301,0.11189516129032258,0.1051747311827957,0.018481182795698926,0.007056451612903226,0.002688172043010753
112,GTEX-133LE-0326-SM-5P9G4,0.4591426657736102,0.29437374413931683,0.11252511721366376,0.10515740120562625,0.018419290020093772,0.007032819825853985,0.003348961821835231
113,GTEX-133LE-1526-SM-5IFEN,0.45985891837420223,0.29492777964393685,0.11152166610681895,0.10513940208263352,0.01813906617400067,0.00705408128988915,0.003359086328518643
114,GTEX-133LE-1826-SM-5J1MV,0.45911528150134046,0.29423592493297585,0.11293565683646113,0.10455764075067024,0.01876675603217158,0.0070375335120643435,0.003351206434316354
115,GTEX-1399R-2626-SM-5KLZ7,0.4591426657736102,0.29437374413931683,0.11252511721366376,0.10515740120562625,0.018754186202277295,0.007032819825853985,0.003014065639651708
116,GTEX-1399S-0926-SM-5PNVQ,0.46037609133646745,0.293821356615178,0.11215580926796508,0.10543989254533244,0.018468770987239758,0.007051712558764272,0.002686366689053056
117,GTEX-1399T-0426-SM-5PNVJ,0.4803874092009685,0.2687651331719128,0.10944309927360775,0.11283292978208233,0.01646489104116223,0.010169491525423728,0.001937046004842615
118,GTEX-1399T-1326-SM-5PNVH,0.45917001338688085,0.29417670682730923,0.11278447121820616,0.10508701472556894,0.018406961178045515,0.007028112449799197,0.0033467202141900937
119,GTEX-1399U-0626-SM-5J1NZ,0.4599396580623533,0.29366409654710024,0.11230305062018102,0.10526315789473684,0.01843781428092524,0.007039892725444184,0.003352329869259135
120,GTEX-139T4-0326-SM-5K7XN,0.4592418651459242,0.29486749412948676,0.11237839651123784,0.10466286481046629,0.01845018450184502,0.007044615900704461,0.0033545790003354577
121,GTEX-139T6-0326-SM-5J2LY,0.4591426657736102,0.2940388479571333,0.11252511721366376,0.10515740120562625,0.018754186202277295,0.007032819825853985,0.003348961821835231
122,GTEX-139T6-2026-SM-5IFFL,0.4587219343696028,0.2949913644214162,0.11329879101899827,0.10604490500863557,0.017616580310880828,0.007253886010362694,0.002072538860103627
123,GTEX-139YR-1226-SM-5IFEU,0.45901639344262296,0.29441284710605553,0.11274673803947809,0.1050518568082971,0.01840080294412847,0.00702576112412178,0.0033456005352960855
124,GTEX-13CF2-0011-R11b-SM-5LZXO,0.46037099494097805,0.2954468802698145,0.11264755480607083,0.10320404721753794,0.0178752107925801,0.007082630691399663,0.003372681281618887
125,GTEX-13CF2-0011-R1a-SM-5LZY1,0.4647210934613964,0.28444772811230146,0.11673439231621721,0.10712966383450313,0.01699298115995567,0.007757665312153676,0.002216475803472479
126,GTEX-13CF2-0426-SM-5KM1H,0.46467391304347827,0.2845496894409938,0.11374223602484472,0.10869565217391304,0.017857142857142856,0.008152173913043478,0.002329192546583851
127,GTEX-13CF3-0926-SM-5LZZC,0.4589889521258788,0.29394040843655844,0.1128222296618681,0.10512219618346166,0.018747907599598258,0.007030465349849347,0.0033478406427854034
128,GTEX-13CF3-1726-SM-5LU9E,0.4599396580623533,0.29366409654710024,0.11230305062018102,0.10526315789473684,0.01843781428092524,0.007039892725444184,0.003352329869259135
129,GTEX-13CF3-2426-SM-5IFGX,0.45942320590207913,0.2937625754527163,0.11267605633802817,0.10496311200536552,0.018779342723004695,0.007042253521126761,0.00335345405767941
130,GTEX-13D11-0626-SM-5LZYY,0.45942320590207913,0.2944332662642522,0.11200536552649229,0.10529845741113347,0.018779342723004695,0.007042253521126761,0.0030181086519114686
131,GTEX-13FH7-0526-SM-5IJF8,0.4597855227882037,0.29423592493297585,0.11193029490616623,0.10522788203753351,0.018431635388739945,0.0070375335120643435,0.003351206434316354
132,GTEX-13FH7-0826-SM-5J2NW,0.4597778525748906,0.29417704476607204,0.1127566475934029,0.10568832043083137,0.017839111410299563,0.007068327162571525,0.0026926960619320095
133,GTEX-13FH7-0926-SM-5J2MR,0.4611451942740286,0.29277436946148605,0.11247443762781185,0.1056578050443081,0.018064076346284937,0.007157464212678937,0.0027266530334014998
134,GTEX-13FH7-1526-SM-5J2N6,0.45936870382807254,0.2944929482874412,0.11215580926796508,0.1051040967092008,0.01880456682337139,0.007051712558764272,0.0030221625251846875
135,GTEX-13FHO-2926-SM-5L3ES,0.4596774193548387,0.29401881720430106,0.11290322580645161,0.10450268817204302,0.018481182795698926,0.007056451612903226,0.003360215053763441
136,GTEX-13FLV-0011-R10b-SM-5LZZ2,0.4597778525748906,0.29283069673510603,0.1137664086166274,0.10501514641534837,0.018512285425782565,0.007068327162571525,0.0030292830696735107
137,GTEX-13FLV-0011-R6a-SM-5KLZ4,0.4602368866328257,0.2934010152284264,0.11302876480541456,0.10490693739424704,0.01793570219966159,0.007106598984771574,0.00338409475465313
138,GTEX-13FTX-0005-SM-5N9F6,0.4637155297532656,0.29753265602322204,0.10159651669085631,0.10994194484760522,0.017053701015965168,0.007619738751814224,0.0025399129172714078
139,GTEX-13FTZ-0326-SM-5J1O1,0.46001344086021506,0.29401881720430106,0.11223118279569892,0.10483870967741936,0.018481182795698926,0.007056451612903226,0.003360215053763441
140,GTEX-13FXS-0011-R9a-SM-5K7UI,0.4596044250754274,0.2943345625209521,0.11297351659403285,0.10492792490781093,0.018102581293999328,0.007039892725444184,0.0030170968823332216
141,GTEX-13FXS-0726-SM-5LZXJ,0.4591426657736102,0.29437374413931683,0.11252511721366376,0.10515740120562625,0.018419290020093772,0.007032819825853985,0.003348961821835231
142,GTEX-13FXS-1026-SM-62LFQ,0.4609081597814954,0.2922499146466371,0.11266643905769887,0.10617958347558894,0.01809491293956982,0.007169682485489928,0.0027313076135199728
143,GTEX-13G51-0011-R1a-SM-5LZYR,0.4597855227882037,0.29390080428954424,0.11327077747989277,0.10489276139410188,0.018096514745308313,0.0070375335120643435,0.0030160857908847183
144,GTEX-13G51-0011-R7b-SM-5LZXG,0.4598244429439568,0.29304523970290347,0.11343686698176908,0.1049966239027684,0.01823092505064146,0.0070898041863605675,0.00337609723160027
145,GTEX-13G51-2726-SM-5LZZ9,0.4587251828631139,0.2950191570881226,0.11320097526994079,0.10484151863462209,0.018112156043190525,0.0073145245559038665,0.002786485545106235
146,GTEX-13IVO-0011-R10a-SM-5LZY3,0.46278659611992945,0.2867724867724868,0.1164021164021164,0.10687830687830688,0.016931216931216932,0.007407407407407408,0.0028218694885361554
147,GTEX-13JUV-0011-R1a-SM-5LZY4,0.45988586774085266,0.29372272574689495,0.11346089291708628,0.10473313192346426,0.01812688821752266,0.007049345417925478,0.0030211480362537764
148,GTEX-13JUV-2026-SM-5K7UA,0.4592964824120603,0.29413735343383585,0.11256281407035176,0.10485762144053601,0.018760469011725293,0.007035175879396985,0.0033500837520938024
149,GTEX-13N1W-0011-R4a-SM-5MR52,0.45885540128682695,0.2932610904165256,0.11378259397223163,0.10565526583135794,0.018286488316965797,0.007111412123264477,0.0030477480528276328
150,GTEX-13N2G-0011-R2a-SM-5MR4Q,0.4599326599326599,0.2932659932659933,0.11346801346801347,0.10505050505050505,0.01818181818181818,0.007070707070707071,0.0030303030303030303
151,GTEX-13N2G-2226-SM-5IJCU,0.4589889521258788,0.2936056243722799,0.11315701372614663,0.10512219618346166,0.018747907599598258,0.007030465349849347,0.0033478406427854034
152,GTEX-13NYB-0726-SM-5MR4J,0.4592418651459242,0.29453203622945323,0.11204293861120429,0.10533378061053338,0.01845018450184502,0.007044615900704461,0.0033545790003354577
153,GTEX-13NYS-0326-SM-5MR4L,0.4593951749915053,0.29527692830445124,0.11179068977234115,0.10567448182127082,0.01834862385321101,0.007135575942915392,0.002378525314305131
154,GTEX-13NZA-0526-SM-5L3D7,0.4585365853658537,0.2961672473867596,0.11149825783972125,0.10627177700348432,0.017770034843205575,0.007317073170731708,0.0024390243902439024
155,GTEX-13O1R-2426-SM-5KLZZ,0.4588788183954347,0.29439409197717353,0.11312520980194696,0.10540449815374286,0.01812688821752266,0.007049345417925478,0.0030211480362537764
156,GTEX-13O21-1526-SM-5K7W4,0.4593237361901574,0.29394040843655844,0.11248744559758955,0.10512219618346166,0.018747907599598258,0.007030465349849347,0.0033478406427854034
