i_doc,doc,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26,Topic 27,Topic 28,Topic 29,Topic 30,Topic 31,Topic 32,Topic 33,Topic 34,Topic 35,Topic 36,Topic 37,Topic 38,Topic 39,Topic 40,Topic 41,Topic 42,Topic 43,Topic 44,Topic 45,Topic 46,Topic 47,Topic 48,Topic 49,Topic 50,Topic 51,Topic 52,Topic 53,Topic 54,Topic 55,Topic 56,Topic 57,Topic 58,Topic 59,Topic 60,Topic 61,Topic 62,Topic 63,Topic 64,Topic 65,Topic 66,Topic 67,Topic 68
82,GTEX-12WSF-1626-SM-7KUG5,0.019772117962466487,0.016420911528150135,0.044906166219839144,0.020107238605898123,0.029490616621983913,0.045576407506702415,0.010053619302949061,0.0217828418230563,0.06300268096514745,0.01876675603217158,0.02044235924932976,0.030160857908847184,0.030160857908847184,0.010388739946380697,0.008378016085790885,0.02613941018766756,0.019772117962466487,0.06367292225201072,0.00938337801608579,0.006367292225201072,0.01306970509383378,0.009718498659517426,0.02680965147453083,0.02781501340482574,0.012399463806970509,0.003351206434316354,0.00804289544235925,0.023123324396782843,0.00804289544235925,0.005697050938337802,0.014745308310991957,0.006702412868632708,0.003351206434316354,0.02546916890080429,0.0070375335120643435,0.010723860589812333,0.026474530831099196,0.014410187667560321,0.021447721179624665,0.03820375335120643,0.026474530831099196,0.0020107238605898124,0.013739946380697051,0.007707774798927614,0.00938337801608579,0.015415549597855228,0.00804289544235925,0.024463806970509382,0.001675603217158177,0.002680965147453083,0.01943699731903485,0.010723860589812333,0.006367292225201072,0.002680965147453083,0.0020107238605898124,0.0006702412868632708,0.003351206434316354,0.0003351206434316354,0.003351206434316354,0.006367292225201072,0.0070375335120643435,0.0010053619302949062,0.0003351206434316354,0.0013404825737265416,0.0003351206434316354,0.0010053619302949062,0.0003351206434316354,0.0003351206434316354
83,GTEX-12WSG-1226-SM-5EQ4C,0.019932432432432434,0.016554054054054055,0.04527027027027027,0.02027027027027027,0.029054054054054056,0.04560810810810811,0.010135135135135136,0.02195945945945946,0.06317567567567567,0.01891891891891892,0.02060810810810811,0.02972972972972973,0.03006756756756757,0.010472972972972974,0.008445945945945946,0.026351351351351353,0.02027027027027027,0.06283783783783783,0.00945945945945946,0.006418918918918919,0.013175675675675676,0.00945945945945946,0.02702702702702703,0.028040540540540542,0.0125,0.0033783783783783786,0.008108108108108109,0.022635135135135136,0.008108108108108109,0.005405405405405406,0.01418918918918919,0.006418918918918919,0.0030405405405405407,0.025675675675675677,0.007094594594594595,0.010810810810810811,0.026351351351351353,0.014527027027027028,0.021283783783783785,0.038175675675675674,0.02668918918918919,0.002027027027027027,0.013513513513513514,0.007770270270270271,0.00945945945945946,0.015202702702702704,0.008108108108108109,0.024662162162162164,0.0016891891891891893,0.002027027027027027,0.019594594594594596,0.010810810810810811,0.006418918918918919,0.0030405405405405407,0.002027027027027027,0.0006756756756756757,0.0033783783783783786,0.00033783783783783786,0.0033783783783783786,0.006418918918918919,0.007094594594594595,0.0010135135135135136,0.00033783783783783786,0.0013513513513513514,0.00033783783783783786,0.0010135135135135136,0.00033783783783783786,0.00033783783783783786
84,GTEX-12WSH-0005-SM-5NQ9P,0.02050919377652051,0.016973125884016973,0.04490806223479491,0.021216407355021217,0.03041018387553041,0.04137199434229137,0.009900990099009901,0.022277227722772276,0.06506364922206506,0.019801980198019802,0.02157001414427157,0.028642149929278642,0.03182461103253183,0.010961810466760962,0.007425742574257425,0.027581329561527583,0.021216407355021217,0.0632956152758133,0.009547383309759547,0.005304101838755304,0.013790664780763792,0.009193776520509194,0.02652050919377652,0.027227722772277228,0.011315417256011316,0.0031824611032531826,0.008486562942008486,0.02086280056577086,0.008486562942008486,0.0049504950495049506,0.01485148514851485,0.006011315417256012,0.002828854314002829,0.025813295615275813,0.006718528995756719,0.011315417256011316,0.027227722772277228,0.013790664780763792,0.02086280056577086,0.03712871287128713,0.02652050919377652,0.0021216407355021216,0.014497878359264497,0.008132956152758133,0.00884016973125884,0.015912305516265914,0.008486562942008486,0.021923620933521924,0.0014144271570014145,0.0021216407355021216,0.02086280056577086,0.011315417256011316,0.006011315417256012,0.0031824611032531826,0.0024752475247524753,0.0007072135785007072,0.0031824611032531826,0.0003536067892503536,0.003536067892503536,0.005657708628005658,0.007425742574257425,0.0010608203677510608,0.0003536067892503536,0.0014144271570014145,0.0003536067892503536,0.0010608203677510608,0.0003536067892503536,0.0003536067892503536
85,GTEX-12WSJ-1826-SM-5GCNY,0.019792016101979202,0.016101979201610196,0.04495135860449514,0.020127474002012747,0.029184837302918484,0.04562227440456223,0.010063737001006373,0.021804763502180476,0.0630660852063066,0.018785642401878563,0.020462931902046292,0.029855753102985574,0.030191211003019122,0.01039919490103992,0.008386447500838645,0.02616571620261657,0.019792016101979202,0.0637370010063737,0.009392821200939282,0.006709158000670915,0.013082858101308286,0.009728279100972828,0.02683663200268366,0.0278430057027843,0.012411942301241194,0.0033545790003354577,0.008050989600805098,0.02314659510231466,0.008050989600805098,0.0057027843005702785,0.014089231801408923,0.006709158000670915,0.0033545790003354577,0.025830258302583026,0.007044615900704461,0.010734652801073465,0.026501174102650116,0.01442468970144247,0.02146930560214693,0.03824220060382422,0.026501174102650116,0.0020127474002012745,0.013753773901375378,0.007715531700771553,0.009392821200939282,0.015431063401543106,0.008050989600805098,0.024488426702448843,0.0016772895001677288,0.0026836632002683663,0.019456558201945657,0.010734652801073465,0.00637370010063737,0.0026836632002683663,0.0020127474002012745,0.0006709158000670916,0.0033545790003354577,0.0003354579000335458,0.0033545790003354577,0.00637370010063737,0.007044615900704461,0.0010063737001006373,0.0003354579000335458,0.0013418316001341832,0.0003354579000335458,0.0010063737001006373,0.0003354579000335458,0.0003354579000335458
86,GTEX-12WSL-1626-SM-5GCMU,0.019765494137353432,0.01641541038525963,0.04489112227805695,0.020100502512562814,0.02948073701842546,0.045561139028475715,0.010050251256281407,0.021775544388609715,0.06298157453936348,0.018760469011725293,0.020435510887772193,0.03015075376884422,0.03015075376884422,0.010385259631490788,0.008375209380234505,0.02613065326633166,0.020100502512562814,0.06365159128978225,0.009380234505862646,0.006700167504187605,0.01306532663316583,0.009380234505862646,0.02680067001675042,0.02780569514237856,0.012395309882747068,0.0033500837520938024,0.008040201005025126,0.022780569514237858,0.008040201005025126,0.005695142378559464,0.01474036850921273,0.006365159128978224,0.003015075376884422,0.02579564489112228,0.007035175879396985,0.010720268006700168,0.026465661641541037,0.01440536013400335,0.021440536013400336,0.03819095477386935,0.026465661641541037,0.0020100502512562816,0.01340033500837521,0.007705192629815745,0.009380234505862646,0.01541038525963149,0.008040201005025126,0.024455611390284758,0.0016750418760469012,0.002680067001675042,0.019765494137353432,0.010720268006700168,0.006365159128978224,0.003015075376884422,0.0020100502512562816,0.0006700167504187605,0.0033500837520938024,0.00033500837520938025,0.0033500837520938024,0.006365159128978224,0.007035175879396985,0.0010050251256281408,0.00033500837520938025,0.001340033500837521,0.00033500837520938025,0.0010050251256281408,0.00033500837520938025,0.0006700167504187605
87,GTEX-12WSL-2526-SM-5GCNJ,0.019758874748827863,0.01640991292699263,0.044876088412592094,0.020093770931011386,0.029470864032150032,0.04554588077695914,0.010046885465505693,0.021768251841929,0.06296048225050234,0.018754186202277295,0.02042866711319491,0.03014065639651708,0.03014065639651708,0.010381781647689216,0.008372404554588079,0.026121902210314803,0.020093770931011386,0.06363027461486939,0.009377093101138647,0.006363027461486939,0.013060951105157401,0.00971198928332217,0.02679169457468185,0.027796383121232417,0.012391158740790355,0.003348961821835231,0.008037508372404554,0.023107836570663093,0.008037508372404554,0.0056932350971198925,0.014735432016075016,0.006697923643670462,0.003348961821835231,0.025452109845947757,0.007032819825853985,0.010716677829872739,0.026456798392498326,0.014400535833891493,0.021433355659745478,0.038513060951105155,0.026456798392498326,0.0020093770931011385,0.013395847287340924,0.007702612190221032,0.009377093101138647,0.015405224380442064,0.008037508372404554,0.024447421299397188,0.0016744809109176155,0.0026791694574681848,0.01942397856664434,0.010716677829872739,0.006363027461486939,0.003014065639651708,0.0020093770931011385,0.0006697923643670462,0.003348961821835231,0.0003348961821835231,0.003348961821835231,0.006363027461486939,0.007032819825853985,0.0010046885465505692,0.0003348961821835231,0.0013395847287340924,0.0003348961821835231,0.0010046885465505692,0.0003348961821835231,0.0003348961821835231
88,GTEX-12WSM-0011-R11a-SM-5DUX8,0.01953519703603907,0.016503873358033008,0.04513304142809026,0.020208824520040417,0.02963960929605928,0.04580666891209161,0.009767598518019536,0.021892893230043786,0.06298416975412596,0.018861569552037723,0.02054563826204109,0.030313236780060628,0.030313236780060628,0.010104412260020209,0.008420343550016841,0.026271471876052544,0.01953519703603907,0.06399461098012799,0.009430784776018861,0.006736274840013472,0.012798922196025598,0.010104412260020209,0.026608285618053215,0.02795554058605591,0.011788480970023578,0.003368137420006736,0.008083529808016167,0.02256652071404513,0.008083529808016167,0.004715392388009431,0.014482990906028967,0.006736274840013472,0.0030313236780060626,0.02593465813405187,0.007073088582014146,0.010778039744021556,0.026608285618053215,0.014482990906028967,0.021892893230043786,0.038396766588076794,0.026608285618053215,0.0020208824520040417,0.01380936342202762,0.00740990232401482,0.009430784776018861,0.015493432132030987,0.008083529808016167,0.024587403166049175,0.001684068710003368,0.002694509936005389,0.019872010778039743,0.010104412260020209,0.006399461098012799,0.002694509936005389,0.0020208824520040417,0.0006736274840013472,0.003368137420006736,0.0003368137420006736,0.003368137420006736,0.006062647356012125,0.007073088582014146,0.0010104412260020209,0.0003368137420006736,0.0013472549680026945,0.0003368137420006736,0.0010104412260020209,0.0003368137420006736,0.0003368137420006736
89,GTEX-12WSM-0526-SM-5GCO8,0.019831932773109243,0.01647058823529412,0.045042016806722686,0.020168067226890758,0.02957983193277311,0.045714285714285714,0.010084033613445379,0.021848739495798318,0.06319327731092438,0.018823529411764704,0.020504201680672268,0.030252100840336135,0.030252100840336135,0.010420168067226891,0.008403361344537815,0.02621848739495798,0.019831932773109243,0.06352941176470588,0.009411764705882352,0.006050420168067227,0.01310924369747899,0.009411764705882352,0.026554621848739496,0.027899159663865546,0.012436974789915966,0.0033613445378151263,0.008067226890756302,0.02319327731092437,0.008067226890756302,0.005714285714285714,0.014789915966386555,0.006386554621848739,0.0033613445378151263,0.025210084033613446,0.007058823529411765,0.010756302521008404,0.026554621848739496,0.014453781512605042,0.020840336134453782,0.03831932773109244,0.026554621848739496,0.0020168067226890756,0.01310924369747899,0.00773109243697479,0.009411764705882352,0.01546218487394958,0.008067226890756302,0.02453781512605042,0.0016806722689075631,0.002352941176470588,0.019831932773109243,0.010756302521008404,0.006386554621848739,0.0030252100840336134,0.0020168067226890756,0.0006722689075630252,0.0033613445378151263,0.0003361344537815126,0.0033613445378151263,0.006386554621848739,0.007058823529411765,0.0010084033613445378,0.0003361344537815126,0.0013445378151260505,0.0003361344537815126,0.0010084033613445378,0.0003361344537815126,0.0003361344537815126
90,GTEX-12ZZW-2426-SM-5DUWE,0.019739043158246906,0.01639344262295082,0.04483104717296755,0.020073603211776515,0.029441284710605555,0.04550016728002677,0.010036801605888258,0.021746403479424557,0.06289729006356641,0.01873536299765808,0.02040816326530612,0.03011040481766477,0.03011040481766477,0.010371361659417865,0.008364001338240215,0.02609568417530947,0.020073603211776515,0.06356641017062563,0.00936768149882904,0.006356641017062563,0.013047842087654735,0.010036801605888258,0.026764804282368684,0.02776848444295751,0.012378721980595517,0.0033456005352960855,0.008029441284710606,0.023084643693542992,0.008029441284710606,0.005687520910003346,0.014720642355302778,0.006691201070592171,0.0033456005352960855,0.02576112412177986,0.00702576112412178,0.010705921712947474,0.026430244228839078,0.014386082301773169,0.021411843425894948,0.03780528604884577,0.026430244228839078,0.0020073603211776514,0.01371696219471395,0.007694881231180997,0.00936768149882904,0.015389762462361994,0.008029441284710606,0.024422883907661425,0.0016728002676480427,0.0026764804282368685,0.019739043158246906,0.010705921712947474,0.006356641017062563,0.003011040481766477,0.0020073603211776514,0.0006691201070592171,0.0033456005352960855,0.00033456005352960856,0.0033456005352960855,0.006356641017062563,0.00702576112412178,0.0010036801605888257,0.00033456005352960856,0.0013382402141184342,0.00033456005352960856,0.0010036801605888257,0.00033456005352960856,0.0006691201070592171
91,GTEX-12ZZX-0011-R10b-SM-5DUWK,0.019865319865319864,0.016498316498316498,0.04511784511784512,0.020202020202020204,0.02962962962962963,0.04579124579124579,0.009764309764309764,0.021885521885521887,0.06296296296296296,0.018855218855218854,0.02053872053872054,0.030303030303030304,0.030303030303030304,0.010437710437710438,0.008417508417508417,0.026262626262626262,0.019528619528619527,0.0632996632996633,0.009427609427609427,0.006734006734006734,0.012794612794612794,0.010101010101010102,0.026936026936026935,0.027609427609427608,0.012457912457912458,0.003367003367003367,0.00808080808080808,0.022222222222222223,0.00808080808080808,0.0053872053872053875,0.014478114478114479,0.006734006734006734,0.0030303030303030303,0.02558922558922559,0.007070707070707071,0.010774410774410775,0.026262626262626262,0.014478114478114479,0.02154882154882155,0.038047138047138045,0.0265993265993266,0.00202020202020202,0.013468013468013467,0.007407407407407408,0.009427609427609427,0.015488215488215488,0.00808080808080808,0.02457912457912458,0.0016835016835016834,0.0026936026936026937,0.019865319865319864,0.010774410774410775,0.006397306397306397,0.0026936026936026937,0.00202020202020202,0.0006734006734006734,0.003367003367003367,0.0003367003367003367,0.003367003367003367,0.006397306397306397,0.007070707070707071,0.00101010101010101,0.0003367003367003367,0.0013468013468013469,0.0003367003367003367,0.00101010101010101,0.0003367003367003367,0.0003367003367003367
92,GTEX-12ZZX-0326-SM-5DUVH,0.020081688223281144,0.016678012253233492,0.044928522804629,0.02042205582028591,0.028931245745405038,0.044928522804629,0.010211027910142955,0.022123893805309734,0.06364874063989108,0.01906058543226685,0.020762423417290673,0.03063308373042886,0.03063308373042886,0.010211027910142955,0.00850918992511913,0.026208304969366915,0.02042205582028591,0.06228727025187202,0.009530292716133424,0.006466984343090538,0.01327433628318584,0.009189925119128658,0.026208304969366915,0.02825051055139551,0.012253233492171545,0.0030633083730428863,0.008168822328114363,0.021783526208304968,0.007828454731109599,0.005445881552076242,0.01327433628318584,0.0068073519400953025,0.0030633083730428863,0.025867937372362152,0.007147719537100068,0.010891763104152484,0.026889040163376447,0.014635806671204902,0.020762423417290673,0.038461538461538464,0.026889040163376447,0.0020422055820285907,0.01327433628318584,0.007828454731109599,0.009530292716133424,0.015656909462219197,0.008168822328114363,0.024846834581347857,0.0017018379850238256,0.002382573179033356,0.019741320626276378,0.010891763104152484,0.006466984343090538,0.002722940776038121,0.0020422055820285907,0.0006807351940095302,0.0034036759700476512,0.0003403675970047651,0.0034036759700476512,0.006126616746085773,0.007147719537100068,0.0010211027910142954,0.0003403675970047651,0.0013614703880190605,0.0003403675970047651,0.0010211027910142954,0.0003403675970047651,0.0003403675970047651
93,GTEX-12ZZZ-0526-SM-5DUX6,0.01975225979243388,0.016404419149648478,0.044861064613324404,0.020087043856712422,0.02946099765651155,0.04553063274188149,0.010043521928356211,0.02176096417810512,0.06293940408436559,0.018747907599598258,0.02042182792099096,0.03013056578506863,0.03013056578506863,0.010378305992634751,0.008369601606963508,0.026113157013726147,0.020087043856712422,0.06360897221292267,0.009373953799799129,0.006695681285570807,0.013056578506863073,0.009373953799799129,0.026782725142283227,0.02778707733511885,0.012387010378305993,0.0033478406427854034,0.008034817542684968,0.023100100435219283,0.008034817542684968,0.005691329092735186,0.014730498828255775,0.0063608972212922665,0.0033478406427854034,0.025778372949447605,0.007030465349849347,0.010713090056913292,0.02644794107800469,0.014395714763977234,0.021426180113826583,0.03783059926347506,0.02644794107800469,0.002008704385671242,0.013726146635420154,0.0077000334784064275,0.009708737864077669,0.015400066956812855,0.008034817542684968,0.024439236692333444,0.0016739203213927017,0.002678272514228323,0.01975225979243388,0.010713090056913292,0.0063608972212922665,0.003013056578506863,0.002008704385671242,0.0006695681285570807,0.0033478406427854034,0.00033478406427854036,0.0033478406427854034,0.0063608972212922665,0.007030465349849347,0.001004352192835621,0.00033478406427854036,0.0013391362571141614,0.00033478406427854036,0.001004352192835621,0.00033478406427854036,0.00033478406427854036
94,GTEX-12ZZZ-2426-SM-5GCNN,0.019772117962466487,0.016420911528150135,0.044906166219839144,0.020107238605898123,0.029490616621983913,0.045576407506702415,0.010053619302949061,0.0217828418230563,0.06300268096514745,0.01876675603217158,0.02044235924932976,0.030160857908847184,0.030160857908847184,0.010388739946380697,0.008378016085790885,0.02613941018766756,0.020107238605898123,0.06367292225201072,0.00938337801608579,0.006702412868632708,0.01306970509383378,0.009718498659517426,0.02680965147453083,0.02781501340482574,0.012399463806970509,0.003351206434316354,0.00804289544235925,0.022788203753351208,0.00804289544235925,0.005697050938337802,0.014745308310991957,0.006367292225201072,0.0030160857908847183,0.025804289544235925,0.0070375335120643435,0.010723860589812333,0.026474530831099196,0.014410187667560321,0.021447721179624665,0.037868632707774796,0.026474530831099196,0.0020107238605898124,0.013404825737265416,0.007707774798927614,0.00938337801608579,0.015080428954423592,0.00804289544235925,0.024463806970509382,0.001675603217158177,0.002680965147453083,0.019772117962466487,0.010723860589812333,0.006367292225201072,0.0030160857908847183,0.0020107238605898124,0.0006702412868632708,0.003351206434316354,0.0003351206434316354,0.003351206434316354,0.006367292225201072,0.0070375335120643435,0.0010053619302949062,0.0003351206434316354,0.0013404825737265416,0.0003351206434316354,0.0010053619302949062,0.0003351206434316354,0.0006702412868632708
95,GTEX-1313W-0011-R7b-SM-5DUWL,0.020040760869565216,0.016644021739130436,0.04551630434782609,0.020380434782608696,0.029891304347826088,0.04483695652173913,0.00985054347826087,0.022078804347826088,0.06351902173913043,0.018682065217391304,0.020720108695652172,0.030570652173913044,0.030230978260869564,0.010529891304347826,0.008491847826086956,0.026154891304347828,0.020380434782608696,0.06148097826086957,0.009510869565217392,0.006793478260869565,0.013247282608695652,0.010190217391304348,0.026834239130434784,0.02717391304347826,0.012228260869565218,0.0033967391304347825,0.008152173913043478,0.021739130434782608,0.0078125,0.005095108695652174,0.01358695652173913,0.006793478260869565,0.0030570652173913045,0.025815217391304348,0.006793478260869565,0.010869565217391304,0.026494565217391304,0.014605978260869566,0.021739130434782608,0.03804347826086957,0.026834239130434784,0.0020380434782608695,0.01358695652173913,0.0078125,0.009510869565217392,0.015625,0.0078125,0.024796195652173912,0.0016983695652173913,0.002377717391304348,0.020040760869565216,0.010529891304347826,0.006453804347826087,0.002717391304347826,0.0020380434782608695,0.0006793478260869565,0.0033967391304347825,0.00033967391304347825,0.0033967391304347825,0.006453804347826087,0.007133152173913043,0.0010190217391304348,0.00033967391304347825,0.001358695652173913,0.00033967391304347825,0.0010190217391304348,0.00033967391304347825,0.00033967391304347825
96,GTEX-1313W-0726-SM-5EGK1,0.019745649263721552,0.01639892904953146,0.04484605087014726,0.020080321285140562,0.029451137884872823,0.04551539491298527,0.010040160642570281,0.02175368139223561,0.06325301204819277,0.018741633199464525,0.020414993306559572,0.030120481927710843,0.030120481927710843,0.010374832663989291,0.008366800535475234,0.02610441767068273,0.020080321285140562,0.06358768406961178,0.009370816599732263,0.006693440428380187,0.013052208835341365,0.009705488621151271,0.02677376171352075,0.027777777777777776,0.012382864792503346,0.0033467202141900937,0.008032128514056224,0.023092369477911646,0.008032128514056224,0.005689424364123159,0.014725568942436412,0.006693440428380187,0.0030120481927710845,0.025769745649263723,0.007028112449799197,0.0107095046854083,0.02643908969210174,0.014390896921017403,0.0214190093708166,0.03815261044176707,0.02643908969210174,0.002008032128514056,0.013386880856760375,0.007697456492637216,0.009370816599732263,0.015394912985274432,0.008032128514056224,0.024431057563587683,0.0016733601070950468,0.002677376171352075,0.019745649263721552,0.0107095046854083,0.006358768406961178,0.0030120481927710845,0.002008032128514056,0.0006693440428380187,0.0033467202141900937,0.00033467202141900936,0.0033467202141900937,0.006358768406961178,0.007028112449799197,0.001004016064257028,0.00033467202141900936,0.0013386880856760374,0.00033467202141900936,0.001004016064257028,0.00033467202141900936,0.00033467202141900936
97,GTEX-131XE-0006-SM-5P9F9,0.019861830742659757,0.018998272884283247,0.04015544041450777,0.024179620034542316,0.030224525043177894,0.02936096718480138,0.009499136442141624,0.022452504317789293,0.06433506044905009,0.02072538860103627,0.02547495682210708,0.021157167530224525,0.03670120898100173,0.013385146804835924,0.007340241796200345,0.03281519861830743,0.02158894645941278,0.055267702936096716,0.009499136442141624,0.0051813471502590676,0.01683937823834197,0.010362694300518135,0.030224525043177894,0.025906735751295335,0.009067357512953367,0.0034542314335060447,0.010362694300518135,0.01468048359240069,0.010362694300518135,0.0030224525043177895,0.012953367875647668,0.005613126079447323,0.0025906735751295338,0.02677029360967185,0.007772020725388601,0.013816925734024179,0.031088082901554404,0.013816925734024179,0.018566493955094993,0.037996545768566495,0.027202072538860103,0.0025906735751295338,0.01683937823834197,0.009930915371329879,0.007772020725388601,0.01683937823834197,0.010362694300518135,0.01468048359240069,0.0017271157167530224,0.0017271157167530224,0.02461139896373057,0.013385146804835924,0.005613126079447323,0.0038860103626943004,0.0025906735751295338,0.0008635578583765112,0.0038860103626943004,0.0004317789291882556,0.004317789291882556,0.004317789291882556,0.007340241796200345,0.0012953367875647669,0.0004317789291882556,0.0012953367875647669,0.0004317789291882556,0.0012953367875647669,0.0004317789291882556,0.0004317789291882556
98,GTEX-131XE-0526-SM-5K7YT,0.019892110586648686,0.016520566419420093,0.04484153742414026,0.020229265003371546,0.02933243425488874,0.04551584625758597,0.010114632501685773,0.02191503708698584,0.0633850303438975,0.018880647336480108,0.020566419420094403,0.030006743088334457,0.030343897505057317,0.010451786918408631,0.008428860418071477,0.026298044504383007,0.020229265003371546,0.06304787592717465,0.009103169251517195,0.0064059339177343225,0.013149022252191504,0.009103169251517195,0.026972353337828724,0.027983816587997302,0.012474713418745786,0.0033715441672285905,0.008091706001348618,0.022926500337154418,0.008091706001348618,0.005394470667565745,0.01449763991908294,0.0064059339177343225,0.0030343897505057315,0.02562373567093729,0.0070802427511800405,0.01078894133513149,0.026298044504383007,0.01449763991908294,0.02157788267026298,0.03809844908968307,0.026635198921105867,0.0020229265003371545,0.013486176668914362,0.0077545515846257585,0.009440323668240054,0.015509103169251517,0.008091706001348618,0.024612272420768713,0.0016857720836142953,0.0020229265003371545,0.019554956169925825,0.01078894133513149,0.0064059339177343225,0.0030343897505057315,0.0020229265003371545,0.0006743088334457181,0.0033715441672285905,0.00033715441672285906,0.0033715441672285905,0.0064059339177343225,0.0070802427511800405,0.0010114632501685772,0.00033715441672285906,0.0013486176668914363,0.00033715441672285906,0.0010114632501685772,0.00033715441672285906,0.00033715441672285906
99,GTEX-131XG-0006-SM-5O9CE,0.020618556701030927,0.016568483063328424,0.04602356406480118,0.021723122238586155,0.03055964653902798,0.03939617083946981,0.010309278350515464,0.022091310751104567,0.06553755522827688,0.0195139911634757,0.022459499263622975,0.028350515463917526,0.03276877761413844,0.011413843888070692,0.006995581737849779,0.028718703976435934,0.020986745213549336,0.06369661266568483,0.008836524300441826,0.005522827687776142,0.014359351988217967,0.008836524300441826,0.027982326951399118,0.027614138438880706,0.009941089837997054,0.0033136966126656848,0.008836524300441826,0.018409425625920472,0.008836524300441826,0.004418262150220913,0.013254786450662739,0.005522827687776142,0.002577319587628866,0.02687776141384389,0.0066273932253313695,0.011782032400589101,0.027982326951399118,0.01288659793814433,0.02025036818851252,0.03755522827687776,0.026509572901325478,0.0022091310751104565,0.015095729013254787,0.008468335787923416,0.008836524300441826,0.015832106038291605,0.008836524300441826,0.018409425625920472,0.0014727540500736377,0.0022091310751104565,0.021723122238586155,0.011782032400589101,0.0066273932253313695,0.0033136966126656848,0.002577319587628866,0.0007363770250368188,0.0033136966126656848,0.0003681885125184094,0.003681885125184094,0.005522827687776142,0.007363770250368188,0.0011045655375552283,0.0003681885125184094,0.0014727540500736377,0.0003681885125184094,0.0011045655375552283,0.0003681885125184094,0.0003681885125184094
100,GTEX-131XG-0226-SM-5IFG1,0.019772117962466487,0.016420911528150135,0.044906166219839144,0.020107238605898123,0.029490616621983913,0.045576407506702415,0.010053619302949061,0.0217828418230563,0.06300268096514745,0.01876675603217158,0.02044235924932976,0.02982573726541555,0.030160857908847184,0.010388739946380697,0.008378016085790885,0.02613941018766756,0.020107238605898123,0.06367292225201072,0.00938337801608579,0.006702412868632708,0.01306970509383378,0.00938337801608579,0.02680965147453083,0.02781501340482574,0.012399463806970509,0.003351206434316354,0.00804289544235925,0.023123324396782843,0.00804289544235925,0.005697050938337802,0.014410187667560321,0.006702412868632708,0.0030160857908847183,0.025804289544235925,0.0070375335120643435,0.010723860589812333,0.026474530831099196,0.014410187667560321,0.021447721179624665,0.03820375335120643,0.026474530831099196,0.0020107238605898124,0.013404825737265416,0.007707774798927614,0.00938337801608579,0.015415549597855228,0.00804289544235925,0.024463806970509382,0.001675603217158177,0.002680965147453083,0.019772117962466487,0.010723860589812333,0.006367292225201072,0.0030160857908847183,0.0020107238605898124,0.0006702412868632708,0.003351206434316354,0.0003351206434316354,0.003351206434316354,0.006367292225201072,0.0070375335120643435,0.0010053619302949062,0.0003351206434316354,0.0013404825737265416,0.0003351206434316354,0.0010053619302949062,0.0003351206434316354,0.0003351206434316354
101,GTEX-131XH-0006-SM-5O98V,0.01784037558685446,0.016901408450704224,0.04131455399061033,0.023004694835680753,0.02676056338028169,0.02488262910798122,0.007981220657276996,0.022535211267605635,0.06009389671361502,0.0215962441314554,0.028169014084507043,0.01737089201877934,0.03896713615023474,0.01455399061032864,0.007981220657276996,0.03568075117370892,0.020657276995305163,0.054929577464788736,0.009859154929577466,0.005164319248826291,0.018309859154929577,0.009389671361502348,0.030985915492957747,0.02910798122065728,0.009389671361502348,0.0032863849765258214,0.010328638497652582,0.01596244131455399,0.0107981220657277,0.003755868544600939,0.0107981220657277,0.006103286384976526,0.0032863849765258214,0.02676056338028169,0.007511737089201878,0.01455399061032864,0.0323943661971831,0.013615023474178404,0.020187793427230045,0.03474178403755868,0.02676056338028169,0.0028169014084507044,0.018309859154929577,0.009859154929577466,0.00892018779342723,0.01643192488262911,0.011267605633802818,0.013615023474178404,0.0018779342723004694,0.0009389671361502347,0.02535211267605634,0.01455399061032864,0.005633802816901409,0.003755868544600939,0.0028169014084507044,0.0009389671361502347,0.0032863849765258214,0.00046948356807511736,0.004694835680751174,0.004694835680751174,0.00892018779342723,0.0014084507042253522,0.00046948356807511736,0.0018779342723004694,0.00046948356807511736,0.0014084507042253522,0.00046948356807511736,0.00046948356807511736
