,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
ENSG00000122547,0.0,0.0,0.0,0.0,0.0,0.04680142687277051,0.0
ENSG00000164307,0.0,0.0011592785935017546,0.0,0.0,0.0,0.0,0.0
ENSG00000068912,0.0007423623620053147,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113719,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000117298,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135999,0.0,0.0011569507248401045,0.0,0.0,0.0,0.0,0.0
ENSG00000124074,0.0,0.0011627703964942298,0.0,0.0,0.0,0.0,0.0
ENSG00000074800,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145293,0.0007408761510703691,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167969,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000198721,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000104823,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000178567,0.0007386468346679508,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116406,0.0007319588854606957,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000107566,0.0,0.0,0.0,0.0032263273478878697,0.0,0.0,0.0
ENSG00000147475,0.0007312157799932229,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127463,0.0,0.0011406556442085537,0.0,0.0,0.0,0.0,0.0
ENSG00000161671,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000127774,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000104884,0.0,0.0011569507248401045,0.0,0.0,0.0,0.0,0.0
ENSG00000225830,0.0,0.0010719835186898754,0.0,0.0,0.0,0.0,0.0
ENSG00000125991,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100632,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000196678,0.000660620760583308,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164010,0.0007267571471883861,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000089048,0.0,0.0010894425336522514,0.0,0.0,0.0,0.0,0.0
ENSG00000139684,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173153,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000143971,0.0006918311902171651,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139163,0.0007401330456028964,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000105755,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000093144,0.0,0.0,0.003053449113766196,0.0,0.0,0.0,0.0
ENSG00000157557,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000126767,0.0007423623620053147,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158711,0.0,0.001148803184524329,0.0,0.0,0.0,0.0,0.0
ENSG00000117036,0.0,0.0,0.0,0.0,0.01863645757012155,0.0,0.0
ENSG00000139083,0.0,0.0,0.0,0.003174654437411187,0.0,0.0,0.0
ENSG00000204371,0.0,0.0,0.003053449113766196,0.0,0.0,0.0,0.0
ENSG00000103319,0.0,0.0,0.0,0.0,0.018204362283717523,0.0,0.0
ENSG00000114942,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000124802,0.0007052070886316754,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000254772,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000055332,0.0,0.0,0.0,0.0032263273478878697,0.0,0.0,0.0
ENSG00000172071,0.0,0.0011394917098777287,0.0,0.0,0.0,0.0,0.0
ENSG00000128829,0.0007304726745257501,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134001,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125977,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000130741,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000144895,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000119718,0.0,0.0,0.003053449113766196,0.0,0.0,0.0,0.0
ENSG00000143486,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000107581,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104408,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000104131,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000100129,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000149100,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000161960,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141543,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000063046,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000148730,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000132507,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000253626,0.0,0.0004131966874428945,0.0,0.0,0.0,0.0,0.0
ENSG00000242372,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138190,0.0,0.0,0.0,0.00312944064074409,0.0,0.0,0.0
ENSG00000116903,0.0,0.0011348359725544285,0.0,0.0,0.0,0.0,0.0
ENSG00000187609,0.0,0.0011290163009003032,0.0,0.0,0.0,0.0,0.0
ENSG00000107371,0.0,0.0011511310531859792,0.0,0.0,0.0,0.0,0.0
ENSG00000178896,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000077348,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000075914,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000120699,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000151348,0.0,0.0,0.0,0.0032263273478878697,0.0,0.0,0.0
ENSG00000082898,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000132953,0.0,0.0010987540082988518,0.0,0.0,0.0,0.0,0.0
ENSG00000124571,0.0,0.0011569507248401045,0.0,0.0,0.0,0.0,0.0
ENSG00000184575,0.0,0.0011616064621634047,0.0,0.0,0.0,0.0,0.0
ENSG00000139641,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000117868,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155034,0.0,0.0,0.0,0.0027515824828833486,0.0,0.0,0.0
ENSG00000005812,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000118564,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182325,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000109670,0.0,0.0,0.0030320535744304965,0.0,0.0,0.0,0.0
ENSG00000174989,0.0007066932995666208,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167196,0.0,0.0010882785993214263,0.0,0.0,0.0,0.0,0.0
ENSG00000103264,0.0,0.0,0.0030473361025274244,0.0,0.0,0.0,0.0
ENSG00000037637,0.0007401330456028964,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174013,0.0,0.0,0.0,0.003026094819790725,0.0,0.0,0.0
ENSG00000116663,0.0,0.0,0.0,0.0032263273478878697,0.0,0.0,0.0
ENSG00000100225,0.0,0.0,0.0,0.0,0.0,0.04756242568370987,0.0
ENSG00000164117,0.0007364175182655324,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140525,0.000590768846640866,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115392,0.0006985191394244202,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100350,0.0,0.0,0.0,0.002955044567885286,0.0,0.0,0.0
ENSG00000116199,0.0007408761510703691,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177706,0.0,0.0,0.0,0.0031520475390776387,0.0,0.0,0.0
ENSG00000100376,0.0,0.0011604425278325798,0.0,0.0,0.0,0.0,0.0
ENSG00000122591,0.0006739966589978183,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155744,0.0007297295690582773,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138640,0.0,0.001127852366569478,0.0,0.0,0.0,0.0,0.0
ENSG00000082269,0.0006732535535303454,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000035141,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000051009,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000158863,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000114023,0.0007408761510703691,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000054965,0.0007423623620053147,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146067,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123575,0.0007393899401354235,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160256,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177150,0.0007156105651762943,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124098,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000047346,0.0007334450963956412,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005238,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145945,0.0,0.0,0.002992319001378484,0.0,0.0,0.0,0.0
ENSG00000120709,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000077458,0.0,0.001146475315862679,0.0,0.0,0.0,0.0,0.0
ENSG00000176853,0.0007423623620053147,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119812,0.0007379037292004779,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162613,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000107164,0.0007327019909281685,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000160752,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000079459,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000257365,0.0,0.0,0.0,0.0032263273478878697,0.0,0.0,0.0
ENSG00000158234,0.0006866294519448556,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168040,0.0,0.0,0.0,0.0031455884252680534,0.0,0.0,0.0
ENSG00000171055,0.0007416192565378419,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124279,0.0,0.0011092294172762773,0.0,0.0,0.0,0.0,0.0
ENSG00000215251,0.0,0.0011569507248401045,0.0,0.0,0.0,0.0,0.0
ENSG00000137478,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000157107,0.0007289864635908046,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145780,0.0,0.0011592785935017546,0.0,0.0,0.0,0.0,0.0
ENSG00000126391,0.0007423623620053147,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006607,0.0,0.0010649999127049252,0.0,0.0,0.0,0.0,0.0
ENSG00000066926,0.0,0.0,0.0,0.0032263273478878697,0.0,0.0,0.0
ENSG00000172456,0.0,0.0008787704197729164,0.0,0.0,0.0,0.0,0.0
ENSG00000105202,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000102531,0.0007423623620053147,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075420,0.0007297295690582773,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198855,0.0006279241200145055,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136068,0.0,0.0011522949875168043,0.0,0.0,0.0,0.0,0.0
ENSG00000105325,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173486,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100442,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000004478,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000105701,0.0,0.0,0.0,0.0,0.0,0.04756242568370987,0.0
ENSG00000204315,0.0007230416198510222,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168496,0.0007289864635908046,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137312,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132589,0.0,0.0,0.0,0.0,0.0,0.04756242568370987,0.0
ENSG00000059122,0.0,0.0011616064621634047,0.0,0.0,0.0,0.0,0.0
ENSG00000114416,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000129245,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000188352,0.0007245278307859678,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154803,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000052795,0.0007178398815787127,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000053254,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114861,0.0,0.0,0.0,0.0,0.018448590054293713,0.0,0.0
ENSG00000137166,0.0,0.0011534589218476293,0.0,0.0,0.0,0.0,0.0
ENSG00000109920,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000189283,0.0006323827528193421,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075539,0.0007371606237330052,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000073910,0.0,0.0,0.003007601529475412,0.0,0.0,0.0,0.0
ENSG00000068438,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000254685,0.0007148674597088216,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172728,0.0,0.0008962294347352923,0.0,0.0,0.0,0.0,0.0
ENSG00000106692,0.0006873725574123284,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000091483,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000115042,0.0007334450963956412,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144199,0.0,0.0,0.0029311888889907724,0.0,0.0,0.0,0.0
ENSG00000140564,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000089280,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000139132,0.0,0.0,0.0,0.003139129311458468,0.0,0.0,0.0
ENSG00000180263,0.0,0.0009765409035622211,0.0,0.0,0.0,0.0,0.0
ENSG00000134697,0.0,0.0011581146591709297,0.0,0.0,0.0,0.0,0.0
ENSG00000163938,0.0,0.0011604425278325798,0.0,0.0,0.0,0.0,0.0
ENSG00000130119,0.0007074364050340937,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120063,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000065135,0.0,0.0,0.0,0.003090685957886578,0.0,0.0,0.0
ENSG00000156052,0.0007289864635908046,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172354,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125734,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000163328,0.0,0.0,0.0030198275519529544,0.0,0.0,0.0,0.0
ENSG00000152749,0.0006405569129615428,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000152133,0.0,0.0,0.0029434149114683146,0.0,0.0,0.0,0.0
ENSG00000160818,0.0007423623620053147,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189369,0.0007052070886316754,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145907,0.0,0.0011604425278325798,0.0,0.0,0.0,0.0,0.0
ENSG00000138757,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154727,0.0007349313073305868,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000213930,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000119862,0.0,0.0,0.0,0.0,0.018279509290048658,0.0,0.0
ENSG00000006625,0.0007393899401354235,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131067,0.0,0.0,0.0030412230912886533,0.0,0.0,0.0,0.0
ENSG00000109534,0.0,0.0011616064621634047,0.0,0.0,0.0,0.0,0.0
ENSG00000157259,0.0007423623620053147,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125812,0.0,0.0,0.0,0.0032069500064591137,0.0,0.0,0.0
ENSG00000203879,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000112699,0.0,0.0,0.0,0.0,0.018110428525803603,0.0,0.0
ENSG00000144591,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173540,0.0,0.0011627703964942298,0.0,0.0,0.0,0.0,0.0
ENSG00000092208,0.0,0.0010917704023139015,0.0,0.0,0.0,0.0,0.0
ENSG00000082516,0.0,0.001127852366569478,0.0,0.0,0.0,0.0,0.0
ENSG00000152147,0.0,0.001083622861998126,0.0,0.0,0.0,0.0,0.0
ENSG00000142252,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000046647,0.0007371606237330052,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000165417,0.0,0.0011592785935017546,0.0,0.0,0.0,0.0,0.0
ENSG00000197265,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000111358,0.0,0.001127852366569478,0.0,0.0,0.0,0.0,0.0
ENSG00000213780,0.0,0.0011627703964942298,0.0,0.0,0.0,0.0,0.0
ENSG00000263001,0.0,0.0,0.0029311888889907724,0.0,0.0,0.0,0.0
ENSG00000077235,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000125484,0.0,0.0010940982709755516,0.0,0.0,0.0,0.0,0.0
ENSG00000171723,0.0,0.0,0.0,0.0030196357059811395,0.0,0.0,0.0
ENSG00000087338,0.0007304726745257501,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167925,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123159,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197045,0.000734188201863114,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174842,0.0007044639831642025,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135677,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159921,0.0007282433581233317,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100522,0.0006903449792822195,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141349,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141098,0.0,0.0,0.0030320535744304965,0.0,0.0,0.0,0.0
ENSG00000171298,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000089597,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151233,0.0007111519323714576,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177628,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000138604,0.0,0.0,0.0029067368440356877,0.0,0.0,0.0,0.0
ENSG00000169919,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148672,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178719,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000001084,0.0,0.001145311381531854,0.0,0.0,0.0,0.0,0.0
ENSG00000023909,0.0007260140417209134,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125166,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000060749,0.0,0.0010778031903440008,0.0,0.0,0.0,0.0,0.0
ENSG00000198380,0.000727500252655859,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000023572,0.0007386468346679508,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000233276,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167468,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000148834,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100983,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000104687,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000111640,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125772,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000139433,0.0,0.0,0.0,0.0,0.0,0.0,0.11138338159946536
ENSG00000055211,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000016864,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124767,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196743,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000087460,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000047932,0.0007327019909281685,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103365,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090863,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173905,0.0007111519323714576,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113384,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143457,0.0007393899401354235,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111711,0.0007393899401354235,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144674,0.0,0.001146475315862679,0.0,0.0,0.0,0.0,0.0
ENSG00000173230,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000075240,0.0,0.0,0.00305039260814681,0.0,0.0,0.0,0.0
ENSG00000146830,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000109458,0.0,0.0,0.0,0.0,0.01812921527738639,0.0,0.0
ENSG00000135968,0.0007297295690582773,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000068400,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000106070,0.0007222985143835494,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164284,0.0,0.0,0.0029464714170877003,0.0,0.0,0.0,0.0
ENSG00000131149,0.0,0.0011348359725544285,0.0,0.0,0.0,0.0,0.0
ENSG00000100226,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172432,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130299,0.0,0.001146475315862679,0.0,0.0,0.0,0.0,0.0
ENSG00000107937,0.0,0.0011592785935017546,0.0,0.0,0.0,0.0,0.0
ENSG00000100938,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000143774,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167220,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119431,0.0,0.0,0.003053449113766196,0.0,0.0,0.0,0.0
ENSG00000137814,0.0,0.001145311381531854,0.0,0.0,0.0,0.0,0.0
ENSG00000092036,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000147874,0.0,0.0011115572859379274,0.0,0.0,0.0,0.0,0.0
ENSG00000213397,0.0,0.0,0.0,0.0,0.012681057318379079,0.0,0.0
ENSG00000118960,0.0007408761510703691,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119285,0.0,0.0011162130232612276,0.0,0.0,0.0,0.0,0.0
ENSG00000068097,0.0007178398815787127,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000170606,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000044574,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000109971,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144381,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115541,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000148634,0.000734188201863114,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000092148,0.0,0.0011569507248401045,0.0,0.0,0.0,0.0,0.0
ENSG00000173064,0.0,0.0,0.0030381665856692676,0.0,0.0,0.0,0.0
ENSG00000013583,0.0007349313073305868,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114735,0.0006777121863351822,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153936,0.0007245278307859678,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136720,0.0,0.0,0.0,0.003213409120268699,0.0,0.0,0.0
ENSG00000165102,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197568,0.0007111519323714576,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000127483,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000197451,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000170144,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000169813,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169045,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000125944,0.0,0.0011627703964942298,0.0,0.0,0.0,0.0,0.0
ENSG00000213614,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000049860,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115677,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000064961,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000189403,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111911,0.0,0.0,0.00305039260814681,0.0,0.0,0.0,0.0
ENSG00000101294,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128708,0.0007393899401354235,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100084,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000094631,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000172273,0.0,0.0011557867905092796,0.0,0.0,0.0,0.0,0.0
ENSG00000109854,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000095951,0.0,0.001103409745622152,0.0,0.0,0.0,0.0,0.0
ENSG00000105856,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000159267,0.0006866294519448556,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110422,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000051128,0.0,0.0,0.0030167710463335686,0.0,0.0,0.0,0.0
ENSG00000051108,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168172,0.0007297295690582773,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000103145,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000163755,0.0007319588854606957,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100099,0.0,0.0011592785935017546,0.0,0.0,0.0,0.0,0.0
ENSG00000110756,0.0,0.0011406556442085537,0.0,0.0,0.0,0.0,0.0
