,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
ENSG00000168876,0.0,0.001146475315862679,0.0,0.0,0.0,0.0,0.0
ENSG00000151458,0.0006531897059085802,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164331,0.0,0.0011534589218476293,0.0,0.0,0.0,0.0,0.0
ENSG00000196975,0.0,0.0,0.0,0.0,0.018767964831201037,0.0,0.0
ENSG00000197043,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143412,0.0,0.0,0.0,0.0,0.0,0.0,0.0993539763867231
ENSG00000160746,0.0007401330456028964,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000177119,0.0007408761510703691,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000074855,0.0,0.0,0.0030412230912886533,0.0,0.0,0.0,0.0
ENSG00000155096,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000115977,0.0007289864635908046,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115266,0.0,0.0,0.0005440580002506334,0.0,0.0,0.0,0.0
ENSG00000100342,0.0007416192565378419,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128335,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000169857,0.0007386468346679508,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156709,0.0,0.0011627703964942298,0.0,0.0,0.0,0.0,0.0
ENSG00000100813,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000100823,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000169188,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000095139,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131584,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000173744,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000106351,0.0007334450963956412,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000157985,0.0,0.0,0.0027508550574470232,0.0,0.0,0.0,0.0
ENSG00000133612,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000204149,0.0,0.0011592785935017546,0.0,0.0,0.0,0.0,0.0
ENSG00000153317,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134884,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000174891,0.0007185829870461855,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176393,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140691,0.0007393899401354235,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125449,0.0,0.0,0.0,0.0032198682340782844,0.0,0.0,0.0
ENSG00000102401,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125962,0.0,0.001040557291757599,0.0,0.0,0.0,0.0,0.0
ENSG00000197070,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000140450,0.000723784725318495,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000099889,0.0,0.0,0.0028792282934612177,0.0,0.0,0.0,0.0
ENSG00000110711,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000100299,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000113273,0.0,0.0,0.0,0.0,0.017584399481485657,0.0,0.0
ENSG00000164291,0.0006316396473518694,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000141337,0.0,0.0,0.0,0.003026094819790725,0.0,0.0,0.0
ENSG00000117593,0.0007215554089160766,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000038002,0.0007364175182655324,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171456,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000153207,0.0007416192565378419,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168488,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000066427,0.0,0.0009509343482840698,0.0,0.0,0.0,0.0,0.0
ENSG00000146776,0.0006108326942626313,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119787,0.0007393899401354235,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184743,0.0,0.0,0.0,0.0,0.018767964831201037,0.0,0.0
ENSG00000197150,0.0007408761510703691,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000124574,0.0,0.0011569507248401045,0.0,0.0,0.0,0.0,0.0
ENSG00000114770,0.0,0.0,0.003044279596908039,0.0,0.0,0.0,0.0
ENSG00000101986,0.0,0.0,0.0,0.0032198682340782844,0.0,0.0,0.0
ENSG00000119688,0.0,0.0011627703964942298,0.0,0.0,0.0,0.0,0.0
ENSG00000164163,0.0,0.0011557867905092796,0.0,0.0,0.0,0.0,0.0
ENSG00000118777,0.0,0.0,0.001824733854773192,0.0,0.0,0.0,0.0
ENSG00000131473,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000123472,0.0,0.0011592785935017546,0.0,0.0,0.0,0.0,0.0
ENSG00000105726,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133657,0.0007416192565378419,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159363,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000119778,0.0,0.0010940982709755516,0.0,0.0,0.0,0.0,0.0
ENSG00000160072,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000182220,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000033627,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000117410,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185883,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159720,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000113732,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000155097,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000047249,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145246,0.0,0.0,0.0,0.0,0.017584399481485657,0.0,0.0
ENSG00000068650,0.0,0.0,0.0,0.003223097790983077,0.0,0.0,0.0
ENSG00000058063,0.0,0.0,0.0,0.0031908022219351503,0.0,0.0,0.0
ENSG00000101974,0.0006866294519448556,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000017260,0.0007416192565378419,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000175054,0.0007022346667617842,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000088812,0.0007319588854606957,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000159461,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000110046,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000066739,0.0,0.0011394917098777287,0.0,0.0,0.0,0.0,0.0
ENSG00000125703,0.0007089226159690393,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198925,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000075790,0.0007319588854606957,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145734,0.0007014915612943114,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000095564,0.0,0.0011569507248401045,0.0,0.0,0.0,0.0,0.0
ENSG00000156735,0.0007304726745257501,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000266074,0.0006680518152580359,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000174483,0.0007297295690582773,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000179941,0.0007066932995666208,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000125124,0.0007379037292004779,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140463,0.0,0.0011476392501935041,0.0,0.0,0.0,0.0,0.0
ENSG00000122507,0.0,0.0010940982709755516,0.0,0.0,0.0,0.0,0.0
ENSG00000082153,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168062,0.0,0.0,0.0,0.0024253972354992895,0.0,0.0,0.0
ENSG00000117475,0.0007245278307859678,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134897,0.0006985191394244202,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000030110,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000171552,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000099968,0.0,0.0011616064621634047,0.0,0.0,0.0,0.0,0.0
ENSG00000258643,0.0005573291006045906,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000183337,0.0007141243542413487,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116128,0.0007282433581233317,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178409,0.0,0.0004644097979991969,0.0,0.0,0.0,0.0,0.0
ENSG00000112309,0.0,0.0,0.0016474565288488283,0.0,0.0,0.0,0.0
ENSG00000162885,0.0,0.0,0.0026377643495297566,0.0,0.0,0.0,0.0
ENSG00000121578,0.000727500252655859,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158470,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000186318,0.000713381248773876,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185963,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090013,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000196072,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000113460,0.0,0.0011534589218476293,0.0,0.0,0.0,0.0,0.0
ENSG00000145919,0.0007386468346679508,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000169814,0.0007282433581233317,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172331,0.0007401330456028964,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000108578,0.0,0.0,0.0,0.0,0.018786751582783822,0.0,0.0
ENSG00000168283,0.000734188201863114,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138756,0.0007163536706437672,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163170,0.0007193260925136583,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000083123,0.0007007484558268386,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000185515,0.0,0.001127852366569478,0.0,0.0,0.0,0.0,0.0
ENSG00000104221,0.0,0.001144147447201029,0.0,0.0,0.0,0.0,0.0
ENSG00000182685,0.0,0.0,0.0030473361025274244,0.0,0.0,0.0,0.0
ENSG00000198604,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000100425,0.0,0.0011616064621634047,0.0,0.0,0.0,0.0,0.0
ENSG00000112983,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000168000,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000064726,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000154473,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000112578,0.0,0.001144147447201029,0.0,0.0,0.0,0.0,0.0
ENSG00000111731,0.0,0.0011592785935017546,0.0,0.0,0.0,0.0,0.0
ENSG00000168014,0.0,0.001142983512870204,0.0,0.0,0.0,0.0,0.0
ENSG00000172375,0.0,0.0,0.0,0.0032263273478878697,0.0,0.0,0.0
ENSG00000147894,0.0,0.0,0.0,0.003203720449554321,0.0,0.0,0.0
ENSG00000099991,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171302,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000185043,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134072,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000145349,0.0,0.0011394917098777287,0.0,0.0,0.0,0.0,0.0
ENSG00000110931,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000147044,0.0006836570300749645,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000116161,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000198668,0.0,0.0,0.003056505619385581,0.0,0.0,0.0,0.0
ENSG00000171735,0.0,0.0,0.002961753945184628,0.0,0.0,0.0,0.0
ENSG00000130559,0.0,0.0,0.002983149484520327,0.0,0.0,0.0,0.0
ENSG00000127022,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000014216,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131375,0.0007356744127980596,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153113,0.0,0.0011639343308250548,0.0,0.0,0.0,0.0,0.0
ENSG00000179218,0.0,0.0,0.0,0.0032295569047926624,0.0,0.0,0.0
ENSG00000128595,0.0007416192565378419,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000107175,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143578,0.0,0.001124360563577003,0.0,0.0,0.0,0.0,0.0
ENSG00000111269,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000257727,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134030,0.0007401330456028964,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000079432,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000110888,0.0,0.0,0.0030137145407141833,0.0,0.0,0.0,0.0
ENSG00000084774,0.0,0.0011546228561784544,0.0,0.0,0.0,0.0,0.0
ENSG00000147119,0.0,0.0,0.0030381665856692676,0.0,0.0,0.0,0.0
ENSG00000172831,0.0,0.0,0.003053449113766196,0.0,0.0,0.0,0.0
ENSG00000108582,0.0007431054674727875,0.0,0.0,0.0,0.0,0.0,0.0
